['ва', 429]
['къанунчйирина', 1]
['къаршуди', 1]
['улхурайир', 1]
['шулухъа', 1]
['фикрарин', 1]
['тіаърачва', 1]
['лиц', 1]
['ахин', 1]
['дахънайи', 1]
['ахинра', 1]
['аьжаб', 1]
['кереметнан', 1]
['гъяркъюндарин', 1]
['гъуллугъагьли', 1]
['кеспи', 1]
['гутйириз', 1]
['дахьнайи', 1]
['хяларра', 1]
['апірударихъдина', 1]
['гунагькрарихъди', 1]
['гьапіуз', 1]
['сагъидариз', 1]
['аьзарлуйириз', 1]
['касари', 1]
['гунагькрари', 1]
['кми-кмиди', 1]
['дисури', 1]
['хурайирихъди', 1]
['сумчрин', 1]
['хяларихьди', 1]
['гъитуз', 1]
['хурайир', 1]
['гужназ', 1]
['ушварра', 1]
['палатдикан', 1]
['кадабтіну', 1]
['палатдик', 1]
['ктривур', 1]
['чіябгъиди', 1]
['ктабтіу', 1]
['йирсибдик', 1]
['балгидира', 1]
['убзидар', 1]
['чяхри', 1]
['иржар', 1]
['гьутіурччвиди', 1]
['удубзиди', 1]
['иржарра', 1]
['убзуб', 1]
['дубхъну', 1]
['дубзнайи', 1]
['хутілариан', 1]
['ктутіури', 1]
['хиларигъ', 1]
['ктіиршури', 1]
['итіури', 1]
['къанунди', 1]
['маллйирилан', 1]
['шликіан', 1]
['гъитінуш', 1]
['хъайидаризра', 1]
['тувнуш', 1]
['гъурхунданчва', 1]
['инра', 1]
['мистаз', 1]
['тувбакк', 1]
['деебццнайи', 1]
['кипбан', 1]
['апіидайкіан', 1]
['хъипнайи', 1]
['дебццнайи', 1]
['варидарин', 1]
['дийигъ', 1]
['гьерхраза', 1]
['писвал', 1]
['даркіури', 1]
['вардарилан', 1]
['гьачіабкк', 1]
['гъапіумитіла', 1]
['хъюл', 1]
['деллу', 1]
['ккарагбан', 1]
['дагъдиз', 1]
['ктагъуру', 1]
['тувуру', 1]
['симонна', 1]
['андрей', 1]
['филипна', 1]
['варфоломей', 1]
['маттана', 1]
['фома', 1]
['алфейин', 1]
['зилот', 1]
['шимон', 1]
['душман', 1]
['майдандиина', 1]
['ягьудияйианна', 1]
['гъирагъдихъ', 1]
['тир', 1]
['сидон', 1]
['аьзарарихьан', 1]
['гъафидарра', 1]
['гъаркі', 1]
['апіурайидарра', 1]
['шулира', 1]
['кучуз', 1]
['ученикарилан', 1]
['илбицури', 1]
['вуйидар', 1]
['учвусдаринуб', 1]
['гашлудар', 1]
['ишурайидар', 1]
['аьлхъидичва', 1]
['утіурккган', 1]
['беябур', 1]
['нянайикк', 1]
['ккипруган', 1]
['даккнидарин', 1]
['абйирира', 1]
['пайгъамбрарихъди', 1]
['мураризси', 1]
['дяркъначвуз', 1]
['уьлдюгъну', 1]
['гъярайидар', 1]
['хьибдичвуз', 1]
['аьлхъюрайидар', 1]
['гьяйиф', 1]
['дизигну', 1]
['ишидичва', 1]
['улхруганра', 1]
['пайгъамбрариканра', 1]
['даккнидариз', 1]
['нянатлу', 1]
['апіурайидариз', 1]
['ктапірударихъанди', 1]
['гарціликкан', 1]
['бачі', 1]
['ккадатуриз', 1]
['ккив', 1]
['илдибтруриз', 1]
['кіанакк', 1]
['ккурттра', 1]
['манигъ', 1]
['апіурайириз', 1]
['тув', 1]
['гъадабгъуриз', 1]
['гьадрарихъди', 1]
['ккунидартіан', 1]
['ккундарш', 1]
['гунагькраризра', 1]
['чиб', 1]
['апірудариз', 1]
['удукьрурихьна', 1]
['тувраш', 1]
['тувкьануб', 1]
['бисуб', 1]
['буржназра', 1]
['даршлударизра', 1]
['касаризра', 1]
['адашси', 1]
['ичвра', 1]
['алдабгъай', 1]
['учвланра', 1]
['убжнайи', 1]
['абцінайи', 1]
['танхлиъ', 1]
['ебцураш', 1]
['гьацибдиинди', 1]
['ебциди', 1]
['тахалусарра', 1]
['курихьан', 1]
['ичіаъ', 1]
['ахьидаринхъа', 1]
['мялимтіан', 1]
['дубгъури', 1]
['мялимдихъ', 1]
['рябкъюрвуз', 1]
['дярябкърайи', 1]
['гъардшиз', 1]
['адабгъуза', 1]
['дярябкърайиган', 1]
['гъяйир', 1]
['адабгъ', 1]
['гъардшин', 1]
['адабгъуруш', 1]
['рябкъидивуз', 1]
['йимишдиз', 1]
['зазарилан', 1]
['инжир', 1]
['хутарилан', 1]
['тіумуті', 1]
['чіурури', 1]
['адабгъуру', 1]
['абцінаш', 1]
['гьаддикан', 1]
['кіуручва', 1]
['дарапірайиган', 1]
['хъебехъну', 1]
['дивруган', 1]
['дериндиз', 1]
['селлер', 1]
['ришвуз', 1]
['дивнайидар', 1]
['ерхьури', 1]
['дарапірайи', 1]
['кетіерццну', 1]
['ижмиди', 1]
['юзбаши', 1]
['хъуркьради', 1]
['инжиг', 1]
['махьан', 1]
['учівбаз', 1]
['гъюзкьан', 1]
['гъапіундарза', 1]
['хликк', 1]
['эскрарра', 1]
['азуз', 1]
['израилиъра', 1]
['аллагьдихъ', 1]
['хъугърайи', 1]
['гъяркъюндарзуз', 1]
['гьаъдариз', 1]
['кетіерццнайи', 1]
['духьнади', 1]
['наин', 1]
['урнарихьна', 1]
['хпирин', 1]
['айина-адру', 1]
['накьваригъна', 1]
['адабгъури', 1]
['майтихъ', 1]
['мишан', 1]
['мягьражарик', 1]
['катру', 1]
['гъабхурайидар', 1]
['дийигъуру', 1]
['дукінайир', 1]
['дадайихьна', 1]
['вардарик', 1]
['адахъна', 1]
['варидарикан', 1]
['гьаъна', 1]
['аьзарарикканна', 1]
['иццрушнариккан', 1]
['ккадаъну', 1]
['кадаъну', 1]
['гъеерхьдар', 1]
['кидитай', 1]
['лицура', 1]
['кайидарин', 1]
['кар', 1]
['ебхьура', 1]
['дубградарш', 1]
['гъушхъан', 1]
['фтиз', 1]
['гъушнийчва', 1]
['микілу', 1]
['тіубччвурайи', 1]
['чіеъдиз', 1]
['гъушнийчвахъа', 1]
['дамагънан', 1]
['алахьрудар', 1]
['ккуниси', 1]
['шлудар', 1]
['паччгьарин', 1]
['дараматариъ', 1]
['пайгъамбриз', 1]
['пайгъамбартіан', 1]
['аьхюриз', 1]
['гьаъраза', 1]
['ккабалгиди', 1]
['гъахидаригъ', 1]
['ятіан', 1]
['айидарикан', 1]
['думутіан', 1]
['хъпехъурайи', 1]
['гъюдюбхрударра', 1]
['гъибису', 1]
['гьясбикк', 1]
['дарапіри', 1]
['яйихь', 1]
['шлихь', 1]
['раццариъ', 1]
['швутірамар', 1]
['ялхъвнаркьан', 1]
['гъапіундарчва', 1]
['ишузкьан', 1]
['гъишундарчва', 1]
['убхъуру', 1]
['уьж', 1]
['пияниска', 1]
['гъюдюхрударинна', 1]
['аькьюллувал', 1]
['аькьюллудари', 1]
['дахънайиб', 1]
['ругдин', 1]
['гажниъди', 1]
['ягъсиб', 1]
['нивгъарихъди', 1]
['кушарихъди', 1]
['ктатури', 1]
['вуйиш', 1]
['чак', 1]
['катрайи', 1]
['фарисейихьинди', 1]
['айиз', 1]
['туврурихъ', 1]
['хьудварж', 1]
['динар-пул', 1]
['хьціур', 1]
['кьюриддизра', 1]
['гьялал', 1]
['фунуриз', 1]
['вушул', 1]
['гъапіунва', 1]
['дишагьлийихьинди', 1]
['рякъюрануз', 1]
['гъафунза', 1]
['жикіуз', 1]
['нивгъариинди', 1]
['гъижикінийиз', 1]
['кушарихьди', 1]
['гъапінийиз', 1]
['гъафихъантина', 1]
['сикин', 1]
['кіулкан', 1]
['ктатундарва', 1]
['ликарикан', 1]
['ктатну', 1]
['хьували', 1]
['алдабгъурайиб', 1]
['улупура', 1]
['багъишламиш', 1]
['ккунивалра', 1]
['алдабгъна', 1]
['дахънайидари', 1]
['шагьрариъна', 1]
['жинарихьан', 1]
['гъюрхю', 1]
['чаан', 1]
['хуздин', 1]
['сусанна', 1]
['айи-адрубдиинди', 1]
['тахалусдиинди', 1]
['нежбер', 1]
['убзуз', 1]
['убзурайиган', 1]
['гьаціар', 1]
['малари', 1]
['ликариккан', 1]
['жакьвари', 1]
['удуру', 1]
['ругдиин', 1]
['ерццуру', 1]
['ламушин', 1]
['гъяхьру', 1]
['удрартіан', 1]
['зазари', 1]
['ругдик', 1]
['кахьру', 1]
['варжбан', 1]
['дихниинди', 1]
['паччагьлугъдин', 1]
['сирар', 1]
['тувначвуз', 1]
['имбудариз', 1]
['тахалусариътіан', 1]
['тувнадар', 1]
['лигурашра', 1]
['рябкъюрадар', 1]
['ебхьурашра', 1]
['апіурадар', 1]
['тумар', 1]
['тадахьдар', 1]
['чпихьна', 1]
['касар', 1]
['гъванариина', 1]
['ччивар', 1]
['хъугърудар', 1]
['гъяхьдар', 1]
['гъайгъушнари', 1]
['девлетну', 1]
['хъапібу', 1]
['йисир', 1]
['гафнахьан', 1]
['гьудучіврудар', 1]
['дархрудар', 1]
['ругдиина', 1]
['уьбхрудар', 1]
['туврудар', 1]
['кроватьдикк', 1]
['ккивдар', 1]
['ададабхъру', 1]
['айибдихьна', 1]
['хьибдизуз', 1]
['кіурубра', 1]
['дийигъна', 1]
['люткейиъди', 1]
['тіурфан', 1]
['утіубччвну', 1]
['лепйири', 1]
['ккапіуз', 1]
['хатіалу', 1]
['ахьру', 1]
['хъиргну', 1]
['батмиш', 1]
['шулахьу', 1]
['микілаз', 1]
['штун', 1]
['лепйириз', 1]
['архаинвал', 1]
['набшдичв', 1]
['микіаризра', 1]
['штузра', 1]
['мютіюгъра', 1]
['юрдназ', 1]
['ухдихъанмина', 1]
['алалахьди', 1]
['накьварин', 1]
['хьарар-дюрхъяригъ', 1]
['шулайир', 1]
['гагь-гагьнак', 1]
['кубчівруган', 1]
['хилар-ликар', 1]
['зунжрарихьди', 1]
['гьялкьйирихьди', 1]
['йитіуйи', 1]
['дерккуз', 1]
['кьатіар', 1]
['аьсси', 1]
['чіурариз', 1]
['гьергуйи', 1]
['мугъ', 1]
['варитіанзаан', 1]
['мабхан', 1]
['кучівнади', 1]
['гурбагуриз', 1]
['гьадрауб', 1]
['мушвхьан', 1]
['дагъдик', 1]
['карабгънайи', 1]
['гьадрариъ', 1]
['адмийиан', 1]
['силариъ', 1]
['убсру', 1]
['ккабхъру', 1]
['силарбнари', 1]
['гьамдикан', 1]
['гьякьикьи', 1]
['ляхниз', 1]
['фикрихъ', 1]
['гъябкъдари', 1]
['кайир', 1]
['чпихьан', 1]
['гъягъювал', 1]
['кабхънайи', 1]
['гъадагъуб', 1]
['гьадауру', 1]
['кидибт', 1]
['ягьир', 1]
['йисаъкьан', 1]
['илтіишну', 1]
['хътадабтірайи', 1]
['духтрариз', 1]
['дархьи', 1]
['кьялхъянди', 1]
['палатдин', 1]
['гъирагъдик', 1]
['кубкіру', 1]
['хътабтіуру', 1]
['тіаъна', 1]
['хъуржра', 1]
['фуж-вуш', 1]
['гьисс', 1]
['гьитіикіуз', 1]
['гукіунди', 1]
['ккархьну', 1]
['куркінуш', 1]
['гъапіунву', 1]
['аьхюрин', 1]
['деерхьну', 1]
['ккадархьиди', 1]
['хъуркьган', 1]
['петризна', 1]
['югьандизна', 1]
['якьубдиз', 1]
['дадайизтіан', 1]
['тувундайи', 1]
['гъачіи', 1]
['шурахъ', 1]
['дукінадар', 1]
['даахна', 1]
['дукінайиб', 1]
['хътабкуру', 1]
['ляхникан', 1]
['шлизкіа', 1]
['даркіуб', 1]
['зиин', 1]
['иццрудар', 1]
['магъадабгъанай', 1]
['чамах', 1]
['жар', 1]
['дергай', 1]
['наанкіа', 1]
['удучівруган', 1]
['ликарик', 1]
['бишируг', 1]
['гьадрарихьинди', 1]
['кадабхьай', 1]
['улубкьрубдин', 1]
['ебхьуру', 1]
['имбударира', 1]
['дегьзаманйирин', 1]
['ипнийи', 1]
['алдабтіунза', 1]
['мугъкан', 1]
['вакилари', 1]
['хъахъру', 1]
['гъабхуру', 1]
['уьзрарихьан', 1]
['хъюбгъю', 1]
['йиціикьюриддира', 1]
['ятгъариъ', 1]
['адапіри', 1]
['абгри', 1]
['адрушваъ', 1]
['ахьа', 1]
['ученикарира', 1]
['учухь', 1]
['балугътіан', 1]
['хьадарчухь', 1]
['ккундинхъа', 1]
['касдихьнакьан', 1]
['дестйириъ', 1]
['хьу-хьуціуркьан', 1]
['дитай', 1]
['ккахьри', 1]
['гьудутіну', 1]
['хъиригъу', 1]
['кьаціари', 1]
['шубурпидари', 1]
['дарпуб', 1]
['улукьиди', 1]
['аьхюдари', 1]
['маллйири', 1]
['вардарихьинди', 1]
['дубгди', 1]
['уьбхиди', 1]
['гъапіхъантина', 1]
['гъабшишра', 1]
['инсандиз', 1]
['ахъа', 1]
['гафарихьан', 1]
['гьяйбатлувалиъди', 1]
['балира', 1]
['дийигънайидарикан', 1]
['сакьюдариз', 1]
['хъубкьайиз', 1]
['йигъланси', 1]
['машнан', 1]
['рябкъювал', 1]
['палтарра', 1]
['гьяйбатлу', 1]
['аднаъди', 1]
['дуфнайидари', 1]
['улубкьру', 1]
['аьжаликан', 1]
['душнайи', 1]
['хъиргиган', 1]
['гьяйбатлувал', 1]
['вучуз', 1]
['паж', 1]
['апіуча', 1]
['мусайиз', 1]
['ясдиз', 1]
['петриз', 1]
['аьгъдайи', 1]
['дифру', 1]
['ккаъган', 1]
['ученикарик', 1]
['дифрагъян', 1]
['гьамгъахъ', 1]
['сеснахъан', 1]
['гъузнийи', 1]
['улдучівган', 1]
['къаршуламиш', 1]
['лига', 1]
['чіюркьюри', 1]
['утіурччвуру', 1]
['ушвниан', 1]
['каф', 1]
['бегьемди', 1]
['тувбалан', 1]
['яваш', 1]
['ктіубккуб', 1]
['гъапінийза', 1]
['аьрбатан', 1]
['филадиз', 1]
['аьх', 1]
['гъузди', 1]
['ккитіикіуру', 1]
['кьудратниин', 1]
['гъапікьандариин', 1]
['ахъундар', 1]
['гьебкнади', 1]
['ученикарин', 1]
['гьюжат', 1]
['гьаур', 1]
['ктаурайи', 1]
['шлур', 1]
['жиларилан', 1]
['чархачйир', 1]
['гъюбаз', 1]
['гьязурвал', 1]
['якьубдина', 1]
['убгъ', 1]
['ккундунуз', 1]
['наана', 1]
['гъушишра', 1]
['гъидиза', 1]
['сулариз', 1]
['мугъарйир', 1]
['ничхрариз', 1]
['узухьди', 1]
['дукінайи', 1]
['кивуз', 1]
['дийихнайидари', 1]
['киври', 1]
['рабгъ', 1]
['гъягъидиза', 1]
['хуландариз', 1]
['дурциин', 1]
['иливхъан', 1]
['кьяляхъинди', 1]
['илдицру', 1]
['ктагъну', 1]
['кью-кьюрди', 1]
['иган', 1]
['игнин', 1]
['игниз', 1]
['жанавраригъна', 1]
['агълижарси', 1]
['гьаъразачву', 1]
['жвувахьди', 1]
['магъадагъанай', 1]
['мутуванай', 1]
['мясляаьтчи', 1]
['дергу', 1]
['ипіинай-убхъай', 1]
['лихруриз', 1]
['гьякъи', 1]
['фунуб', 1]
['ипіинай', 1]
['кючейиз', 1]
['учук', 1]
['кабсу', 1]
['биширугра', 1]
['ликариина', 1]
['ктіубччвурача', 1]
['содомдиз', 1]
['шагьризтіан', 1]
['хоразин', 1]
['гьяйбатар', 1]
['тириз', 1]
['гъяркънийиш', 1]
['агьалйири', 1]
['яснан', 1]
['рюкъ', 1]
['дисидийи', 1]
['учвузтіан', 1]
['тиризна', 1]
['рягьятди', 1]
['аьршаризкьан', 1]
['хьибдиза', 1]
['кіурайна', 1]
['гурбагуриъ', 1]
['абхъдиву', 1]
['хъпехъурайир', 1]
['хъпехъура', 1]
['гьаурихьан', 1]
['ученикди', 1]
['кимиди', 1]
['абхъу', 1]
['гъябкъюнзуз', 1]
['битіариин', 1]
['аькьрабариин', 1]
['душманвалин', 1]
['кьувватариин', 1]
['алархьуз', 1]
['тувразачвуз', 1]
['фтикіа', 1]
['тувидар', 1]
['йихьайки', 1]
['ччвурар', 1]
['аьршарик', 1]
['дидикіна', 1]
['рюгьналан', 1]
['шадвали', 1]
['заваринна', 1]
['жиларин', 1]
['аьяндрарихьанна', 1]
['аькьюллударихьан', 1]
['гьитіибкінайиб', 1]
['тувунзуз', 1]
['адашдизтіан', 1]
['бализтіан', 1]
['рябкъюрайи', 1]
['пайгъамбраризна', 1]
['паччгьариз', 1]
['ебхьурайиб', 1]
['ебхьуз', 1]
['гъеебхьундар', 1]
['рубкьуз', 1]
['урхури', 1]
['шулва', 1]
['хъипну', 1]
['рюгьнаан', 1]
['кьувватнаан', 1]
['фагьмиан', 1]
['жвувси', 1]
['тувунва', 1]
['алауз', 1]
['ерихондиз', 1]
['итну', 1]
['гъяркънушра', 1]
['левитра', 1]
['дидригъди', 1]
['гьадлинтина', 1]
['даждиинди', 1]
['ччимна', 1]
['улубзури', 1]
['илитіну', 1]
['илитну', 1]
['дергрушваз', 1]
['гъизигну', 1]
['гъягъюрайири', 1]
['дергрушван', 1]
['эйсийихьна', 1]
['динар', 1]
['зиг', 1]
['гъюрури', 1]
['туварзаяв', 1]
['касдикан', 1]
['ахъуриз', 1]
['гъашир', 1]
['апіурава', 1]
['гьелбетда', 1]
['чи', 1]
['марфайи', 1]
['чуччу', 1]
['вижна', 1]
['ктарнуз', 1]
['гьей', 1]
['гъяжяргъюрава', 1]
['тадабгъуз', 1]
['кадабгъна', 1]
['улупнуш', 1]
['улупа', 1]
['улубкьри', 1]
['йигъаз', 1]
['буржлурилан', 1]
['алдабгъури', 1]
['шулча', 1]
['тямягьариъ', 1]
['мааан', 1]
['пухьаки', 1]
['дуфнайиз', 1]
['гьивуз', 1]
['айтіан', 1]
['бизар', 1]
['хъяркьназа', 1]
['баярра', 1]
['ахникк', 1]
['дахьна', 1]
['дуствалин', 1]
['гьюрматнаан', 1]
['тутрувишра', 1]
['чахъан', 1]
['тувайизкьан', 1]
['хътадакруб', 1]
['кьадар', 1]
['тувдивуз', 1]
['абгай', 1]
['раккник', 1]
['кучай', 1]
['абццдичвуз', 1]
['кіурайириз', 1]
['абгурайириз', 1]
['бихъиди', 1]
['кучрайириз', 1]
['абццди', 1]
['ерина', 1]
['биті', 1]
['мурта', 1]
['аькьраб', 1]
['веледариз', 1]
['удукьруган', 1]
['адашдихьан', 1]
['кіурудариз', 1]
['дибиснайирикан', 1]
['ктапіу', 1]
['хизанра', 1]
['ккадабхъур', 1]
['иблисра', 1]
['дявдиъ', 1]
['сагъди', 1]
['гъубздихъа', 1]
['терефкрари', 1]
['диванчйир', 1]
['икибаштіан', 1]
['хъубкьна', 1]
['уьбхюрайиган', 1]
['мутмуйиз', 1]
['хатіавал', 1]
['думутіанра', 1]
['гужлир', 1]
['алархьиган', 1]
['уьрхюрза', 1]
['яракьра', 1]
['тадабгъубра', 1]
['апіурадарш', 1]
['инсандиан', 1]
['удубчівиган', 1]
['адрушвариъ', 1]
['либцури', 1]
['архайинвал', 1]
['дибрихъиган', 1]
['утіубкку', 1]
['хътабкидиза', 1]
['хътабкубдиз', 1]
['ичіибкнади', 1]
['дапінади', 1]
['ургубсан', 1]
['улихьдитіан', 1]
['ебхьурайидар', 1]
['заварин', 1]
['аьламатариз', 1]
['ккилигура', 1]
['юнусдин', 1]
['аьламатналан', 1]
['рябкъидар', 1]
['юнус', 1]
['наслиз', 1]
['паччагь-ханум', 1]
['адмийириз', 1]
['тму', 1]
['сулеймандин', 1]
['фагьумлувалихъ', 1]
['сулеймантіан', 1]
['дивандиз', 1]
['юнусди', 1]
['аьгъювалариинди', 1]
['гъидисну', 1]
['юнустіан', 1]
['жини', 1]
['йишвахь', 1]
['дивдар', 1]
['бедендин', 1]
['акуди', 1]
['мучіуб', 1]
['акуб', 1]
['мучіу', 1]
['ктарш', 1]
['хьибдики', 1]
['чирагъди', 1]
['нурниинди', 1]
['ипіайиз', 1]
['дижрикіиган', 1]
['рюкьчарин', 1]
['айитіишв', 1]
['угъраш', 1]
['валихьдина', 1]
['аьмалдарвалихьди', 1]
['абціну', 1]
['шуличв', 1]
['фагьумсузар', 1]
['айитіишвра', 1]
['гъапіундаринхъа', 1]
['вуки', 1]
['марццидар', 1]
['шюшеукіарилан', 1]
['кіашнишарилан', 1]
['мейвйирилан', 1]
['йиціубдик', 1]
['туврачва', 1]
['гьякьлувалин', 1]
['масанвалин', 1]
['адарчва', 1]
['гьамунубси', 1]
['ерхьуз', 1]
['жиликк', 1]
['накьварсдар', 1]
['къанунчйирикан', 1]
['ктапіурава', 1]
['учвухъра', 1]
['бала', 1]
['хъабхъди', 1]
['инсанариин', 1]
['гъагъар', 1]
['илирчурачва', 1]
['гъахбан', 1]
['тіубкьан', 1]
['кучрадарчва', 1]
['пайгъамбрариз', 1]
['гьамдиинди', 1]
['шулачва', 1]
['аьяндарвалиинди', 1]
['пайгъамбрарна', 1]
['садар', 1]
['тмундар', 1]
['утіурккиди', 1]
['гъапіхъамина', 1]
['авелин', 1]
['ифдилан', 1]
['гъапідар', 1]
['урккру', 1]
['йишванна', 1]
['ифдиина', 1]
['ктабгъиди', 1]
['ачар', 1]
['дибисначва', 1]
['учівундарчва', 1]
['учіврудар', 1]
['гъитрадарчва', 1]
['хъючіюркьну', 1]
['шуз', 1]
['суалариз', 1]
['жавабариъ', 1]
['кипуз', 1]
['агъзрариинди', 1]
['сари-сар', 1]
['хъуржуз', 1]
['дунихьан', 1]
['гъяйивал', 1]
['гьитіибкіуб', 1]
['аквнахь', 1]
['ебхьиди', 1]
['ибахъна', 1]
['гъваълан', 1]
['атіабгну', 1]
['йибкірударихьан', 1]
['кіурзачвуз', 1]
['итрурихьан', 1]
['гьадгъухьан', 1]
['кепкихъ', 1]
['гъуланжакьв', 1]
['тувдаринхъа', 1]
['ківаълан', 1]
['гьаънадар', 1]
['чіарарра', 1]
['гъуланжакьвартіан', 1]
['апіидарза', 1]
['рюгьнакан', 1]
['алдабгъидар', 1]
['мистариз', 1]
['гьякимаринна', 1]
['гьялатнаъ', 1]
['чвуччвуз', 1]
['адашдилан', 1]
['гъурубкьу', 1]
['дерккну', 1]
['тямягькрар', 1]
['девлетналан', 1]
['асиллу', 1]
['битмиш', 1]
['дубхьнади', 1]
['гьапіру', 1]
['ризкьар', 1]
['ахьрушв', 1]
['дарагъну', 1]
['аьхюдар', 1]
['дивдиза', 1]
['рузи', 1]
['ківаз', 1]
['йисариз', 1]
['дапіназа', 1]
['ахмакь', 1]
['ахъли', 1]
['гъапіуб', 1]
['ккабхъдийкіан', 1]
['ипіуруш', 1]
['алабхьуруш', 1]
['хурагтіан', 1]
['палаттіан', 1]
['къяркърариз', 1]
['ккадабціури', 1]
['тувра', 1]
['ничхрартіан', 1]
['дарнучвахъа', 1]
['хъуршлииндикьана', 1]
['вуйибра', 1]
['удукьурдаш', 1]
['имбунубдин', 1]
['зигидичвахъа', 1]
['кюкйир', 1]
['шулаш', 1]
['зигурадар', 1]
['парча', 1]
['убхурадар', 1]
['сулейман', 1]
['гьарсабдихъ', 1]
['хъайисдар', 1]
['закур', 1]
['убгурайи', 1]
['укі', 1]
['балгурайиган', 1]
['дицитіан', 1]
['алабхьидаринхъа', 1]
['ипірубдихъна', 1]
['убхърубдихъ', 1]
['милицанай', 1]
['аллагьсузари', 1]
['имбуб', 1]
['садакьади', 1]
['удручівру', 1]
['ужагъ', 1]
['камк', 1]
['ктрабхьру', 1]
['хътіатіабццру', 1]
['юківра', 1]
['гьарсабдиз', 1]
['чіулар', 1]
['идитіну', 1]
['чирагъар', 1]
['кархьну', 1]
['сумчриан', 1]
['хъумп', 1]
['арццуз', 1]
['даахнадарди', 1]
['дитди', 1]
['гьарурихьна', 1]
['чавра', 1]
['гьириккна', 1]
['гъидихъу', 1]
['аьгъяш', 1]
['гъитдар', 1]
['кіурана', 1]
['вафалу', 1]
['вахтниинди', 1]
['дерккур', 1]
['хал-йишван', 1]
['дерккди', 1]
['гъуллугъчийи', 1]
['багаригьди', 1]
['гъидар', 1]
['гъаравшариз', 1]
['ипіуз-убхъуз', 1]
['пиянвалар', 1]
['швур', 1]
['мютіюгъсузариз', 1]
['апіруб', 1]
['дарапіу', 1]
['жазайиз', 1]
['гьарсарикан', 1]
['ккунра', 1]
['ихтиярнаъ', 1]
['гьадгъахьди', 1]
['инара', 1]
['кчіибгуз', 1]
['азузки', 1]
['гьамустіанра', 1]
['удубчівайиз', 1]
['сар-сарихьан', 1]
['хъюгъди', 1]
['шубуриз', 1]
['швушваз', 1]
['сижарбабаз', 1]
['халкьдизра', 1]
['ригъалабхъру', 1]
['терефнахъан', 1]
['убгъиди', 1]
['микі', 1]
['хъивиган', 1]
['жилин', 1]
['лишнари', 1]
['улупураш', 1]
['гъудубгъунчва', 1]
['вахтарин', 1]
['лишнарин', 1]
['шуладарчвуз', 1]
['фикриинди', 1]
['шуладарчвухьан', 1]
['гьюжаткрихъди', 1]
['аьхюрихьна', 1]
['гъягъяйиз', 1]
['суддиз', 1]
['гъахиди', 1]
['судди', 1]
['жаллатірихьна', 1]
['жаллатіри', 1]
['аьхиримжи', 1]
['кепкиина', 1]
['ктипайизкьан', 1]
['душв', 1]
['удучівидарва', 1]
['агьларикан', 1]
['апіуранчвахъа', 1]
['дидрисиш', 1]
['силамдин', 1]
['чівурд', 1]
['абхъиган', 1]
['йиціимиржир', 1]
['тахсиркрар', 1]
['дидрисди', 1]
['багъдиъ', 1]
['кивнади', 1]
['багъбанчийиз', 1]
['гъюраза', 1]
['алдабті', 1]
['давди', 1]
['бисура', 1]
['багъбанчийи', 1]
['йисансана', 1]
['гъибт', 1]
['кьаблихъишв', 1]
['пейин', 1]
['хъабхьдиза', 1]
['хуруш', 1]
['дархиш', 1]
['алдабтіархьа', 1]
['уьзрин', 1]
['даціаркну', 1]
['хъціабкуз', 1]
['шулава', 1]
['хъціакуру', 1]
['аьхюри', 1]
['кубчівну', 1]
['гьарури', 1]
['дажи', 1]
['тіунхъан', 1]
['хъудубчну', 1]
['йитінайи', 1]
['кіуруган', 1]
['удучівнайи', 1]
['ляхнариин', 1]
['фтихъна', 1]
['гъубшуб', 1]
['инсанди', 1]
['бистниъ', 1]
['киву', 1]
['дилиз', 1]
['ктубчівиган', 1]
['бегьем', 1]
['ничхрари', 1]
['циркларигъ', 1]
['сеъ', 1]
['хюйик', 1]
['капіну', 1]
['хамир', 1]
['утуз', 1]
['гъибту', 1]
['дуниз', 1]
['гъул', 1]
['уьрхрюдар', 1]
['хьидайкіан', 1]
['ккуру', 1]
['урнариантина', 1]
['хъяркьди', 1]
['урчіарик', 1]
['гъуздичва', 1]
['арццава', 1]
['кючйириъ', 1]
['улупуйва', 1]
['дург', 1]
['нягьякьвалар', 1]
['утіурккруган', 1]
['ишубна', 1]
['суза', 1]
['зигидичва', 1]
['ригъгьудубчівруна', 1]
['алабхъру', 1]
['кафарина', 1]
['кьибла', 1]
['терефарихъанди', 1]
['дуфнайидар', 1]
['дахьди', 1]
['аьхиримжидар', 1]
['сарпидарди', 1]
['сарпидар', 1]
['аьхиримжидарди', 1]
['сулаз', 1]
['гъира', 1]
['закурра', 1]
['инсанарикан', 1]
['ктаиди', 1]
['сариті', 1]
['ккудубкіиди', 1]
['ккундуки', 1]
['гъина', 1]
['закурна', 1]
['саритітіан', 1]
['имдарзуз', 1]
['ерусалимдиътіан', 1]
['йикібакк', 1]
['ккуркьри', 1]
['йихру', 1]
['гьау', 1]
['илчйириин', 1]
['уьлюбхру', 1]
['швнубан', 1]
['пеъли', 1]
['хлинццариккна', 1]
['шюхъярси', 1]
['гъабхьунзуз', 1]
['ккивундарчва', 1]
['ичіиди', 1]
['гъубзна', 1]
['гъюрайир', 1]
['дарапікьан', 1]
['гьякимарикан', 1]
['гъюбакк', 1]
['хъипнийи', 1]
['хамракк', 1]
['дюшюшназ', 1]
['къанунчйирихьанна', 1]
['фарисйирихьан', 1]
['духтирвал', 1]
['ккебехъну', 1]
['аьзарлу', 1]
['фуриъ', 1]
['адабгъидаринхъа', 1]
