['ил', 308]
['руркъес', 1]
['тамашакабирутири', 1]
['зайдикіулри', 1]
['киласализив', 1]
['илбисла', 1]
['гьигьли', 1]
['вявухъун', 1]
['эй', 1]
['нушазибад', 1]
['талапдаресрив', 1]
['сайрил', 1]
['балулра', 1]
['жиндлизи', 1]
['лехіахъину', 1]
['дурабухъен', 1]
['байлав', 1]
['кайкахъили', 1]
['заралра', 1]
['хіебиублири', 1]
['халатигу', 1]
['буюрбаралли', 1]
['жиндрира', 1]
['дурадулхъулигу', 1]
['мераначи', 1]
['киласализивад', 1]
['дуціари', 1]
['чедухъи', 1]
['карихьири', 1]
['гіяшиуб', 1]
['бетахъи', 1]
['беткахъиб', 1]
['аризурли', 1]
['къуллукъбиресряхіиб', 1]
['берхіи', 1]
['гіелабиркес', 1]
['бехібихьибси', 1]
['излумани', 1]
['бикесбяхіиб', 1]
['гьарилличи', 1]
['чебурцули', 1]
['сагъбариб', 1]
['бахълизирад', 1]
['дубшутири', 1]
['вявдикіули', 1]
['сайни', 1]
['хъарикіусири', 1]
['савлила', 1]
['аргълис', 1]
['шагьарлизивад', 1]
['варгибхіели', 1]
['чучивад', 1]
['архіявкьяхъес', 1]
['шагьуртазибра', 1]
['киласабазир', 1]
['даимиуб', 1]
['геннисарет', 1]
['шараличи', 1]
['хьурайуб', 1]
['кьукьяли', 1]
['алавуциб', 1]
['декіар', 1]
['тіашаибти', 1]
['бялихъчибани', 1]
['къаякъличибад', 1]
['кабаціили', 1]
['ицулри', 1]
['цигіила', 1]
['тяйдибиахъесра', 1]
['мурхьихіи', 1]
['дурцути', 1]
['лайдакіая', 1]
['хіебуцира', 1]
['хъарбирули', 1]
['иргьис', 1]
['игьуб', 1]
['дуцибти', 1]
['бялихъунала', 1]
['дахъдешли', 1]
['гъяркавдулри', 1]
['къаякъличибти', 1]
['гьакібикіесбяхіиб', 1]
['диціибхіели', 1]
['кайгіесдяхіиб', 1]
['сайрану', 1]
['набчивад', 1]
['заведейла', 1]
['уршби', 1]
['дикибти', 1]
['чедаили', 1]
['бурцан', 1]
['изайзивсира', 1]
['буцибсира', 1]
['арабарни', 1]
['кьявгали', 1]
['кіапібарибси', 1]
['гъамиуб', 1]
['вяхіудиикили', 1]
['бусравикіескайиб', 1]
['дигадлири', 1]
['виради', 1]
['гьабатур', 1]
['умуи', 1]
['бетахъиб', 1]
['сагъиъниличи', 1]
['бирхаахъес', 1]
['кашишличи', 1]
['сагъварнилис', 1]
['муса', 1]
['идбаглира', 1]
['хъарбариливан', 1]
['челис', 1]
['излумазибадли', 1]
['умубиахъес', 1]
['хіункьрадли', 1]
['улгулри', 1]
['гіевугьухіели', 1]
['лехіихъутала', 1]
['иудеялара', 1]
['ярусалимлизибад', 1]
['гіисазибси', 1]
['зягіипти', 1]
['сагъбирнилизиб', 1]
['дакіубулхъусири', 1]
['кайхьили', 1]
['левхути', 1]
['ухінайсули', 1]
['кайхьес', 1]
['ухінасеси', 1]
['хъалчлизиб', 1]
['тіярхъи', 1]
['ухінасили', 1]
['ганзиличивси', 1]
['зягіипкар', 1]
['саби-бухінаб', 1]
['пикрилизиахъили', 1]
['мучлахіейран', 1]
['дучіули', 1]
['уркібази', 1]
['эс', 1]
['гьамадлив', 1]
['ваткайхьи', 1]
['уршилизибра', 1]
['касану', 1]
['чейахъули', 1]
['харчизурли', 1]
['дезабикіули', 1]
['вирххіеэсигъуна', 1]
['живарни', 1]
['бурчнав', 1]
['гьайиуб', 1]
['левийли', 1]
['кьабулагри', 1]
['дакіубирули', 1]
['хъутурбикіули', 1]
['бурчантачилра', 1]
['бунагькартачилра', 1]
['дукутира', 1]
['дужутира', 1]
['сагътас', 1]
['зягіиптас', 1]
['чарбиахъес', 1]
['бирхаурти', 1]
['жибирес', 1]
['ахіенрану', 1]
['дуббуцарличила', 1]
['дуббурцар', 1]
['булган', 1]
['мутагіялимтанира', 1]
['букра-букули', 1]
['бужра-бужули', 1]
['мекъличибти', 1]
['дуббуцахъес', 1]
['кевкасибти', 1]
['кабурцу', 1]
['палтарличибад', 1]
['чеббердили', 1]
['палтарличи', 1]
['чехіебалта', 1]
['заядирар', 1]
['палтарличира', 1]
['чіянкіила', 1]
['балхіебиркур', 1]
['кахіертіу', 1]
['гъяркавдахъу', 1]
['чяхікадирар', 1]
['заяли', 1]
['кертіаб', 1]
['дахъхіидиубти', 1]
['держибсилис', 1]
['хіейгахъу', 1]
['дахъхіила', 1]
['байбяхъили', 1]
['дердили', 1]
['лугни', 1]
['суркдарили', 1]
['дукулри', 1]
['асубируси', 1]
['ахіенгу', 1]
['хіебелчіунрав', 1]
['даудли', 1]
['гушли', 1]
['гушбиубхіели', 1]
['кашишуна', 1]
['деркес', 1]
['асухіебирусилизи', 1]
['халдирути', 1]
['кьуціри', 1]
['деркун', 1]
['киласализи', 1]
['гіевугьули', 1]
['сагъваралли', 1]
['иличивли', 1]
['гіялимтара', 1]
['фарисейтара', 1]
['тіашизи', 1]
['хьарбиулра', 1]
['асубирулира', 1]
['гіяхідешу', 1]
['вайдешу', 1]
['дерцахънив', 1]
['харабдарнив', 1]
['лебличилра', 1]
['чедиберхахъурли', 1]
['чулахълизи', 1]
['гьабати', 1]
['чебаахъибхіели', 1]
['някъван', 1]
['сагъсили', 1]
['саби-ургаб', 1]
['пикрилизиахъиб', 1]
['чеббикіни', 1]
['улгули', 1]
['беркіиб', 1]
['чеура', 1]
['андрейра', 1]
['филиппра', 1]
['варфоломейра', 1]
['матфейра', 1]
['фомара', 1]
['алфейла', 1]
['вайерх', 1]
['чеула', 1]
['ягьудара', 1]
['хаиндеш', 1]
['дарибси', 1]
['искариотра', 1]
['вакилтачил', 1]
['увяхіухъи', 1]
['диркьаличив', 1]
['иудеялизибадра', 1]
['ярусалимлизибадра', 1]
['тирла', 1]
['сидонна', 1]
['дубаначирти', 1]
['шагьуртазибадра', 1]
['сагъбарахъес', 1]
['бакіилри', 1]
['буцибтира', 1]
['сагъбирутири', 1]
['гачбикес', 1]
['сагъбируси', 1]
['гьанарулри', 1]
['руркъули', 1]
['ахьдуцили', 1]
['мискинти', 1]
['гушти', 1]
['лукъахъурая', 1]
['ирхіилиртирая', 1]
['дисути', 1]
['дукаркіудая', 1]
['гьимикарли', 1]
['далтіули', 1]
['уличи', 1]
['чедирхьули', 1]
['шадли', 1]
['тіяхідикіеная', 1]
['хіерли', 1]
['давлачерти', 1]
['лигімат', 1]
['чебаирая', 1]
['делкъунти', 1]
['дукаркіутас', 1]
['кьудкьули', 1]
['агьидикіули', 1]
['дисудая', 1]
['хіушачила', 1]
['гапбикіули', 1]
['балагь-кьадарра', 1]
['къалпти', 1]
['гапбирутири', 1]
['лехіихъутази', 1]
['лягінатбикіутас', 1]
['талихі', 1]
['булгеная', 1]
['далтіутас', 1]
['ляжилизи', 1]
['бяхъибсилис', 1]
['ляжира', 1]
['кабуца', 1]
['чела', 1]
['кебисусилис', 1]
['арбухахъесра', 1]
['диргаламалхъад', 1]
['тиладиухъунсира', 1]
['чармайрид', 1]
['кебкайсули', 1]
['виалра', 1]
['чарбара', 1]
['майкіуд', 1]
['цархіилтани', 1]
['дигичевсиличи', 1]
['бунагькартасра', 1]
['дигичебтицун', 1]
['кумекбирутасцун', 1]
['кумекбирули', 1]
['биэса', 1]
['чардирниличи', 1]
['умут', 1]
['лебсилисцун', 1]
['дедлугули', 1]
['чарбирни', 1]
['лугути', 1]
['чеблалисра', 1]
['чебихъниличи', 1]
['хьулра', 1]
['майкіудая', 1]
['кьадарбирар', 1]
['уршбили', 1]
['хіебалантачира', 1]
['гіясикартачира', 1]
['дудешван', 1]
['ряхімучертили', 1]
['судлизи', 1]
['марцид', 1]
['хіерцури', 1]
['чичилра', 1]
['чехіерхьадли', 1]
['хіечира', 1]
['чехіерхьу', 1]
['чевурхен', 1]
['хіечибадра', 1]
['чебкабурхар', 1]
['чебчебли', 1]
['хъячікабарили', 1]
['чіяхі-чіяхіли', 1]
['умцлали', 1]
['умцадра', 1]
['умцлаличил', 1]
['хіедра', 1]
['умцу', 1]
['сукъурли', 1]
['гьавуцили', 1]
['викес', 1]
['вирару', 1]
['курла', 1]
['кахіебиркуру', 1]
['мугіяллимличив', 1]
['чевли', 1]
['белчіуди', 1]
['таманбарибси', 1]
['мугіяллимгъуна', 1]
['чехіебиусири', 1]
['чехіебиули', 1]
['дурайсисну', 1]
['вирусири', 1]
['кіибяхіян', 1]
['хіуйзибадли', 1]
['дураса', 1]
['хіуйзибад', 1]
['дурайсусил', 1]
['чебиидну', 1]
['хіедашар', 1]
['галгали', 1]
['галгала', 1]
['ціедешличибли', 1]
['занзиличирад', 1]
['инжир', 1]
['муръухьличирад', 1]
['хіедурчу', 1]
['духінарти', 1]
['гіяхідешлумала', 1]
['вайдешла', 1]
['уркіилар', 1]
['саргу', 1]
['мухілиларадра', 1]
['дурадиркути', 1]
['дугьадилзули', 1]
['хіебирутирая', 1]
['гьарил', 1]
['буришав', 1]
['мешуси', 1]
['мурхьси', 1]
['хьулчира', 1]
['абитіи', 1]
['къаркъаличибси', 1]
['дахъдаили', 1]
['хіеркі', 1]
['чедиберхурхіелира', 1]
['шикьалра', 1]
['хіебухъун', 1]
['хіебируси', 1]
['ахіебитіи', 1]
['тіашбатурси', 1]
['чедидухъунхіели', 1]
['гъятікабиуб', 1]
['мерлар', 1]
['урціницун', 1]
['араварни', 1]
['дурес', 1]
['пикридарибти', 1]
['капернаумлизи', 1]
['ахіерси', 1]
['урехилизивси', 1]
['хіуребала', 1]
['верцахъни', 1]
['къайгъиличил', 1]
['кумекбаресра', 1]
['киласара', 1]
['барахъибси', 1]
['гьунибаахъес', 1]
['бурахъиб', 1]
['къияйзимаркуд', 1]
['хіурматбарес', 1]
['лайикьлира', 1]
['гьуниваэс', 1]
['хіекіира', 1]
['баресра', 1]
['гъайадри', 1]
['сагъкайри', 1]
['арилиувси', 1]
['арилиубти', 1]
['укьен', 1]
['къаравашлизира', 1]
['хъарбарасли', 1]
['илинира', 1]
['тамашакайуб', 1]
['ишабсигъуна', 1]
['израиллизибра', 1]
['чехіебаира', 1]
['сагъкайубли', 1]
['варгиб', 1]
['наинлизирси', 1]
['миціирварни', 1]
['наин', 1]
['къапуличи', 1]
['гъамируси', 1]
['бебкіара', 1]
['гамъаси', 1]
['нешла', 1]
['нешлис', 1]
['язихъризурли', 1]
['рисмарисуд', 1]
['хъуцірумачиб', 1]
['архути', 1]
['викіусира', 1]
['ахъиубли', 1]
['чарварили', 1]
['дезабикіесбяхіиб', 1]
['вагьариуб', 1]
['кумекли', 1]
['иудеялизира', 1]
['мераначира', 1]
['яхіъяс', 1]
['дархьибтира', 1]
['хіурив', 1]
['гіядабти', 1]
['зугілумазибадра', 1]
['бахълис', 1]
['чарбарибси', 1]
['чедаибтачилара', 1]
['дакьибтачилара', 1]
['сукъурти', 1]
['чебианкабиублири', 1]
['гіяргаби', 1]
['аракабиублири', 1]
['изайзибти', 1]
['умукабиублири', 1]
['гіянціаби', 1]
['бикьанкабиублири', 1]
['миціиркабиублири', 1]
['мискинтачи', 1]
['биулри', 1]
['васвасхіейубси', 1]
['ирхіиливси', 1]
['яхіъячила', 1]
['дягіли', 1]
['лавшарбируси', 1]
['чіигіяличив', 1]
['гьу', 1]
['гьайбатти', 1]
['гьанбикибу', 1]
['эркиндешлизиб', 1]
['кіялгіяла', 1]
['тавхунтазибгу', 1]
['гьанбикиба', 1]
['идбагу', 1]
['идбагличивра', 1]
['урхьулра', 1]
['гьунира', 1]
['хіядурбируси', 1]
['кьамлизив', 1]
['яхіъячив', 1]
['чевяхісилизи', 1]
['халареси', 1]
['дунъяличив', 1]
['виштіасира', 1]
['баркьудлуми', 1]
['дархьти', 1]
['марбариб', 1]
['кьабулхіебикиб', 1]
['чичи', 1]
['мешулив', 1]
['мешути', 1]
['кабиибти', 1]
['цабехілизи-цабехі', 1]
['вявбикіути', 1]
['сяхібатла', 1]
['делхъ', 1]
['хіедарра', 1]
['марайси', 1]
['дисихіедиирая', 1]
['хіевкун', 1]
['хіевжиб', 1]
['укра', 1]
['укун', 1]
['ужра', 1]
['ужиб', 1]
['вархкья', 1]
['канихъус', 1]
['держла', 1]
['тіагьа', 1]
['пасихідеш', 1]
['дурхінани', 1]
['бизили', 1]
['тіембикіуси', 1]
['пулан', 1]
['хіеррируси', 1]
['сарливан', 1]
['ралуси', 1]
['фарисейличив', 1]
['левни', 1]
['гіявадешличилси', 1]
['ракіиб', 1]
['рисули', 1]
['каризурхіели', 1]
['каркути', 1]
['нургъбира', 1]
['чурмачил', 1]
['байра', 1]
['рикіули', 1]
['чертіили', 1]
['суркдиресряхіиб', 1]
['фарисейлис', 1]
['гьанбикиб', 1]
['виалри', 1]
['гачриркуси', 1]
['риънира', 1]
['бали', 1]
['хіялалдатурти', 1]
['чеблумачила', 1]
['цаличибси', 1]
['шударш', 1]
['цархіилличибси', 1]
['хіебирухіели', 1]
['хіялалдатур', 1]
['чидилла', 1]
['бирара', 1]
['хіялалдатурсила', 1]
['белгибарири', 1]
['чериулрив', 1]
['вакіира', 1]
['дирцахъес', 1]
['нургъбачил', 1]
['дирциб', 1]
['чурма', 1]
['суркдариб', 1]
['байхіейкунри', 1]
['аціибхіейчирад', 1]
['рехірихьили', 1]
['байрикіули', 1]
['хіебакири', 1]
['гіявадешличил', 1]
['булан', 1]
['барибсил', 1]
['хасардатурсила', 1]
['хасардалтуси', 1]
['рерцахъибси', 1]
['шагьуртикад', 1]
['вакилра', 1]
['бихьибси', 1]
['марияра', 1]
['хузла', 1]
['игіяйнара', 1]
['сусаннара', 1]
['лебдешлизибад', 1]
['хіяжатти', 1]
['секіайчил', 1]
['гіеббурцулри', 1]
['хъубзарличила', 1]
['гьеличила', 1]
['шагьуртазибадли', 1]
['цалабикибхіели', 1]
['дегіес', 1]
['хъубзар', 1]
['дуравхъун', 1]
['делгіухіели', 1]
['илдазирад', 1]
['ганзкадариб', 1]
['дергун', 1]
['къаркъубарси', 1]
['агни', 1]
['чедакіибти', 1]
['деръуб', 1]
['занзубала', 1]
['эркинни', 1]
['дерхъибти', 1]
['занзубани', 1]
['гіянддакіиб', 1]
['дегіунти', 1]
['гьеличиб', 1]
['даршнали', 1]
['хьарбиэскабииб', 1]
['дагьахъес', 1]
['цархіилтас', 1]
['буралабазир', 1]
['чехіебиу', 1]
['хіебикьу', 1]
['уркібазибад', 1]
['бигіи', 1]
['арбухибти', 1]
['бирххіеахъесра', 1]
['хіеберцахъесра', 1]
['къаркъубар', 1]
['разидешличил', 1]
['кьабулбирути', 1]
['чіумаси', 1]
['кабизалачебдеш', 1]
['цакамси', 1]
['манзиллис', 1]
['динничи', 1]
['бирхарар', 1]
['къияндеш', 1]
['чебуркъибихіиб', 1]
['занзбази', 1]
['аркьули', 1]
['къайгъназира', 1]
['арцлизира', 1]
['лазатуназира', 1]
['лугнира', 1]
['дикьхіедикьурли', 1]
['кавлули', 1]
['умуси', 1]
['уркіилизиб', 1]
['бихіути', 1]
['кабизалачебдешличибли', 1]
['бурчути', 1]
['шямличи', 1]
['вакъ', 1]
['чекахіебирхьу', 1]
['тахла', 1]
['кахіебирхьу', 1]
['чебиэсли', 1]
['якьинхіебиубли', 1]
['калеси', 1]
['ашкархіебиубли', 1]
['дакіухіебухъеси', 1]
['лебгу', 1]
['гьанбиркусира', 1]
['кебкайсу', 1]
['гъамбиэс', 1]
['багьахъур', 1]
['кьакьалаб', 1]
['теб', 1]
['лехіихъанти', 1]
['бузахъути', 1]
['урхьначиб', 1]
['тіашаъни', 1]
['айиб', 1]
['детахъдулхъехіену', 1]
['гьайбиуб', 1]
['батбихьибхіели', 1]
['ускаун', 1]
['шараличиб', 1]
['бирціесбяхіили', 1]
['урехилизи', 1]
['бушиб', 1]
['чеваргъахъиб', 1]
['улхулирагу', 1]
['чеваргъили', 1]
['рамчанира', 1]
['тіашдизахъур', 1]
['ряхіятдиуб', 1]
['лехідеш', 1]
['тамашакабиубли', 1]
['буюрикіули', 1]
['мутіигідируси', 1]
['жиндралаиубсилизирад', 1]
['гьадяхъни', 1]
['галилеяличи', 1]
['бяхічили', 1]
['кабизурси', 1]
['герасинлантала', 1]
['хьурабиуб', 1]
['дуравхъунхіели', 1]
['къаршиикиб', 1]
['гьалавал', 1]
['хіябрала', 1]
['хъулразив', 1]
['инжитирули', 1]
['кьяшмира', 1]
['рахажуначил', 1]
['дуцахъили', 1]
['вилгьули', 1]
['гьалакварибхіели', 1]
['рахажунира', 1]
['къябкаили', 1]
['вебшили', 1]
['агарихіи', 1]
['арашусири', 1]
['жиндрази', 1]
['дурадухъахъес', 1]
['кьукьмусикиб', 1]
['инжитхіерахъес', 1]
['бикіара', 1]
['хіуреба', 1]
['сенкіунал', 1]
['хьурадиублири', 1]
['тиладидухъун', 1]
['хандакьлизи', 1]
['майкіудгу', 1]
['гіяйкабикіули', 1]
['хьурадиахъес', 1]
['пурбанбарагу', 1]
['духінадерхур', 1]
['тіяхікабухъун', 1]
['алхун', 1]
['хіенкьулабани', 1]
['мераначиб', 1]
['чукурбиркесбяхіиб', 1]
['духули', 1]
['гъайикіуси', 1]
['илизирад', 1]
['чебаибтани', 1]
['сагъварибал', 1]
['бурутири', 1]
['герасинна', 1]
['мерличибти', 1]
['мер-муса', 1]
['арукьяхъес', 1]
['арукахъес', 1]
['чариину', 1]
['барибсиличила', 1]
['гіяхіличила', 1]
['шагьарлантази', 1]
['бурескайиб', 1]
['яирла', 1]
['миціиррарни', 1]
['гъамбарили', 1]
['сагъриахъни', 1]
['гьунибаэс', 1]
['яир', 1]
['дуслацад', 1]
['рубкіулри', 1]
['гъяжвариб', 1]
['дашнила', 1]
['руцилри', 1]
['тухтуртас', 1]
['харжбарили', 1]
['сагърарес', 1]
['пяляшла', 1]
['гачрикиб', 1]
['тіашдизур', 1]
['гачикиба', 1]
['хъяма', 1]
['биркьулри', 1]
['хіукіун', 1]
['гъяжварилри', 1]
['чирил', 1]
['дурабухънира', 1]
['гьанаур', 1]
['дигіянрикили', 1]
['калес', 1]
['имканхіебикіни', 1]
['дурарухъи', 1]
['рикили', 1]
['сабабли', 1]
['гачрикибал', 1]
['сагъриубал', 1]
['сагъриахъубси', 1]
['бекіхіейубли', 1]
['юртлавад', 1]
['ребкіиб', 1]
['мугіяллимлис', 1]
['бекімахмалхъад', 1]
['чіянкіли', 1]
['вирхен', 1]
['сагъкарирар', 1]
['айціухіели', 1]
['неш-дудешра', 1]
['ахіенти', 1]
['хіебатур', 1]
['юртлабти', 1]
['ребкіибсила', 1]
['бисулри', 1]
['агьибикіулри', 1]
['дисмадисудая', 1]
['ребкіили', 1]
['русаи', 1]
['ребкіни', 1]
['тіамадариб', 1]
['аризи', 1]
['миціиркариуб', 1]
['харчризурли', 1]
['аризур', 1]
['бегітази', 1]
['рахахъес', 1]
['бархьни', 1]
['кіиралра', 1]
['ари-ціакь', 1]
['сагъбирахъесра', 1]
['архіяли', 1]
['дурадулхъухіели', 1]
['тіерхьа', 1]
['дарс', 1]
['чегьес', 1]
['кіидехіэсти', 1]
['адаціадалра', 1]
['ардукьеси', 1]
['чинар-биалра', 1]
['хьурахіедарадалли', 1]
['шагьарлизирад', 1]
['хіерлил', 1]
['багьахъес', 1]
['пяхідарая', 1]
['зягіиптира', 1]
['чедиберхур', 1]
['улгнили', 1]
['вачаирхахъули', 1]
['мер-мусала', 1]
['вачавархиб', 1]
['хіябэстира', 1]
['чидил-саял', 1]
['миціириубли', 1]
['чеббяхъяхъирагу', 1]
['бакьахъибси', 1]
['дигулиахъиб', 1]
['азир', 1]
['бахни', 1]
['бякьунихіир', 1]
['дарибтачила', 1]
['цайухъесиэси', 1]
['шагьарличи', 1]
['зягіипкардеш', 1]
['гъамбиубхіели', 1]
['беркалара', 1]
['баргахъес', 1]
['шимази', 1]
['бархьагу', 1]
['хіерхіейруси', 1]
['бахеная', 1]
['лерал-лерти', 1]
['сарну', 1]
['даэстицад', 1]
['берклуми', 1]
['азирцад', 1]
['кьукьялизиб', 1]
['биэсли', 1]
['бутіили', 1]
['кабатирая', 1]
['кабиахъиб', 1]
['баркатладарнила', 1]
['белчіи', 1]
['бутінаддариб', 1]
['дутіахъес', 1]
['белкъун', 1]
['бутінани', 1]
['чіап', 1]
['диціахъиб', 1]
['сайливан', 1]
['бируйхіиб', 1]
['чебакіибти', 1]
['вебкіибихіивад', 1]
['айзурси', 1]
['жяв', 1]
['ажайчила', 1]
['къиянти', 1]
['тямадабани', 1]
['кашишунани', 1]
['мучлахіейру', 1]
['миціирирар', 1]
['сен-сен', 1]
['детахъахъес', 1]
['мяхікамдарес', 1]
['кадихьили', 1]
['левиалли', 1]
['вакіаб', 1]
['чебуркъибси', 1]
['дехра', 1]
['бихаб', 1]
['кьасбарибхіели', 1]
['дигусини', 1]
['детихъахъу', 1]
['жайзивад', 1]
['уцахъу', 1]
['бетааллира', 1]
['гіяхідеша', 1]
['заявиралли', 1]
['каршалли', 1]
['набзивадра', 1]
['девлизивадра', 1]
['уруз-гіелумиаллира', 1]
['чебяхідешла', 1]
['рурхінилизив', 1]
['уруз-гіелумирар', 1]
['хіекьдеш', 1]
['тіаштазибад', 1]
['низамла-зегъала', 1]
['чебиу', 1]
['дурибхіейчирад', 1]
['ардякьунхіели', 1]
['улгухіели', 1]
['дяхіла', 1]
['сипат', 1]
['барсбиуб', 1]
['дяхіиван', 1]
['ціубли', 1]
['лямцідикіесдяхіиб', 1]
['ихтилатбикіулри', 1]
['пархли-рявли', 1]
['шалабарибти', 1]
['ярусалимлизиб', 1]
['кьадарбирусиличила', 1]
['гъайбикіути', 1]
['илиясра', 1]
['бархкьябира', 1]
['бусулри', 1]
['чебаргъибхіели', 1]
['асилдешла', 1]
['шалара', 1]
['гіисачибад', 1]
['арбукьес', 1]
['балбизурхіели', 1]
['дашираягу', 1]
['чятир', 1]
['дирехіе', 1]
['мусас', 1]
['илияслис', 1]
['сейкіулилра', 1]
['багьарбиубли', 1]
['гъагулли', 1]
['дяхіціили', 1]
['кіапібариб', 1]
['гъагуллиуб', 1]
['багьарбиубти', 1]
['гъагуллизибад', 1]
['бакьиб', 1]
['черикіла', 1]
['лехідилзеная', 1]
['хіебикьанбиубмад', 1]
['чеиб', 1]
['чедаибтачила', 1]
['хіебуриб', 1]
['дубурличибад', 1]
['чарбирухіели', 1]
['гьунибаиб', 1]
['вявбяхъиб', 1]
['хіеръахъес', 1]
['дяхіили', 1]
['чіярикіесирхіяхъу', 1]
['туми', 1]
['дянгкалзахъу', 1]
['хьулухьма', 1]
['тіутіуикіахъу', 1]
['вархьхіелтули', 1]
['гіязабуркіу', 1]
['мутагіялимтазира', 1]
['уршилизирад', 1]
['дураахъес', 1]
['тиладибаррагу', 1]
['илданира', 1]
['кабизалаагриличи', 1]
['бирхаудиагриличи', 1]
['хіеръаягу', 1]
['сабурбарес', 1]
['вирусира', 1]
['хіялбакіахъили', 1]
['кайкахъиб', 1]
['дугіаиб', 1]
['сагъварили', 1]
['ахъриличи', 1]
['тамашабирни', 1]
['лихіба', 1]
['хъумра', 1]
['мартаб', 1]
['лебти', 1]
['багьесра', 1]
['хіебири', 1]
['бурибсила', 1]
['хьарбаэсра', 1]
['урухкіулри', 1]
['мутагіялимтазивад', 1]
['халасил', 1]
['уркібазибси', 1]
['ахъуцили', 1]
['катур', 1]
['кьабулварибсини', 1]
['кьабулирулра', 1]
['халасили', 1]
['бахъалу', 1]
['гъайлис', 1]
['насихіятчи', 1]
['дурайуси', 1]
['вашхіешни', 1]
['къадагъабарира', 1]
['хіушагіевли', 1]
['къадагъамабиридая', 1]
['батурли', 1]
['айсуси', 1]
['чесабиули', 1]
['кумекчиби', 1]
['хіядурдарес', 1]
['самариялантала', 1]
['шантани', 1]
['хьурахіериб', 1]
['якьублира', 1]
['яхіъянира', 1]
['дигадли', 1]
['кабаціахъили', 1]
['талапбарахъес', 1]
['бурехіе', 1]
['къадагъабариб', 1]
['гьуйчив', 1]
['чина', 1]
['аркьядлира', 1]
['лявкьяс', 1]
['гурднас', 1]
['тіярхъубира', 1]
['арцантас', 1]
['кабихьесалра', 1]
['хіяриихьахъес', 1]
['илабтани', 1]
['хіярибихьаб', 1]
['цархіиллира', 1]
['лявкьясну', 1]
['хъайгіибтачи', 1]
['някъбани', 1]
['дураз', 1]
['хіерикіуси', 1]
['хьуликіес', 1]
['булгахъес', 1]
['чеббикіиб', 1]
['кіи-кіили', 1]
['укьес', 1]
['кьасбарибти', 1]
['диршес', 1]
['арши', 1]
['дахъли', 1]
['бузести', 1]
['камлину', 1]
['аршила', 1]
['аршикьянаби', 1]
['бархьахъес', 1]
['буціала', 1]
['хіенкьлизи', 1]
['мукьриван', 1]
['дурхьулрая', 1]
['малугадая', 1]
['адаціибхіели', 1]
['балгундеш', 1]
['ая', 1]
['юртлизив', 1]
['балгундешличи', 1]
['къаршиикалли', 1]
['балгунси', 1]
['саламра', 1]
['чаркабирар', 1]
['лебсигъунси', 1]
['бужули', 1]
['юртлизир', 1]
['хіянчизарлис', 1]
['бедни', 1]
['мадашудая', 1]
['чидил-биалра', 1]
['дакіибхіели', 1]
['хьурадарадалли', 1]
['букеная', 1]
['изутира', 1]
['сагъбиреная', 1]
['дякьунси', 1]
['хьурахіерадалли', 1]
['кьакьала', 1]
['пяхікадарили', 1]
['далтулра', 1]
['сабиули', 1]
['шагьарлисичиб', 1]
['содомлис', 1]
['кункли', 1]
['хоразин', 1]
['чедаахъибтигъунти', 1]
['тирлизирра', 1]
['сидоннизирра', 1]
['диаллири', 1]
['сиркьнира', 1]
['палдара', 1]
['чекьурли', 1]
['тирлисра', 1]
['сидоннисра', 1]
['хіушаблисичиб', 1]
['къулайли', 1]
['ахъбурцури', 1]
['кабиахъури', 1]
['лехіилзан', 1]
['лехіилзанра', 1]
['кьабулхіейранра', 1]
['кьабулхіейруси', 1]
['шаддешли', 1]
['буюрбарибхіели', 1]
['илбисунира', 1]
['лямціван', 1]
['кабиркуси', 1]
['чебиулраягу', 1]
['чіичілуми', 1]
['гіякьрабти', 1]
['кьяшмачил', 1]
['ганздирахъесра', 1]
['душманна', 1]
['ціакьличир', 1]
['чедидиркахъесра', 1]
['гира', 1]
['диргалара', 1]
['хіебулхъан', 1]
['лехіихъниличи', 1]
['мабиридаяну', 1]
['зубрачир', 1]
['уми', 1]
['делкіниличи', 1]
['барая', 1]
['харидешли', 1]
['виціахъиб', 1]
['ванзалара', 1]
['бегітазибадра', 1]
['духутазибадра', 1]
['дигіянбарибси', 1]
['мешутасра', 1]
['дакіубарни', 1]
['шукруикіулра', 1]
['кьасра', 1]
['уршинира', 1]
['гьаргиубсинира', 1]
['мутагіялимтачивяхі', 1]
['илдазицун', 1]
['чунира', 1]
['чейути', 1]
['талихічерти', 1]
['чедаэс', 1]
['чехіедаибти', 1]
['чулира', 1]
['дакьес', 1]
['хіедакьибти', 1]
['пачнира', 1]
['самарияланничила', 1]
['кьадардиахъес', 1]
['бурилив', 1]
['бучіуси', 1]
['уркіи-уркіилавад', 1]
['жанничилра', 1]
['пикрумачилра', 1]
['дигахъен', 1]
['гъамсиличира', 1]
['хіуван', 1]
['вирен', 1]
['гири', 1]
['бирадли', 1]
['ярусалимлизивад', 1]
['къачагъуна', 1]
['уциб', 1]
['керасили', 1]
['вебкіес', 1]
['ветикахъиб', 1]
['лайвакіили', 1]
['кашиш', 1]
['икьалабарес', 1]
['тіашалра', 1]
['хіейзурли', 1]
['левитлира', 1]
['дубкаб', 1]
['самарияланни', 1]
['язихъизур', 1]
['дяхъурби', 1]
['гіявадешлира', 1]
['чягъирлира', 1]
['дакили', 1]
['дигьун', 1]
['эмхіечи', 1]
['мурдаватурли', 1]
['карбансарайлизи', 1]
