['абуна', 219]
['парччахілъиги', 1]
['диего', 1]
['бокьарасе', 1]
['сиялда', 1]
['кіанціе', 1]
['малаикзабазе', 1]
['ціунейилан', 1]
['кодов', 1]
['восила', 1]
['ганчіидацин', 1]
['хіетіе', 1]
['тункичіого', 1]
['хіалбихьуге', 1]
['хіалбихьун', 1]
['санагіатаб', 1]
['ціубарав', 1]
['сверухълъиялдаго', 1]
['машгьурлъана', 1]
['тарбия-лъай', 1]
['гьенивги', 1]
['минбаралде', 1]
['ціализе', 1]
['калима', 1]
['бакіги', 1]
['ціалана', 1]
['дилъ', 1]
['мискиназда', 1]
['асирлъуда', 1]
['тархъанлъанилан', 1]
['бихьанилан', 1]
['бецаздаги', 1]
['зулмуялда', 1]
['ругелалги', 1]
['рещтіунеб', 1]
['дандеги', 1]
['динияб', 1]
['хъулухъалъул', 1]
['чиясухъе', 1]
['данделъарал', 1]
['киназулго', 1]
['калимаялъухъ', 1]
['рехсараб', 1]
['рекіее', 1]
['гіуна', 1]
['юсупил', 1]
['тохтирас', 1]
['кици', 1]
['тіамила', 1]
['капернаумалда', 1]
['гьабунилан', 1]
['ракьалдаги', 1]
['рикікіунаро', 1]
['соналъги', 1]
['моціалъги', 1]
['ціадал', 1]
['къатіра', 1]
['тіинкіичіого', 1]
['къоролзаби', 1]
['сидон', 1]
['царепат', 1]
['къоролалъе', 1]
['элиша', 1]
['сириялдаса', 1]
['наъман', 1]
['ваціціалъизавичіо', 1]
['гьалаглъизаруна', 1]
['кьурулъа', 1]
['рехизейилан', 1]
['руккалилъа', 1]
['ворчіун', 1]
['вагізабаз', 1]
['малъулеб', 1]
['вахі', 1]
['нижедасан', 1]
['гъуризе', 1]
['къай', 1]
['заралги', 1]
['цоцада', 1]
['жундузе', 1]
['хіалкіолъиги', 1]
['сверухълъиялда', 1]
['синагогаялъуса', 1]
['ціа-каналъул', 1]
['унтуца', 1]
['бусаде', 1]
['сахлъизаеян', 1]
['ціа-кан', 1]
['инабуна', 1]
['квен-тіехалда', 1]
['тіерхьунеб', 1]
['гіужалъ', 1]
['гіузрабаз', 1]
['ахіулаго', 1]
['вугевлъи', 1]
['бицунгутіизейин', 1]
['чіезарулел', 1]
['рогьарабго', 1]
['гъедал', 1]
['унгейилан', 1]
['шагьараздеги', 1]
['гіололъидалха', 1]
['вагіза-насихіатал', 1]
['калам', 1]
['гіащикъал', 1]
['сверухъе', 1]
['геннесарет', 1]
['русбуздаса', 1]
['ччугіихъабаз', 1]
['чурулеб', 1]
['расаялъуве', 1]
['жанибегіан', 1]
['бачейилан', 1]
['росонив', 1]
['вагіза-хабар', 1]
['добе', 1]
['гъварилъудегіан', 1]
['нолъ', 1]
['рогьинегіан', 1]
['хіалтіаниги', 1]
['цохіониги', 1]
['кквечіо', 1]
['гіадахъ', 1]
['малъухъе', 1]
['хіаталдаса', 1]
['тіутіун', 1]
['бакілъиялъ', 1]
['росонир', 1]
['гьалмагъзабаздеги', 1]
['дозги', 1]
['ціезабуна', 1]
['давлаялъул', 1]
['тіерхьун', 1]
['дагьалъ', 1]
['русби', 1]
['симон-', 1]
['накабазда', 1]
['абиларищ', 1]
['гіемерлъи', 1]
['ишалъ', 1]
['хіинкъизаруна', 1]
['гьалмагъзабилъун', 1]
['зебедайил', 1]
['васал', 1]
['гіадамалин', 1]
['рагіалде', 1]
['ціараб', 1]
['бацарав', 1]
['кіолаха', 1]
['ваціціалъизавизе', 1]
['ваціціалъизе', 1]
['ваціціалъе', 1]
['сахлъизавиялъул', 1]
['кашишасухъеги', 1]
['ваціціалъиялъухъ', 1]
['къурбанги', 1]
['хъвезабе', 1]
['сахлъизаризеги', 1]
['руккалаби', 1]
['гьевин', 1]
['вукіунаан', 1]
['гіинтіамун', 1]
['чіаразда', 1]
['росулъа', 1]
['къудраталъ', 1]
['палижалъ', 1]
['восизе', 1]
['бажаричіого', 1]
['тіохги', 1]
['лъовухъего', 1]
['виччана', 1]
['гьудулав', 1]
['жиделъго', 1]
['гіасиял-пасикъал', 1]
['хіалада', 1]
['бигьаяб', 1]
['вилълъанхъе', 1]
['унтарасда', 1]
['малиги', 1]
['гіадамалгун', 1]
['турутги', 1]
['гіажаиблъун-хіикмалъун', 1]
['тамашаяб', 1]
['бакіарулеб', 1]
['ишалъе', 1]
['левийица', 1]
['тайпаялъул', 1]
['мазгьабалъул', 1]
['гъулгъудизе', 1]
['чагіаздаги', 1]
['агьлуялдаги', 1]
['сахазе', 1]
['гурев', 1]
['тохтир', 1]
['хіажалъулев', 1]
['унтаразейин', 1]
['ахіизе', 1]
['мунапикъзаби', 1]
['тавбуялде', 1]
['ахіизейин', 1]
['гіемерисеб', 1]
['фарисеязулазги', 1]
['дуралин', 1]
['вугебгіан', 1]
['гьудулзабазда', 1]
['квана-гьекъечіого', 1]
['рукіайилан', 1]
['бегьилищ', 1]
['къоялги', 1]
['кіалги', 1]
['ратілидасаги', 1]
['ратілида', 1]
['басриялдаги', 1]
['рекъеларо', 1]
['тіоларо', 1]
['чагъиралъ', 1]
['багьизабила', 1]
['чвахун', 1]
['рахълъенги', 1]
['тіезе', 1]
['чагъиралда', 1]
['бокьуларо', 1]
['басриябго', 1]
['хурзабахъан', 1]
['тіоралги', 1]
['хъатинир', 1]
['ківекіун', 1]
['хіалухъадул', 1]
['кунел', 1]
['ціаличіебищ', 1]
['живгоги', 1]
['гьабурабали', 1]
['жанивеги', 1]
['жинцагоги', 1]
['рукіаразеги', 1]
['къоялъул', 1]
['лъимадухъ', 1]
['мухіканго', 1]
['сахлъизавилародайилан', 1]
['хіалтіийилан', 1]
['гіунтіизабизе', 1]
['гьикъила', 1]
['гьукъун', 1]
['гьабизейищ', 1]
['хвезавизейищ', 1]
['берги', 1]
['речічіизабун', 1]
['битіе', 1]
['гьалаглъарал', 1]
['дандбалеб', 1]
['лъикіилан', 1]
['тіагіаталъе', 1]
['сордоялъго', 1]
['вищун', 1]
['чапарзабийилан', 1]
['пётрилан', 1]
['кьурав', 1]
['андрей', 1]
['иоанн', 1]
['бартоломей', 1]
['матфей', 1]
['фома', 1]
['алфейил', 1]
['зелотилан', 1]
['хилиплъарав', 1]
['искариот', 1]
['муридазул', 1]
['тиралъул', 1]
['улкабаздаса', 1]
['таманал', 1]
['вагіза-насихіаталъухъ', 1]
['рорчіизаризеги', 1]
['гьунун', 1]
['сахлъизарулеб', 1]
['къуват-рухі', 1]
['муридазухъги', 1]
['мискинал-пакъирал', 1]
['гіорціизаризе', 1]
['рихиндал', 1]
['рачахъидал', 1]
['чівайдал', 1]
['гьебмехалъги', 1]
['умумуздасанги', 1]
['хіехьарабин', 1]
['гьанибго', 1]
['гіорціун', 1]
['ракъизе', 1]
['релъанхъилел', 1]
['тіун', 1]
['гьересиаварагзабазе', 1]
['умумузги', 1]
['гьабурабин', 1]
['рокьуларезе', 1]
['нагіана', 1]
['кьолездаги', 1]
['гьаруралги', 1]
['дугіадулъ', 1]
['рехсе', 1]
['кіаркьен', 1]
['чіварасда', 1]
['кіаркьенги', 1]
['ккве', 1]
['чухъа-гужгат', 1]
['бахъарасе', 1]
['бахъизеги', 1]
['квалквал', 1]
['гьараравщинасе', 1]
['гьарарабги', 1]
['бокьулеб', 1]
['гьезиеги', 1]
['рокьиялъул', 1]
['агьлуялъеги', 1]
['рокьулелъул', 1]
['гьабулесе', 1]
['беціун', 1]
['лъикілъиялъулги', 1]
['агьлуялъгицин', 1]
['гьабулелъул', 1]
['кьеялде', 1]
['чияхъе', 1]
['агьлуялъги', 1]
['кьолелъул', 1]
['цоцахъе', 1]
['бекичіого', 1]
['камичіого', 1]
['тіадбуссине', 1]
['нужеейин', 1]
['боціиги', 1]
['гіемерлъила', 1]
['васаллъун', 1]
['лъаларезеги', 1]
['квешазеги', 1]
['гьабулевлъун', 1]
['эменго', 1]
['гурхіел-рахіму', 1]
['бугеллъун', 1]
['чияда', 1]
['чіваларо', 1]
['ціаге', 1]
['ціаларо', 1]
['инелъун', 1]
['хьвагіезабун', 1]
['бугіун', 1]
['ціезабураб', 1]
['борцун', 1]
['квенчіелтіе', 1]
['борцаниги', 1]
['борцине', 1]
['мисалги', 1]
['чиясухъа', 1]
['бажариладай', 1]
['рортилародай', 1]
['мугіалимасдаса', 1]
['мутагіил', 1]
['ціалун', 1]
['ващалъула', 1]
['мугіалимасда', 1]
['ворея', 1]
['биччай', 1]
['чіалуги', 1]
['ругьунав', 1]
['бичічіила', 1]
['бахъилебали', 1]
['пихъги', 1]
['пихъихъ', 1]
['батіа', 1]
['зазида', 1]
['барщуларо', 1]
['гіинтіидул', 1]
['хъархъидаса', 1]
['бетіуларо', 1]
['квешав', 1]
['чиясин', 1]
['кіалалъ', 1]
['бицунарелъул', 1]
['рагіабазухъ', 1]
['гіенеккарав', 1]
['тіуразарурав', 1]
['релълъуневали', 1]
['бачина', 1]
['гъваридго', 1]
['бухъун', 1]
['речічіаниги', 1]
['щулаго', 1]
['гіенекканиги', 1]
['гьабуларев', 1]
['кьучіго', 1]
['бухъичіого', 1]
['речічіарабго', 1]
['биххана', 1]
['чіудби', 1]
['рималъул', 1]
['нусилбетіерасул', 1]
['хирияв', 1]
['унтиялъ', 1]
['боснов', 1]
['вачіаян', 1]
['гьевиланги', 1]
['бокьулила', 1]
['синагогагицин', 1]
['бугила', 1]
['вачіинчіониги', 1]
['ківаричіилан', 1]
['лъугьинегіанасеб', 1]
['къадруялъул', 1]
['живилан', 1]
['къуваталъул', 1]
['абеян', 1]
['ругоан', 1]
['вугила', 1]
['тіубазабулев', 1]
['ихтияралда', 1]
['рагъухъабазе', 1]
['рагіудалъун', 1]
['цоясда', 1]
['унила', 1]
['вачіайилан', 1]
['вачіунила', 1]
['тіубазабейилан', 1]
['тіубазабулила', 1]
['гіажаиблъизавуна', 1]
['гьоркьобгицин', 1]
['дандчівачіо', 1]
['рачіиналде', 1]
['кватіичіого', 1]
['наин', 1]
['руккалабиги', 1]
['кавудахъе', 1]
['къоролай', 1]
['гіезегіанго', 1]
['хвел', 1]
['букъизе', 1]
['хварасул', 1]
['молода', 1]
['вахъаян', 1]
['ворхана', 1]
['чіаголъизавун', 1]
['эбелалъухъе', 1]
['ягьудиялдаги', 1]
['бакіаздаги', 1]
['аварагас', 1]
['заманаялде', 1]
['сахлъизарун', 1]
['канлъиги', 1]
['рагіарабги', 1]
['бихьарабги', 1]
['бецазда', 1]
['бохдулъа', 1]
['ракъварал', 1]
['рилълъанхъулел', 1]
['раціціалъулел', 1]
['гіинкъазда', 1]
['чіаголъулел', 1]
['мискинзабазда', 1]
['щакдаричіев', 1]
['талихіав', 1]
['добмехалъ', 1]
['гьороца', 1]
['хьвагіезабулеб', 1]
['муціи', 1]
['бихьизейищ', 1]
['беричаб', 1]
['ратілилъ', 1]
['ретіарал', 1]
['яшавалда', 1]
['парччахізабазул', 1]
['кіалгіабазухъ', 1]
['вихьизеха', 1]
['аварагасдасагицин', 1]
['рукіанилан', 1]
['хіакъалъулъин', 1]
['витіулев', 1]
['гьаруразда', 1]
['гьитіинавгицин', 1]
['рагіарал', 1]
['рахъизарун', 1]
['кквелел', 1]
['зурма', 1]
['пуна', 1]
['кьурдизе', 1]
['рахъинчіо', 1]
['магіил', 1]
['лъугьинчіо', 1]
['къотіноре', 1]
['ахідолел', 1]
['лъималазда', 1]
['кунарев', 1]
['гьекъоларев', 1]
['шайтіабаз', 1]
['кваназеги', 1]
['гьекъезеги', 1]
['гьекъолев', 1]
['чехьквеш', 1]
['гьекъолдухъан', 1]
['чагіазулги', 1]
['агьлуялъулги', 1]
['гіакъиллъиялда', 1]
['бихьизабула', 1]
['гіакъиллъиялъул', 1]
['гіемерай', 1]
['фарисеясул', 1]
['вукіинги', 1]
['щагіил', 1]
['сурахіигун', 1]
['нахъехунги', 1]
['гіодулаго', 1]
['риччизаруна', 1]
['раціціана', 1]
['убачал', 1]
['бахана', 1]
['вукіаравани', 1]
['лъалаанин', 1]
['кинай', 1]
['хъвалеб', 1]
['ціурай', 1]
['гіаданлъидалха', 1]
['къарзалъ', 1]
['налъулав', 1]
['щунусго', 1]
['гьечіолъи', 1]
['кіиясего', 1]
['хіалал', 1]
['кинасе', 1]
['вокьилев', 1]
['букіарасе', 1]
['вокьилин', 1]
['гъой', 1]
['чіужугіаданалдехун', 1]
['йихьулищ', 1]
['гьалъ', 1]
['чурана', 1]
['ракъвазеги', 1]
['саламалъул', 1]
['вачіаралдаса', 1]
['нахъего', 1]
['убачазул', 1]
['ціезарулел', 1]
['бахинчіо', 1]
['бахунеб', 1]
['чуридалин', 1]
['чурулесе', 1]
['вокьуларо', 1]
['яціціалъана', 1]
['рукіаразда', 1]
['мунагьаздасацин', 1]
['лъазабулаго', 1]
['шагьаразда', 1]
['росабалъ', 1]
['тирулев', 1]
['сахлъизарурал', 1]
['гьарурал', 1]
['бачахъарай', 1]
['магдалина', 1]
['тіадкъарав', 1]
['хуза', 1]
['сусаннаги', 1]
['боціи-рикъзиялдасан', 1]
['хьазе', 1]
['вукіанила', 1]
['хьалаго-хьалаго', 1]
['рортанила', 1]
['мерхьунел', 1]
['рищанила', 1]
['рукіанила', 1]
['раккаралго', 1]
['ракъванила', 1]
['ракьулъ', 1]
['регьел', 1]
['заз-хъарахъалда', 1]
['гьоркьоре', 1]
['хіалигъун', 1]
['заз-хъарахъалъ', 1]
['гъанкъун', 1]
['реханила', 1]
['нус-нус', 1]
['тіорал', 1]
['рижанила', 1]
['балъголъи', 1]
['щварал', 1]
['мисалаздалъун', 1]
['бихьунгутіизе', 1]
['бичічіунгутіизе', 1]
['хьалеб', 1]
['рекіелъа', 1]
['божунгутіизе', 1]
['хвасарлъунгутіизе', 1]
['дагьабго', 1]
['божуларелал', 1]
['кьалбал', 1]
['щулиял', 1]
['хіалбихьулел', 1]
['гіунтіидал', 1]
['ратіалъунги', 1]
['чіолел', 1]
['заз-хъарахъалде', 1]
['гіенеккулелал', 1]
['къокъун', 1]
['гіумруялъул', 1]
['тіалаб-агъазалъ', 1]
['бечелъиялдаги', 1]
['тіагіам-лазаталдаги', 1]
['хачадиялъ', 1]
['гъоркькъинарула', 1]
['тіорги', 1]
['ціубаларо', 1]
['хіеренаб-хіалимаб', 1]
['сабру', 1]
['бачіинги', 1]
['хьаг', 1]
['бахчизабуларо', 1]
['хьонбакіалда', 1]
['лъоларо', 1]
['бахчарабщинабги', 1]
['тіатунелъул', 1]
['балъгоябщинабги', 1]
['загьирлъулелъул', 1]
['ругелали', 1]
['бугесе', 1]
['кколебги', 1]
['къватіир', 1]
['тіубазабулел', 1]
['росода', 1]
['рекіана', 1]
['рахине', 1]
['хіоралда', 1]
['багъарана', 1]
['ціолеб', 1]
['гъанкъиялда', 1]
['ворчіизавуна', 1]
['гъанкъизехъин', 1]
['макьидаса', 1]
['вигьун', 1]
['гьорода', 1]
['пугейилан', 1]
['лъадаеги', 1]
['гьалаглъугейилан', 1]
['мутіигілъана', 1]
['сихі', 1]
['бикьулеб', 1]
['гьороеги', 1]
['карачалабазеги', 1]
['мутіигіав', 1]
['дандбитіун', 1]
['ракъдаде', 1]
['цевегоялдаса', 1]
['цебегоялдаса', 1]
['ретіунароан', 1]
['мина-руссеналъувги', 1]
['чіолароан', 1]
['нохъазда', 1]
['чіейи', 1]
['чічіичічіидулаго-ахідолаго', 1]
['речічіана', 1]
['кьогейилан', 1]
['женалъе', 1]
['лъугьаян', 1]
['кверазда', 1]
['рахсал', 1]
['бохдузда', 1]
['маххал', 1]
['вухьунаан', 1]
['тіутіураб', 1]
['хъамулаан', 1]
['гъогеян', 1]
['кваналеб', 1]
['болъоназда', 1]
['риччайин', 1]
['болъоназулъе', 1]
['бакіалдасан', 1]
['хіоринибе', 1]
['кіанціана', 1]
['лъутун', 1]
['шагьаралдаги', 1]
['росабалъги', 1]
['лъугьарабали', 1]
['камилаб', 1]
['гіакълу-лъаялдаги', 1]
['сахлъизавуравали', 1]
['хіинкъидал', 1]
['росодаги', 1]
['вачейилан', 1]
['вачинчіо', 1]
['тіадвусса', 1]
['шагьаралдаго', 1]
['дандчівай', 1]
['хіакимлъун', 1]
['яир', 1]
['кіалагъоркьеги', 1]
['вилълъаян', 1]
['кіигогіан', 1]
['барай', 1]
['унтун', 1]
['баціціалъичіого', 1]
['сахлъизайизе', 1]
['ківечіей', 1]
['нахъасан', 1]
['гіабаялдасан', 1]
['далун', 1]
['гіертелалда', 1]
['чвахулеб', 1]
['вазавун', 1]
['лъицаялиго', 1]
['араблъи', 1]
['загьирлъана', 1]
['хутіичіеблъи', 1]
['сородилаго', 1]
['цее', 1]
['хъварабали', 1]
['сахлъараялиги', 1]
['гьелдехун', 1]
['хіакимасул', 1]
['хванилан', 1]
['мугіалимасул', 1]
['хвезабугейилан', 1]
['сахлъила', 1]
['ясалъухъ', 1]
['гіодулел', 1]
['йикіинги', 1]
['гьелде', 1]
['яхъа', 1]
['ясай', 1]
['чорхолъе', 1]
['яхъана', 1]
['лъугьа-бахъиналъул', 1]
['бицунгеян', 1]
['унта-щокъалги', 1]
['къуватги', 1]
['ихтиярги', 1]
['гіанса', 1]
['квен-тіех', 1]
['гіарац-месед', 1]
['хисизе', 1]
['рахъунаго', 1]
['хьитаздаса', 1]
['хіурги', 1]
['кіутіун', 1]
['хутіа', 1]
['росабалъа', 1]
['киса-кирго', 1]
['сахлъизарулаго', 1]
['ханасдаги', 1]
['малъкъосун', 1]
['цо-цояцайин', 1]
['биччан', 1]
['гьеродицани', 1]
['ругев', 1]
['гьабура-таралъул', 1]
['кумекалде', 1]
['хіажалъарал', 1]
['сахлъизеги', 1]
['маркіачіумех', 1]
['чапарас', 1]
['базеги', 1]
['гьабизеги', 1]
['гіагардаса', 1]
['кулабазде', 1]
['гіадан-чиго', 1]
['кваназаре', 1]
['нижехъ', 1]
['киназего', 1]
['ани', 1]
['щуазаргогіанасев', 1]
['бихьинчи', 1]
['гіага-шагарго', 1]
['анці-анці', 1]
['кколедухъ', 1]
['кьера-кьерал', 1]
['чіезаруна', 1]
['щуябго', 1]
['зобалаздехун', 1]
['бек-бекун', 1]
['муридазухъе', 1]
['бикьейилан', 1]
['гіорціизегіан', 1]
['кванана', 1]
['гьегь', 1]
['нахъегицин', 1]
['щивлъун', 1]
['цояз', 1]
['вачіунилан', 1]
['щивлъунха', 1]
['кьварун', 1]
['чіаголъизавизеги', 1]
['напсалдаса', 1]
['хъанчил', 1]
['бачче', 1]
['ціунизе', 1]
['бокьулев', 1]
['реціалие', 1]
['хъатикье', 1]
['инсанасе', 1]
['гьаричіев', 1]
['жиндиргоги', 1]
['инсулги', 1]
['мукъадасал', 1]
['малаикзабазулги', 1]
['гвангъун', 1]
['ругелха', 1]
['эхетаразда', 1]
['абуралдаса', 1]
['микьгогіанасеб', 1]
['гьари-дугіаялъе', 1]
['гьурмал', 1]
['хисана', 1]
['хъахілъана', 1]
['кенчіезе', 1]
['гаргадула', 1]
['илясги', 1]
['гіисадаги', 1]
['къадаралъул', 1]
['ригьунаредухъ', 1]
['ругелги', 1]
['ригьараб', 1]
['эхетун', 1]
['хъощ', 1]
['базин', 1]
['мусае', 1]
['илясие', 1]
['абилебали', 1]
['лъаларого', 1]
['кіалъан', 1]
['вахъиналдего', 1]
['хъахіаб', 1]
['рахчизаруна', 1]
['накікіукье', 1]
['ккедал', 1]
['накікіуда', 1]
['витіизе', 1]
['гьасухъ', 1]
['гіенекке', 1]
['къотіараб', 1]
['бихьаралъул', 1]
['бицинчіо', 1]
['рещтіиндал', 1]
['руккелалда', 1]
['васасухъ', 1]
['валагьеян', 1]
['чічіичічіидизе', 1]
['лъугьуна', 1]
['кіалдиб', 1]
['полопги', 1]
['тіеркіезавула', 1]
['бачахъеян', 1]
['пасатаб', 1]
['вукіинев', 1]
['ваче', 1]
['васасде', 1]
['гіодовгун', 1]
['тіеркіезавуна', 1]
['сахлъизавун', 1]
['бихьуларищан', 1]
['мугіжизаталъ', 1]
['гіажаиблъизабун', 1]
['гіинзунир', 1]
['бичічіичіого', 1]
['букіинелъун', 1]
['бахчун', 1]
['гьикъизеги', 1]
['вугевилан', 1]
['гьавуни', 1]
['аллагьги', 1]
['гъорлъги', 1]
['ціаралдалъун', 1]
['рачахъулев', 1]
['нахъвилълъунев', 1]
['гьукъана', 1]
['гьукъуге', 1]
['дандечіоларев', 1]
['таваккал', 1]
['тіамуна', 1]
['сапаралде', 1]
['самариялъул', 1]
['росулъ', 1]
['хіадурлъи', 1]
['якъубица', 1]
['бокьилаанищ', 1]
['ціадул', 1]
['хвезареян', 1]
['гьездехунги', 1]
['киве', 1]
['аниги', 1]
['царал', 1]
['рукіун', 1]
['хіанчіил', 1]
['бусен', 1]
['бегьизе', 1]
['чиясдани', 1]
['вукъизе', 1]
['хвараца', 1]
['рукъизе', 1]
['мунин', 1]
['агьлу-хъизаналъулгун', 1]
['къолъикі', 1]
['бекьизе', 1]
['пурцил', 1]
['гіоркьги', 1]
['нахъ-нахъ', 1]
['ярагьунаро', 1]
['вищана', 1]
['кіи-кіиккун', 1]
['шагьаралдеги', 1]
['росулъеги', 1]
['лъилъизе', 1]
['лъилъарухъаби', 1]
['ритіеян', 1]
['ритіулел', 1]
['баціазда', 1]
['кьагіи', 1]
['росуге', 1]
['ккарасе', 1]
['щваниги', 1]
['ассаламу', 1]
['гіалайкум', 1]
['саламалъе', 1]
['ракълие', 1]
['нужедего', 1]
['хіалтіухъанасе', 1]
['мухь', 1]
['букіунелъул', 1]
['къавулъа', 1]
['гочаруге', 1]
['гьаруни', 1]
['сахлъизаре', 1]
['къотінореги', 1]
['хіургицин', 1]
['кіутіулеб', 1]
['букіаха', 1]
['содомалъул', 1]
['халкъалдаса', 1]
['хоразин', 1]
['тиралъулгун', 1]
['рихьун', 1]
['рукіаралани', 1]
['рихьарал', 1]
['гіадинал', 1]
['мугіжизатал', 1]
['тіутіу-хъухъураб', 1]
['парталги', 1]
['ботіроде', 1]
['рахъуги', 1]
['церего', 1]
['руссинаан', 1]
['тиралъулги', 1]
['сидоналъулги', 1]
['нужееялдаса', 1]
['дудаги', 1]
['капернаум', 1]
['гьабилинищ', 1]
['нужехъ', 1]
['дихъги', 1]
['гіенеккула', 1]
['дидеги', 1]
['аллагьасдеги', 1]
['жундулгицин', 1]
['мутіигілъула', 1]
['рехсон', 1]
['зарал', 1]
['борхьалги', 1]
['ичікіалалги', 1]
['хіатіаз', 1]
['мерхьине', 1]
['тушманалъул', 1]
['къуват-гучалда', 1]
['кверщелги', 1]
['рохуге', 1]
['мутіигілъулел', 1]
['ціарал', 1]
['хъваразда', 1]
['рукіиналдаса', 1]
['вохизавурав', 1]
['ціодораздаса', 1]
['гіакъилаздаса', 1]
['гіадиназе', 1]
['гьабуралъухъ', 1]
['уха', 1]
['гьелъулълъидалха', 1]
['ціобалъул', 1]
['гіатіилъи', 1]
['бокьарал', 1]
['бихьулел', 1]
['аварагзабазеги', 1]
['парччахізабазеги', 1]
['бихьичіо', 1]
['рагіизеги', 1]
['рагіичіо', 1]
['хіалбихьизе', 1]
['ракіалдалъун', 1]
['къуват-жаналдалъун', 1]
['гіакълу-пикруялдалъун', 1]
['гьавизелъун', 1]
['иерихоналде', 1]
['кіанціун', 1]
['кьабун-вухун', 1]
['рахъалдехун', 1]
['левитги', 1]
['самариявги', 1]
['гурхіизе', 1]
['чогъроца', 1]
['бахун', 1]
['ругънал', 1]
['къачіана', 1]
['гіорцімидаги', 1]
['рекіинавун', 1]
['петералде', 1]
['хъулухъги', 1]
['петералъул', 1]
['динарги', 1]
['самарияс', 1]
['гьалдаса', 1]
['хвезабизе', 1]
['зулму', 1]
['вугевлъун', 1]
['рикікіинев', 1]
['лъабаздаго', 1]
['гьабуравха', 1]
['дуцаги', 1]
['абулей', 1]
['яцги', 1]
['хіатіаахада', 1]
['гіодойги', 1]
['мартайилан', 1]
['квалквадилей', 1]
['агъазго', 1]
['яцалъ', 1]
['гьаний', 1]
['йикіиналъул', 1]
['яхъаян', 1]
['жоялда', 1]
['бищана', 1]
['гьелъухъа', 1]
['муридас', 1]
['нижедаги', 1]
['малъе', 1]
['мукъадасаблъун', 1]
['рикікіаги', 1]
['щваги', 1]
['хинкі-чед', 1]
['мунагьазда', 1]
['тіасалъугьунел', 1]
['хіалбихьизеги', 1]
['цоясул', 1]
['нуціихъе', 1]
['кьеларищ', 1]
['кьеладай', 1]
['хвезабуге', 1]
['рахан', 1]
['бусада', 1]
['гьудуллъиялъул', 1]
['къимат', 1]
['кьечіониги', 1]
['тіасавичіунгутіиялдаса', 1]
['ворчіичіого', 1]
['къваригіарабгіанаб', 1]
['балагье', 1]
['батичіого', 1]
['бухе', 1]
['рагьичіого', 1]
['балагьарасда', 1]
['бухарасе', 1]
['рагьула', 1]
['гьарараб', 1]
['борохь', 1]
['хоно', 1]
['гьарани', 1]
['ичікіал', 1]
['лъималазе', 1]
['рещтіинабилеб', 1]
['бачахъана', 1]
['лъаларевлъун', 1]
['лъугьинавулеб', 1]
['лъаларев', 1]
['гіажаиблъи', 1]
['хан', 1]
['хіалбихьизелъун', 1]
['бихьизабеян', 1]
['пикрабиги', 1]
['ханлъиялда', 1]
['хъизанги', 1]
['илбисги', 1]
['кьалда', 1]
['биххичіого', 1]
['хутіилищ', 1]
['нужецани', 1]
['рачахъулин', 1]
['ратани', 1]
['кумекалдалъунха', 1]
['мекъи', 1]
['чіезабила', 1]
['бичічіула', 1]
['ярагъгун', 1]
['къуватав-кутакав', 1]
['ціунулеб', 1]
['боціи-рикъзиялъе', 1]
['гьесдасаги', 1]
['къуватав', 1]
['кіанціани', 1]
['къезавила', 1]
['ракічіей', 1]
['ярагъги', 1]
['кодоса', 1]
['босила', 1]
['давлаги', 1]
['жидеразего', 1]
['бикьила', 1]
['дунгун', 1]
['дандечіарав', 1]
['диргун', 1]
['жубай', 1]
['журай', 1]
['биххизабила', 1]
['бачахъараб', 1]
['ракъдалал', 1]
['авлахъазда', 1]
['терелеб-женжедулеб', 1]
['балагьулаго', 1]
['батуларо', 1]
['женалда', 1]
['дунго', 1]
['лъухьун', 1]
['жиндасаги', 1]
['женги', 1]
['бачуна', 1]
['чіола', 1]
['букіаралдасаги', 1]
['хіалалде', 1]
['гьавурай', 1]
['кьурай', 1]
['дагьалги', 1]
['квешлъун', 1]
['бихьизабизе', 1]
['умматалъе', 1]
['яхъина', 1]
['парччахіги', 1]
['рагіалдаса', 1]
['яхъарай', 1]
['ячіиндал', 1]
['гіакъилаб', 1]
['бахъина', 1]
['аварагасухъ', 1]
['руссиндал', 1]
['лъеларо', 1]
['бихьулареб', 1]
['сахіида', 1]
['черхалъул', 1]
['канал', 1]
['канлъула', 1]
['канлъукъал', 1]
['бецілъула', 1]
['бецілъиялде', 1]
['сверизе', 1]
['канлъул', 1]
['бецілъиги', 1]
['тіуванго', 1]
['гвангъила', 1]
['чирахъул', 1]
['канлъиялъ', 1]
['кенчіезавун', 1]
['къаде', 1]
['лъугьиналде', 1]
['чуричіелъул', 1]
['суркіа-щуруналъул', 1]
['тіасахун', 1]
['чураниги', 1]
['жанисахун', 1]
['хъантіиялъулги', 1]
['квешлъиялъулги', 1]
['гіабдалзаби', 1]
['бижарас', 1]
['жанибехун', 1]
['хіакъикъаталда', 1]
['раціціалъила', 1]
['сагіаналъул', 1]
['гъараналъул', 1]
['цогидабги', 1]
['гіурччинлъиялъул', 1]
['ритіухълъиялъулги', 1]
['рокьиялъулги', 1]
['тіалабго', 1]
['гьабуларо', 1]
['гьабцоябги', 1]
['хьвадулесда', 1]
['зани', 1]
['чівачіеб', 1]
['хобалда', 1]
['мугъзада', 1]
['баччизе', 1]
['кіоларебгіан', 1]
['бакіаб', 1]
['гьир', 1]
['нужецагойин', 1]
['килищцин', 1]
