['пуная', 303]
['аратіихъди', 1]
['алахъуна', 1]
['хіуьлигіди', 1]
['адивуная', 1]
['ккабанари', 1]
['шагьурдира', 1]
['галарира', 1]
['гъавурдира', 1]
['агуттари', 1]
['мукьариас', 1]
['алттушуная', 1]
['айчіу', 1]
['акьудегьенттарихъас', 1]
['шагьурдис', 1]
['фикьунчин', 1]
['ахъутіуна', 1]
['ягьирахъай', 1]
['алчахъуна', 1]
['хъаттдартіай', 1]
['иъер', 1]
['хъаеф-хъудаваф', 1]
['духттурарис', 1]
['палашин', 1]
['мурттук', 1]
['кирхіундава', 1]
['багулихъас', 1]
['хъузиландея', 1]
['кирхіуне', 1]
['заас', 1]
['джинихьвас', 1]
['кіакі', 1]
['архайин', 1]
['кіине', 1]
['ягьирас', 1]
['петтруйисна', 1]
['яхіъяйисна', 1]
['якьубас', 1]
['дадасра', 1]
['бабасра', 1]
['рушахъас', 1]
['гъархьунаф', 1]
['кардихъас', 1]
['адикасра', 1]
['рекъуьди', 1]
['іесса', 1]
['духіуба', 1]
['ачушучин', 1]
['учіасттегьен', 1]
['кейхіуна', 1]
['ягіархьурай', 1]
['алдаркай', 1]
['хіурарил', 1]
['итта', 1]
['керхьунаф', 1]
['агъахіела', 1]
['алдихьуне', 1]
['мидегьенттар', 1]
['тихъас', 1]
['акьуттарихъас', 1]
['вифсаида', 1]
['чабра', 1]
['ачухъди', 1]
['иттаттара', 1]
['гіуьбехъми', 1]
['фадат', 1]
['хіураридина', 1]
['галариди', 1]
['джикіирай', 1]
['мукьна', 1]
['мукьуйи', 1]
['чав', 1]
['фадава', 1]
['гъуланчин', 1]
['усагь', 1]
['аккедурфуна', 1]
['баракатис', 1]
['аціу', 1]
['амилгуна', 1]
['ученикарифас', 1]
['къуджабурира', 1]
['маллабурира', 1]
['іелимарира', 1]
['кканетти', 1]
['гьатуна', 1]
['четинвеларин', 1]
['гъадивас', 1]
['есра', 1]
['кканеттифас', 1]
['фаттархьасе', 1]
['фаттархьетти', 1]
['яра', 1]
['хьехаб', 1]
['захъасра', 1]
['гафарихъасра', 1]
['кіиркіасра', 1]
['учинна', 1]
['даданна', 1]
['малайикаринна', 1]
['мисагь', 1]
['гъузунаттаригіас', 1]
['муя', 1]
['яхіъяра', 1]
['ибхь', 1]
['нуругіай', 1]
['іеджалихъас', 1]
['ціуьппи', 1]
['кетіугуна', 1]
['нура', 1]
['іисайигьас', 1]
['чардах', 1]
['илйайис', 1]
['гъургъа', 1]
['алчадина', 1]
['кичадивуная', 1]
['эхъуьккди', 1]
['аладина', 1]
['дифугі', 1]
['гіачархьегуна', 1]
['къиригіас', 1]
['лил', 1]
['алихь', 1]
['хъайшугуна', 1]
['сатти', 1]
['агуттарихъас', 1]
['хъуттурф', 1]
['сивигіас', 1]
['гъурт', 1]
['гіархьасттегьен', 1]
['егуна', 1]
['артайдава', 1]
['акьунуйи', 1]
['адик', 1]
['чвакк', 1]
['ккиха', 1]
['гьучаверегуна', 1]
['фадихьуная', 1]
['кьудратил', 1]
['ківалди', 1]
['гъушанасра', 1]
['чиппигіас', 1]
['бадалди', 1]
['аркьаячин', 1]
['адика', 1]
['чвахъди', 1]
['агъагъа', 1]
['хъучавехіела', 1]
['якьубана', 1]
['ккедихь', 1]
['агъав', 1]
['усади', 1]
['найич', 1]
['суларихъ', 1]
['нахширарихъ', 1]
['йирхіас', 1]
['кіинаттари', 1]
['икіурай', 1]
['кіинаттар', 1]
['аттарис', 1]
['илгурай', 1]
['дуруц', 1]
['кьабахъди', 1]
['алдаркаф', 1]
['паччагьвелдис', 1]
['іу-іутти', 1]
['шагьураридина', 1]
['уца', 1]
['хуппуриди', 1]
['уцас', 1]
['хіучарин', 1]
['кіаратіигіди', 1]
['ккелар', 1]
['чвав', 1]
['сайихъайра', 1]
['гьучархьуттарихъай', 1]
['магъургъа', 1]
['ачушучира', 1]
['маслихіеттин', 1]
['илгвасе', 1]
['лихандеттис', 1]
['кьиматра', 1]
['рукьафе', 1]
['амайчіва', 1]
['ирціанттар', 1]
['кеяттара', 1]
['куьчайиди', 1]
['кеджикуна', 1]
['артая', 1]
['садамди', 1]
['хазаринди', 1]
['вифсаидайи', 1]
['хьунахаб', 1]
['чувалин', 1]
['кьумашикес', 1]
['руькъ', 1]
['руькъуьгі', 1]
['кафернагьумдиъ', 1]
['аккетіасттегьен', 1]
['пун', 1]
['ківаъ', 1]
['кіенади', 1]
['алихьаячин', 1]
['заалла', 1]
['зунра', 1]
['адархьуна', 1]
['алишас', 1]
['иланарила', 1]
['іекьрабарилла', 1]
['кьуватилла', 1]
['ттурар', 1]
['заваринна', 1]
['джилинна', 1]
['іекьуллубиригьасна', 1]
['хурунаттаригьас', 1]
['кіиркіасна', 1]
['гіаттиваттарис', 1]
['ундихьагъилди', 1]
['пайгъамбарарисна', 1]
['паччагьарис', 1]
['агундава', 1]
['унихьасра', 1]
['унихьундава', 1]
['кьасустти', 1]
['фигъайчугас', 1]
['іелимафас', 1]
['хурая', 1]
['лисакес', 1]
['кьудратилди', 1]
['фикирарилди', 1]
['іелимас', 1]
['мисалайилди', 1]
['эрихундиди', 1]
['къачагъари', 1]
['къачагъар', 1]
['фадихьуна', 1]
['луькіе', 1]
['хіелдил', 1]
['маллайис', 1]
['фаттархьуна', 1]
['левин', 1]
['чехирилди', 1]
['йирхіунара', 1]
['китіишина', 1]
['алитіуная', 1]
['дагил', 1]
['гасттиницайиди', 1]
['гисаъра', 1]
['ахъаджихіуная', 1]
['гасттиницайин', 1]
['эесис', 1]
['манатра', 1]
['ахъаджихі', 1]
['иттаттихъ', 1]
['гьудуркіуна', 1]
['фикирдилди', 1]
['хьибуйикес', 1]
['къачагъарикк', 1]
['кичархьу', 1]
['чи', 1]
['агъаттарил', 1]
['іелеттар', 1]
['марфайи', 1]
['ччиччи', 1]
['лис', 1]
['кураригі', 1]
['задарихъас', 1]
['гіаттивуная', 1]
['фаттивасттава', 1]
['ученикди', 1]
['адирай', 1]
['вакес', 1]
['чинна', 1]
['гъуршанду', 1]
['аркьаттарилас', 1]
['темехіера', 1]
['амарта', 1]
['гьинаичира', 1]
['дусттуралди', 1]
['ачадиная', 1]
['раккахъас', 1]
['пеб', 1]
['мункине', 1]
['раккара', 1]
['хъикіуна', 1]
['шиниккварихъай', 1]
['дусттвел', 1]
['дайичира', 1]
['тилас', 1]
['алттадархьухаб', 1]
['джикіесе', 1]
['руцаттис', 1]
['джиркіенде', 1]
['хъирхіаттис', 1]
['дархъа', 1]
['илан', 1]
['гъурагъал', 1]
['гъурагъалдин', 1]
['іекьраб', 1]
['верехаб', 1]
['лифас', 1]
['адикуная', 1]
['аттушугуна', 1]
['велзевул', 1]
['шейтіанарин', 1]
['іисайиас', 1]
['аттивай', 1]
['душманвел', 1]
['ккеттархьасе', 1]
['дуьхьуьвел', 1]
['хизанара', 1]
['далгъванасе', 1]
['дадуьхьуьнахаб', 1]
['адикаяф', 1]
['диванчибур', 1]
['кьуватилди', 1]
['гагьа', 1]
['хулал', 1]
['шейъерис', 1]
['фушчира', 1]
['адичин', 1]
['фадархъаф', 1]
['чиркин', 1]
['адаркай', 1]
['мукьуйихъас', 1]
['даджикіигуна', 1]
['джикуна', 1]
['гъа', 1]
['училасра', 1]
['инсандиъ', 1]
['аттиласра', 1]
['вей-вей', 1]
['юнусан', 1]
['юнус', 1]
['кіиркіра', 1]
['адеф', 1]
['сулейманан', 1]
['сулейманаласра', 1]
['гъушухіела', 1]
['юнуса', 1]
['юнусаласра', 1]
['алихьайдава', 1]
['даргва', 1]
['кичикіайдава', 1]
['бахітикк', 1]
['хъихьа', 1]
['кьасахъ', 1]
['ичина', 1]
['иттагуна', 1]
['мучіе', 1]
['дахьас', 1]
['мучіеф', 1]
['лампайи', 1]
['ичаф', 1]
['іуьтіанастти', 1]
['даіуьччухіела', 1]
['вакъна', 1]
['гашна', 1]
['фагьумсузар', 1]
['гіана', 1]
['іеджизарис', 1]
['уриариласра', 1]
['іуькіериласра', 1]
['закатин', 1]
['дузвелдихъасна', 1]
['кканевелдихъас', 1]
['курарихъасра', 1]
['мукьарил', 1]
['тегірифилди', 1]
['ттаргъунар', 1]
['гисарилас', 1]
['ккеяф', 1]
['гафарилди', 1]
['алчихьа', 1]
['тіуб', 1]
['тіубук', 1]
['кирхіайдава', 1]
['алихьахіела', 1]
['шихьидвел', 1]
['сасрабурис', 1]
['акьугуналас', 1]
['пайгъамбарарихъас', 1]
['хіебилилас', 1]
['закарияйилди', 1]
['закария', 1]
['садакьа', 1]
['мукьуйина', 1]
['гафттин', 1]
['гуьлегвар', 1]
['ачушундава', 1]
['ачевес', 1]
['ачатундава', 1]
['кикіагьан', 1]
['вахттунис', 1]
['агъзурарилди', 1]
['гіукъуна', 1]
['хъузиланди', 1]
['фарисеяригьас', 1]
['іуьрччан', 1]
['кураригьас', 1]
['агъдархьуна', 1]
['ашкаранф', 1]
['ягіардахьуна', 1]
['унихьасе', 1]
['хазин', 1]
['хулагъарилас', 1]
['тебуригьас', 1]
['деветтаригьас', 1]
['гьинагьас', 1]
['тигьас', 1]
['вереттигьас', 1]
['гьетигьас', 1]
['кепекигьас', 1]
['джакьв', 1]
['джакьварикес', 1]
['чіарара', 1]
['дакьучин', 1]
['руьхідихъас', 1]
['гъушанасттава', 1]
['хулариди', 1]
['файдегуна', 1]
['хіекимарилдина', 1]
['хіаттарилди', 1]
['ирціангьан', 1]
['фигъагьан', 1]
['гьинаичин', 1]
['засра', 1]
['диванчи', 1]
['акьунаеф', 1]
['пайяр', 1]
['девлетилди', 1]
['алцандеяф', 1]
['хуппуриас', 1]
['ризкь', 1]
['аргіуна', 1]
['кьура', 1]
['тагьтегуна', 1]
['исарис', 1]
['гьуркьасе', 1]
['джандис', 1]
['кеф', 1]
['іуьмурдикес', 1]
['эхімакь', 1]
['даркьай', 1]
['гунихъасна', 1]
['аликіа', 1]
['кандихъас', 1]
['іелеттилас', 1]
['кандилас', 1]
['хъветтарихъ', 1]
['узайдава', 1]
['уцайдава', 1]
['хазина', 1]
['хулара', 1]
['тахара', 1]
['акьунегъай', 1]
['іуьмурдихъди', 1]
['хъучихьас', 1]
['девегуна', 1]
['кегъучіайчин', 1]
['ціантукар', 1]
['загьмат', 1]
['ттунар', 1]
['сулейманара', 1]
['гьетидегьен', 1]
['ціантукари', 1]
['батіарди', 1]
['аликіайдавуйи', 1]
['багагь', 1]
['пичиди', 1]
['агъихьа', 1]
['чіирин', 1]
['іуькіил', 1]
['аликіахаб', 1]
['аликіастту', 1]
['маруца', 1]
['іелеттихъасна', 1]
['ухаттихъас', 1]
['гунагьарин', 1]
['задарихъ', 1]
['ахъихьунаф', 1]
['герекди', 1]
['руц', 1]
['аметтар', 1]
['джикіен', 1]
['піапіушникар', 1]
['адесттава', 1]
['лисал', 1]
['кьабкі', 1]
['архьасттава', 1]
['нанди', 1]
['юрківра', 1]
['яіарилас', 1]
['лампабура', 1]
['ціакіинаригіас', 1]
['хъирхіугъилди', 1]
['дахъас', 1]
['гъузунаттар', 1]
['яіариккес', 1]
['ккейтіуна', 1]
['гьударкай', 1]
['гебуригь', 1]
['гъузунахаб', 1]
['уйихаб', 1]
['атасттавуйи', 1]
['адесичин', 1]
['хіеким', 1]
['лукіарил', 1]
['алчархьуф', 1]
['хьичин', 1]
['идемарисра', 1]
['авейчин', 1]
['алдава', 1]
['гіачихьасе', 1]
['кьасттра', 1]
['дахьухаб', 1]
['зулумилди', 1]
['йичин', 1]
['гьинал', 1]
['бугъмиш', 1]
['ціигіди', 1]
['гіучіуна', 1]
['ціигіас', 1]
['гіадайчіудегьен', 1]
['адинаеф', 1]
['къигі', 1]
['файра', 1]
['гіифуд', 1]
['хьибуд', 1]
['іуйихъай', 1]
['хьибуйихъай', 1]
['кіиркіахъай', 1]
['дадахъай', 1]
['рушахъай', 1]
['хьиджарбаб', 1]
['сусахъай', 1]
['сус', 1]
['хьиджарбабахъай', 1]
['алчадивугуна', 1]
['къирибури', 1]
['угъвал', 1]
['угъвасе', 1]
['угъайра', 1]
['багуйихъас', 1]
['кулак', 1]
['ичагуна', 1]
['вейра', 1]
['джилихъна', 1]
['заварихъ', 1]
['хьунаячин', 1]
['вейду', 1]
['ваалас', 1]
['гіерз', 1]
['аркьаттихъай', 1]
['суттиди', 1]
['суттилди', 1]
['дусттагъин', 1]
['къаравуларилди', 1]
['къаравулари', 1]
['ачикасе', 1]
['аттесттава', 1]
['кіаре', 1]
['іебасин', 1]
['кимедегьен', 1]
['инсанарихъас', 1]
['гіачатуная', 1]
['маларин', 1]
['иихъай', 1]
['инсанарилас', 1]
['тиштти', 1]
['силамдиъ', 1]
['минара', 1]
['тисакк', 1]
['ккикъуна', 1]
['веяттарилас', 1]
['алчугас', 1]
['алхьуна', 1]
['багъдихъ', 1]
['ахъаджихіа', 1]
['мисади', 1]
['алгъадина', 1]
['айчугас', 1]
['кур', 1]
['фацанасе', 1]
['багьдихъ', 1]
['ахъаджихіатти', 1]
['ругра', 1]
['джилла', 1]
['дахьучин', 1]
['ціакас', 1]
['утун', 1]
['гъайшас', 1]
['дишагьлил', 1]
['ерхьи', 1]
['тіунахъас', 1]
['даги', 1]
['гъайду', 1]
['истти', 1]
['пунегъай', 1]
['адлу', 1]
['багъди', 1]
['узу', 1]
['тумунин', 1]
['удухъай', 1]
['уд', 1]
['заварикк', 1]
['аккертіадегьен', 1]
['куларигі', 1]
['нахширари', 1]
['гіуригі', 1]
['химирилди', 1]
['гіур', 1]
['акефуруная', 1]
['шагьураригіас', 1]
['хіураригіас', 1]
['ухіастту', 1]
['исал', 1]
['алучіасе', 1]
['алакъугуна', 1]
['раккан', 1]
['илгванасе', 1]
['дахъ', 1]
['аркьайи', 1]
['куьчабуриъ', 1]
['іешасе', 1]
['силебар', 1]
['исхіекьра', 1]
['якьудар', 1]
['экьвасе', 1]
['маджлисин', 1]
['усттулихъ', 1]
['кьабахъ', 1]
['гьаяттар', 1]
['сулас', 1]
['адикасе', 1]
['ккирківасе', 1]
['сае', 1]
['хьимугелай', 1]
['пеіела', 1]
['чаркквар', 1]
['хилариккди', 1]
['кканхьундава', 1]
['іар', 1]
['фиркьайчугас', 1]
['акетіагіуна', 1]
['іелимарифасна', 1]
['фарисеярифас', 1]
['къуйдиъ', 1]
['аттивастту', 1]
['гіалашувари', 1]
['мукьвар', 1]
['алучіаяф', 1]
['маджлисилди', 1]
['унахъунахаб', 1]
['фамарцана', 1]
['валасра', 1]
['хіуьлматлуйис', 1]
['ахьури', 1]
['экьурай', 1]
['ахиран', 1]
['пунагуна', 1]
['раккаригі', 1]
['гіая', 1]
['гіуларигьди', 1]
['аттегуна', 1]
['гьара', 1]
['гіуларин', 1]
['іуьшанттар', 1]
['хъаттгъарегуна', 1]
['дусттарис', 1]
['чуппарис', 1]
['багунттарис', 1]
['къуншибурис', 1]
['хъаттгъас', 1]
['агърукьасе', 1]
['хъатіас', 1]
['хъурмутіарис', 1]
['іаттеттарис', 1]
['агърукьай', 1]
['юркіурал', 1]
['гъайши', 1]
['гіалашува', 1]
['гіуларис', 1]
['унахъунаттарилди', 1]
['акьунаттари', 1]
['садпетти', 1]
['ху', 1]
['иджеттар', 1]
['куьчабуригіди', 1]
['тураригіди', 1]
['хъурмутіар', 1]
['іаттеттар', 1]
['куьчабуриди', 1]
['гьучархьеттар', 1]
['аціас', 1]
['уйиттарикес', 1]
['дакканхаб', 1]
['дадалас', 1]
['бабалас', 1]
['хьиралас', 1]
['шиниккварилас', 1]
['чуппарилас', 1]
['чиярилас', 1]
['іуьмурдилас', 1]
['тифас', 1]
['вереттифас', 1]
['гіезабарин', 1]
['дагъа', 1]
['ачевесичин', 1]
['хандагар', 1]
['девеячин', 1]
['дахьу', 1]
['паччагьдира', 1]
['къа', 1]
['маслихіетар', 1]
['паччагьдилди', 1]
['вархайи', 1]
['шейъ', 1]
['кьеланди', 1]
['идилгухаб', 1]
['кьелан', 1]
['фиттисра', 1]
['алахъасра', 1]
['фадархъа', 1]
['аркьаттарна', 1]
['гулучин', 1]
['сайихъас', 1]
['руцастту', 1]
['алгъихьуна', 1]
['гіунил', 1]
['дусттарисра', 1]
['заварилла', 1]
['гъушухаб', 1]
['манатикес', 1]
['гулухаб', 1]
['лампара', 1]
['джикастту', 1]
['къучмабурисра', 1]
['малайикара', 1]
['гъушу', 1]
['инандихъас', 1]
['инсандихъ', 1]
['девлетикес', 1]
['рукьа', 1]
['пулла', 1]
['хіуькуматти', 1]
['дарвелдиъ', 1]
['галуди', 1]
['ваккар', 1]
['ваккарис', 1]
['ккерхъа', 1]
['хурар', 1]
['ачархьуна', 1]
['дадахъ', 1]
['аціасттегьен', 1]
['хъамилгвайра', 1]
['инсанаригіди', 1]
['гъилихъ', 1]
['тіубулла', 1]
['хъикі', 1]
['рукк', 1]
['урчра', 1]
['шадвелар', 1]
['макьамаринна', 1]
['лехъунарин', 1]
['сагъ-саламатти', 1]
['адехіела', 1]
['ачевесра', 1]
['кканхьуна', 1]
['ачашаб', 1]
['хьиму', 1]
['петтара', 1]
['мудур', 1]
['ефттава', 1]
['дусттарихъай', 1]
['пайра', 1]
['кіинуйи', 1]
['гіерза', 1]
['ккедихьая', 1]
['хіекь-хіисабра', 1]
['учи-учикди', 1]
['алайкая', 1]
['къанавар', 1]
['рукіас', 1]
['яхі', 1]
['садпеттифас', 1]
['маргай', 1]
['ччаман', 1]
['бахітин', 1]
['джуьреттифас', 1]
['чувал', 1]
['кьваран', 1]
['вершан', 1]
['якьукъад', 1]
['архьухіела', 1]
['іемалин', 1]
['кумакисра', 1]
['дусттари', 1]
['хьасра', 1]
['джанаттиъ', 1]
['кардис', 1]
['кардисра', 1]
['іемалла', 1]
['сасрайинф', 1]
['чвеф', 1]
['лукіуфасра', 1]
['джуьреф', 1]
['маил', 1]
['джуьреттис', 1]
['чвафасра', 1]
['аллагьра', 1]
['кканхьас', 1]
['алчагъсузвелар', 1]
['закунна', 1]
['иджевелин', 1]
['ачархьас', 1]
['хаті', 1]
['гулангунас', 1]
['хьирахъай', 1]
['шувахъай', 1]
['идемира', 1]
['аликіайра', 1]
['іуьмура', 1]
['алаціунаф', 1]
['къапубуригь', 1]
['ахъухьуна', 1]
['муш', 1]
['суфрайилас', 1]
['есегьан', 1]
['гъурури', 1]
['кабкарис', 1]
['аккедурфугуна', 1]
['тіубун', 1]
['кіеків', 1]
['іашас', 1]
['джегьенемдин', 1]
['лазарас', 1]
['мисал', 1]
['кканхьучира', 1]
['адесра', 1]
['ахъакьурай', 1]
['гіезабарихъас', 1]
['дахьичин', 1]
['тебура', 1]
['ккерхьасе', 1]
['мусайина', 1]
['пайгъамбардин', 1]
['китабар', 1]
['тебурилди', 1]
['ушучин', 1]
['мусайилна', 1]
['пайгъамбарарил', 1]
['алдихьахаб', 1]
['сайилла', 1]
['алихьасттава', 1]
['некьвариас', 1]
['гъайшиттилла', 1]
['гунагьвелар', 1]
['тіемехіер', 1]
['хъучарта', 1]
['хъучартая', 1]
['рагіун', 1]
['гъванна', 1]
['хіуьлиъ', 1]
['ихьухаб', 1]
['гунагьвел', 1]
['фацухаб', 1]
['акьучира', 1]
['удун', 1]
['дехіера', 1]
['хъаячин', 1]
['меріера', 1]
['хіуьлигі', 1]
['кегъучі', 1]
['гьинахъ', 1]
['хуппур', 1]
['дарка', 1]
['хіуппар', 1]
['пасев', 1]
['пастту', 1]
['іуьшанттара', 1]
['мухуригьанна', 1]
['гьайхьуна', 1]
['гьуруц', 1]
['загь', 1]
['ухуна', 1]
['ккирківасттегьен', 1]
['пасттавахи', 1]
['чаал', 1]
['бурджлу', 1]
['гіачаверегуна', 1]
['вархал', 1]
['шукура', 1]
['йиціудара', 1]
['хьунду', 1]
['ерчіуд', 1]
['тебурикес', 1]
['адиндава', 1]
['аргвафттава', 1]
['гьо', 1]
['хъумугъа', 1]
['кіилихъас', 1]
['ича', 1]
['нухідин', 1]
['айуйичин', 1]
['шуварисра', 1]
['хьеттилас', 1]
['ачушу', 1]
['ягъасттегьен', 1]
['алгъархьуна', 1]
['вахттарира', 1]
['аркьайра', 1]
['узайра', 1]
['алихьайра', 1]
['садамдиас', 1]
['ушу', 1]
['ціанна', 1]
['угъуна', 1]
['хулагъил', 1]
['аладайдирай', 1]
['дайдирай', 1]
['алучіу', 1]
['ккеячин', 1]
['рагіуъ', 1]
['ругіай', 1]
['хьиликіи', 1]
['яхв', 1]
['къаджарарисра', 1]
['дагучіа', 1]
['инсанаригьас', 1]
['дузвел', 1]
['арайилди', 1]
['ахирара', 1]
['уч-учикди', 1]
['аллагьдигьасра', 1]
['дагучіайчира', 1]
['инсанаригьасра', 1]
['гіадавайчира', 1]
['унихьунев', 1]
['хіекьвел', 1]
['ягъдира', 1]
['іуьшттира', 1]
['ахъутіанас', 1]
['атасттавахи', 1]
['ахьасегьан', 1]
['хіисаба', 1]
['кетіурай', 1]
['хъаттриківелар', 1]
['аркьавелар', 1]
['къехіппавелар', 1]
['кидавахіела', 1]
['магьме', 1]
['хіефттайи', 1]
['іугелай', 1]
['сив', 1]
['къазалмишттикес', 1]
['гъадивасра', 1]
['гунагьарикес', 1]
['ушуф', 1]
['кейхьасе', 1]
['кегъдивасе', 1]
['суманттаринф', 1]
['шиникквди', 1]
['лисади', 1]
['фишттира', 1]
['ачавесттава', 1]
['васиятар', 1]
['къехіппавел', 1]
['малуькіе', 1]
['хъадмиркіена', 1]
['дадасна', 1]
['наши', 1]
['вахттарилас', 1]
['гьудуркіаяф', 1]
['четин', 1]
['девейис', 1]
['рубун', 1]
['гіуниас', 1]
['аттвес', 1]
['бабар', 1]
['атуттис', 1]
['сасрабурилас', 1]
['алуркьасе', 1]
['гавурарин', 1]
['туьтуь', 1]
['алчихьай', 1]
['ахира', 1]
['зулумдалди', 1]
['петтарин', 1]
['фиттина', 1]
['ахъарукьуна', 1]
['гебурихъди', 1]
['шагьурдигьди', 1]
['удигьаттари', 1]
['гьучафаша', 1]
['гьучадегуна', 1]
['фиркьа', 1]
['уларил', 1]
['алгьадина', 1]
['алгьадесе', 1]
['алгьадиная', 1]
['сукъуран', 1]
['гіаттвей', 1]
['куьчабуригіас', 1]
['аркьаттарин', 1]
['фишттинф', 1]
['джикъеф', 1]
['алгъучіуная', 1]
['гисагьас', 1]
['гьаттверегуна', 1]
['мукьуйигьди', 1]
['алайчів', 1]
['алайчіуна', 1]
['ушухіела', 1]
['закая', 1]
['девлетин', 1]
['гъушунахаб', 1]
['якьутти', 1]
['хъугъухіела', 1]
['гіачагулунаттихъас', 1]
['балайиккес', 1]
['ккеттивас', 1]
['фахіела', 1]
['учил', 1]
['ттуранихъди', 1]
['вестти', 1]
['манатаринна', 1]
['кардигі', 1]
['пулукес', 1]
['кканвей', 1]
['ушухаб', 1]
['унахъас', 1]
['къазалмиш', 1]
['пулулди', 1]
['кардиъ', 1]
['гіифутти', 1]
['ваалдира', 1]
['ягълукъигі', 1]
['атунауйи', 1]
['вагьас', 1]
['гъуланхіела', 1]
['дузуф', 1]
['уцахіела', 1]
['гафарихъас', 1]
['зеф', 1]
['гъуланф', 1]
['дузунаф', 1]
['ихьундава', 1]
['ккасттиъ', 1]
['мифас', 1]
['акьуттилди', 1]
['хъаду', 1]
['инсандифас', 1]
['аяфра', 1]
['дакканди', 1]
['айуйи', 1]
['вифагина', 1]
['хіураригьди', 1]
['ученикаригіас', 1]
['гьоте', 1]
['хіуригіди', 1]
['гіачавере', 1]
['усагі', 1]
['хъерт', 1]
['дагин', 1]
['мехіелдис', 1]
['алдекьунаф', 1]
['гьина-хьунара', 1]
['хъартафе', 1]
['хъартагуна', 1]
['къемчун', 1]
['хъартаф', 1]
['къунджара', 1]
['вегуна', 1]
['аккихьай', 1]
['рекъуькк', 1]
['алаверегуна', 1]
['инсанаринна', 1]
['фарисеярис', 1]
['буіучин', 1]
['гъванари', 1]
['ерусалимдигьди', 1]
['іешуна', 1]
['шагьурдихъас', 1]
['архьучин', 1]
['ругун', 1]
['гунтіар', 1]
['алзиянасе', 1]
['ккедихьасе', 1]
['къутт', 1]
['къуттул', 1]
['атасттава', 1]
['ягіардахьухіела', 1]
['хіеятиди', 1]
['адикай', 1]
['микес', 1]
['къачагъарин', 1]
['муг', 1]
['авехіела', 1]
['аягуна', 1]
['аркьаеттар', 1]
['суал', 1]
['хьефас', 1]
['пайгъамбардихъ', 1]
['хъугъундава', 1]
['узуная', 1]
['тіибитіин', 1]
['багъра', 1]
['мукьварихъди', 1]
['багъдилас', 1]
['алттархьу', 1]
['келхъуьна', 1]
['лукіра', 1]
['лукіусра', 1]
['гва', 1]
['гьикас', 1]
['багъдигіас', 1]
['гіаттфайшуна', 1]
['багъдихъанар', 1]
['сасрабурилди', 1]
['адатурай', 1]
['усттабури', 1]
['ккидавай', 1]
['фадихьу', 1]
['мурттуъ', 1]
['ихьа', 1]
['алирхіуф', 1]
['чурхъвасе', 1]
['гъвандикк', 1]
['кичархьуф', 1]
['файдинаф', 1]
['алгъузанас', 1]
['хіекимарис', 1]
['шикат', 1]
['гафара', 1]
['хъуьсу', 1]
['дафарцанф', 1]
['акьа', 1]
['ккандев', 1]
['налук', 1]
['кканду', 1]
['гіифритвеларин', 1]
['ишкилна', 1]
['манатик', 1]
['паччагьдинф', 1]
['аллагьдинф', 1]
['джувабил', 1]
['садуккеярикес', 1]
['садуккеяр', 1]
['хъугъай', 1]
['садуккеяри', 1]
['мусайи', 1]
['кіехаб', 1]
['ччуччунттар', 1]
['керхьу', 1]
['ччуппарис', 1]
['хъудаваттар', 1]
['гебурик', 1]
['кихьухіела', 1]
['хекьданди', 1]
['мусайира', 1]
['зазарин', 1]
['тіурухъас', 1]
['исхіекьан', 1]
['руьхіер', 1]
['іелимаригіас', 1]
['фиттихъасра', 1]
['агъагьан', 1]
['забуриъ', 1]
['ккерхьас', 1]
['акьасттегьен', 1]
['алийинагуна', 1]
['ирхе', 1]
['ккируцас', 1]
['іелимаригьас', 1]
['хіуьлматилди', 1]
['хулариъра', 1]
['іелде', 1]
['іелимарин', 1]
['къабудиъ', 1]
['хьирара', 1]
['ифан', 1]
['кепек', 1]
['къабуди', 1]
['садакьайис', 1]
['аяттикес', 1]
['хъая-хъудаваф', 1]
['хулахъас', 1]
['гъургъагуна', 1]
['ученикарикес', 1]
['багьайин', 1]
['шейъерилди', 1]
['аргваттикес', 1]
['илгванасттава', 1]
['ишарат', 1]
['элдемиш', 1]
['дегівибурихъас', 1]
['къал-макъаларихъас', 1]
['илгван', 1]
['халкьдихъай', 1]
['зурбадалди', 1]
['усариъ', 1]
['азарарна', 1]
['гьархьа', 1]
['курарна', 1]
['вехіела', 1]
['фарцанди', 1]
['сутар', 1]
['дусттагъариъ', 1]
['ачикай', 1]
['паччагьарина', 1]
['хіекимарин', 1]
['иціандегьан', 1]
['тисал', 1]
['гьелишттин', 1]
['іекьулдин', 1]
['девегъилди', 1]
['бабарира', 1]
['чуппарира', 1]
['багунттарира', 1]
['дусттарира', 1]
['чіара', 1]
['кіилилас', 1]
['алархьасттава', 1]
['сабурди', 1]
['шагьур', 1]
['гьиширай', 1]
['дагьарариди', 1]
['гьишина', 1]
['ушурай', 1]
['аттушунаттар', 1]
['ачадайдирай', 1]
['ягъар', 1]
['алуркьвая', 1]
['аяттаринна', 1]
['бизихъ', 1]
['хумбарин', 1]
['зулумар', 1]
['хъелакк', 1]
['ккичархьасе', 1]
['ханджалифас', 1]
['вилаятариди', 1]
['аккертай', 1]
['рагъулла', 1]
['вазуралла', 1]
['гіадарилла', 1]
['гьархьуна', 1]
['зар-загьла', 1]
['хіуьлар', 1]
['гъутуна', 1]
['лепебурин', 1]
['алхьасе', 1]
['бедбахттвелар', 1]
['чурхъай', 1]
