['э', 1393]
['зирек', 1]
['бируьм', 1]
['хьэвесмеш', 1]
['мегьию', 1]
['когъозиш', 1]
['нуьвуьсденбируьм', 1]
['падшогьевоз', 1]
['игъроли', 1]
['фуьрсоре', 1]
['мегьиш', 1]
['неомо', 1]
['огъо', 1]
['мивогордуьм', 1]
['гуьрди', 1]
['гофмере', 1]
['дегиш', 1]
['гирисдуьм', 1]
['гирисдеймере', 1]
['ведаре', 1]
['ведарафдуьм', 1]
['минут', 1]
['дироморум', 1]
['ислам', 1]
['нуьш', 1]
['гъолинд', 1]
['поисдуьм', 1]
['диромореи', 1]
['баркаллогь', 1]
['жигейме', 1]
['зирме', 1]
['ламбалуше', 1]
['бигьме', 1]
['кеширем', 1]
['ламбалуш', 1]
['денорем', 1]
['дануьсдей', 1]
['гъозие-гъэдергьо', 1]
['уьлуьм', 1]
['вогосуь', 1]
['бесгъун', 1]
['ведироморенини', 1]
['дуьньегье', 1]
['дебисдоге', 1]
['чарунденигьо', 1]
['девгьо', 1]
['дев', 1]
['домуни', 1]
['венуьшдуьм', 1]
['офдорум', 1]
['немухтесер', 1]
['расируьм', 1]
['винируьм', 1]
['дирейге', 1]
['вероморум', 1]
['дебердуьм', 1]
['ведироморум', 1]
['гьолок-шуьл', 1]
['веровундум', 1]
['венорум', 1]
['шулпов', 1]
['кем-кем', 1]
['декуьрдуьм', 1]
['овурдум', 1]
['бебе-дедейму', 1]
['гирисд', 1]
['хьэгьертуь', 1]
['даним', 1]
['гъэзоблуье', 1]
['венжи', 1]
['пул-мол', 1]
['талаш', 1]
['сохдут', 1]
['келемерд', 1]
['севоре', 1]
['венжирогьоре', 1]
['венжируьт', 1]
['угьонигере', 1]
['есир', 1]
['бебеймере', 1]
['дедеймере', 1]
['гъумолет', 1]
['куьшдуьт', 1]
['падшогьсенигiэтме', 1]
['чиме-чинг', 1]
['дерафденуьм', 1]
['юревоз', 1]
['зеренумгьо', 1]
['домундени', 1]
['ведешенденуьм', 1]
['шушденуьм', 1]
['декирденуьм', 1]
['биреним', 1]
['женети', 1]
['хэрегьой', 1]
['дечире', 1]
['ведироморенигьо', 1]
['угьои', 1]
['сенигiэтме', 1]
['вегирим', 1]
['чимуре', 1]
['мисмиллогь', 1]
['эрхьэмдуьллогь', 1]
['поисдуьт', 1]
['менуьм', 1]
['тилисим', 1]
['ведироморигьо', 1]
['фердошев', 1]
['хэгьертуьре', 1]
['миерум', 1]
['доренуьм', 1]
['хисируьт', 1]
['торики-товуши', 1]
['вэхуьшдуьт', 1]
['мохбур', 1]
['шолинен', 1]
['молелемиш', 1]
['гъэргъи-пулат', 1]
['сул', 1]
['зонгу', 1]
['офдоребу', 1]
['элле', 1]
['согъ-саламет', 1]
['расунуьм', 1]
['хэгьермере', 1]
['овурдеш', 1]
['миери', 1]
['шинохде', 1]
['энгуьшдеримере', 1]
['бирортуьнуьм', 1]
['фуьрсори', 1]
['золум', 1]
['гъирмож', 1]
['духдерлегьои', 1]
['нуьгъреи', 1]
['хьофдофоре', 1]
['деноребу', 1]
['хьофдофо', 1]
['хьофдофйтуь', 1]
['текебуриревоз', 1]
['хьофдофойме', 1]
['гiэмел', 1]
['ниев', 1]
['гъэгъэй', 1]
['одоминит', 1]
['инчегъуьзгьоим', 1]
['овурдигьо', 1]
['сову', 1]
['лэгiэревоз', 1]
['совуче', 1]
['совучейме', 1]
['духдереш', 1]
['диромунде', 1]
['инчегъуьзе', 1]
['ранг-руи', 1]
['хэгьергилитуь', 1]
['хундегор', 1]
['эгъуьлменд', 1]
['тешд', 1]
['суьрхире', 1]
['инчегъуьз', 1]
['мерай', 1]
['гъоей', 1]
['мибесди', 1]
['сибе', 1]
['мией', 1]
['сибере', 1]
['жуьмундуьмки', 1]
['мокошум', 1]
['хэгьергилиме', 1]
['дил', 1]
['билсуьн', 1]
['дуьдогъ', 1]
['билмесуьн', 1]
['дануьгьо', 1]
['дуборе', 1]
['шевиш', 1]
['жуьмуьсде', 1]
['зеверте', 1]
['доруьмге', 1]
['егъишден', 1]
['чихуьб', 1]
['егъмуре', 1]
['дуьшдуьм', 1]
['мимину', 1]
['медомун', 1]
['нишоней', 1]
['энгуьшдериревоз', 1]
['бирортуьш', 1]
['олхоин', 1]
['хэвлети', 1]
['овхьолет', 1]
['дедейме', 1]
['ес', 1]
['белкем', 1]
['рузигеш', 1]
['муьгьлет', 1]
['сивнуьгь', 1]
['игьоревоз', 1]
['гьовхо', 1]
['венжири', 1]
['согъи', 1]
['гiэруьсиш', 1]
['нуьшуьндет', 1]
['дуьваздегь', 1]
['диров', 1]
['гiэруьсвори', 1]
['шэгiме', 1]
['гьечуьниге', 1]
['пердере', 1]
['веке', 1]
['парталгьой', 1]
['гiэруьсворире', 1]
['парталигейтуьре', 1]
['нуьшдиге', 1]
['чуьмтуь', 1]
['37', 1]
['моллуье', 1]
['девлетлуье', 1]
['духдергъо', 1]
['рачишу', 1]
['мидиромоге', 1]
['менгевоз', 1]
['мигирдуьт', 1]
['медиромоге', 1]
['чуьшмеревоз', 1]
['рузгьой', 1]
['кервугьо', 1]
['духдергьой', 1]
['гьеркишму', 1]
['биерумге', 1]
['хоригьо', 1]
['тожирьети', 1]
['восдорони', 1]
['рэхьэти', 1]
['чумгьою', 1]
['денешире', 1]
['тожире', 1]
['миверовуну', 1]
['леле', 1]
['дануьсдуьм', 1]
['бэхшгьо', 1]
['хосдетге', 1]
['офдиге', 1]
['миеруьм', 1]
['поисдени', 1]
['–туьре', 1]
['разиниге', 1]
['разинуьм', 1]
['нуьшунуьтге', 1]
['вераюнде', 1]
['тебэгъгьоревоз', 1]
['булшире', 1]
['одохлу', 1]
['дироморенки', 1]
['хунегьо-жигегьоймуре', 1]
['нуьгъ', 1]
['нуьгъре', 1]
['бурмуну', 1]
['хуьм', 1]
['гьердуьйму', 1]
['одомихур', 1]
['винуь', 1]
['варафдени', 1]
['варасирени', 1]
['нокуми', 1]
['дешендени', 1]
['вэхуьшдеки', 1]
['гушдгьо', 1]
['иш', 1]
['тойме', 1]
['дендуйме', 1]
['гуьрдени', 1]
['асмиш', 1]
['дирейм', 1]
['тиб-тэхьно', 1]
['хэгьертуь', 1]
['себэхьэвоз', 1]
['вадарафдигьо', 1]
['гьелемиш', 1]
['мунош', 1]
['лугъэ', 1]
['дорд', 1]
['недуьм', 1]
['гезиро', 1]
['минжииш', 1]
['мэхьтелуьм', 1]
['нечогьи', 1]
['назулей', 1]
['ведарафдетьо', 1]
['кеевоз', 1]
['кобобиш', 1]
['догълере', 1]
['вокурденге', 1]
['винию', 1]
['верафдени', 1]
['офдорени', 1]
['варасиреи', 1]
['хэнде-хэнде', 1]
['нуьшдени', 1]
['гуьрденуьт', 1]
['евош', 1]
['шенде-шенде', 1]
['хурдени', 1]
['рихди', 1]
['эдем', 1]
['дорихмиш', 1]
['биреи', 1]
['очоргьоре', 1]
['оммони-муьрвет', 1]
['мовоку', 1]
['тилисимлуье', 1]
['утогъи', 1]
['биренгъине', 1]
['менгенуь', 1]
['нефс', 1]
['екини', 1]
['хунегьоре', 1]
['нэгiо', 1]
['хэгьергьойме', 1]
['дургуни', 1]
['егъин', 1]
['шек', 1]
['терсире-терсире', 1]
['вокурдени', 1]
['дениширени', 1]
['гьердуьшу', 1]
['асмишуьт', 1]
['мивекенуь', 1]
['мидегердунуь', 1]
['хорунде', 1]
['дировунденге', 1]
['дорушдени', 1]
['пенжереш', 1]
['неев', 1]
['черхгьош', 1]
['жофойтуьш', 1]
['гъэгъ', 1]
['заргар', 1]
['кеше', 1]
['ширин', 1]
['сук', 1]
['вегуьрденуьт', 1]
['дарафденуьт', 1]
['жумунденуьт', 1]
['жигею', 1]
['мемзуьл', 1]
['сессуьз', 1]
['минуьшуьт', 1]
['суьрхуни', 1]
['вегируьм', 1]
['одохлуйме', 1]
['гъутире', 1]
['жом', 1]
['тигьини', 1]
['дебире', 1]
['гъопучигьо', 1]
['эденбируьт', 1]
['мегьилит', 1]
['дегьилит', 1]
['дегьишденуьт', 1]
['духдергьоре', 1]
['гъуллугъчигьой', 1]
['данит', 1]
['гъуллугъчигьо', 1]
['суьрхини', 1]
['векилевоз', 1]
['зен-зоре', 1]
['миданитге', 1]
['биерит', 1]
['виним', 1]
['бирениге', 1]
['воноре', 1]
['жуьмуьсдени', 1]
['хьэрмэхьгьой', 1]
['шушдеки', 1]
['биренуьт', 1]
['винире', 1]
['бирейт', 1]
['ведиройт', 1]
['зобуни', 1]
['михогьи', 1]
['кинуьтге', 1]
['оморенуьтге', 1]
['падшогьеш', 1]
['вихдейтуь', 1]
['верзирени', 1]
['ние', 1]
['бигьили', 1]
['хунеймеш', 1]
['ишуш', 1]
['хьэйвугьой', 1]
['гуфдирей', 1]
['нуьшунде', 1]
['миглеире', 1]
['векил', 1]
['чуьклеире', 1]
['гешде-гешде', 1]
['шегьергьоре', 1]
['вилеетгьоре', 1]
['бе', 1]
['вегуьрдени', 1]
['тирьек', 1]
['поисдегоргьо', 1]
['венорени', 1]
['тирьеке', 1]
['хифлет', 1]
['гирошдени', 1]
['дироморени', 1]
['варафдеки', 1]
['вешендени', 1]
['гьейбе', 1]
['гушдгьоре', 1]
['гъэгьри-гъэзоб', 1]
['исэгiэт', 1]
['ведарафдеки', 1]
['мидиров', 1]
['хьэловгьо', 1]
['луьхуьфгьой', 1]
['эвруьшуьми', 1]
['хисири', 1]
['вэгiдойтуь', 1]
['игiэре', 1]
['несохде', 1]
['девруьшевоз', 1]
['мирасуьт', 1]
['вируьхуьм', 1]
['гъужогъ', 1]
['веровунди', 1]
['тегьер', 1]
['пилоконгьоре', 1]
['песойтуь', 1]
['мифурам', 1]
['мемзири', 1]
['фурмундей', 1]
['фурмуни', 1]
['хуьшденитуь', 1]
['фураморени', 1]
['донорени', 1]
['сохит…', 1]
['шенденуьт', 1]
['дуьлдинж', 1]
['зигьисдени', 1]
['шоригьо-никигьо', 1]
['винирем68', 1]
['чиш', 1]
['душ', 1]
['куре', 1]
['зугъолдори', 1]
['тиркому', 1]
['гъэмиш', 1]
['гуьрдуьт', 1]
['торике', 1]
['неме', 1]
['хунеле', 1]
['куфдуьт', 1]
['куфдеи', 1]
['эриму', 1]
['мирайм', 1]
['чуьревоз', 1]
['дегесуну', 1]
['балутдор', 1]
['сухдениге', 1]
['риз', 1]
['дуро', 1]
['варафде', 1]
['вачаруьсде', 1]
['пире', 1]
['дегесире', 1]
['дендугьо', 1]
['нэхуьгьой', 1]
['гъэрмэгъгьой', 1]
['женевере', 1]
['кутэхь', 1]
['биренбируьт', 1]
['3–', 1]
['офдей', 1]
['гъуншигьоим', 1]
['бош-', 1]
['гiэтоше', 1]
['гiэрдовуж', 1]
['гiэтошевоз', 1]
['дегесунде', 1]
['могъбули', 1]
['поиней', 1]
['гирор', 1]
['дешенде', 1]
['оморебугьо', 1]
['гъунши', 1]
['журум', 1]
['занигьой', 1]
['жусд-жусд', 1]
['хисунд', 1]
['дерзеревоз', 1]
['додо', 1]
['вэхишдеш', 1]
['чигьоревоз', 1]
['дироморуьт', 1]
['пуьрсире', 1]
['энейи', 1]
['мирав-миев', 1]
['мипоим', 1]
['минуьшуьм', 1]
['мишенуьм', 1]
['митасунуьм', 1]
['олхогьиниревоз', 1]
['нуьшунит', 1]
['вепичируьт', 1]
['энуреш', 1]
['хогьит', 1]
['берит', 1]
['пойневерие', 1]
['доренки', 1]
['пойгъо', 1]
['бирормере', 1]
['дендугьоревоз', 1]
['суру', 1]
['бэгiвечегьо', 1]
['рафдуьтге', 1]
['беде', 1]
['гъэрире', 1]
['тегьеревоз', 1]
['доруьт', 1]
['зигьисдуьт', 1]
['бэхдевериревоз', 1]
['нуьвуьсди', 1]
['амалдан', 1]
['кукулу', 1]
['i964', 1]
['с', 1]
['ш', 1]
['хасавюрт', 1]
['бирорле', 1]
['назаров18', 1]
['гьеми', 1]
['гьемиге', 1]
['хьэёменд', 1]
['зен-шуьвер', 1]
['хуне-жигере', 1]
['мечи', 1]
['мируфд', 1]
['медарафд', 1]
['хэндеревоз', 1]
['гьемишеинегьой', 1]
['соку', 1]
['гирошдеки', 1]
['гьэсд', 1]
['демирчире', 1]
['хьэрем', 1]
['девозей', 1]
['нуькергьой', 1]
['буйругъевоз', 1]
['михгьо', 1]
['неомоге', 1]
['михгьореш', 1]
['гировунд', 1]
['ховсуьз', 1]
['гiэрсевоз', 1]
['дердевоз', 1]
['хьэлолбо', 1]
['хосд', 1]
['гъопуре', 1]
['ведарафд', 1]
['овурдебугьо', 1]
['шову', 1]
['некуми', 1]
['тобут', 1]
['нэхэберекие', 1]
['асму', 1]
['михэ', 1]
['чарундейгьо', 1]
['демирчиреш', 1]
['худой', 1]
['бебей24', 1]
['чуьгужжлуьни', 1]
['аббасе', 1]
['гужлуьни', 1]
['хушдению', 1]
['пурсуьше', 1]
['пуьрсуьше', 1]
['гужлуь', 1]
['шуьле', 1]
['дуьт', 1]
['гуфдиге', 1]
['аббасевоз', 1]
['расундуьт', 1]
['шуьле-куте', 1]
['гъул-гъэревошгьой', 1]
['норут', 1]
['гьемчун', 1]
['совуй', 1]
['перде', 1]
['мигируьтге', 1]
['пейлере', 1]
['тим-торик', 1]
['шоробе', 1]
['дусдгьойме', 1]
['пейлейме', 1]
['темизи', 1]
['зуьм-зуьмере', 1]
['офдой', 1]
['рузе', 1]
['гуфдерики', 1]
['шефд', 1]
['гуьрдебугъо', 1]
['эслогь', 1]
['шиновусденбугьо', 1]
['мисохдигеш', 1]
['кучейге', 1]
['негьогъи', 1]
['сохденбуге', 1]
['кут-шуьл', 1]
['жуьргiэтевоз', 1]
['мегу', 1]
['хьэремзеде', 1]
['дегьишдуьмге', 1]
['мэхизиуьм', 1]
['мирам', 1]
['миофум', 1]
['микуюм', 1]
['гъэбуьргъэгьой', 1]
['зур-гьинор', 1]
['дериге', 1]
['мэхьшово', 1]
['пиёне', 1]
['одоми35', 1]
['бебере', 1]
['килэхьчи', 1]
['зигьисденбугьо', 1]
['килэхь', 1]
['шинохденбу', 1]
['кукгьой', 1]
['муьрдебу', 1]
['данусьденбу', 1]
['гiэруьсгьой', 1]
['дениширенбируьт', 1]
['кукмени', 1]
['нигую', 1]
['муьрденге', 1]
['мидануь-бебешу', 1]
['бироргьойгей', 1]
['вэхдию', 1]
['мидоруьт', 1]
['мибисдоруьт', 1]
['муьрдей', 1]
['килэхьчире', 1]
['гьеммеревоз', 1]
['гьерсе', 1]
['оморигьо', 1]
['мидануьт', 1]
['биебури', 1]
['несохдуьт', 1]
['хуьжет', 1]
['непоисдуьт', 1]
['неофдут', 1]
['екимуьн', 1]
['дуьзди', 1]
['энугьош', 1]
['невегуьрд', 1]
['нунрэхьишуре', 1]
['догъгьо', 1]
['дерьегьо', 1]
['вишегьо', 1]
['дерегьоре', 1]
['зигьисденигьо', 1]
['минет-хьэроевоз', 1]
['кенергьой', 1]
['расиренки', 1]
['вир', 1]
['тулугь', 1]
['елоойге', 1]
['дуьздгьоре', 1]
['дуьздирогоргьо', 1]
['пушойтуьни', 1]
['недуьздиретге', 1]
['дануьсденуьт', 1]
['ругъэ', 1]
['дирейт', 1]
['имуревоз', 1]
['недирейм', 1]
['омореки', 1]
['куьндигьой', 1]
['буьлуьнди', 1]
['гьисдуьтгьо', 1]
['луьгегьо', 1]
['незере', 1]
['мундет', 1]
['тарафиге', 1]
['гьисдигьоре', 1]
['мугезгьо', 1]
['гiэнггьо', 1]
['варасируьм', 1]
['дугъ-дугъ', 1]
['рихдет', 1]
['ведироморенге', 1]
['пушойму', 1]
['гъумлугъэ', 1]
['хорини', 1]
['диририм', 1]
['дирируьм', 1]
['чепини', 1]
['гофсуьз', 1]
['гъумлугъ', 1]
['нуьшденки', 1]
['вебугьо', 1]
['фурамореки', 1]
['нори', 1]
['фурамори', 1]
['веригьо', 1]
['нишонегьоревоз', 1]
['вогордуну', 1]
['бошит', 1]
['биреньут', 1]
['овурденуьт', 1]
['норенуьт', 1]
['гьержире', 1]
['ругъэние', 1]
['дунеи', 1]
['дулма', 1]
['чигьойге', 1]
['дунеш', 1]
['тигъэтоевз', 1]
['руйтуь', 1]
['гуфдиреи', 1]
['сифеттуь', 1]
['небирей', 1]
['гофгьошму', 1]
['неведиромоге', 1]
['гьерсешмуре', 1]
['зенит', 1]
['гiошбазтуь', 1]
['овурдебу', 1]
['пуьрсиренки', 1]
['бала', 1]
['верелегьо', 1]
['мундуьт', 1]
['ширсуьз', 1]
['увэхд', 1]
['кучукгьо', 1]
['гирдуьм', 1]
['неней', 1]
['овурдем', 1]
['эзуни', 1]
['хуьшдениме', 1]
['несохдуьм', 1]
['буе', 1]
['гъуногъгьойтуьре', 1]
['туморей', 1]
['дунере', 1]
['веровундем', 1]
['бегьерлуье', 1]
['сенгъгьо', 1]
['дануьсдем', 1]
['пушотегьо', 1]
['мэхьсуьл', 1]
['донгъой', 1]
['гуфдирануьт', 1]
['фуьрсоренге', 1]
['зиндеи', 1]
['буржуну', 1]
['герм', 1]
['шиш', 1]
['рэхьго', 1]
['ниди', 1]
['негую', 1]
['зендиге', 1]
['зигьисдейм', 1]
['гiэилгьо', 1]
['бирази', 1]
['гьеммише', 1]
['хижолети', 1]
['мидо', 1]
['мизе', 1]
['мигуфди', 1]
['серботиме', 1]
['гiэилсуьз', 1]
['мимуьруъ', 1]
['гiэйби-гiори', 1]
['зигьисдуьм', 1]
['ённьши', 1]
['зинде', 1]
['мундум', 1]
['зендем', 1]
['нибисдори', 1]
['дедешу', 1]
['дананмендее', 1]
['божэхьэт', 1]
['зенуь', 1]
['товуне', 1]
['оморетге', 1]
['шэгiр', 1]
['бурру', 1]
['коми', 1]
['дуьздириге', 1]
['тигэтевоз', 1]
['межбур', 1]
['хониге', 1]
['гелин-гиёв', 1]
['зен-шуьвери', 1]
['мэхьтели', 1]
['зентуь', 1]
['нидануьм-ме', 1]
['кукигере', 1]
['минетгьой', 1]
['хосденбу', 1]
['нъэхирчи', 1]
['хьозурум', 1]
['товунтуь', 1]
['хоневоз', 1]
['вогорди', 1]
['гiэрсиревоз', 1]
['рафде-рафде', 1]
['гъэчэгъгьо-гъирхьэрембошигьо', 1]
['гiэсбгьо', 1]
['ведабуррурут', 1]
['гъэчэгъгьо', 1]
['ведешеид', 1]
['гьелебуло', 1]
['микишуьм', 1]
['хуьшде…', 1]
['хьисобиревоз', 1]
['киревоз', 1]
['гъонуневоз', 1]
['муьгьбет', 1]
['зевери', 1]
['небире', 1]
['екишмуш', 1]
['нисдит', 1]
['чек', 1]
['сесишму', 1]
['знгуьшдевоз', 1]
['мейл', 1]
['хьэрембошигьоре', 1]
['энугьоре47', 1]
['жэрэгъ', 1]
['соймиш', 1]
['дигьи', 1]
['рэхьпули', 1]
['дербенд', 1]
['богъчирегьо', 1]
['фэхлегьо', 1]
['косибгьоре', 1]
['муьзд', 1]
['сэгъэт', 1]
['бируьтгеш', 1]
['взхд', 1]
['чирегьо', 1]
['доренбируьт', 1]
['зиёдте', 1]
['сезон', 1]
['онгуручирегьо', 1]
['онгурбогъгьой', 1]
['фэхьле', 1]
['чире', 1]
['чиренбу', 1]
['богьэ', 1]
['дилбоши', 1]
['жофодусди', 1]
['вечире', 1]
['дуьвойне', 1]
['пою', 1]
['шообгьоюре', 1]
['эхте', 1]
['войгеревоз', 1]
['богъгьо', 1]
['пулгъой', 1]
['шинохденуьм', 1]
['пул-чи', 1]
['недорей', 1]
['худо-бенде', 1]
['пулгьойюре', 1]
['серде-герде', 1]
['сенгъи', 1]
['ивэхди', 1]
['мокуну', 1]
['хунешу', 1]
['пуьсри', 1]
['могъбулиге', 1]
['кепик', 1]
['гобое', 1]
['вогордунде', 1]
['нимсэгiэтиш', 1]
['бугьчеревоз', 1]
['гъэровош', 1]
['юровози', 1]
['мидарам', 1]
['минутиге', 1]
['бошореи', 1]
['шуьвертуь-огъойме', 1]
['сохдуьтге', 1]
['хьуьрметевоз', 1]
['эхэйрбу', 1]
['мегьи', 1]
['шуьверме', 1]
['макарье', 1]
['нугъорес', 1]
['фурухде', 1]
['эзумогьоевоз', 1]
['оноре', 1]
['дуьруьсде', 1]
['хьэлоле', 1]
['эшефире', 1]
['гъиметлуье', 1]
['гьишденуьм', 1]
['согъ-саламат', 1]
['вогошдум', 1]
['мегируьм', 1]
['чигьоймере', 1]
['мидуьм', 1]
['невогошдумге', 1]
['чигьо', 1]
['бугъчере', 1]
['суьрхо-эршефигьоре', 1]
['чорчуми', 1]
['бэгiэвечере', 1]
['вежегьисд', 1]
['недоге', 1]
['суьрхгьо-эршефигьой', 1]
['ихьдибор', 1]
['нисоху', 1]
['гьо', 1]
['-никиревоз', 1]
['пулгьой', 1]
['бошорои', 1]
['шуькур', 1]
['шуьвертуь', 1]
['бугъчей', 1]
['гуштуш', 1]
['хэбэргьой', 1]
['дараво', 1]
['рафдуьм58', 1]
['энуре-гюзель', 1]
['гьэгъ-негьогъ', 1]
['куфденбу', 1]
['зеренбу', 1]
['егiни', 1]
['пошней', 1]
['зене', 1]
['беле-филон', 1]
['серкушигьой', 1]
['телуь-тиконе', 1]
['демундебу', 1]
['охмуригьо', 1]
['серкушигьоре', 1]
['кошдебу', 1]
['расиребу', 1]
['вадарам', 1]
['картушкегьоре', 1]
['векенуьм', 1]
['жагiчи', 1]
['нисим', 1]
['слапатке', 1]
['дерьегь', 1]
['вадара', 1]
['картушкере', 1]
['себэхьмундеире', 1]
['лапаткаре', 1]
['чоримуьи', 1]
['векендеки', 1]
['перт-гъогъ', 1]
['тохигеш', 1]
['а', 1]
['тохгьойму', 1]
['бегьер', 1]
['картошкеревоз', 1]
['недани', 1]
['жингир', 1]
['дерьёгьи', 1]
['бисду-богъче', 1]
['гофгьойтьуре', 1]
['беделе', 1]
['бебе-дедейтуьш', 1]
['филон-фестер', 1]
['сер-серики', 1]
['дечирем', 1]
['гешдуьм', 1]
['е-', 1]
['пейле', 1]
['дировун', 1]
['кутумовозиш', 1]
['кузе', 1]
['вогошденки', 1]
['шилово', 1]
['зеребируьмгьо', 1]
['недире', 1]
['нигуи', 1]
['мегируъ', 1]
['гъили', 1]
['шилолире', 1]
['микенуь', 1]
['зере-', 1]
['мивирихуь', 1]
['беделиш', 1]
['гъилиревоз-э', 1]
['медабуррут', 1]
['гьерло', 1]
['мипуьрсуьт', 1]
['хэлгъ-хэлоигъ', 1]
['гъэдошмуре', 1]
['вегиром', 1]
['гирисде-гирисде', 1]
['ализе', 1]
['мердме', 1]
['пуьрсит', 1]
['воисдеге', 1]
['гъилиревоз', 1]
['видовусдениге', 1]
['кутуме', 1]
['векендиге', 1]
['тапшуьрмиш', 1]
['хьэшо', 1]
['дургунуьм', 1]
['гуфдиремгьо', 1]
['кутумиш', 1]
['недири', 1]
['курабирогоре', 1]
['гъилире', 1]
['кешируьт', 1]
['гирдуьтге', 1]
['жингире', 1]
['ленгери', 1]
['диремге', 1]
['эвреи', 1]
['недеруьм', 1]
['лэгъэре', 1]
['недуьл-недуьл', 1]
['гъофой', 1]
['варафдуьт', 1]
['гезирере', 1]
['доре-доре', 1]
['хундере', 1]
['мидениши', 1]
['хоши-менихьэфиревоз', 1]
['хомуш', 1]
['гьммей', 1]
['эзимбэгъдойге', 1]
['руьхшенд', 1]
['несохи', 1]
['нэхенди', 1]
['негуи', 1]
['хэруьм', 1]
['элчэгъуъм', 1]
['гьечи-гьечиниге69', 1]
['i', 1]
['нэгъэре-зирновчи', 1]
['нэгъэре-зирнов', 1]
['нэгъэре-зирновчире', 1]
['зерновчи', 1]
['согъул', 1]
['небоши', 1]
['непоисденуьм', 1]
['рэхъ', 1]
['салам-', 1]
['ентуь', 1]
['гъулугъ', 1]
['гъулугъмере', 1]
['битирмиш', 1]
['уьсде', 1]
['зирнове', 1]
['усдои', 1]
['лазим', 1]
['усдоюм', 1]
['вэхдмениш', 1]
['недануьсдем', 1]
['зереимере', 1]
['гьейсэiэт', 1]
['нэгъэрейме', 1]
['икинжиш', 1]
['мирафдени', 1]
['рукел', 1]
['паше-беге', 1]
['арсию', 1]
['нэгъэреиш', 1]
['юлдаши', 1]
['картуь', 1]
['карме', 1]
['недануьсденуъм', 1]
['недасденуьм…', 1]
['мухтесер', 1]
['нэгъэречи', 1]
['офдорут', 1]
['нэгъэречиревоз', 1]
['деширени', 1]
['нисдим', 1]
['усдо', 1]
['эге', 1]
['деширенге', 1]
['киму', 1]
['мугуютки', 1]
['негъэре', 1]
['недануьсдени', 1]
['мукуфут', 1]
['недешире', 1]
['ниме', 1]
['муллай', 1]
['сузунде', 1]
['лампе', 1]
['веренгесдуьт', 1]
['синче', 1]
['ош', 1]
['гъезенфербег', 1]
['асбе', 1]
['хэндуьсд', 1]
['шохэ', 1]
['евши', 1]
['саринмиш', 1]
['паше-бег', 1]
['вежегьисдеки', 1]
['чуммени', 1]
['гьуьзуьм', 1]
['межесди', 1]
['финтигьче', 1]
['дирогу', 1]
['дуроморе', 1]
['зеневоз', 1]
['вирихдуьт', 1]
['парсид', 1]
['нъэгъэричи', 1]
['ошиш', 1]
['кергиш', 1]
['назбалиш', 1]
['синчеиш', 1]
['нэгъречире', 1]
['холинчеш', 1]
['лампиш', 1]
['деру', 1]
['овчор', 1]
['хунеи', 1]
['нушу', 1]
['болхунлуье', 1]
['серин', 1]
['рафденим', 1]
['ертуь', 1]
['ми', 1]
['зерейм', 1]
['зерей', 1]
['зирново', 1]
['негуфдирики', 1]
['попохмере', 1]
['10мулла', 1]
['чендгъэдери', 1]
['пултуь', 1]
['ошгоре', 1]
['мизереним', 1]
['зироние', 1]
['зереним', 1]
['мениш', 1]
['ковхо', 1]
['11чорей', 1]
['зирновчире', 1]
['эжеи', 1]
['хонумиш-гiэрсиш', 1]
['униш', 1]
['жигьиз', 1]
['хонумевоз', 1]
['мебошгу', 1]
['дубореден', 1]
['себ', 1]
['кин', 1]
['угьойгере', 1]
['бэгьдо', 1]
['хьуьрмети', 1]
['зирновчие', 1]
['мерде77', 1]
['тепей', 1]
['хокистере', 1]
['норебу', 1]
['нуботевоз', 1]
['доге', 1]
['бирогьо', 1]
['вегуьрдге', 1]
['омбаргьо', 1]
['бегьлуьре', 1]
['дивоне', 1]
['хунденбируьтгеш', 1]
['дузиге', 1]
['несигiэтгьой', 1]
['жинслуье', 1]
['муйзарзари', 1]
['жейлее', 1]
['дошденбируьт', 1]
['хорунденбируьт', 1]
['медировунду', 1]
['муйзарзарие', 1]
['говдуй', 1]
['могошду', 1]
['гусбендевоз', 1]
['восдоребу', 1]
['базар', 1]
['гъэсоб', 1]
['туку', 1]
['гусбенди', 1]
['хорунденуьт', 1]
['дуьимуьи', 1]
['оринейге', 1]
['могордуну', 1]
['вогьне', 1]
['дуьлмундее', 1]
['охмурие', 1]
['гiэзиз', 1]
['дошденигьо', 1]
['гусбендтуьре', 1]
['куьшди', 1]
['мидуъ', 1]
['юни', 1]
['шогь-', 1]
['доренге', 1]
['бинеден', 1]
['духлу', 1]
['себэхьимуьи', 1]
['шогь-аббасиш', 1]
['жоллодгьо', 1]
['расере', 1]
['гирье', 1]
['дуьлсухуни', 1]
['сохде-', 1]
['гъэрдхунди', 1]
['туьмеймере', 1]
['дугу', 1]
['вегуьрдигьоре', 1]
['бешгъэ', 1]
['гiошире', 1]
['хэндусд', 1]
['хэндусде', 1]
['муьрдейтуь', 1]
['гъэгьревоз', 1]
['михою', 1]
['сэгiэтле', 1]
['мугьлет', 1]
['дуъ', 1]
['некуьшуь', 1]
['хэндуьсдге', 1]
['бегьлуъре', 1]
['комигьореки', 1]
['гирде', 1]
['несигiэтгьо', 1]
['ведироморет', 1]
['гурунд', 1]
['дуьруьсд', 1]
['боворин', 1]
['гофлеш', 1]
['непуьрсире', 1]
['куьшдеи97', 1]
