['са', 951]
['бахтлу', 2]
['ахвара', 2]
['къав', 2]
['баябан', 2]
['фагьумна', 2]
['милайим', 2]
['цуькверикай', 2]
['шив', 2]
['гьинал', 2]
['вирт', 2]
['тахсиркар', 2]
['цан', 2]
['инсандиз', 2]
['зурбади', 2]
['юрк', 2]
['ацукьиз', 2]
['кiар', 2]
['тахьанмаз', 2]
['халкьдихъ', 2]
['куьмекда', 2]
['дередиз', 2]
['душманар', 2]
['аждагьадин', 2]
['акъатзавачир', 2]
['девдин', 2]
['хирер', 2]
['хер', 2]
['жагьан-шагь', 2]
['шагьдиз', 2]
['юкьуз', 2]
['аскерар', 2]
['чкадлай', 2]
['ацiурна', 2]
['хкведайди', 2]
['гьуьлуьв', 2]
['акьалтнавай', 2]
['нуькервиле', 2]
['лампа', 2]
['ацiана', 2]
['къиметлу', 2]
['лайих', 2]
['нуькверди', 2]
['хкайтiа', 2]
['хкида', 2]
['гевгьеррин', 2]
['гьавиздин', 2]
['балкiандилай', 2]
['пiузарар', 2]
['къапуна', 2]
['къапунаваз', 2]
['акьална', 2]
['кiарабда', 2]
['кiараб', 2]
['балкiандини', 2]
['масадаз', 2]
['ацана', 2]
['пачагьдилай', 2]
['хваран', 2]
['тахтунин', 2]
['хкечiна', 2]
['гьамамдай', 2]
['файтунда', 2]
['гьуьле', 2]
['ката', 2]
['луьткве', 2]
['акьадра', 2]
['луьтквечиди', 2]
['итимдивай', 2]
['кiантiа', 2]
['луьтквечи', 2]
['луьткведин', 2]
['чипинай', 2]
['галатна', 2]
['сузамиш', 2]
['тийидайвал', 2]
['чайдик', 2]
['сагълугъдай', 2]
['виликан', 2]
['чiугур', 2]
['дустагъар', 2]
['эвелни-эвел', 2]
['бубадивай', 2]
['суьретда', 2]
['экъечна', 2]
['тухун', 2]
['хуьн', 2]
['ийизвайла', 2]
['чалай', 2]
['тир…', 2]
['жазаяр', 2]
['терсина', 2]
['кесибдизни', 2]
['ийиди', 2]
['ракъурдани', 2]
['ракъурдачни', 2]
['ракъур', 2]
['килигдатiа', 2]
['цавара', 2]
['руквар', 2]
['михьдай', 2]
['кул', 2]
['асунардай', 2]
['хъурхъ', 2]
['парталарни', 2]
['литни', 2]
['тфенгни', 2]
['тази', 2]
['хъуьчiуьз', 2]
['галчугна', 2]
['теменар', 2]
['хкаждайвал', 2]
['дагъдай', 2]
['жинжи', 2]
['гару', 2]
['кiвалералди', 2]
['аквазмазди', 2]
['ахтармшидайвал', 2]
['хвеш-беш', 2]
['хперив', 2]
['фидалди', 2]
['хцихь', 2]
['куткуриз', 2]
['кусурна', 2]
['шуьткьвейтiа', 2]
['гьисибдайвал', 2]
['шуьткьвей', 2]
['экiяна', 2]
['тазазама', 2]
['чирнач', 2]
['йисуз', 2]
['йисалай', 2]
['баядал', 2]
['хпехъанриз', 2]
['хцяй', 2]
['лагьаначирни', 2]
['мукьвара', 2]
['суварин', 2]
['перпилагар', 2]
['сувариз', 2]
['перпилагара', 2]
['баядрал', 2]
['перем', 2]
['акьадар', 2]
['тазидиз', 2]
['перпилаг', 2]
['дакiанз', 2]
['кьилди-кьилди', 2]
['агалнавай', 2]
['куьлегарни', 2]
['ахвариз', 2]
['тумунихъай', 2]
['галудна', 2]
['ахъаяй', 2]
['каркун', 2]
['каркунрикай', 2]
['каркундилай', 2]
['дидедини', 2]
['юг', 2]
['катазва', 2]
['аквазмаз', 2]
['кьилихъди', 2]
['ччилив', 2]
['цiелхем', 2]
['аридилай', 2]
['кьвахьна', 2]
['шуткьудихъ', 2]
['каркундиз', 2]
['идакайни', 2]
['пачагьдизни', 2]
['перишан', 2]
['дидедизни', 2]
['чинар', 2]
['тарцин', 2]
['абурни', 2]
['шуьрбетдин', 2]
['тiур', 2]
['цiикендиз', 2]
['кiас', 2]
['гвайди', 2]
['ракiарал', 2]
['ачар', 2]
['кiерецар', 2]
['гьазурнава', 2]
['къулаз', 2]
['санай', 2]
['гум', 2]
['хкахьда', 2]
['сафуна', 2]
['вегьенмазди', 2]
['вахаз', 2]
['никягь', 2]
['къвез-къвез', 2]
['виряй', 2]
['рахайла', 2]
['руьхъвер', 2]
['сандухдин', 2]
['аялрин', 2]
['хуш-беш', 2]
['папазни', 2]
['тевледиз', 2]
['кумачирди', 2]
['аквадач', 2]
['ягъун', 2]
['абуруни', 2]
['абурал', 2]
['техкведай', 2]
['тупiалар', 2]
['тупiал', 2]
['чпив', 2]
['хамунин', 2]
['кiвалени', 2]
['хутах', 2]
['жезвайди', 2]
['амни', 2]
['аждагьанрин', 2]
['анани', 2]
['атанайтiа', 2]
['вучдай', 2]
['рекьидач', 2]
['жед', 2]
['гадайриз', 2]
['гъилерал', 2]
['хвашкелди', 2]
['вегьейла', 2]
['къараткенар', 2]
['кьабулдай', 2]
['къазариз', 2]
['къуйдал', 2]
['тажирар', 2]
['пачагьлугъдиз', 2]
['рекьизва', 2]
['ихтилатар', 2]
['лифрез', 2]
['чигедал', 2]
['адахли', 2]
['савдагар', 2]
['муькъуьн', 2]
['итимни', 2]
['мурад-метлеб', 2]
['идав', 2]
['къуьншидин', 2]
['кьуншидин', 2]
['къаратикенар', 2]
['къуншидаллай', 2]
['хемир', 2]
['кадарна', 2]
['къаратикендин', 2]
['пуна', 2]
['чухваз', 2]
['гумач', 2]
['гачалар', 2]
['киш', 2]
['кьепiинин', 2]
['хъвалахъни', 2]
['хъвалахъ', 2]
['вергериз', 2]
['чнани', 2]
['алаша', 2]
['куьриз', 2]
['алашадкай', 2]
['гатiун', 2]
['дев', 2]
['къуллугъчийриз', 2]
['кьисаяр', 2]
['рушахъ', 2]
['папахъ', 2]
['кефиз', 2]
['хьана46', 2]
['къуншидал', 2]
['хендеда', 2]
['хкидатiа', 2]
['кiанивал', 2]
['зулумар', 2]
['лугъуз', 2]
['хамуна', 2]
['либасар', 2]
['къайгъуда', 2]
['чекмедин', 2]
['хцикай', 2]
['кiвалив', 2]
['майданда', 2]
['къалурмир', 2]
['мехъерна', 2]
['вацiуз', 2]
['хъжеда', 2]
['кiусни', 2]
['ават', 2]
['талашдикай', 2]
['хъжез', 2]
['бадеди', 2]
['къаридив', 2]
['сар', 2]
['ийидайвал', 2]
['суьгьбетдихъ', 2]
['вилаятдай', 2]
['идахъни', 2]
['ибрун', 2]
['хендеде', 2]
['базардай', 2]
['никiиз', 2]
['къачунва', 2]
['хтарни', 2]
['каца', 2]
['кьусу', 2]
['авудна', 2]
['къаравулда', 2]
['агьвалат', 2]
['тупiун', 2]
['ракъариз', 2]
['де', 2]
['храда', 2]
['седефдин', 2]
['гурмагъдал', 2]
['хух', 2]
['курцiулар', 2]
['йикъар', 2]
['бина', 2]
['дустагъда', 2]
['хвейибур', 2]
['амани', 2]
['вахни', 2]
['хъуьрез-хъуьрез', 2]
['арбабаш', 2]
['къилихар', 2]
['буюрмишай', 2]
['вирибуруз', 2]
['пагьливанар', 2]
['кьушунрикай', 2]
['амайбур', 2]
['давам', 2]
['шаклу', 2]
['кiевна', 2]
['шадлухвилин', 2]
['ксудай', 2]
['адет', 2]
['кiасиз', 2]
['фурув', 2]
['фурай', 2]
['акъудзавай', 2]
['куьчедиз', 2]
['кукiвай', 2]
['къарагъайла', 2]
['ахъаюниз', 2]
['хъфизвай', 2]
['тажирдивай', 2]
['кьабулна', 2]
['кардин', 2]
['чуьнуьхнач', 2]
['юсуф', 2]
['пайгъамбардин', 2]
['хийирдиз', 2]
['хьайи-хьайивал', 2]
['везир-векилдиз', 2]
['ичер', 2]
['нянин', 2]
['шийир', 2]
['шазан', 2]
['кхьирай', 2]
['амалдарвал', 2]
['таярикай', 2]
['ахтармишна', 2]
['ракъурнавай', 2]
['турай', 2]
['хтун', 2]
['цiукьуд', 2]
['чарчени', 2]
['гьибур', 2]
['чиррай', 2]
['жегьилрикай', 2]
['акъвазрай', 2]
['кьиникьикай', 2]
['икрамзавай', 2]
['мехъер-межлис', 2]
['гьакуматдин', 2]
['галачир', 2]
['ей', 2]
['йикъуз', 2]
['авунвай', 2]
['лагьанач', 2]
['квалах', 2]
['чуьгъвена', 2]
['чкадин', 2]
['гаваз', 2]
['чухсагъул', 2]
['кан', 2]
['хьейитiа', 2]
['селлер', 2]
['кални', 2]
['дервишдин', 2]
['пекер', 2]
['хьида', 2]
['ракъуриз', 2]
['паталди', 2]
['литин', 2]
['халичаяр', 2]
['абасни', 2]
['абасан', 2]
['кiвачерни', 2]
['чантада', 2]
['вакъияр', 2]
['ябни', 2]
['сардараз', 2]
['тарагъажар', 2]
['асмишдай', 2]
['балхундик', 2]
['тахсирдилай', 2]
['жаллатiриз', 2]
['хандилай', 2]
['куьзуь', 2]
['къадар', 2]
['кфил', 2]
['акурвалди', 2]
['екеди', 2]
['рикiин', 2]
['зур', 2]
['туртiа', 2]
['генани', 2]
['дава', 2]
['нуькерриз', 2]
['нуькерри', 2]
['экъуьнна', 2]
['кiарас', 2]
['кьатi', 2]
['леэн', 2]
['леэндин', 2]
['гьулдан', 2]
['регъуь', 2]
['къариб', 2]
['гьуьл', 2]
['ракь', 2]
['вегьенвай', 2]
['кап', 2]
['девришдин', 2]
['мекьи', 2]
['галайвал', 2]
['герендилай', 2]
['чуьнуьхнава', 2]
['шегьер', 2]
['ракiарай', 2]
['ажал', 2]
['устiардив', 2]
['къвекъвез', 2]
['девейрин', 2]
['кiватiа', 2]
['кiелайбуруз', 2]
['къизиларни', 2]
['тийижир', 2]
['хьанвайбур', 2]
['чкада', 2]
['кавхадин', 2]
['гьамбалдихъ', 2]
['пулни', 2]
['алдатмиш', 2]
['папавай', 2]
['гьамбалдив', 2]
['эцигдай', 2]
['хануман', 2]
['къуллугъчи', 2]
['чiавалди', 2]
['ипекдин', 2]
['халат', 2]
['къуьнерал', 2]
['агьмед', 2]
['мичiни-чiулав', 2]
['кьепiина', 2]
['фекъи', 2]
['къалурда', 2]
['чуруяр', 2]
['хъвер', 2]
['нажагь', 2]
['месик', 2]
['халуни', 2]
['авуртiани', 2]
['малар', 2]
['къеледай', 2]
['пехърез', 2]
['хтулни', 2]
['халудини', 2]
['къеледиз', 2]
['чуваларни', 2]
['акiанва', 2]
['шехьмир', 2]
['сусаз', 2]
['булахдаллай', 2]
['куьрсарна', 2]
['хъенчiин', 2]
['хтанмазди', 2]
['ругуд', 2]
['фенатiа', 2]
['мегьтел', 2]
['хтулдини', 2]
['спелдин', 2]
['хъийиз', 2]
['хилер', 2]
['туьгьметар', 2]
['пачагьвални', 2]
['кьунан', 2]
['ламрав', 2]
['гимида', 2]
['кьуларилай', 2]
['канаб', 2]
['чувални', 2]
['азраил', 2]
['къахчуда', 2]
['о-о-ва', 2]
['тийизвай', 2]
['тербия', 2]
['темпелвал', 2]
['суса', 2]
['михьи', 2]
['базарда', 2]
['кесибни', 2]
['дередилай', 2]
['вине', 2]
['шегьердивай', 2]
['яргъа', 2]
['карванчидин', 2]
['цихъ', 2]
['сагьибди', 2]
['карванчийрин', 2]
['гьужумна', 2]
['шегьердал', 2]
['вар', 2]
['хутуна', 2]
['балхундикай', 2]
['лашни', 2]
['кьулаз', 2]
['зуьгьуьтбега', 2]
['кана', 2]
['чувалар', 2]
['пiипiе', 2]
['чувалриз', 2]
['рекъе', 2]
['хкадарай', 2]
['чавдараз', 2]
['чавдара', 2]
['тупучi', 2]
['къуьниз', 2]
['сад-садакай', 2]
['нав', 2]
['арадал', 2]
['ятарни', 2]
['ракъини', 2]
['бади', 2]
['турунин', 2]
['тiурфан-дэв', 2]
['рагъ-ханумаз', 2]
['рагъ-ханума', 2]
['тухудайла', 2]
['рагъ-ханумал', 2]
['рагъ-ханум', 2]
['турунив', 2]
['дагъда', 2]
['гъуьлегъар', 2]
['ягъияр', 2]
['лезгийриз', 2]
['садрани', 2]
['сесери', 2]
['агакь', 2]
['далдамни', 2]
['лезгияр', 2]
['арчанани', 2]
['тарлаца', 2]
['дагьарда', 2]
['цекверин', 2]
['буьгьуьйри', 2]
['инсанрив', 2]
['цiверекiв', 2]
['ялав', 2]
['аждагьадиз', 2]
['кьегьалар', 2]
['лезгийри', 2]
['балугъар', 2]
['бахтияра', 2]
['никел', 2]
['бахтияраз', 2]
['кiезрияр', 2]
['дурна', 2]
['афизатни', 2]
['хуьруьгиз', 2]
['шарвилини', 2]
['кали', 2]
['афизата', 2]
['жунгвадиз', 2]
['жунгвади', 2]
['кьунлай', 1]
['гъуьрче', 1]
['тежриба', 1]
['суьгьуьрда', 1]
['гьатдай', 1]
['алкiурнавайбур', 1]
['чандик', 1]
['ахъайдай', 1]
['хьир', 1]
['тапа', 1]
['тапасдив', 1]
['атiузвайдини', 1]
['вилин', 1]
['амукьзавай', 1]
['къар-фер', 1]
['гьаятадавай', 1]
['тегрна', 1]
['куьтягьзавай', 1]
['алатнайтiа', 1]
['кьифни', 1]
['амукьдачир', 1]
['кьиферивай', 1]
['тiеквенрай', 1]
['эхкъечiиз', 1]
['къуншияр', 1]
['чав', 1]
['тазвач', 1]
['алудун', 1]
['ттун', 1]
['кьифери', 1]
['шадвилелди', 1]
['къаршиламишна', 1]
['кьабулайдалай', 1]
['ряятрин', 1]
['къуллугъчийрилай', 1]
['дегьекар', 1]
['налогар', 1]
['вахт-вахтунда', 1]
['фидай-тефидай', 1]
['къуншийрал', 1]
['кацер', 1]
['цiаругъвегъвутi', 1]
['писи', 1]
['тунпус', 1]
['ислягь', 1]
['ийизвач', 1]
['чинавай', 1]
['къиздирма', 1]
['зурзазвай', 1]
['тунин', 1]
['пацук', 1]
['акат', 1]
['цiарланпа', 1]
['туниз', 1]
['месэла', 1]
['хуруз', 1]
['жугъурда', 1]
['сивяйни', 1]
['жингъирни', 1]
['кьегъал', 1]
['жигъинни', 1]
['мастанахъай', 1]
['зурзазма4', 1]
['туькьуьнда', 1]
['хьанавайвиляй', 1]
['бикедикай', 1]
['кiвачерал', 1]
['бигьем', 1]
['дуьнядикай', 1]
['дидедихъай', 1]
['зун-вун', 1]
['экъуьрда', 1]
['агалкьнавай', 1]
['мехмердин', 1]
['атiумна', 1]
['атiуз-атiуз', 1]
['вув-в', 1]
['хьтинбуруз', 1]
['къекъвез-къекъвез', 1]
['ратарал', 1]
['жгъа', 1]
['газар', 1]
['къу-къу-къу', 1]
['алайдакай', 1]
['бикедивай', 1]
['лувар', 1]
['уь-уь-уь-уьуьуь', 1]
['уь-уь', 1]
['ягъайдалай', 1]
['кiекрез', 1]
['къиткьинай', 1]
['кiекрахъ', 1]
['рахазни', 1]
['алатай', 1]
['кьарада', 1]
['гамишди', 1]
['жавабни', 1]
['алава', 1]
['экъисай', 1]
['вилерни', 1]
['янвай', 1]
['кьацiай', 1]
['хъфедайла', 1]
['мастанакай', 1]
['кьифериз', 1]
['ийидайди', 1]
['адахъай', 1]
['къатадзавай', 1]
['руквадай', 1]
['кьачурла', 1]
['рипе', 1]
['кiвахьзавай', 1]
['кiвадар', 1]
['алахъиз', 1]
['чиркин', 1]
['ракъуник', 1]
['ших-ширихдин', 1]
['бикедизни', 1]
['ихьтиндаз', 1]
['беглерикай', 1]
['мен', 1]
['ширинди', 1]
['пiузаррилай', 1]
['тефейла', 1]
['гьамишалиг', 1]
['сирдашар', 1]
['хъувурла', 1]
['уюнар', 1]
['хъуьруьнар', 1]
['алдатмищай', 1]
['хвейитiа', 1]
['сарарикай', 1]
['хкатна15', 1]
['алафарни', 1]
['акъвазуналди', 1]
['туькiуьдач', 1]
['кьуьдни', 1]
['фикирнаватiа', 1]
['гатун', 1]
['мухахъ', 1]
['азиятдикайни', 1]
['алажна', 1]
['кукiварна', 1]
['руфунар', 1]
['лекьер', 1]
['тухулар', 1]
['чуьхуьдайла', 1]
['гьисабнава', 1]
['рикiни', 1]
['авайтiа', 1]
['тадайни', 1]
['ратарикайни', 1]
['севрел', 1]
['галтуг', 1]
['иналай', 1]
['тукiур', 1]
['вучтин', 1]
['тукiуначирни', 1]
['рахазвани', 1]
['вуча', 1]
['гуьгъуьналлаз', 1]
['хьаназ', 1]
['къулухъай', 1]
['якiухъ', 1]
['вилерив', 1]
['пияр', 1]
['гьанивни', 1]
['я17', 1]
['хатай-хутай', 1]
['вилаятди', 1]
['мейвеяр', 1]
['багъманчидалай', 1]
['гич', 1]
['багъди', 1]
['къекхведачир', 1]
['багъдик', 1]
['киткана', 1]
['гьарса', 1]
['чiуз', 1]
['йимишар', 1]
['хъушудай', 1]
['килигайтi', 1]
['нихчирди', 1]
['вучатiани', 1]
['къяна', 1]
['ракьару', 1]
['кутiура', 1]
['вайла', 1]
['шуькуьр', 1]
['акъа', 1]
['китабара', 1]
['темягьди', 1]
['гъиди', 1]
['багъманчиди', 1]
['кьигьялдиз', 1]
['нямет', 1]
['шуз', 1]
['жунивал', 1]
['къияматдин', 1]
['халкьару', 1]
['чипин', 1]
['месялдик', 1]
['хьанавани', 1]
['жугъурна', 1]
['хитана', 1]
['къалурди', 1]
['неди', 1]
['ахьти', 1]
['жугъуй', 1]
['аттая', 1]
['килигдай', 1]
['расу', 1]
['кьери', 1]
['ахундик', 1]
['кихьей', 1]
['касдикай', 1]
['килигзавайла', 1]
['гъутавайдалай', 1]
['яргъивун', 1]
['яргъидай', 1]
['артухдак', 1]
['кяна', 1]
['куькiуьна', 1]
['гъутухъ', 1]
['агъакьна', 1]
['кайила', 1]
['гъутай', 1]
['алугра', 1]
['алугвайла', 1]
['авура', 1]
['туширтiа', 1]
['чурудик', 1]
['кячир', 1]
['чiурай', 1]
['кихьея', 1]
['ахундин', 1]
['галамаз', 1]
['акъучiна', 1]
['гьинавайди', 1]
['идавал', 1]
['жузура', 1]
['бабади', 1]
['весивуна', 1]
['касдихъ', 1]
['къулухъди', 1]
['къекъвезава', 1]
['ихласвилалди', 1]
['рягьмет', 1]
['ахундиз', 1]
['дугьриданни', 1]
['акъвазайтiа', 1]
['гьуьрметдайни', 1]
['сикiерун', 1]
['хуьни', 1]
['хвенва', 1]
['ракьарал', 1]
['кутiанавай', 1]
['жанаврурдиз', 1]
['виликвай', 1]
['кiвачiни', 1]
['кiватайла', 1]
['хикадар', 1]
['хвенавалдачирни', 1]
['хвенавай', 1]
['хикатна', 1]
['незава', 1]
['гирендалай', 1]
['жаначур', 1]
['гьатнава', 1]
['ланш', 1]
['тура', 1]
['хипер', 1]
['хутахдайла', 1]
['бицiи', 1]
['ятахдал', 1]
['амукьай', 1]
['ятахрал', 1]
['къаткиз', 1]
['незвайла', 1]
['куьди', 1]
['квехъ', 1]
['кьурана', 1]
['сугъул', 1]
['чiурайди', 1]
['тьахьайтiа', 1]
['кас-мас', 1]
['гайидакай', 1]
['къведайдакай', 1]
['ксуда', 1]
['руъхъвер', 1]
['легъв', 1]
['туькiуьрда', 1]
['лекъве', 1]
['гьахьда', 1]
['эцига', 1]
['атанмазни', 1]
['чiуруз', 1]
['гьаданди', 1]
['векьер-кьалар', 1]
['ятахдин', 1]
['къакъудзава', 1]
['вид', 1]
['тирвилин', 1]
['гьакъиндай', 1]
['сикiренди', 1]
['чубандинди', 1]
['экечi', 1]
['жанвурди', 1]
['кьалура', 1]
['пiирен', 1]
['дикъетдивди', 1]
['пiирез', 1]
['хата', 1]
['суьлейман-небедин', 1]
['пiиревай', 1]
['экъисизни', 1]
['агакьнавачир', 1]
['туьтуьник', 1]
['ккiида', 1]
['къатаднатiани', 1]
['гвягъиз', 1]
['кьурдан', 1]
['баштанна', 1]
['хьайидалай', 1]
['келишанни', 1]
['ругъваин', 1]
['лугьуда24', 1]
['регьятвал', 1]
['кьачун', 1]
['векье', 1]
['физмаз', 1]
['къаткидай', 1]
['тажубдин', 1]
['агьмакъ', 1]
['агакьнавайбур', 1]
['агакьвайбур', 1]
['я…', 1]
['эверда', 1]
['къатканвай', 1]
['жваб', 1]
['тiимилни', 1]
['галкiун', 1]
['аквазвани', 1]
['кулац', 1]
['шагьид…', 1]
['лугьузаватiани', 1]
['мецин', 1]
['кiанлик', 1]
['ква…', 1]
['багъишзава', 1]
['гьяркьуьдаказ', 1]
['сасар-сасарал', 1]
['илисна', 1]
['келле', 1]
['шагьиддиз', 1]
['кулара', 1]
['куларани', 1]
['желе', 1]
['желада', 1]
['зарафатдалди', 1]
['муфтехурар', 1]
['агакьарайла', 1]
['я25', 1]
['кiелизни', 1]
['сухта', 1]
['сухтайриз', 1]
['аялризни', 1]
['тапшурмишна', 1]
['такiан', 1]
['сагъвал', 1]
['аялриз', 1]
['кiуртар', 1]
['кiелерин', 1]
['тухуди', 1]
['гатфаралди', 1]
['аялрал', 1]
['жуьмя', 1]
['сухтаяр', 1]
['аквач', 1]
['тапилмиш', 1]
['хьанмазди', 1]
['гъаначирни', 1]
['кiелун', 1]
['регъуьхбанвал', 1]
['кутур', 1]
['тегьерар', 1]
['регъуьхъ', 1]
['регъв', 1]
['элкъвенмаз', 1]
['хамар', 1]
['алаж', 1]
['кiунтал', 1]
['регъвяй', 1]
['алазва', 1]
['гьарамзада', 1]
['регъуьк', 1]
['алцуриз', 1]
['валлахстха', 1]
['куткунди', 1]
['хран', 1]
['фагьум', 1]
['куьтягьнамазди', 1]
['кiевирна', 1]
['гуьнедай', 1]
['гуьнедин', 1]
['авазва', 1]
['кьена31', 1]
['къибни', 1]
['хъипрени', 1]
['уртахдиз', 1]
['ник', 1]
['цада', 1]
['гвена', 1]
['ратiран', 1]
['къуьлуьн', 1]
['тварикай', 1]
['кьведазни', 1]
['фендигар', 1]
['паюн', 1]
['кутугнаваз', 1]
['гьилледал', 1]
['кьведа', 1]
['зверда', 1]
['гьида', 1]
['эляда', 1]
['хъипре', 1]
['амалдин', 1]
['гайитiани', 1]
['звердай', 1]
['вахтунал', 1]
['эцигайдалай', 1]
['дустарин', 1]
['хъипер', 1]
['сад…', 1]
['кьвед…', 1]
['зверна…', 1]
['звернатiани', 1]
['хкатнач', 1]
['камунин', 1]
['дустари', 1]
['къвазрай', 1]
['шиврелайни', 1]
['элячiда40', 1]
['писид', 1]
['кулар', 1]
['тумар', 1]
['йиф-югъ', 1]
['тамарани', 1]
['балайрини', 1]
['къуугъунар', 1]
['магьара', 1]
['балайрал', 1]
['къумбар', 1]
['килигун', 1]
['къетi', 1]
['килигайдалай', 1]
['гьавади', 1]
['дуньяда', 1]
['авайдакай', 1]
['фикирар-хиялар', 1]
['вил-вилел', 1]
['элягьдалди', 1]
['баладинни', 1]
['жедайла', 1]
['ахкъатна', 1]
['кукулар', 1]
['тумун', 1]
['кьатiар', 1]
['тупiар', 1]
['балайрихъ', 1]
['къахчун', 1]
['тапас', 1]
['квачир', 1]
['жогъана', 1]
['дагьардин', 1]
['цiвелин', 1]
['тiваларикай', 1]
['тийизвайдай', 1]
['заманаяр', 1]
['хьанвачни', 1]
['жагъизмач', 1]
['салам-каламдилай', 1]
['кар-кеспидик', 1]
['акакьнайтiа', 1]
['артухан', 1]
['къачуртiани', 1]
['дегишара', 1]
['затiарикай', 1]
['гъилевай', 1]
['дегишда', 1]
['таб-гъилле', 1]
['стiунни', 1]
['кутугнавач', 1]
['къачурди', 1]
['гьеллебаз', 1]
['мискьални', 1]
['квач', 1]
['лежбери', 1]
['кiекерихъ', 1]
['сеняткардин', 1]
['кеми', 1]
['чидайтiа', 1]
['рахунни', 1]
['алачиз', 1]
['вавайни', 1]
['гьерерихъ', 1]
['лапагрихъ', 1]
['дегишариз', 1]
['цiаран', 1]
['кепси', 1]
['чира', 1]
['кьуьзуьни', 1]
['зегьметдал', 1]
['зални', 1]
['кiвач-кьил', 1]
['гьалт', 1]
['хуруникай', 1]
['кеспидикай', 1]
['хийирдикай', 1]
['ийиз-ийиз', 1]
['вахутунда', 1]
['къалур', 1]
['жанавурдай', 1]
['къуьши', 1]
['къалурзавач', 1]
['устiарвал', 1]
['кьатiун', 1]
['сивни', 1]
['жанавурдик', 1]
['эхкъечiун', 1]
['гьатнавайди', 1]
['эхкъечi', 1]
['кьуьлна', 1]
['гъатнани', 1]
['эхирмижи', 1]
['хълагь', 1]
['кя', 1]
['жанавурал', 1]
['тапшурмишда', 1]
['ахквадач', 1]
['эхкъечiайла', 1]
['хъи-жедайди', 1]
['жанавурдикай', 1]
['къаядилай', 1]
['гадарна44', 1]
['зиянкар', 1]
['дерейра', 1]
['зиянрал', 1]
['къурухда', 1]
['кiелез', 1]
['ацалтна', 1]
['гьикь', 1]
['гуьзлемишнатi', 1]
['ани', 1]
['ахкъатнач', 1]
['къад-яхцiур', 1]
['ахъайин', 1]
['гуьгьуьл', 1]
['заза', 1]
['махарин', 1]
['шаркiунтдиз', 1]
['хтанач', 1]
['тахтайла', 1]
['кьацiана', 1]
['эдебдалди', 1]
['чккадал', 1]
['тагуз', 1]
['фуф-ф-ф-ф', 1]
['чукiуриз', 1]
['чавуш', 1]
['баладиз', 1]
['арадаваз', 1]
['инжикулу', 1]
['гьарай-эверди', 1]
['денг', 1]
['дарихмишни', 1]
['гъвечи', 1]
['дерейриз', 1]
['яйлахриз', 1]
['дигай', 1]
['ачуз', 1]
['учун', 1]
['экъеч', 1]
['жанвур', 1]
['паяяр', 1]
['турвакьар', 1]
['вагьрамар', 1]
['кьена58', 1]
['къвезвайла', 1]
['цiегьрез', 1]
['винихъ', 1]
['хьайа', 1]
['гьиллеяр', 1]
['варисрикай', 1]
['агакьарун', 1]
['ша…', 1]
['гьаясус', 1]
['яргъияр', 1]
['жанаурди', 1]
['цiегьрехъ', 1]
['диши', 1]
['хвана', 1]
['тахтана', 1]
['шел-хвал', 1]
['бацiидикай', 1]
['хперик', 1]
['кьунни', 1]
['кiвенкiве', 1]
['югъвакай', 1]
['бейгьал', 1]
['югъвадкай', 1]
['та', 1]
['агьа', 1]
['кiамуз', 1]
['кьена76', 1]
['какаяр', 1]
['туьк', 1]
['кiуфар', 1]
['бицiибур', 1]
['шарар', 1]
['цицiер', 1]
['шехьиз-шехиз', 1]
['шарагриз', 1]
['аждагьандини', 1]
['туькьуьнна', 1]
['туькъуьнна', 1]
['аджагьан', 1]
['тарал', 1]
['ацукъна', 1]
['шехь', 1]
['шехьрай', 1]
['шарагдикай', 1]
['квахъ', 1]
['жузуртiа', 1]
['сухав', 1]
['лагьани', 1]
['икiа', 1]
['кiулаз', 1]
['лагьанмазди', 1]
['кiулай', 1]
['думпна', 1]
['шарагни', 1]
['пур-р-р', 1]
['муказ', 1]
['хъфена87', 1]
['тумунал', 1]
['пехилвал', 1]
['буй-бухахдикай', 1]
['тумуникай', 1]
['зулар', 1]
['хъуьтiер', 1]
['таму-тара', 1]
['векьери', 1]
['безетмишна', 1]
['къандах', 1]
['ацiудалди', 1]
['тiуьнвай', 1]
['гатфариз', 1]
['гьисс', 1]
['хъун', 1]
['гьайбатлу', 1]
['гьайванризни', 1]
['пачагьвиле', 1]
['кьабулнавачир', 1]
['такьатдай', 1]
['аватнавай', 1]
['чiурал', 1]
['эгъуьниз', 1]
['яцравай', 1]
['къал', 1]
['жендекдиз', 1]
['тумуниз', 1]
['крчалди', 1]
['чукiурда', 1]
['гадарда', 1]
['чпик', 1]
['хъуьруьнарзавай', 1]
['дуьздал', 1]
['акъудзавачир', 1]
['асландивай', 1]
['суьруь', 1]
['асланривай', 1]
['лугъузвай', 1]
['жанавуррини', 1]
['кiвачерик', 1]
['кутун', 1]
['рекьени', 1]
['крчаринни', 1]
['тумунин', 1]
['тариф', 1]
['верс', 1]
['гьайтнавай', 1]
['къаншардиз', 1]
['саламни', 1]
['пехъивал', 1]
['къазурзавай', 1]
['рахун-качузунни', 1]
['вакъиайрай', 1]
['катунилай', 1]
['катунин', 1]
['хабарди', 1]
['хкатнавай', 1]
['гьарай-вургьайди', 1]
['тамук', 1]
['кьудпатаз', 1]
['таж-тахт', 1]
['савкьат', 1]
['вакiан', 1]
['цiуьрнуьгъ', 1]
['какулар', 1]
['верч…', 1]
