['саб', 301]
['гьутiубччвуру', 1]
['гьебгуз', 1]
['гьебграва', 1]
['шулазуз', 1]
['хъубкьну', 1]
['ккундуза', 1]
['апiдарва', 1]
['гьадмагьа', 1]
['кiваантiан', 1]
['дипна', 1]
['жиниб', 1]
['сулхьан', 1]
['алдар', 1]
['сулахъ', 1]
['алабхьуру', 1]
['рукьариъ', 1]
['рукьариин', 1]
['гатiабхьуру', 1]
['кiурдайна', 1]
['ишв', 1]
['рукьарин', 1]
['сану28', 1]
['аьмлар', 1]
['гъабхьну-гъабхьундар', 1]
['ахир', 1]
['къаршувал', 1]
['адариз', 1]
['юлдшихъ', 1]
['убгурайиб', 1]
['дархьну', 1]
['дабхънайи', 1]
['гъибихъну', 1]
['итiибгъну', 1]
['гвардандикк', 1]
['гьадди', 1]
['гъубзуб', 1]
['тмунубди', 1]
['дубхьнадаринхъа', 1]
['кьаркьул', 1]
['дявйир', 1]
['жигьилди', 1]
['дявйириъ', 1]
['иштирак', 1]
['гъабхьунза', 1]
['агьи-вагьи', 1]
['гъапiва', 1]
['гъитдарна', 1]
['зийнар', 1]
['алаъдарна', 1]
['шулухъа', 1]
['дявдиъ', 1]
['женгариъ', 1]
['швушвар', 1]
['гьакiундарин', 1]
['узутiан', 1]
['багъдиъ', 1]
['гьиринган', 1]
['гъибтдихьа', 1]
['нивкiуъ', 1]
['гардандиккан', 1]
['кьацiкьан', 1]
['абцiру', 1]
['абхуз', 1]
['хъиргу', 1]
['нивкiуъди', 1]
['гъапiдарсдар', 1]
['кефар', 1]
['нюрхюн', 1]
['дурариин', 1]
['гъурхьу', 1]
['шурпйир', 1]
['нитiфарна', 1]
['аваршйир', 1]
['хьиган', 1]
['первердигар', 1]
['спариккан', 1]
['гъябгъюрайиз', 1]
['далдабуйина', 1]
['зурнайин', 1]
['десгегь', 1]
['ялхънарин', 1]
['гьяйбатар', 1]
['бахтавриз', 1]
['гъяркъюнвуз', 1]
['дад', 1]
['ктабгъунва', 1]
['мисккниз', 1]
['гъибихъи', 1]
['ккикктiан', 1]
['гъипiундарза38', 1]
['гъюдли', 1]
['чiюбхюри', 1]
['баяр-шубариз', 1]
['кiитiар-питiар', 1]
['гъадагъбан', 1]
['гъябгъюри-гъябгъюри', 1]
['ягъур', 1]
['баяр-шубуриан', 1]
['гъяцiлишин', 1]
['ккебкуз', 1]
['гъябгъюраза', 1]
['аллагьисан', 1]
['кьбюб', 1]
['хьидихьа', 1]
['мидкан-тидкан', 1]
['алабхъу', 1]
['гъирагъдикна', 1]
['ктубчiвуру', 1]
['кудубчiвуз', 1]
['гъапiидарча', 1]
['кадабгъ', 1]
['кадабгъуза', 1]
['ибиржидиза', 1]
['балугъси', 1]
['ниркан', 1]
['кудубчiвидива', 1]
['удубчiвидарва', 1]
['гъапдарнахъа', 1]
['гьацибра', 1]
['хъугъвал', 1]
['битiрахъ', 1]
['ибиржуз', 1]
['кадабгъу', 1]
['удубчiв', 1]
['рябкъруб', 1]
['залум', 1]
['кудубчiнийва', 1]
['гъитва', 1]
['удубчiвидарза', 1]
['гъабшдарин', 1]
['къисмат', 1]
['дубхьнаш', 1]
['вуйирин', 1]
['дярябкъди', 1]
['гъябгъюза', 1]
['ибшуз', 1]
['дябкъну', 1]
['гъабкiишра', 1]
['баладардуз', 1]
['тясирнаан', 1]
['гъафил', 1]
['гъачабхьу', 1]
['гъабкiи', 1]
['дабхъу', 1]
['вална', 1]
['гьархруриз', 1]
['апiуру41', 1]
['улупнуш', 1]
['жанаврикан', 1]
['къайи', 1]
['фила-вуш', 1]
['гъитiнийи', 1]
['баламариз', 1]
['яркваъ', 1]
['гъилибцну', 1]
['гъюд', 1]
['къямкъяр', 1]
['даш', 1]
['нахшир', 1]
['ккабхъундар', 1]
['адабтiган', 1]
['даттна', 1]
['хътабкну', 1]
['кин', 1]
['гъивну', 1]
['дихар', 1]
['тувдар', 1]
['жанавриндар', 1]
['фикрарикк', 1]
['кьисас', 1]
['алдабгъидикiан', 1]
['эрк', 1]
['ялтагъ', 1]
['кеспийиз', 1]
['ибарик', 1]
['кубкiу', 1]
['иликiури-иликiури', 1]
['гьадинди', 1]
['ккибкiри-ккибкiри', 1]
['гъабхьнушра', 1]
['начар', 1]
['улихьди', 1]
['гъябкъюбси', 1]
['багахьнаси', 1]
['дирчну', 1]
['убхура', 1]
['даттлиина', 1]
['алабхьидикiан', 1]
['уткандиси', 1]
['гъадагъ', 1]
['итiури', 1]
['йивнайиз', 1]
['ктирчу', 1]
['гъапiрудар', 1]
['адаривуз', 1]
['убхураза', 1]
['нежбриз', 1]
['гъадагъунза', 1]
['убхураш', 1]
['ккудубкiура', 1]
['абхърадар', 1]
['абхърадарза', 1]
['дайкiан', 1]
['кiурайза', 1]
['убчiв', 1]
['айтiан', 1]
['либгури', 1]
['абхъурву', 1]
['гъафнурша', 1]
['дайиш', 1]
['улупуйзавуз', 1]
['аьхиримжи', 1]
['риц', 1]
['алабчну', 1]
['жанаврахьин', 1]
['гьехру', 1]
['убхуруш', 1]
['гъабхьнийвуз', 1]
['ахъундарзу', 1]
['чяркъ-чяркъ', 1]
['спарти', 1]
['марччлин', 1]
['йиккухъ', 1]
['цiуруцiмар', 1]
['марччарихъ', 1]
['хуйир', 1]
['жанар', 1]
['аьзраълар', 1]
['чамах', 1]
['гъюнарихъ', 1]
['кубчiвнайи', 1]
['гьюрбдин', 1]
['дярякъди', 1]
['жарадарикан', 1]
['хъюлар', 1]
['гъюравуз', 1]
['гъапiнухъа', 1]
['баяр-шубар', 1]
['имдин', 1]
['дамакь', 1]
['башкъавал', 1]
['мутмуйи', 1]
['абхъган', 1]
['тувруб', 1]
['париз', 1]
['гъурбан', 1]
['апiурзаву', 1]
['мирсарихьдира', 1]
['гъитдарза', 1]
['учвухъ', 1]
['жанаврарихъ', 1]
['хъугъуз', 1]
['исинди', 1]
['ял', 1]
['гюлесси', 1]
['адабхъу', 1]
['марччлихънарра', 1]
['алдабгъну104', 1]
['влиз', 1]
['гъалин', 1]
['гъяди', 1]
['гъитiибшвнайи', 1]
['ерхьурайи', 1]
['хюрчбну', 1]
['гъядябгъну', 1]
['абццру', 1]
['удубчiвуру', 1]
['рягьимлу', 1]
['итим', 1]
['гъубшундар', 1]
['хюрчабнин', 1]
['гъухар', 1]
['хъчiюркъюз', 1]
['йикiбаккан', 1]
['гъапiунзаву', 1]
['хъючiюркьюрава', 1]
['аьгъюб', 1]
['рягьимсуз', 1]
['чiалниинди', 1]
['вализ', 1]
['якьин', 1]
['йикiайиз', 1]
['гьяким', 1]
['намуссуз', 1]
['ухдитiан', 1]
['алабхъури', 1]
['аьхью', 1]
['мурадиз', 1]
['кьюредра', 1]
['наразивалар', 1]
['гъалатi', 1]
['ккундар', 1]
['улупурва', 1]
['убчiвубси', 1]
['гъитiибшву', 1]
['убругайи', 1]
['гъипру', 1]
['кутiурччвури', 1]
['дургъриданна', 1]
['даршубдиз', 1]
['гъапiну128', 1]
['малдевлет', 1]
['чиркк', 1]
['йицiикьюб', 1]
['аьдатнан', 1]
['ипiуйи', 1]
['пеълина', 1]
['ипiрубсиб', 1]
['тувишра', 1]
['гъубзуйи', 1]
['гьудубчiвдайи', 1]
['кьакьана', 1]
['судур', 1]
['чиркквраз', 1]
['ккабхьнушра', 1]
['кiру', 1]
['уьж', 1]
['кiан', 1]
['ккадру', 1]
['гьюл', 1]
['ккабхьундарин', 1]
['дубхьнава', 1]
['ккабхъруб', 1]
['гъийин', 1]
['абгуза', 1]
['гъарабх', 1]
['ккуншра', 1]
['мадар', 1]
['узухьан', 1]
['яшайишдиз', 1]
['рякъук', 1]
['киву', 1]
['дюзуб', 1]
['ккудудубкiрукьан', 1]
['мурта', 1]
['дипиш', 1]
['убжрукьан', 1]
['убцурайи', 1]
['урцру', 1]
['нурари', 1]
['вали', 1]
['бизарвали', 1]
['адабхъуз', 1]
['гъитрайи', 1]
['штухъ', 1]
['дахаргнайи', 1]
['гъямгъам', 1]
['мелз', 1]
['кiруганси', 1]
['кдабхъуру', 1]
['нири', 1]
['гъванар', 1]
['ччапарсира', 1]
['гьирчну', 1]
['гъахурайи', 1]
['гьелбетки', 1]
['кайигансира', 1]
['гъябкъюрин', 1]
['гукiнишин', 1]
['абхъуйи', 1]
['гьибгънура', 1]
['хупп-хупп', 1]
['йишвкан', 1]
['аркбандин', 1]
['валиан', 1]
['ипiрубкьан', 1]
['гъибихънийиш', 1]
['ккундайзуз', 1]
['удубчiванди', 1]
['хупп', 1]
['хътюбкьюз', 1]
['хъубкьси', 1]
['гъямгъям', 1]
['хътюбкьюру', 1]
['фунин', 1]
['гъабхьидиз', 1]
['чав-чавкна', 1]
['гъяраш', 1]
['даршра', 1]
['рякъю', 1]
['йишвахъна', 1]
['гъабхруб', 1]
['манзилилан', 1]
['гьудубчiвуру', 1]
['гъюлди', 1]
['жилик', 1]
['кiубкiри-кудрубкiри', 1]
['алжабгъган', 1]
['къюртi', 1]
['хътiюбкью', 1]
['дябхъюрайиз', 1]
['ликарик', 1]
['кипру', 1]
['улдубчiвси', 1]
['канчiнакк', 1]
['дюзен', 1]
['дернариан', 1]
['кумари', 1]
['ккебкрайи', 1]
['мал-чарвйирин', 1]
['баяр-шубарин', 1]
['либцуз', 1]
['зулмар', 1]
['апiбиинди', 1]
['мул-мутму', 1]
['гъаравшарикан', 1]
['дири', 1]
['дисибну', 1]
['хозяиндин', 1]
['ибту', 1]
['теклифсуз', 1]
['хялижвуван', 1]
['хаинкарвалиинди', 1]
['рягъюз', 1]
['инсафсузди', 1]
['гъямгъмар', 1]
['кул', 1]
['удубзури', 1]
['зулумна', 1]
['зиллетнан', 1]
['къисас', 1]
['учвлан', 1]
['алдадабгъди', 1]
['гъитрин', 1]
['кiри', 1]
['хътюбкью', 1]
['тамамди', 1]
['варшв', 1]
['ахсрар', 1]
['ккабхьбан', 1]
['гъаравашдиз', 1]
['гьядиса', 1]
['улдутiнайи', 1]
['гъазарна', 1]
['пеэр-даттари', 1]
['аьхъ', 1]
['абцiна', 1]
['зиквар', 1]
['йишв-йишвди', 1]
['дахьна', 1]
['гъибису', 1]
['удубзурайи', 1]
['гъюнаригъ', 1]
['гъюбччвну', 1]
['дубсна', 1]
['дийихну', 1]
['гъубзна', 1]
['кентхудайихъна', 1]
['гъабшибдикан', 1]
['ктибну', 1]
['ацiнайи', 1]
['цiюмгъларси', 1]
['кидирчури', 1]
['ккатiабхьай', 1]
['къусмари', 1]
['чiабкiри', 1]
['угърашдизра', 1]
['тюмбюгь', 1]
['гьацiи', 1]
['мушваъра', 1]
['туврадайи', 1]
['кьусмар', 1]
['кюкнаъ', 1]
['чирккваз', 1]
['апiурайибдиз', 1]
['хътiбкью', 1]
['кiвайн', 1]
['гьяйвнари', 1]
['ликариккан', 1]
['партт', 1]
['утiубччвуру', 1]
['дучiвуркьну', 1]
['абццнайи', 1]
['мусибатнакан', 1]
['гъийиху', 1]
['гьяйифнуна', 1]
['чиркквакан', 1]
['тiубкiурайиканси', 1]
['кюлфетариз', 1]
['сюгьбатназ', 1]
['гъурдсиб', 1]
['чиркквракан', 1]
['ухьухьна', 1]
['нянатайиз', 1]
['гъакiиш', 1]
['аьзабнануб', 1]
['рабжурайи', 1]
['итай', 1]
['гужнаан', 1]
['гъаравашдин', 1]
['жазайикан', 1]
['дерниз', 1]
['гатiахьурайиган', 1]
['дюдниъ', 1]
['кутiубшвну', 1]
['хянар', 1]
['раккнаригъ', 1]
['ацiру', 1]
['кючейиан', 1]
['хюбгъру', 1]
['деебтурайи', 1]
['мертеба', 1]
['абцiрайиган', 1]
['алдапiидикiан', 1]
['фикрикк', 1]
['ккахъру', 1]
['фяряун', 1]
['хаинкриз', 1]
['хашв', 1]
['гъядябхъру', 1]
['ужвализтiан', 1]
['вуйир', 1]
['тувурва', 1]
['деет', 1]
['деебтуб', 1]
['адруган', 1]
['жазайикк', 1]
['цiари', 1]
['кентхудайихъ', 1]
['бабахьна', 1]
['жагьиликан', 1]
['жюжейикан', 1]
['кюмекчи', 1]
['шадлу', 1]
['ипiури-убхъури', 1]
['гъафиза25', 1]
['ясна', 1]
['духтар', 1]
['аьзар', 1]
['удубчiвна', 1]
['сардин', 1]
['дубхъку', 1]
['гъапибдик', 1]
['кипну', 1]
['пачагьдиз', 1]
['падишагьдиз', 1]
['байтiан', 1]
['загури', 1]
['душвахъ', 1]
['балугъчийи', 1]
['чичiар', 1]
['чул', 1]
['гьюликк', 1]
['ккипрайи', 1]
['чулиз', 1]
['зигуз', 1]
['чулиан', 1]
['жилинна', 1]
['чичiран', 1]
['балугъчийиз', 1]
['чичi', 1]
['деебт', 1]
['абйир-бабар', 1]
['дердериан', 1]
['балугъдин', 1]
['штикк', 1]
['гьядисайикан', 1]
['падишагьдизра', 1]
['шагьди', 1]
['теебтбан', 1]
['насигьятар', 1]
['дарфиб', 1]
['дюзвалихъди', 1]
['бицiидарихъ', 1]
['хъумугъан', 1]
['мехъебекъан', 1]
['гъубшубдин', 1]
['алахъуб', 1]
['гьахъурихъди', 1]
['дуставал', 1]
['адмийиригъ', 1]
['ужударра', 1]
['харжидарра', 1]
['гъяшул', 1]
['ккунириз', 1]
['гъибтиш', 1]
['кьис-кьис', 1]
['мушакъат', 1]
['закурин', 1]
['тувунза', 1]
['дюзди', 1]
['гьацир', 1]
['жвуваз', 1]
['кадагъну', 1]
['шадвалра', 1]
['дердира', 1]
['чанси', 1]
['ипiуру', 1]
['имбуб', 1]
['ясдихьна', 1]
['кюгьне', 1]
['ляхниъ', 1]
['дустари', 1]
['кьюреддигъ', 1]
['апiурхьа', 1]
['гагь-гагьарик', 1]
['багъри', 1]
['вилаятариан', 1]
['алахьури', 1]
['варидари', 1]
['гьерхруган', 1]
['диликiри', 1]
['аьхниъ', 1]
['вахтналанси', 1]
['цаллан', 1]
['гъашидариз', 1]
['эллер', 1]
['малйир', 1]
['гъахнуча', 1]
['гъидихъундарчуз', 1]
['шилхьан', 1]
['гъабхьиш', 1]
['духтур', 1]
['дустри', 1]
['увусирдихьантiан', 1]
['духдир', 1]
['иль', 1]
['кьюредди', 1]
['дайин', 1]
['имдарин', 1]
['дарибшри', 1]
['мапан', 1]
['гъидиза', 1]
['дарударстар', 1]
['духтрар', 1]
['тилисим', 1]
['кайидар', 1]
['гьапiурва', 1]
['успагьивали', 1]
['герендиз', 1]
['жигьилиз', 1]
['тапiну', 1]
['деубси', 1]
['улупури', 1]
['дагълу', 1]
['балинна', 1]
['юкiвар', 1]
['улукьнийи', 1]
['мюгьюббатнакан', 1]
['ашкьвари', 1]
['кадагъуйи', 1]
['чиб-чпиз', 1]
['касари', 1]
['гъитундайи', 1]
['ахънийи', 1]
['ктагънийи', 1]
['гъуландарин', 1]
['гъарагъган', 1]
['дишагьлийирин', 1]
['дабтiур', 1]
['дердери', 1]
['деллу', 1]
['кадагъдар', 1]
['утса', 1]
['дивбан', 1]
['кабхьру', 1]
['балира', 1]
['устулиин', 1]
['чирагъ', 1]
['вагь', 1]
['гъеебхьдар', 1]
['ишаратариз', 1]
['ихтилатнахъ', 1]
['хъимбу', 1]
['ккунивал', 1]
['гъабшнийи', 1]
['гъеерхьиган', 1]
['кафтрин', 1]
['гюзелин', 1]
['гъузруйи', 1]
['дуркьаригъ', 1]
['гъяпiру', 1]
['мейвйир', 1]
['каъру', 1]
['халачийихьинди', 1]
['гюзелиз', 1]
['хътругъруган', 1]
['гъягъяйиз', 1]
['гъузбан', 1]
['дапiнайиб', 1]
['дагъларин', 1]
['жейранарин', 1]
['арайигъ', 1]
['ярквруан', 1]
['гъябкъюндарин', 1]
['шурин', 1]
['гизафбан', 1]
['тiапiуйи', 1]
['кивубси', 1]
['футнакар', 1]
['гъулин', 1]
['дургуру', 1]
['накьваригъ', 1]
['гъябкънуйиз', 1]
['фалчйири', 1]
['шейариз', 1]
['тугъан', 1]
['хилиригъ', 1]
['улихъна', 1]
['бенддиз', 1]
['гъюбаз', 1]
['пешкешди', 1]
['ариш-веришчийихьан', 1]
['тахтайилан', 1]
['жиликан', 1]
['тавханайиз', 1]
['гукiунди', 1]
['архьру', 1]
['ишаратар', 1]
['кьюд-шубуд', 1]
['гафариин', 1]
['аферин', 1]
['дустракан', 1]
['гъапiиганси', 1]
['инра', 1]
['гъахьундайи', 1]
['кiулаан', 1]
['асина', 1]
['къах', 1]
['гъидигъну', 1]
['тiубччвуру', 1]
['чiатинди', 1]
['тки-тки', 1]
['йибкiуру', 1]
['баярина', 1]
['чиб-чпилан', 1]
['ильяс', 1]
['илмияв', 1]
['дарманра', 1]
['ккудургуру', 1]
['гъахьубси', 1]
['гъюрури', 1]
['тiавакi', 1]
['аваршара', 1]
['гъабхнийза', 1]
['аварша', 1]
['гъапiнийза39', 1]
['наан-вуш', 1]
['фуну', 1]
['дагъларик', 1]
['фунуб-вушра', 1]
['удукьури', 1]
['касибвалиинди', 1]
['бахтсузвал', 1]
['йискьуб', 1]
['нахуш', 1]
['иццрушин', 1]
['абхъубси', 1]
['гъачiибси', 1]
['аьдатниинди', 1]
['дюбхну', 1]
['бахтнахъ', 1]
['сабишвахъинди', 1]
['дарабгди', 1]
['махъадаканай', 1]
['байгъуш', 1]
['касибвал', 1]
['гьисс', 1]
['чвйириз', 1]
['шлубси', 1]
['абара', 1]
['гъапiунхьа', 1]
['ясра', 1]
['гъюбхюнхьа', 1]
['рукакк', 1]
['гъузишра', 1]
['хас', 1]
['йишвахьна', 1]
['гъягъюрухьа', 1]
['хъайибдикан', 1]
['дурубшруб', 1]
['рягъяриз', 1]
['дергбанди', 1]
['чписи', 1]
['расалмиш', 1]
['жигьиларра', 1]
['мушваз', 1]
['гъафидари', 1]
['хушгелди', 1]
['чвйирин', 1]
['бенде', 1]
['духьнайидари', 1]
['гьарди', 1]
['махъв', 1]
['гьамрари', 1]
['ктиту', 1]
['ихтилатарикан', 1]
['…наан-вуш', 1]
['кiурустар', 1]
['ерхьуйи', 1]
['вардин', 1]
['аждагьйирин', 1]
['вилаят', 1]
['наанди', 1]
['гъушнуш', 1]
['фунурин', 1]
['гъафнуш', 1]
['сариканра', 1]
['дагъларианмина', 1]
['гъюрайир', 1]
['паласайизди', 1]
['адахъу', 1]
['гатiархьу', 1]
['кiакi', 1]
['багхьантина', 1]
['лигури-лигури', 1]
['айвандихъна', 1]
['гъягъюрайир', 1]
['гъул-мул', 1]
['хьадар', 1]
['гъягъюраза', 1]
['дицикьан', 1]
['алабхъура', 1]
['уччвуди', 1]
['адапiбанди', 1]
['гъушран', 1]
['сенгер', 1]
['гъалайихьантина', 1]
['гъягърудар', 1]
['ккундайи', 1]
['фициб-вушра', 1]
['аьмалниинди', 1]
['дерккну', 1]
['хябяхъди', 1]
['ипiбалан', 1]
['вунуз', 1]
['аьгъянуз', 1]
['ккирдижну', 1]
['узди', 1]
['дивурхьа', 1]
['апiидихьа', 1]
['яна', 1]
['жанна', 1]
['дивуб', 1]
['беле', 1]
['сифтейиан', 1]
['айибкьан', 1]
['адабгъу', 1]
['дизигнайи', 1]
['гъизигу', 1]
['шартiназ', 1]
['ихтиярлу', 1]
['йикiуз', 1]
['жиликк', 1]
['гъазмайиъ', 1]
['сажинди', 1]
['нириъди', 1]
['гъябгъруси', 1]
['чвеси', 1]
['гъалайизди', 1]
['алдахънийи', 1]
['дугъанра', 1]
['чвуччвунси', 1]
['гъазаматдиъ', 1]
['хузаиндихъ', 1]
['лукiди', 1]
['гъалайилан', 1]
['гъягъярва', 1]
['юлчи', 1]
['сатири', 1]
['теклифар', 1]
['хъадакган', 1]
['адувуз', 1]
['дирчру', 1]
['картарихьинди', 1]
['шурахьинди', 1]
['пише', 1]
['дун', 1]
['алдаринвахъа', 1]
['алшра…', 1]
['улупархьа', 1]
['вуз', 1]
['ахъа', 1]
['картарикан', 1]
['агъяйи', 1]
['ккагъуйи', 1]
['даттари', 1]
['вахтарихъна', 1]
['гъадабгънийи', 1]
['жаллатiарикан', 1]
['гьадушвхъантина', 1]
['йисир', 1]
['апiбаккан', 1]
['аьгьвалат', 1]
['хъебехъ', 1]
['душвар', 1]
['хътакур', 1]
['хътадакур', 1]
['гъапнийзаки', 1]
['текелиф', 1]
['ляхнин', 1]
['аьхиринна-эвелин', 1]
['сарунки', 1]
['гъягъюрва', 1]
['гьадина', 1]
['гьадгъахьна', 1]
['гъягъидихьа', 1]
['ужустар', 1]
['пирпйир', 1]
['иливуб', 1]
['гъапiубси', 1]
['йитiну', 1]
['харж', 1]
['гъапiнийиштiан', 1]
['гъягъидива', 1]
['хликк', 1]
['курсариъ', 1]
['урхидива', 1]
['душвхъантина', 1]
['ихтияр', 1]
['теклифназ', 1]
['вазлисана', 1]
['тiурфанси', 1]
['алдабгъайиз', 1]
['руг', 1]
['гьарйириз', 1]
['тiапiу', 1]
['перишан', 1]
['гъюруш', 1]
['гъюруб', 1]
['ччилан', 1]
['гьюри', 1]
['айикьан', 1]
['чiивиб', 1]
['гъабчiиб', 1]
['адауру', 1]
['икрин', 1]
['мидккан', 1]
['дибикьнайики', 1]
['дагълариан', 1]
['лягья', 1]
['гъюра', 1]
['пирпйирихъ', 1]
['хъитiну', 1]
['нириъ', 1]
['юргъайи', 1]
['гъирахдихъна', 1]
['ктагъну', 1]
['рякъдиъди', 1]
['ярквур', 1]
['паласайиз', 1]
['гъябгъру', 1]
['алабхънийи', 1]
['гъилицнацарин', 1]
['гъагу', 1]
['душвлан', 1]
['бару', 1]
['илтiибкiнайи', 1]
['гъилицнацси', 1]
['айитiинди', 1]
['учвубси', 1]
['исккан', 1]
['умбрар', 1]
['гъаравлар', 1]
['даахнайи', 1]
['ракк', 1]
['абццубси', 1]
['дийибгъна', 1]
['мурччвазди', 1]
['даахна', 1]
['мипiан-мубхан', 1]
['кiурурсир', 1]
['гюрчегвали', 1]
['хъергиш', 1]
['хиялик', 1]
['бабкан', 1]
['чiатан', 1]
['гъябкъюндайи', 1]
['гьаммишан', 1]
['вакнахъ', 1]
['дуламиш', 1]
['гъахьнийиштiан', 1]
['ксар', 1]
['шиклариантiан', 1]
['дийигъдар', 1]
['гъапишра', 1]
['хъадапiну', 1]
['чануб', 1]
['ишарайиинди', 1]
['алабхьру', 1]
['гвачiин', 1]
['сеснаан', 1]
['вахтназди', 1]
['таниш', 1]
['гьяфта', 1]
['ипiрубдиз', 1]
['балиин', 1]
['ктисру', 1]
['гъагъиб', 1]
['дипну', 1]
['пчiуб', 1]
['гъибтнайи', 1]
['ятгъиина', 1]
['рякъиз', 1]
['агълиж', 1]
['марччлихънари', 1]
['агълижра', 1]
['гъубккну', 1]
['гъаравлиъ', 1]
['асланариз', 1]
['сарпи', 1]
['сяргьятариин', 1]
['хъукьру', 1]
['гъалайихьна', 1]
['учiюбгъну', 1]
['тутрувиш', 1]
['илдипидиза', 1]
['инсаф', 1]
['бани', 1]
['лихура', 1]
['улхуб', 1]
['каравансарайиъ', 1]
['дитiну', 1]
['ашханайиз', 1]
['чайханайиз', 1]
['ляхнихьан', 1]
['шурахьди', 1]
['кьюбсана', 1]
['гъдабгънийи', 1]
['ярквракк', 1]
['учiвруш', 1]
['учiвбанди', 1]
['адабгънийи', 1]
['кьбпи', 1]
['искканзина', 1]
['гаркiал', 1]
['йитiнайи', 1]
['шубарихьна', 1]
['гъилигну', 1]
['дурарихъ', 1]
['хътар', 1]
['халис', 1]
['тувнура', 1]
['гъуйдихъ', 1]
['гъаравларикди', 1]
['кчiиху', 1]
['къар-сумчiур', 1]
['шубур…', 1]
['гуж', 1]
['удубкьурин', 1]
['учвура', 1]
['йихидича', 1]
['турпагъариан', 1]
['дургай', 1]
['учура', 1]
['жикъи', 1]
['баярин', 1]
['гагайикан', 1]
['дургуб', 1]
['дарчуз', 1]
['дийигъган', 1]
['даргъажариз', 1]
['зигуб', 1]
['кьушмарра', 1]
['дарабгу', 1]
['гъидритри', 1]
['гъилицнийи', 1]
['рашу', 1]
['цiузар', 1]
['тулайиз', 1]
['аьгъдарш', 1]
['узлан', 1]
['илбицдар', 1]
['гъирагъдиз', 1]
['жабгъуйи', 1]
['гьамди', 1]
['гъахуруш', 1]
['гъягъидиза', 1]
['алабхьнийи', 1]
['чiиви', 1]
['ктибтнийи', 1]
['гьюри-перина', 1]
['тiубланра', 1]
['улупнийи', 1]
['дибикiнайи', 1]
['шликан', 1]
['гъардшарикан', 1]
['дагнача', 1]
['аьгьвалатар', 1]
['ккергъбан', 1]
['гьязурвалар', 1]
['гьюри-перийи', 1]
['чуччвуз', 1]
['гъапiнучва', 1]
['агуру', 1]
['чуччвун', 1]
['язна', 1]
['шулуза', 1]
['гъалхан', 1]
['шюшкера', 1]
['сумчрар', 1]
['апiайиз', 1]
['кьанди', 1]
['гьардин', 1]
['дарахди', 1]
['дедреъди', 1]
['кархьу', 1]
['туму', 1]
['шюшккера', 1]
['аькьюлсуз', 1]
['саркьана', 1]
['вилаятарилан', 1]
['накьвариъ', 1]
['гъуздар', 1]
['шадвалиъ', 1]
['аъру', 1]
['гъиру', 1]
['пешкешар', 1]
['гъафнуза48', 1]
['къисханумна', 1]
['къаш-къаматдин', 1]
['утканвал', 1]
['хьпагьди', 1]
['бицiидихъанмина', 1]
['гъанаъ', 1]
['йитимар', 1]
['уьзри', 1]
['кетiерццну', 1]
['гъушийи', 1]
['ургубан', 1]
['даршулинхъа', 1]
['баяршубарин', 1]
['кюкюсир', 1]
['шуранна', 1]
['гаргарсрзи', 1]
['дифар', 1]
['улучiвганси', 1]
['макрарин', 1]
['баяр-шубарихьан', 1]
['къисханумдихьна', 1]
['йигълан-йигъаз', 1]
['бализна', 1]
['къисханумдиз', 1]
['фендигарвалин', 1]
['апiарваки', 1]
['душманар', 1]
['гьаъри', 1]
['хюлиъ', 1]
['мяляхъвси', 1]
['уьрхюйи', 1]
['фикрин', 1]
['камивал', 1]
['уьмранна', 1]
['аькьюллуваликан', 1]
['ниятарра', 1]
['къисханудиз', 1]
['ахин', 1]
['кетiерццназу', 1]
['игьар', 1]
['шуйкiан', 1]
['гъипiиш', 1]
['дава', 1]
['хьидар', 1]
['кафир', 1]
['дивдарна', 1]
['хиялар', 1]
['кьюрпи', 1]
['ялавлуди', 1]
['мюгьюббатди', 1]
['ккагъну', 1]
['мугъагьна', 1]
['тiалабнаккан', 1]
['гьабхьнайи', 1]
['гьеъну', 1]
['атiнар', 1]
['ургъури', 1]
['фтинкiара', 1]
['деетнайи', 1]
['билцнагикан', 1]
['чiвяркъ-чiвяркъ', 1]
['тiурмин', 1]
['гъирмжар', 1]
['кадату', 1]
['рацц', 1]
['хпиригьна', 1]
['мюгьюббатна', 1]
['балигьна', 1]
['язухъвал', 1]
['гъярмагъяриш', 1]
['алдапiидиза', 1]
['дипнайи', 1]
['гъулиин', 1]
['дахъуз', 1]
['алдапiруган', 1]
['гьерхну', 1]
['хьибдивуз', 1]
['дярхру', 1]
['гаркiвал', 1]
['мурз', 1]
['алдапiурза', 1]
['кiулин', 1]
['чiарарик', 1]
['кучну', 1]
['тюнт', 1]
['намердвалин', 1]
['пiилтi-пiилтi', 1]
['удузу', 1]
['ифдин', 1]
['цiадларикан', 1]
['пир-р-р', 1]
['юквi', 1]
['шиваз', 1]
['зулмикан', 1]
['алжагъу', 1]
['хълуна', 1]
['дердну', 1]
['гьавалуси', 1]
['удутiуйи', 1]
['дидиснайи', 1]
['гъютiурччвну', 1]
['дячiяргъну', 1]
['дитуз', 1]
['вуйири', 1]
['раккнарихъ', 1]
['ифдикан', 1]
['гьарсаб', 1]
['тикийикан', 1]
['зегьер', 1]
['жандикан', 1]
['ктiубцрияв', 1]
['гъюрияв', 1]
['бахтсузвална', 1]
['ккудудубкiру', 1]
['хру', 1]
['агъу', 1]
['хаинкрин', 1]
['писуб', 1]
