['да', 1311]
['йылкъыны', 1]
['йылкъыбызны', 1]
['хорлаймысан', 1]
['агъам', 1]
['аталаны', 1]
['ошамагъан', 1]
['гьарамдыр', 1]
['язгъа', 1]
['етимни', 1]
['тарап', 1]
['къоркъуву', 1]
['ойнама', 1]
['къоркъаман', 1]
['бир-бирини', 1]
['ябуша', 1]
['айгъырыны', 1]
['елкесинден', 1]
['чюйре', 1]
['йыгъылгъангъа', 1]
['йыгъылгъан', 1]
['тургъунчагъа', 1]
['ериндеги', 1]
['этерсиз', 1]
['асгерге', 1]
['ухларман', 1]
['уллусан', 1]
['ухунг', 1]
['уятарсан', 1]
['аякълыгъында', 1]
['уятып', 1]
['агъаларынга', 1]
['лакъырдан', 1]
['тангны', 1]
['къарангысы', 1]
['хадирин', 1]
['къыргъанын', 1]
['къырып', 1]
['къырмагъанын', 1]
['дазудан', 1]
['баракалла', 1]
['инибиз', 1]
['бузгъан', 1]
['бузар', 1]
['башыбыздан', 1]
['йиберейик', 1]
['бермесе', 1]
['аш-зат', 1]
['бермеген', 1]
['чыкъмажакъны', 1]
['тынгламайлар', 1]
['къоймажакъны', 1]
['хуржуну', 1]
['тола', 1]
['хуржунну', 1]
['гёресиз', 1]
['оьмюрюбюзде', 1]
['кепек', 1]
['ясакъны', 1]
['кайтмайгъан', 1]
['йибермесек', 1]
['къайтмажакъ', 1]
['кёпдюр', 1]
['гьажатлы', 1]
['айгъырдан', 1]
['чайкъап', 1]
['силкинип', 1]
['саврубашмакъ', 1]
['чайкъамагъа', 1]
['къонакълыгъынгны', 1]
['ювукълукъ', 1]
['ашагъансан', 1]
['оьрлене', 1]
['къылычы', 1]
['тюшюре', 1]
['бузуласыз', 1]
['бузулмай', 1]
['ишибиз', 1]
['къоркъмагъыз', 1]
['оюгъузну', 1]
['билдим', 1]
['экенсиз', 1]
['айгъырымны', 1]
['болмасагъыз', 1]
['разибиз', 1]
['девлерден', 1]
['денгиз', 1]
['къол-къолтукълагъа', 1]
['энемники', 1]
['гьай-гьай', 1]
['къувангъыр', 1]
['ерлерде', 1]
['яшайгъанлы', 1]
['мунча-онча', 1]
['этермисен', 1]
['саврубашмакъны', 1]
['насипли', 1]
['кантын', 1]
['хабарлап', 1]
['кебинден', 1]
['башмагъынгны', 1]
['оьмюрюнг', 1]
['ушатамысан', 1]
['ушатаман', 1]
['къызымсан', 1]
['оьмюрлеригизни', 1]
['жутлайым', 1]
['авуздан', 1]
['башуьстде', 1]
['жутлагъыз', 1]
['абадил-абатгъа', 1]
['жутланыгъыз', 1]
['гетсегиз', 1]
['ялкъажакъман', 1]
['гетмесбиз', 1]
['къыдыргъансан', 1]
['тамашалар', 1]
['гёргенсен', 1]
['дюньядагъы', 1]
['къайсын-бирин', 1]
['динлер', 1]
['бажармайман', 1]
['къыдыргъандан', 1]
['къыдырсанг', 1]
['къыдырт', 1]
['бузмагъа', 1]
['денгизлеге', 1]
['атавлагъа', 1]
['къыдырта', 1]
['атавда', 1]
['тюшейик', 1]
['баргъа', 1]
['атавгъа', 1]
['тюшюр', 1]
['пачасыны', 1]
['гёреген', 1]
['токътамайман', 1]
['уянмас', 1]
['гетербиз', 1]
['турмажакъ', 1]
['оьпмей', 1]
['яягъын', 1]
['оьбе', 1]
['къарсалап', 1]
['белинден', 1]
['тахында', 1]
['тийгенине', 1]
['яягъында', 1]
['тамгъанг', 1]
['тайгъан', 1]
['тайгъынча', 1]
['тамгъам', 1]
['тайгъанда', 1]
['чеч', 1]
['йипге', 1]
['тюйген', 1]
['тююнлерингни', 1]
['билгинче', 1]
['йибермей', 1]
['белин', 1]
['авуртагъангъа', 1]
['шынжыргъа', 1]
['шынжырдагъы', 1]
['барлап', 1]
['пислик', 1]
['къалмагъан', 1]
['оьлтюрейим', 1]
['оьлмежек', 1]
['таймажакъгъа', 1]
['эсгерип', 1]
['туражакъсан', 1]
['чыкъмаса', 1]
['илген', 1]
['топуракъ', 1]
['гьарам', 1]
['нагагь', 1]
['билинсе', 1]
['уьзсем', 1]
['тахым', 1]
['сораса', 1]
['билмейбиз', 1]
['къоярсыз', 1]
['савмусан', 1]
['жутлап', 1]
['бав-бакъчасы', 1]
['энейин', 1]
['бири-биринден', 1]
['инсанлагъа', 1]
['къала8', 1]
['йылкъыларын', 1]
['ойната', 1]
['къайтасан', 1]
['авлетим', 1]
['йылкъыларымны', 1]
['йыбана', 1]
['девлетни', 1]
['елер', 1]
['авлет', 1]
['дервиш', 1]
['арчып', 1]
['къабукъларын', 1]
['байталгъа', 1]
['тайгъа', 1]
['авлетни', 1]
['бетин', 1]
['сыйпасакъ', 1]
['буваз', 1]
['къозлай', 1]
['ем', 1]
['аявлай', 1]
['сёзюнгде', 1]
['бармысан', 1]
['барман', 1]
['бергенмен', 1]
['барырман', 1]
['баражакъман', 1]
['кисенгни', 1]
['себерсен', 1]
['окъалап', 1]
['чыгъарырман', 1]
['ерлеп', 1]
['гьасирет', 1]
['себе', 1]
['чыгъаганда', 1]
['опрагъы', 1]
['эргиши', 1]
['таныш', 1]
['атагъан', 1]
['токъташдырып', 1]
['ялкъгъанынг', 1]
['таяр', 1]
['чакъыралар', 1]
['экенингни', 1]
['окъну', 1]
['атагъанда', 1]
['атмайман', 1]
['къошулуп', 1]
['авлакъны', 1]
['бир-бирлеп', 1]
['окъларын', 1]
['жанлагъа', 1]
['уьйретген', 1]
['узагъында', 1]
['ичсенг', 1]
['эсирмессен', 1]
['ичгини', 1]
['ичегенде', 1]
['тогъузунчу', 1]
['онунчусун', 1]
['гётергенде', 1]
['бёркю', 1]
['аршын', 1]
['балкъып', 1]
['билдирип', 1]
['айыкъдырып', 1]
['татывлу', 1]
['ювугъуну', 1]
['къулу', 1]
['тёбесине', 1]
['мезгилде', 1]
['папахындан', 1]
['яшамагъан', 1]
['йырта', 1]
['жавабын', 1]
['охурман', 1]
['охуса', 1]
['охусун', 1]
['кагъызда', 1]
['тапгъаны', 1]
['вассалам', 1]
['торайлары', 1]
['арагъызгъа', 1]
['тюшмесин', 1]
['тавлардан', 1]
['тюзлеге', 1]
['сюйрерсен', 1]
['айланырсан', 1]
['сюйрелип', 1]
['яшларынгны', 1]
['ятарсан', 1]
['гёнюн', 1]
['арыгъынча', 1]
['сюйрей', 1]
['гьызланы', 1]
['хоразлар', 1]
['къозулар', 1]
['бузавлар', 1]
['мангыраша', 1]
['гьаплай', 1]
['мишиклер', 1]
['мавуллайгъан', 1]
['турмаймысан', 1]
['бару', 1]
['сарнайгъан', 1]
['къуллар', 1]
['къувалагъангъа', 1]
['языкъсынып', 1]
['эккиси', 1]
['хат', 1]
['къулну', 1]
['ёлукъдуму', 1]
['ёлукъмады', 1]
['ухладым', 1]
['билелер', 1]
['кагъызланы', 1]
['къалаларына', 1]
['къапусуну', 1]
['язмагъанын', 1]
['кагъызы', 1]
['алышынгъанын', 1]
['катын', 1]
['къалаларда', 1]
['ата-аналарына', 1]
['башларындан', 1]
['кагъызлар', 1]
['къалалар14', 1]
['башмакъларын', 1]
['гиемен', 1]
['чыкъмайман', 1]
['амалы', 1]
['биригизни', 1]
['бердим', 1]
['гьавлия', 1]
['болгъанмысан', 1]
['яри', 1]
['китир', 1]
['межитде', 1]
['атаны', 1]
['пашманлыгъын', 1]
['намаздан', 1]
['созулуп', 1]
['башмакъдан', 1]
['къашкъаралма', 1]
['етдирип', 1]
['алачыкъгъа', 1]
['пыса', 1]
['ярылмагъа', 1]
['алачыгъы', 1]
['къызардашларынга', 1]
['гёрсетме', 1]
['тизилген', 1]
['къызардашым', 1]
['магьдал', 1]
['бузулгъан', 1]
['гюнлей', 1]
['мурат', 1]
['чола', 1]
['беки', 1]
['яралай', 1]
['намартлыкъ', 1]
['тёгюлген', 1]
['оьзюмю', 1]
['уьлкеме', 1]
['болмассан', 1]
['излемеге', 1]
['булакъгъа', 1]
['ялалма', 1]
['къумман', 1]
['ичмеге', 1]
['элтине', 1]
['бермегиз', 1]
['тапшургъан', 1]
['кимге', 1]
['юзюгюн', 1]
['салкъын', 1]
['ярасын', 1]
['жувагъанда', 1]
['легенге', 1]
['къуммандан', 1]
['айтмайлар', 1]
['урушмажакъман', 1]
['тюзюн', 1]
['къызъяшлар', 1]
['гелмекни', 1]
['намартлыгъы', 1]
['сююнсе', 1]
['батыла', 1]
['беклей', 1]
['сюймеймисен', 1]
['этими-бутуму', 1]
['тишими-тырнагъымы', 1]
['гелешинип', 1]
['адамым', 1]
['сакълайыкъ', 1]
['бергени', 1]
['уланындан', 1]
['етгинчеге', 1]
['себип', 1]
['ярылма', 1]
['онгарарбыз', 1]
['тилесе', 1]
['явсун', 1]
['этилип', 1]
['табулгъанда', 1]
['тюклеринден', 1]
['толтурсун', 1]
['гелтиремен', 1]
['абзарны', 1]
['салсын', 1]
['тапмайгъан', 1]
['этилинип', 1]
['къалмас', 1]
['къыйынлы', 1]
['къуллукъну', 1]
['гелтирме', 1]
['хамурлар', 1]
['хамургъа', 1]
['тарыкъны', 1]
['тегенеклик', 1]
['тегенеклерден', 1]
['инелердир', 1]
['тёшюнге', 1]
['чанчарсан', 1]
['оьтерсен', 1]
['эчивюмню', 1]
['къапулары', 1]
['ябылып', 1]
['гирерсен', 1]
['абзарында', 1]
['салырсан', 1]
['тешикдеги', 1]
['шинжа', 1]
['эчив', 1]
['уяныр', 1]
['айтгъан-айтгъан', 1]
['ухусундан', 1]
['хап', 1]
['хапмайман', 1]
['тепмеймен', 1]
['къыс', 1]
['къысмайман', 1]
['япгъан', 1]
['япды', 1]
['къапулар', 1]
['етелер', 1]
['ичди', 1]
['сыдыр', 1]
['сыдырмайман', 1]
['ушатмайсан', 1]
['тегенеклеримден', 1]
['чанчды', 1]
['гьазирлигин', 1]
['халкъын', 1]
['гелтирелер', 1]
['гийирелер', 1]
['узукъарисин', 1]
['туврап-туврап', 1]
['ухугъа', 1]
['таракъ', 1]
['къысым', 1]
['адатгъа', 1]
['къыйышмайгъан', 1]
['тувралып', 1]
['йыракъда', 1]
['орманлыкъ', 1]
['битсин', 1]
['орманлыкълар', 1]
['сыдырылып', 1]
['агъыздыра', 1]
['тузну', 1]
['санларын', 1]
['ачытдыра', 1]
['батыла-батылмай', 1]
['бите-битмей', 1]
['тереклеге', 1]
['башланы', 1]
['эшеги-неси', 1]
['оьлтюрсюн', 1]
['оьрден', 1]
['аждагьаланы', 1]
['давам', 1]
['етелер17', 1]
['пери', 1]
['ишлемей', 1]
['ишлеген', 1]
['орамларда', 1]
['бетин–башын', 1]
['халбат', 1]
['лакъырым', 1]
['токътамагъа', 1]
['оьмюрюнде', 1]
['ухлайыкъ', 1]
['гёрсетирмен', 1]
['иссилиги', 1]
['мингенин', 1]
['тюшейим', 1]
['йыламагъа', 1]
['гьавуз', 1]
['гьавуздан', 1]
['башдан-аякъгъа', 1]
['къызардашларым', 1]
['болсагъыз', 1]
['уьчюбюзге', 1]
['гёрейик', 1]
['гийдирелер', 1]
['болмагъангъа', 1]
['кюлеп-ойнап', 1]
['къызларыбыз', 1]
['къатнамайгъан', 1]
['гелмегинг', 1]
['йыбанч', 1]
['йылда', 1]
['оьтгеребиз', 1]
['айыбыз', 1]
['мундагъы', 1]
['билдиргенбиз', 1]
['этмесин', 1]
['ялкъсанг', 1]
['къыдырырсан', 1]
['ачсанг', 1]
['гьёкюнерсен', 1]
['уьстдеги', 1]
['мармар', 1]
['къайдасы', 1]
['генг', 1]
['уьстге', 1]
['тюпдеги', 1]
['гьавузну', 1]
['къырыйындагъы', 1]
['гьавадан', 1]
['аздан', 1]
['сакъласа', 1]
['ашдан-сувдан', 1]
['гёнгю', 1]
['хабарларына', 1]
['салмай', 1]
['къайгъысын', 1]
['азма', 1]
['азгъансан', 1]
['ачдынг', 1]
['тайдырма', 1]
['къызлары', 1]
['таяжакъ', 1]
['гюнлер-айлар', 1]
['чунгур', 1]
['салажакъ', 1]
['бири-бирине', 1]
['къалгъанда', 1]
['гёрюнюрсен', 1]
['яшынмагъа', 1]
['чомулур', 1]
['тёбелерсен', 1]
['айтгъынча', 1]
['чунгургъа', 1]
['кеплерин', 1]
['къалкъа', 1]
['тюшмежекни', 1]
['амалсыздан', 1]
['жинлерден', 1]
['къызардашларындан', 1]
['ананга', 1]
['жыйдыр', 1]
['инам', 1]
['берейик', 1]
['тюкню', 1]
['чиркитирсен', 1]
['савболлашып', 1]
['тюзелип', 1]
['жый', 1]
['гёмюп', 1]
['яшагъан', 1]
['эгиз', 1]
['къызардашларымны', 1]
['сакъларсан', 1]
['чирките', 1]
['аривлюкге', 1]
['айтылгъан', 1]
['салса', 1]
['алажакъны', 1]
['гьамамдан', 1]
['гелтирте', 1]
['аривлюкню', 1]
['инсанда', 1]
['тавушунг', 1]
['йырла', 1]
['тавушумну', 1]
['эшитсенг', 1]
['йырлагъанны', 1]
['къайынанамны', 1]
['отбашны', 1]
['сол', 1]
['кебим', 1]
['гелтирт', 1]
['къайынанасыны', 1]
['гьавагъа', 1]
['сагъынгъан', 1]
['ибрагим', 1]
['гёзьяшлар', 1]
['агъа', 1]
['къызардашларына', 1]
['насигьат', 1]
['амалыбыз', 1]
['тюшмес', 1]
['саричач', 1]
['пачалыкъларында', 1]
['ярамайлар', 1]
['насигьатны', 1]
['оьлтюргюнче', 1]
['къолумдан', 1]
['кёмекни', 1]
['табушдуруп', 1]
['болмасман', 1]
['дазусуна', 1]
['етишдирирмен', 1]
['урарман', 1]
['белбавуна', 1]
['столну', 1]
['айланасын', 1]
['охугъан', 1]
['таярсан', 1]
['тизлерине', 1]
['киш', 1]
['тийсе', 1]
['бизден', 1]
['кёмегибиз', 1]
['дазугъа', 1]
['етишдирме', 1]
['этмейбиз', 1]
['элтме', 1]
['болурсан', 1]
['адамларсыз', 1]
['этесиз', 1]
['жинлербиз', 1]
['къалалардагъы', 1]
['пачалыкъ', 1]
['ишлерибизни', 1]
['язабыз', 1]
['къалагъанны', 1]
['къалар', 1]
['рагьат', 1]
['болмакъ', 1]
['гюнтувушну', 1]
['суратда', 1]
['уллулугъуна', 1]
['къурсагъына', 1]
['къозгъалмай', 1]
['тыныш', 1]
['метр', 1]
['бурнундан', 1]
['уяным', 1]
['тёшюнде', 1]
['опрагъыны', 1]
['йыртыгъыны', 1]
['пачасына', 1]
['мадар', 1]
['челтир', 1]
['чечиндирип', 1]
['челтирге', 1]
['челтирни', 1]
['къавумдан', 1]
['къамушлукъ', 1]
['дангыллыкъ', 1]
['къамушлукъну', 1]
['ягъасында', 1]
['опракълары', 1]
['пачалыкъда', 1]
['алгъанын', 1]
['гетгенин', 1]
['34', 1]
['къойгъанын', 1]
['къызларыны', 1]
['баргъанын', 1]
['гелгенин', 1]
['топракълагъа', 1]
['пачабыз', 1]
['пачабызгъа', 1]
['элтейим', 1]
['миндире', 1]
['35', 1]
['таж', 1]
['пачагъа', 1]
['36', 1]
['сенмединг', 1]
['яшыргъан', 1]
['къызардашымдан', 1]
['къоркъмасам', 1]
['акъчачгъа', 1]
['тюшдюнг', 1]
['туснакъ', 1]
['яшынгны', 1]
['этгинче', 1]
['тюшюм', 1]
['38', 1]
['этерлени', 1]
['туснакъгъа', 1]
['39', 1]
['къаравуллагъа', 1]
['гьашыкълар', 1]
['гьашыкълагъа', 1]
['зувап', 1]
['чыкъсакъ', 1]
['зувапны', 1]
['гетигиз', 1]
['айта21', 1]
['песи', 1]
['чанчгъан', 1]
['инеси', 1]
['багъанада', 1]
['чюю', 1]
['сынгъан', 1]
['минилмеген', 1]
['тулпары', 1]
['ишленмеген', 1]
['отаву', 1]
['емишсиз', 1]
['баву', 1]
['ашамакъ-ичмекден', 1]
['гьаву', 1]
['толсун', 1]
['бурчакъдан', 1]
['исивю', 1]
['солутгъан', 1]
['тутгъан', 1]
['гьакъылын', 1]
['унутгъан', 1]
['тилевге', 1]
['къаршылагъан', 1]
['ойлашмагъа', 1]
['болмасны', 1]
['ялалмакъ', 1]
['чалына', 1]
['ханда', 1]
['ишлеймен', 1]
['тояр', 1]
['берер', 1]
['атамдан', 1]
['пайымны', 1]
['болмасмыкенсен', 1]
['бирсигюн', 1]
['чыгъаражакъ', 1]
['алсанг', 1]
['бережекмен', 1]
['къазакъ', 1]
['бетге', 1]
['артыла', 1]
['тюшгенде', 1]
['ашала', 1]
['тербенелер', 1]
['шондагъы', 1]
['аркъаны', 1]
['йыбав', 1]
['эсге', 1]
['суратынга', 1]
['суратгъа', 1]
['юрюй–юрюй', 1]
['силлемей', 1]
['къаладагъы', 1]
['чокъмарын', 1]
['силлеп', 1]
['силлемесем', 1]
['къайтарсан', 1]
['лавлай', 1]
['гьайт-гьуйтгъа', 1]
['алтмыш', 1]
['чокъмары', 1]
['излейген', 1]
['тапгъанына', 1]
['къаракъулгъа', 1]
['эркинине', 1]
['айлан', 1]
['ухлайым', 1]
['ухласам', 1]
['ухлайман', 1]
['къыйынлыкъ', 1]
['табаныма', 1]
['чиш', 1]
['бассанг', 1]
['уянмасман', 1]
['ачгъычын', 1]
['дувласа', 1]
['ачгъычны', 1]
['къоллары-бутлары', 1]
['бугъавлангъан', 1]
['къутгъарсанг', 1]
['аскерхъан', 1]
['тийдирсенг', 1]
['тёгюлюп', 1]
['юрегиндеги', 1]
['бугъавлары', 1]
['аранны', 1]
['шулайлыкъда', 1]
['пышгъырагъан', 1]
['арии-бери', 1]
['мююшюнде', 1]
['къутгъарайыкъ', 1]
['сююнчлюк', 1]
['тыш', 1]
['онгайлы', 1]
['къаравуллагъан', 1]
['къашкъаралгъан', 1]
['сыртына', 1]
['жанынгны', 1]
['гетсенг', 1]
['гёнгюрев', 1]
['туражакъ', 1]
['ягъынгда', 1]
['сёйлейгенни', 1]
['ювукъгъа', 1]
['тырпыллатып', 1]
['экисин', 1]
['эзип', 1]
['ошгъуп-солуп', 1]
['тилевюне', 1]
['ялбарывуна', 1]
['асмай', 1]
['къайтгъанлар35', 1]
['беш-эллий', 1]
['агьлюсю', 1]
['сапарына', 1]
['гезикде', 1]
['авлакъдан', 1]
['ишленген', 1]
['гийилме', 1]
['гийилген', 1]
['некъадар', 1]
['къыдыргъанда', 1]
['уланыбыз', 1]
['санныгъын', 1]
['излейгенде', 1]
['мамукъну', 1]
['арасындагъы', 1]
['гёрсетмесенг', 1]
['оьлемен', 1]
['хынжалын', 1]
['очаргъа', 1]
['къоймажакъман', 1]
['атангдан', 1]
['атанг', 1]
['харжын', 1]
['тапмады', 1]
['чыкъмагъансан', 1]
['эшик-терезени', 1]
['оьлежекмен', 1]
['къалажакъны', 1]
['бавтагъа', 1]
['ювугъунгну', 1]
['оьлежек', 1]
['танымаймысан', 1]
['ачмайсан', 1]
['терезени', 1]
['гиргир', 1]
['болгъанынг', 1]
['гирсин', 1]
['уялмайсан', 1]
['башмагъына', 1]
['оьлмен', 1]
['ятмагъа', 1]
['табыламы', 1]
['болмасакъ', 1]
['оьлюрбюз', 1]
['къыдыралар', 1]
['шегин', 1]
['азыгъы', 1]
['тютюнге', 1]
['чыкъмажакъ', 1]
['тёлеси', 1]
['энемигиз', 1]
['къувангъылар', 1]
['хошгелдигиз', 1]
['чыкъгъанбыз', 1]
['етгенбиз', 1]
['сейирликге', 1]
['болурмусан', 1]
['къаравулчулар', 1]
['дувлап', 1]
['мамукъдан', 1]
['къаравулчулагъа', 1]
['йиберигиз', 1]
['тапдынг', 1]
['бересен', 1]
['гечеден', 1]
['гёрюшейик', 1]
['къонакъларына', 1]
['баруну', 1]
['алаша', 1]
['атылтып', 1]
['тапгъанда', 1]
['гелдими', 1]
['тюнтюп', 1]
['ашыкълар', 1]
['ухлагъансан', 1]
['бойнунда', 1]
['къыйыныбыз', 1]
['ченекей', 1]
['бармагъыны', 1]
['бебейин', 1]
['бармакъ', 1]
['бири-бири', 1]
['питне', 1]
['салайыкъ', 1]
['экевню', 1]
['ябушдурайыкъ', 1]
['къонакъларым', 1]
['къонакъларынгны', 1]
['башмагъын', 1]
['гелгенлер', 1]
['уьюнгде', 1]
['баражакълар', 1]
['этежеклер', 1]
['сакълагъанын', 1]
['дос-къардашлары', 1]
['къыйдырып', 1]
['гечеси', 1]
['муратлары', 1]
['гьасил', 1]
['къучакълашып', 1]
['ухлайлар', 1]
['саллана', 1]
['тамда', 1]
['салмагъа', 1]
['юрегинг', 1]
['билмейсен', 1]
['ятайым', 1]
['айтдырма', 1]
['гьёкюнежексен', 1]
['гьёкюнсем', 1]
['къайырмайман', 1]
['энемде', 1]
['сендеги', 1]
['йылайлар', 1]
['языкъсына', 1]
['тапмайсан', 1]
['кантындан', 1]
['безип', 1]
['болурму', 1]
['дармандыр', 1]
['сояр', 1]
['сылапчыгъа', 1]
['аягъын-къолун', 1]
['гесилип', 1]
['тириле', 1]
['биревден', 1]
['яшагъанлар50', 1]
['къызым…', 1]
['гёрмессен', 1]
['гёрмесмен', 1]
['сыйыры', 1]
['гийиндирип-ясандырып', 1]
['сакълама', 1]
['гёрмесе', 1]
['бузулма', 1]
['бакъгъанындан', 1]
['юнюнден', 1]
['гьайванларына', 1]
['сомалак', 1]
['эшигини', 1]
['яхшымысан', 1]
['яхшыман', 1]
['анангны', 1]
['къычыта', 1]
['къычытагъаны', 1]
['къуя', 1]
['элекни', 1]
['гезиги', 1]
['савутну', 1]
['тиймессен', 1]
['гесди', 1]
['бичакъдан', 1]
['хапмадынгмы', 1]
['бугюнден', 1]
['туварын', 1]
['чыгъагъанда', 1]
['башмакъларыны', 1]
['талашса', 1]
['агьвалын', 1]
['тизлерин', 1]
['хымыр-сымыр', 1]
['сомалагъымны', 1]
['чартлатып', 1]
['къарамассан', 1]
['гюмелекге', 1]
['гюмелек', 1]
['этмен', 1]
['тикмелер', 1]
['нёгери', 1]
['нёкерлерине', 1]
['нёкерлер', 1]
['сай', 1]
['къысдырылып', 1]
['ер-ерге', 1]
['къонакъда', 1]
['къумачлар', 1]
['бокъчалар', 1]
['кисетлер', 1]
['затлары', 1]
['сатсам', 1]
['ашавлукъ', 1]
['гёрсетмеге', 1]
['яшавлукъ', 1]
['ярашдырып', 1]
['ярашайыкъ', 1]
['гийинип-ясанып', 1]
['башлыкъны', 1]
['сёйлеймен', 1]
['оьзюники', 1]
['сююнюр', 1]
['таныгъан', 1]
['айланагъаным', 1]
['болады', 1]
['уланыман', 1]
['атам-анамдан', 1]
['айырылып', 1]
['къыдырагъаным', 1]
['етишдире', 1]
['мал-зат', 1]
['къыйыкъсытгъан', 1]
['къала53', 1]
['къызъяшы', 1]
['тарай', 1]
['алсагъыз', 1]
['къарар', 1]
['этмежек', 1]
['инжитгенде', 1]
['чарыгъын', 1]
['ирахысына', 1]
['чарыгъым', 1]
['чиригенде', 1]
['алажакъман', 1]
['чарыкъны', 1]
['къысдырылгъан', 1]
['биразлар', 1]
['къашларын', 1]
['ялаланы', 1]
['урушмагъа', 1]
['чапелек', 1]
['тёшегини', 1]
['къызларынг', 1]
['биригип', 1]
['токъалап', 1]
['къабургъаларымны', 1]
['уватды', 1]
['чапалеклени', 1]
['харт-хурт', 1]
['уватып', 1]
['уланланы', 1]
['къызларынгны', 1]
['гьалигине', 1]
['болажакъсан', 1]
['ёймакъ', 1]
['ойламагъа', 1]
['алмасы', 1]
['биченлер', 1]
['алмасын', 1]
['къызларына', 1]
['алыгъыз', 1]
['чёплемеге', 1]
['арбадан', 1]
['чабыгъыз', 1]
['къакъгъанман', 1]
['минерсиз', 1]
['минелер', 1]
['йыласалар', 1]
['рагьмусузлугъун', 1]
['чыкъмакъдан', 1]
['умутун', 1]
['уьзелер', 1]
['оьлербиз', 1]
['алмаланы', 1]
['ташлангъан', 1]
['чапгъы', 1]
['сыягъан', 1]
['кюйдеги', 1]
['тешик', 1]
['ин', 1]
['жыярбыз', 1]
['маъдангъа', 1]
['шагьары', 1]
['ойчуларыны', 1]
['тешдирип', 1]
['гёзенлер', 1]
['минеген', 1]
['айгъырын', 1]
['къазагъанда', 1]
['гёзен', 1]
['туврасында', 1]
['айрыча', 1]
['бегетип', 1]
['тёкген', 1]
['гетгендокъ', 1]
['азып', 1]
['барагъанлыгъын', 1]
['моллаларына', 1]
['гёрсетген', 1]
['моллалар', 1]
['авруву', 1]
['яздырып', 1]
['такъма', 1]
['дегенлер', 1]
['язма', 1]
['намаз-зат', 1]
['мангалайындагъы', 1]
['чайып', 1]
['бетине-башына', 1]
['семирер', 1]
['йыгъылагъан', 1]
['даражагъа', 1]
['сакълавчу', 1]
['айгъырыма', 1]
['халмачдыр', 1]
['халмач', 1]
['этмегенмен', 1]
['сакъламакъны', 1]
['инамлы', 1]
['адатын', 1]
['уьчюсюн', 1]
['сёйлетип', 1]
['сёзлерине', 1]
['шунчакъы', 1]
['гьюнерсиз', 1]
['болмаслар', 1]
['саплагъан', 1]
['атлыгъа', 1]
['жавапланы', 1]
['гиччисин', 1]
['опуракъны', 1]
['саплатып', 1]
['гьюнерингни', 1]
['гьёкюнюп', 1]
['ажиз', 1]
['къуллугъун', 1]
['кюте', 1]
['къыйналмакъны', 1]
['абуру', 1]
['башгъаланы', 1]
['оьзлерден', 1]
['болажакълыгъын', 1]
['чюпюреклеге', 1]
['агъыздырып', 1]
['эртеден', 1]
['гьазирленген', 1]
['къанчыкъдан', 1]
['къызардашындан', 1]
['оьлтюрюгюз', 1]
['гьарведе', 1]
['гиреген', 1]
['налат', 1]
['буйругъун', 1]
['буюралар', 1]
['шагьарындан', 1]
['гюнлюк', 1]
['балыкъчыны', 1]
['къармакъларына', 1]
['къармакъларын', 1]
['алгъасап', 1]
['авлети', 1]
['болмайгъанлыгъына', 1]
['насибибизге', 1]
['сакъламагъа', 1]
['герти-гертиден', 1]
['худур', 1]
['шорпа', 1]
['оьсмеге', 1]
['къартлар', 1]
['ертурман', 1]
['окъжая', 1]
['уьйрене', 1]
['дёртюсюн', 1]
['йыракъ', 1]
['атлысы', 1]
['адамы', 1]
['урмай', 1]
['учгъанны', 1]
['къачгъанны', 1]
['савутуна', 1]
['аман', 1]
['атлыларымны', 1]
['табулдугъа', 1]
['оьлтюрмедик', 1]
['къырдынг', 1]
['гьюнерине', 1]
['гьавну', 1]
['барбыз', 1]
['къайтмагъыз', 1]
['къалгъанларын', 1]
['экенине', 1]
['танымакъ', 1]
['экини', 1]
['экиден', 1]
['башгъаны', 1]
['урмайман', 1]
['алдырта', 1]
['ахтарса', 1]
['кем', 1]
['эрте-геч', 1]
['башларыбыз', 1]
['гесилер', 1]
['шамчырагъын', 1]
['оьксюз', 1]
['къысгъача', 1]
['шагьардан', 1]
['тышгъари', 1]
['тютюнюне', 1]
['янгызлыкъдан', 1]
['инжип', 1]
['абзарыгъызгъа', 1]
['йыллардан', 1]
['эшитмегенге', 1]
['къоркъунуп', 1]
['къоркъасан', 1]
['сыйырым', 1]
['тютюнюгюзню', 1]
['олтургъанда', 1]
['ёярман', 1]
['къачанда', 1]
['кашым', 1]
['ялкъаман', 1]
['ялкьсам', 1]
['амалымны', 1]
['сорар', 1]
['гюнбатышда', 1]
['булакъдан', 1]
['тёксе', 1]
['шол', 1]
['гелтирежек', 1]
['гетсе', 1]
['вёрегейисен', 1]
['айтмагъайысан', 1]
['чыгьып', 1]
['аламат', 1]
['гюнбатыш', 1]
['къучагъына', 1]
['соруп', 1]
['эркеклер', 1]
['гечикмей', 1]
['дангылгъа', 1]
['йыракъдан', 1]
['башлары', 1]
['тегенеклени', 1]
['асил', 1]
['тегенеклер', 1]
['къызардашыма', 1]
['бир-экини', 1]
['ябулгъан', 1]
['ачаман', 1]
['тот', 1]
['киритге', 1]
['кажинге', 1]
['къакъ-къакъ', 1]
['майлагъанны', 1]
['тутмасман', 1]
['тутмай', 1]
['сыйлагъанны', 1]
['бергенни', 1]
['тутмайлар', 1]
['амалын', 1]
['къызардашыны', 1]
['азгъанын', 1]
