['бур', 1623]
['бахiира', 2]
['арцух', 2]
['учинмур', 2]
['къавтiутiи', 2]
['ларкьукун', 2]
['шагьрулувух', 2]
['ганачiан', 2]
['мискинну', 2]
['хъунаманан', 2]
['залуннайн', 2]
['ссан', 2]
['чату', 2]
['ляхълахъисса', 2]
['ттучанну', 2]
['бивтуну', 2]
['къаралчитал', 2]
['наниссаривъвагу', 2]
['тiамакьукьулт', 2]
['къааьркиннив', 2]
['дуркiуну', 2]
['ххуллия', 2]
['цулуцалт', 2]
['цулуй', 2]
['левчун', 2]
['янналуву', 2]
['бюхъайххурав', 2]
['баннисса', 2]
['пашман', 2]
['усттарнайн', 2]
['аьркинссара', 2]
['цукунни', 2]
['къаитанна', 2]
['бухьурчан', 2]
['вазиргу', 2]
['дахьва', 2]
['хiаммамравун', 2]
['лякъайхту', 2]
['ганийн', 2]
['къуллугъчитурайн', 2]
['дарттусса', 2]
['кiичiираву', 2]
['тiиссара', 2]
['ссихiрагу', 2]
['кiиссурай', 2]
['цiинцi', 2]
['ххилтiу', 2]
['хъацiаьличiан', 2]
['ляркъусса', 2]
['шаймур', 2]
['анма', 2]
['ххазиналул', 2]
['кьукьинна', 2]
['бачiигу', 2]
['чассаггу', 2]
['мукьцiалвагу', 2]
['бакiчи', 2]
['цаламинначiан', 2]
['духьхьу', 2]
['иширах', 2]
['цуркун', 2]
['зувиллий', 2]
['хъацiаьлих', 2]
['мукьцiал', 2]
['оьвчинниссар', 2]
['увкiунни', 2]
['багъишла', 2]
['куссия', 2]
['бакiуйн', 2]
['буччин', 2]
['рязийну', 2]
['даттан', 2]
['нач', 2]
['шюшлан', 2]
['дагу', 2]
['хьхьичiавасса', 2]
['анавархъиндарай', 2]
['аваданманал', 2]
['лявкъуссар', 2]
['малланачiан', 2]
['айишиннин', 2]
['малланан', 2]
['ия', 2]
['пикрирдал', 2]
['кьатiу', 2]
['гиккусса', 2]
['вингу', 2]
['зана-кьулу', 2]
['сий', 2]
['хъамал', 2]
['шагьрулуву', 2]
['насихiат', 2]
['карчi', 2]
['кьулий', 2]
['бивкiссания', 2]
['лахьхьу', 2]
['турт', 2]
['акъагьан', 2]
['чурттуцiун', 2]
['авадангу', 2]
['лавххуну', 2]
['личчагу', 2]
['нисгу', 2]
['дуллуна', 2]
['уну', 2]
['нара', 2]
['даврин', 2]
['ростовщикiначiан', 2]
['ттуршра', 2]
['ттуршлий', 2]
['кьура', 2]
['ростовщикi', 2]
['заллугу', 2]
['зурувусса', 2]
['бархъарачу', 2]
['мукьа-мукьа', 2]
['аьрзачи', 2]
['гьарцаннахь', 2]
['судрал', 2]
['хiукмулущал', 2]
['аьрза', 2]
['дурус', 2]
['бутiух', 2]
['судиянащал', 2]
['ттучанчийтал', 2]
['бури', 2]
['бахчу', 2]
['къабитайсса', 2]
['дурган', 2]
['дурукун', 2]
['щаращи', 2]
['цурдагу', 2]
['аьркинмургу', 2]
['икьралгу', 2]
['затирттащал', 2]
['ганащалгу', 2]
['ттучанчитуран', 2]
['ттучанчинал', 2]
['гьаризад', 2]
['дагьайсса', 2]
['даврия', 2]
['буван', 2]
['хiурхiа', 2]
['мутялимтурал', 2]
['уччин', 2]
['жаназарттал', 2]
['жаназа', 2]
['гу', 2]
['мутялимтурахь', 2]
['ганища', 2]
['ласунну', 2]
['гьарахъалттичiан', 2]
['мизитравун', 2]
['хiухчугу', 2]
['халкь', 2]
['цадакьартту', 2]
['бунагь', 2]
['ярахiмадлун', 2]
['къуппа', 2]
['ххалаххи', 2]
['кьянкьану', 2]
['ци-бунугу', 2]
['чулухунай', 2]
['чулухуннай', 2]
['ххюту', 2]
['зеххин', 2]
['жипливун', 2]
['дагьссарив', 2]
['ярч', 2]
['ярахiмадлул', 2]
['кьувкьусса', 2]
['ницайгу', 2]
['гукуна', 2]
['мугьитал', 2]
['мухьа', 2]
['тiалав', 2]
['цичiавгу', 2]
['кьаллуву', 2]
['мурхьхьирал', 2]
['щяйтiант', 2]
['шагьрулийсса', 2]
['губернатор', 2]
['мусигу', 2]
['дутав', 2]
['хаиншиву', 2]
['щарссания', 2]
['икiан', 2]
['кiиссар', 2]
['тiайламур', 2]
['зучiан', 2]
['мурчiисса', 2]
['ххярк', 2]
['леркьсса', 2]
['гьараппалав', 2]
['аьламатсса', 2]
['иттах', 2]
['барцi', 2]
['къашавайсса', 2]
['ттух', 2]
['чумартнан', 2]
['цiанагу', 2]
['дацiай', 2]
['хiиркi', 2]
['мухiлих', 2]
['дацiайсса', 2]
['щихьчiав', 2]
['тiутiаву', 2]
['хiалвагу', 2]
['рукiлилу', 2]
['къашайхьу', 2]
['аьнакiан', 2]
['ажарттул', 2]
['аьнакiул', 2]
['хiурасса', 2]
['дугьан', 2]
['аьрщи', 2]
['ттангъри', 2]
['аьссал', 2]
['ишла', 2]
['кiурчiулттувух', 2]
['ттуруллив', 2]
['ккуккурдив', 2]
['заннахь', 2]
['чiа', 2]
['цiукул', 2]
['зал', 2]
['ссавнийн', 2]
['ккарккукун', 2]
['бястлий', 2]
['ххяллул', 2]
['щинзирданийн', 2]
['ххяллуцiун', 2]
['увххуна', 2]
['тiясгу', 2]
['гунгумигу', 2]
['акъая', 2]
['цiуши', 2]
['дай', 2]
['сухалутул', 2]
['дакъани', 2]
['ккарксса', 2]
['баларду', 2]
['дагьукун', 2]
['лирхъун', 2]
['урхьлувун', 2]
['сухасулул', 2]
['кiуллухь', 1]
['дирисса', 1]
['ккутiату', 1]
['ккутiу', 1]
['щалусса', 1]
['ссахi', 1]
['ччитуй', 1]
['багьарив', 1]
['къабивкiссания', 1]
['къачинссия', 1]
['цiардугу', 1]
['хъуниссагу', 1]
['мюрщиссагу', 1]
['вичiал', 1]
['ттуккухьхьун', 1]
['чахьхьун', 1]
['бюрххюхьхьун', 1]
['пилданухьхьун', 1]
['хiайвантрахьхьун', 1]
['мюрщими', 1]
['цухьлухьхьун', 1]
['къулчча', 1]
['кiуллухьхьун', 1]
['къакъунттухьхьун', 1]
['магъругу', 1]
['цалчин', 1]
['бюрхттукку', 1]
['хъуни-мюрщи', 1]
['биллай', 1]
['чулиннай', 1]
['къунчу', 1]
['ганиятугу', 1]
['зуманийх', 1]
['чатурив', 1]
['баллан', 1]
['лагьну', 1]
['хъуннамур', 1]
['неххява', 1]
['кьацiру', 1]
['тiивтiусса', 1]
['чавахъру', 1]
['ккавккуну', 1]
['вяркъу-вярхъ', 1]
['уку', 1]
['цуманахьхьун', 1]
['дикiави', 1]
['инсаннахьхьун', 1]
['чавахъирттал', 1]
['къадикiанниссар', 1]
['инсаннаяту', 1]
['гьаваллаву', 1]
['чiявукiулшивуртту', 1]
['гъаттара', 1]
['хъап-шап', 1]
['дянивух', 1]
['цичiанна', 1]
['ларчiунна', 1]
['магъравур', 1]
['щищакiуй', 1]
['магъра', 1]
['чакъалданущал', 1]
['талихiрах', 1]
['бачiирча', 1]
['къабуччинссару', 1]
['цими', 1]
['нухi', 1]
['хьуний', 1]
['агьитiий', 1]
['пашмангу', 1]
['инай', 1]
['рутав', 1]
['риртсса', 1]
['дардрияр', 1]
['дардри', 1]
['ивкiуссархха', 1]
['бурахха', 1]
['аьнаки', 1]
['дурканмур', 1]
['къадириллай', 1]
['вайннахьхьун', 1]
['булувкьну', 1]
['буканшиврул', 1]
['хiилларду', 1]
['дишала', 1]
['дувс', 1]
['кiибачiлан', 1]
['бишинну', 1]
['шананну', 1]
['ккаркрив', 1]
['бикiуча', 1]
['цiанакiул', 1]
['куннихь', 1]
['макiру', 1]
['о', 1]
['ккарккунни', 1]
['ккавккуна', 1]
['паччахiнахъанний', 1]
['цiурихьуву', 1]
['лавгра', 1]
['цiурихьувун', 1]
['къабунна', 1]
['дукав', 1]
['нис', 1]
['хияллавугума', 1]
['къабагьанссия', 1]
['ккавккунав', 1]
['дуканссархха', 1]
['дувснащал', 1]
['бур68', 1]
['паччахiишиву', 1]
['аждагьа-шатта', 1]
['оьтту', 1]
['хiачiлан', 1]
['ущу-щулгъи', 1]
['укусса', 1]
['кiулбара', 1]
['лехлай', 1]
['сагъсса', 1]
['цiупiатiий', 1]
['оьттуяр', 1]
['цивва', 1]
['нацiумур', 1]
['мичiакрайн', 1]
['мичiакгу', 1]
['з-з-з-з', 1]
['мичiакрачiан', 1]
['читiуйн', 1]
['дянивалу', 1]
['къадирирну', 1]
['зумув', 1]
['тiимурду', 1]
['кiикъянцiа', 1]
['кiикъянцiасса', 1]
['шатлуя', 1]
['кьанчуллалу', 1]
['къаххирар', 1]
['къабитай', 1]
['69', 1]
['гайннунсса', 1]
['цивппалу', 1]
['ссаха', 1]
['зунссарив', 1]
['къаiулну', 1]
['гайннучiан', 1]
['ччиккимяв', 1]
['битияра', 1]
['гайннухь', 1]
['хiазсса', 1]
['паракьатса', 1]
['амудадара', 1]
['ахiмакьса', 1]
['кюрттаравун', 1]
['магьа', 1]
['гукунгу', 1]
['къатта-кюру', 1]
['баяйсса', 1]
['вяркъун', 1]
['исухь', 1]
['бувкушиву', 1]
['бусласисса', 1]
['дардирдавусса', 1]
['ччиккухь', 1]
['макь', 1]
['рутiлан', 1]
['хъахъисса', 1]
['ххяхлан', 1]
['ссунтiа', 1]
['ччиккимявлуха', 1]
['зай', 1]
['бургъилух', 1]
['къашаваннав', 1]
['цiичiар', 1]
['къашайссар', 1]
['дяххта', 1]
['къагьайссар', 1]
['ччиккулгу', 1]
['лелуххантрахь', 1]
['кюрттараву', 1]
['ккунукругу', 1]
['чайссар', 1]
['ккунукру', 1]
['кюрттаву', 1]
['бур80', 1]
['оьрчiругу', 1]
['бавкьушиву', 1]
['мурхьхьирачiан', 1]
['мурхьирайсса', 1]
['кюрттарай', 1]
['бутанна', 1]
['бувсусса', 1]
['гукунма', 1]
['юхссагу', 1]
['кiилчинимур', 1]
['вяркъухь', 1]
['чiаххущар', 1]
['цулчiв', 1]
['бучiарча', 1]
['къабутанна', 1]
['суал', 1]
['оьрчiрив', 1]
['кiана', 1]
['ххюлубакiуйсса', 1]
['тамахiкаршиву', 1]
['къадурксса', 1]
['ххюлубакiуй', 1]
['къакъунттучiан', 1]
['такьва', 1]
['бакьаву', 1]
['къахънуй', 1]
['цайминнахь', 1]
['мабусларда', 1]
['ккарччахьхьун', 1]
['биривнутiий', 1]
['барчаллагьвагу', 1]
['къаучиннав', 1]
['циятура', 1]
['цiанил', 1]
['гьарзагу', 1]
['дахъа', 1]
['бисмиллагь', 1]
['кьацiлива', 1]
['кьунттуй', 1]
['цайн', 1]
['къабивну', 1]
['лакьирча', 1]
['цулкiлулгу', 1]
['хьуннавкьай', 1]
['дукъаркуна', 1]
['алхiамдулиллагь', 1]
['учайманайн', 1]
['куну85', 1]
['щяту', 1]
['зуйх', 1]
['икiанниссар', 1]
['лихъияра', 1]
['ккаккайхтува', 1]
['къахъиннив', 1]
['ххира', 1]
['къеппа', 1]
['оьрчiайх', 1]
['бур97', 1]
['къабандалул', 1]
['асландалухь', 1]
['ттущалгу', 1]
['къабандалухь', 1]
['ахiмакь', 1]
['билларча', 1]
['хьунгу', 1]
['начгу', 1]
['хiаягу', 1]
['ккарччив', 1]
['мурдалсса', 1]
['чапурсса', 1]
['гъулутинссар', 1]
['бачинниссар', 1]
['мукъурттийну', 1]
['буххьушиврий', 1]
['бур98', 1]
['хьхьи', 1]
['душмантурая', 1]
['лаганна', 1]
['жанавартрайн', 1]
['идавсин', 1]
['нуххулучiангу', 1]
['хьхьиругу', 1]
['хьулул', 1]
['ккунукгу', 1]
['ккунукрай', 1]
['шаттирай', 1]
['ша', 1]
['нуххучiан', 1]
['мухiаммадвагу', 1]
['ванащалманал', 1]
['данниссия', 1]
['нигьачiисса', 1]
['лелуххул-хьхьилул', 1]
['къабанниссия', 1]
['гивунгу', 1]
['къабувххун', 1]
['ххьилулгу', 1]
['идавс', 1]
['васият', 1]
['ххялцугу', 1]
['хьхьигу', 1]
['баван', 1]
['литiурча', 1]
['ливтiуманай', 1]
['дикiантiиссар108', 1]
['гьивчул', 1]
['хханссия', 1]
['бацлан', 1]
['угьан', 1]
['бизархьувкун', 1]
['къатiухьхьун', 1]
['чiяйсса', 1]
['лахъаншиврул', 1]
['шавривун', 1]
['зумуну', 1]
['гьарайзуй', 1]
['буцинна', 1]
['къаанна', 1]
['наврузбаг', 1]
['гьарайзуначiан', 1]
['увчiуну', 1]
['арабханнащал', 1]
['буссияв', 1]
['ламуйх', 1]
['чiелму', 1]
['ххивуну', 1]
['ламуяту', 1]
['цукун-унугу', 1]
['душнинсса', 1]
['ссайгъатругу', 1]
['ларсунни', 1]
['бюхъянниссар', 1]
['къахъина', 1]
['арабханнан', 1]
['мугьису', 1]
['цулкiлущал', 1]
['столданух', 1]
['аваданшиврий', 1]
['авцiун', 1]
['цулкiлухь', 1]
['ванияр', 1]
['мугьису-цулчiа', 1]
['аьнакьив', 1]
['къазру', 1]
['кьюлтiницiух', 1]
['цулчiагу', 1]
['арабханнал', 1]
['вазирну', 1]
['бур129', 1]
['ницгу', 1]
['бястлихун', 1]
['хъунмассагу', 1]
['ххуйссагу', 1]
['лагъ', 1]
['ххилан', 1]
['ябуллалисса', 1]
['залуннангу', 1]
['ххирара', 1]
['чулухагу', 1]
['сагънигу', 1]
['бивкiунигу', 1]
['бяст', 1]
['марцiшиврул', 1]
['гьалмахтал', 1]
['ттухгу', 1]
['дикiгу', 1]
['бурчугу', 1]
['ттуйри', 1]
['дишинтiисса', 1]
['багьантiий', 1]
['багьуча', 1]
['муний', 1]
['кiанттавух133', 1]
['ущущулгъилул', 1]
['аьрщарайсса', 1]
['рухiдусса', 1]
['къадизайсса', 1]
['митiикьукьугу', 1]
['дукралувух', 1]
['дишав', 1]
['нузкьунттачiа', 1]
['бирувну', 1]
['нузкьунттуйн', 1]
['кьюч', 1]
['бивгьуну', 1]
['бухъавай', 1]
['къахьуншиву', 1]
['бичав', 1]
['жанавартран', 1]
['дайшиву', 1]
['кiюла', 1]
['дурккунна', 1]
['шинмайри', 1]
['нахiушиву', 1]
['куну134', 1]
['зимизрах', 1]
['мухiлу-камал', 1]
['лагьтiи', 1]
['шалк', 1]
['хiажакрал', 1]
['гьарччалтту', 1]
['маччахъан', 1]
['ссайгъатирттащал', 1]
['рязийшинна', 1]
['украсса', 1]
['дукралий', 1]
['къудурсса', 1]
['лехлахини', 1]
['ккаккай', 1]
['чiемучiали', 1]
['жалинчунан', 1]
['къалавхьхьуссаксса', 1]
['къахьунна', 1]
['ччатiухун', 1]
['хъамалушиндарая', 1]
['ххагу-ххарину', 1]
['ххялцучiан', 1]
['дурухлай', 1]
['зимизран', 1]
['чiурдая', 1]
['ганихгу', 1]
['усттаршиву', 1]
['магьир', 1]
['булукьайсса', 1]
['хiакьинунингу', 1]
['яннащащул', 1]
['дуруххул', 1]
['магьирну', 1]
['ххялцу144', 1]
['зунттавунмай', 1]
['гьивугу', 1]
['чатура', 1]
['арив', 1]
['урттурагу', 1]
['дияв', 1]
['урттугума', 1]
['ттуккуй', 1]
['никирттаяр', 1]
['къахьунссара', 1]
['гьаъ-гу', 1]
['аривппай', 1]
['аммарив', 1]
['бур149', 1]
['митiикьукул', 1]
['мукъун', 1]
['буминнал', 1]
['аьзизсса', 1]
['гъангъаратiий', 1]
['лялату', 1]
['исвагьиминнал', 1]
['хiалимну', 1]
['хiайвантрангу', 1]
['жанавардангу', 1]
['хiалимшиву', 1]
['гъангъаратiи', 1]
['хiаясизнал', 1]
['исвагьиса', 1]
['духьурча', 1]
['махъмур', 1]
['ганзсса', 1]
['къавкъин', 1]
['бучiи', 1]
['духiин', 1]
['зарая', 1]
['гъалгъавагу', 1]
['митiикьукьул150', 1]
['лабикiлай', 1]
['дюхлулсса', 1]
['ттамп-ттамп', 1]
['оьртулувун', 1]
['зумарду', 1]
['барт', 1]
['оьхi-чап', 1]
['тiаврил', 1]
['оьрватiул', 1]
['бувххунна', 1]
['укуннугу-тукуннугу', 1]
['аьзав', 1]
['ккухiлаяр', 1]
['чiирттацiун', 1]
['гьалакiусу', 1]
['накiливу', 1]
['гуржи', 1]
['оьрватiуща', 1]
['ганицiун', 1]
['оьртулуву', 1]
['ххалшайхту', 1]
['дакiюзанну', 1]
['оьрватiущал', 1]
['бувтiуну', 1]
['хiарачатрайну', 1]
['бур6', 1]
['гьунарданул', 1]
['гужрал', 1]
['къалагайсса', 1]
['уртту-тiутiайх', 1]
['гайз', 1]
['икiантiисса', 1]
['бищун', 1]
['чятирдануву', 1]
['хатти-хали', 1]
['биржамали', 1]
['каппара', 1]
['лагмагу', 1]
['чятирданувун', 1]
['щия', 1]
['бищарду', 1]
['куннах-кугу', 1]
['унсукьлухгу', 1]
['укьу', 1]
['парчри-парчри', 1]
['къаувнува', 1]
['мукъул', 1]
['ссикiирилахъан', 1]
['гурзлущал', 1]
['данди', 1]
['ивщуну', 1]
['кувссайх', 1]
['ияннин', 1]
['кьутiин', 1]
['ярглий', 1]
['ца-цаних', 1]
['заманнаву', 1]
['леххаву', 1]
['илданийх', 1]
['лякъен', 1]
['ахьлаганнин', 1]
['къаукiлан', 1]
['бунува', 1]
['бархъаллал', 1]
['ккуппи', 1]
['унсукьлучiа', 1]
['марщалун', 1]
['аьтiисса', 1]
['тинай-шинай', 1]
['оьрчiсса', 1]
['чiумалва', 1]
['ливтiуссар', 1]
['гьаттайн', 1]
['вищава', 1]
['къаттавагу', 1]
['лакьаван', 1]
['къатлучiату', 1]
['ласналмур', 1]
['гъанхъанан', 1]
['зеххай', 1]
['ккуппуйгу', 1]
['шагьначiан', 1]
['малъоьн', 1]
['хiиллардайн', 1]
['дагьлай', 1]
['къалалия', 1]
['жамилува', 1]
['жура-журасса', 1]
['балайрду', 1]
['къамютiий', 1]
['хьулухунмагу', 1]
['ккуппуха', 1]
['чiугу', 1]
['лагь', 1]
['аьтiи', 1]
['оьрчiая', 1]
['аьпалун', 1]
['лаххай', 1]
['кьадикiу', 1]
['букканача', 1]
['ккуппувун', 1]
['ккуппуйх', 1]
['жамигу', 1]
['ираннавун', 1]
['миксса', 1]
['дурччунна', 1]
['тiунуксса', 1]
['мукьвагу', 1]
['мурцiних', 1]
['ттугъру', 1]
['ххаришивуртту', 1]
['байбивхьуну', 1]
['шамулку', 1]
['бакъартiар', 1]
['дакъартiар', 1]
['алгуну', 1]
['барзунттайх', 1]
['майдансса', 1]
['ардайх', 1]
['дарардайх', 1]
['ццунсса', 1]
['вацiравух', 1]
['чаклин', 1]
['ислай', 1]
['душкуна', 1]
['укканниссар', 1]
['чакгу', 1]
['кьабивмтур', 1]
['хьхьугу', 1]
['дачiиннуй', 1]
['нуххал', 1]
['къаралти', 1]
['майдангу', 1]
['майралукунма', 1]
['кiучi', 1]
['чайманах', 1]
['тиха', 1]
['шиха', 1]
['балгусса', 1]
['кьюкьа', 1]
['бурттигьалтрал', 1]
['низамрай', 1]
['бурттима', 1]
['дузаллув', 1]
['чайманан', 1]
['данниссарив', 1]
['ппаллава', 1]
['къуркъа', 1]
['чiатултту', 1]
['цюкъа', 1]
['чiатiри', 1]
['бивзшиву', 1]
['аваданнал', 1]
['нази-вазирнал', 1]
['къатрайн', 1]
['муси', 1]
['давларду', 1]
['чiанма-чiивимур', 1]
['архiалну', 1]
['маркiачiаннин', 1]
['тимар', 1]
['чащал', 1]
['аьлахълай', 1]
['уртту-тiутiаягу', 1]
['кьанкьру', 1]
['цiаннал', 1]
['бахiланнин', 1]
['ппалларав', 1]
['лахьхьукунма', 1]
['унсукьлулгу', 1]
['дардагъил', 1]
['хъусру', 1]
['бувцусса', 1]
['арулуннан', 1]
['мауккару', 1]
['хъамигу', 1]
['хъусгу', 1]
['хъунманал', 1]
['кардугу', 1]
['чайма', 1]
['къаучiанна', 1]
['чайманалсса', 1]
['нуххулухчiин', 1]
['неъматрал', 1]
['уртту-щинну', 1]
['къатравура', 1]
['ххунчлух', 1]
['бакъаяв', 1]
['кiилчингу', 1]
['хъазамраву', 1]
['ивчiанна', 1]
['махiатталгу', 1]
['хьхьиривун', 1]
['хьхьиригу', 1]
['вайннан', 1]
['кукун', 1]
['яхши-хаш', 1]
['ссурмухьхьулт', 1]
['ясир', 1]
['хiарчiун', 1]
['вайннащал', 1]
['байрандалийн', 1]
['гьанттайнссаннул', 1]
['чiюлушинни', 1]
['хiадуршинни', 1]
['ссурмухьхьултрал', 1]
['буллалишиву', 1]
['буллантiишиву', 1]
['ссурмухьхьухьхьун', 1]
['ссурмухьхьу', 1]
['кiюрххилссагу', 1]
['майданнийх', 1]
['дуцлан', 1]
['чiавахьулттийгу', 1]
['гьалмагъайл', 1]
['гьунардах', 1]
['ххяххангу', 1]
['кьяца', 1]
['ларай', 1]
['вайннай', 1]
['цар', 1]
['оьрчiрур', 1]
['чайх', 1]
['чiавахьулттил', 1]
['чiамуйн', 1]
['къабюхъуну', 1]
['кiагу', 1]
['цаланияр', 1]
['хьхьирийн', 1]
['хъурттарах', 1]
['хьхьири', 1]
['шагь', 1]
['аьралгу', 1]
['майдандалул', 1]
['ттунсса', 1]
['жавабрахгу', 1]
['къаурувгун', 1]
['киямур', 1]
['бучiантiиссия', 1]
['саранунин', 1]
['хiадурну', 1]
['къадагъагу', 1]
['хьумуний', 1]
['унсукьлучiан', 1]
['зунттавух', 1]
['барзунттавун', 1]
['кiанайх', 1]
['тийх', 1]
['къаларду', 1]
['кiанахъ', 1]
['увкiшиву', 1]
['ва-та', 1]
['дуллантiиссар', 1]
['маласара', 1]
['ттухьсса', 1]
['унсукьлухьхьун', 1]
['багъирдаха', 1]
['рязишин', 1]
['хъуна', 1]
['ссийхь', 1]
['цархьхьу', 1]
['лявманайн', 1]
['лявманалгу', 1]
['лахьхьугу', 1]
['цива', 1]
['бурвав', 1]
['баттайсса', 1]
['чiивиманайн', 1]
['мусищал', 1]
['ссийчiан', 1]
['тiиссаннан', 1]
['уссийн', 1]
['хъунимий', 1]
['къужлун', 1]
['чча', 1]
['душнияр', 1]
['бикiансса', 1]
['ттухьва', 1]
['унсукьлущал', 1]
['уттубишай', 1]
['уттубихьу', 1]
['лагу', 1]
['бучiаннача', 1]
['унсукьгу', 1]
['укъавчiай', 1]
['тайва', 1]
['тичча', 1]
['хiат-хiисав', 1]
['утта', 1]
['цинявгу', 1]
['къабивма', 1]
['адиминан', 1]
['гьухъал', 1]
['ккурттулул', 1]
['ссимиялттух', 1]
['лихьлай', 1]
['кумагран', 1]
['гьухъгу', 1]
['оьгу', 1]
['ливхьуну', 1]
['мурцiнилун', 1]
['дириян', 1]
['кунувагу', 1]
['мурцiу', 1]
['кьацiгу', 1]
['хьамарал', 1]
['лажиндарайх', 1]
['цийнма', 1]
['бакъаятiар', 1]
['тiар-муксса', 1]
['бургъи-зурун', 1]
['къаккавксса', 1]
['щаращучiату', 1]
['лувгсса', 1]
['мурадрайнгу', 1]
['мурадрайн', 1]
['бувкiра10', 1]
['паччахiлугърай', 1]
['хъами-душ', 1]
['мюхчан', 1]
['хьулуйх', 1]
['чури', 1]
['увкiукун', 1]
['аьтiутiу', 1]
['уцуну', 1]
['машанарда', 1]
['къатраятусса', 1]
['маз-кьазгу', 1]
['шанавун', 1]
['жиплувату', 1]
['кiуллигу', 1]
['арулвагу', 1]
['куннацiун', 1]
['цукуннивсса', 1]
['учаву', 1]
['жиплувусса', 1]
['кiуллайн', 1]
['хьулурду', 1]
['мунияр', 1]
['чiунну', 1]
['ухьурчагу', 1]
['къаувцуну', 1]
['къаувцукун', 1]
['буттахун', 1]
['миннатирттаяту', 1]
['илхъилувату', 1]
['занази', 1]
['нюжмардул', 1]
['къалардачiан', 1]
['лагмавагу', 1]
['заманнавату', 1]
['къалагу', 1]
['зурзутiи', 1]
['буххаврищал', 1]
['куннахь-куннал', 1]
['шашликi', 1]
['иривуннихха', 1]
['цiарай', 1]
['кiункiурдуцiун', 1]
['лавчiссару', 1]
['оьрчiавусса', 1]
['миннаяту', 1]
['аждагьалтрал', 1]
['бару', 1]
['бюхттулшиврул', 1]
['урувгукун', 1]
['бакiраяту', 1]
['багьлагьисса', 1]
['майданну', 1]
['багъру', 1]
['дунияллул', 1]
['зивлийсса', 1]
['зуруйгу', 1]
['кiуравагу', 1]
['къабаяйссар', 1]
['миккува', 1]
['урчiва-кьува', 1]
['бацiи', 1]
['бувара', 1]
['цахьва-циппа', 1]
['ихьлай', 1]
['гакунмасса', 1]
['бухьунссархха', 1]
['ххаллилсса', 1]
['устарнахь', 1]
['вирсирал', 1]
['тiикунсса', 1]
['ххюлку', 1]
['къушливату', 1]
['хьхьертi', 1]
['ссурулун', 1]
['бизарчан', 1]
['гьазшайссар', 1]
['тiитiайссар', 1]
['чулухмуний', 1]
['лакьайссар', 1]
['чурттуй', 1]
['бюрхiайн', 1]
['къакьутiин', 1]
['мувгу', 1]
['лирчiусса', 1]
['уссурваврачiан', 1]
['девтурачiан', 1]
['бувгьусса', 1]
['уссурваврахь', 1]
['девтурахь', 1]
['лаганнача', 1]
['бизара', 1]
['чiараппай', 1]
['лачiлан', 1]
['къуршилуцiун', 1]
['гунттуцiун', 1]
['зимизирттаха', 1]
['лавхьхьуну', 1]
['цанявгу', 1]
['ти-шинмай', 1]
['гьазбувну', 1]
['чiирайн', 1]
['цаннащавагу', 1]
['бияннин', 1]
['нялаглай', 1]
['рихшантругу', 1]
['зурувату', 1]
['ттуяту', 1]
['личiара', 1]
['нанийни', 1]
['вирттавраща', 1]
['кiайннун', 1]
['бусласимуних', 1]
['лавхъукун', 1]
['майдану', 1]
['кисаран', 1]
['чiапiавун', 1]
['дахьларгсса', 1]
['гулаватикунна', 1]
['ардарах', 1]
['ччамарду', 1]
['кугьлансса', 1]
['илхъив', 1]
['тяйрду', 1]
['хъиривсса', 1]
['ттурзанну', 1]
['ккарччал', 1]
['ритлатисса', 1]
['мяътiисса', 1]
['нузручiируннал', 1]
['гьаваллавусса', 1]
['мурхьирдаватусса', 1]
['булбул', 1]
['чiелмултрал', 1]
['хъюлчу', 1]
['ущу-щургъи', 1]
['цаннин', 1]
['мютiийсса', 1]
['дянивгу-ца', 1]
['ахъулссаннул', 1]
['мурхьирдал', 1]
['бахьлавгсса', 1]
['задрай', 1]
['буллайгу', 1]
['чачiав', 1]
['къаляхълан', 1]
['дахьасса', 1]
['нузал', 1]
['къатiитiайхьувкун', 1]
['къярз', 1]
['таваккулгу', 1]
['леххавугу', 1]
['сипат', 1]
['душнийн', 1]
['учiайсса', 1]
['кiанурив', 1]
['малоьннал', 1]
['бусарчагу', 1]
['увкссара', 1]
['хассал', 1]
['ясиршиврияту', 1]
['аждагьалийх', 1]
['къахьунтiиссарча', 1]
['вищара', 1]
['хъитдурну', 1]
['дукки', 1]
['ваних', 1]
['дайхту', 1]
['учирчан', 1]
['дуккарча', 1]
['жулагу', 1]
['чатур', 1]
['душнища', 1]
['буца', 1]
['бантiиссару', 1]
['тайми', 1]
['тiутiимуних', 1]
['нузкьунттуйсса', 1]
['кияму', 1]
['душмур', 1]
['къатiуппай', 1]
['лувну', 1]
['увххукун', 1]
['ссурухiий', 1]
['лагавай', 1]
['урувччуну', 1]
['кьабити', 1]
['шивалу', 1]
['мальоннул', 1]
['мукьрагу', 1]
['вев-шев', 1]
['ганичiасса', 1]
['шамилчин', 1]
['ливтiуми', 1]
['аждагьарттаяр', 1]
['таваккул', 1]
['нузгу', 1]
['куннан-ку', 1]
['дирчiаннин', 1]
['къабивчiанххурав', 1]
['къахьунххурав', 1]
['канища', 1]
['хьунтiиссара', 1]
['малоьнгу', 1]
['гьантiиссара', 1]
['шамулчин', 1]
['турмургу', 1]
['палцi', 1]
['рирщукун', 1]
['дуруннича', 1]
['арулчинмур', 1]
['агъ-магъ', 1]
['бивчiаврияту', 1]
['шаврияту', 1]
['дяркъусса', 1]
