['ми', 411]
['гийхьири', 1]
['телесмишене', 1]
['гьаргвури', 1]
['дуьнйамыс', 1]
['маннийе', 1]
['гьанийы', 1]
['лимивийихь', 1]
['дыъыри', 1]
['сагъды', 1]
['мыкьана', 1]
['руръуд', 1]
['макъыйет', 1]
['кергас', 1]
['мимкин', 1]
['лийкьыр', 1]
['гьархыiрдихь', 1]
['луубкьури', 1]
['хьибырхьусды', 1]
['кьаiчiехьде', 1]
['гихъивхьир', 1]
['гъуiдихьде', 1]
['гиди', 1]
['хуъ', 1]
['чiилирмыхьван', 1]
['шуркумыд', 1]
['тiекьийкьеды', 1]
['ихтилатмыла', 1]
['касар', 1]
['миннетбыр', 1]
['выъын', 1]
['дешири', 1]
['выгыри', 1]
['рывылцiара', 1]
['ихтийарахьван', 1]
['йулдашес', 1]
['кьуiнийсинийис', 1]
['йогъцiырды', 1]
['йыгьа', 1]
['йашайишела', 1]
['балана', 1]
['гьагвур', 1]
['къаб-къашыкъ', 1]
['мибишихьван', 1]
['эскерер', 1]
['дишид', 1]
['лехъедкьыйне', 1]
['гадийере', 1]
['йигара–джыгара', 1]
['къариеда', 1]
['вахыри', 1]
['шийтiан', 1]
['сувтiан', 1]
['рагьаiтвалды', 1]
['викисдиший', 1]
['уiхъджувчiурийдин', 1]
['хъывыр', 1]
['кагъат', 1]
['ывъыри', 1]
['хъивхир', 1]
['хъыiвыiх', 1]
['гьахъагваси', 1]
['лихъийкьыри', 1]
['яса', 1]
['гьагвуд', 1]
['хьыли', 1]
['йешири', 1]
['сидигыри', 1]
['везирер', 1]
['наазирер', 1]
['пайдахъбыр', 1]
['сехъетiир', 1]
['накьра-сунна', 1]
['шад-гуйамиш', 1]
['дишихъ', 1]
['гуйамиш', 1]
['дишихь34', 1]
['дагъыстандис', 1]
['хъуiгъюс', 1]
['мадищди', 1]
['игитвалды', 1]
['векiегьвалды', 1]
['йикьис', 1]
['архыйинен', 1]
['руъусдиш', 1]
['ухуiн', 1]
['духары', 1]
['цiийлахъана', 1]
['лювшурди', 1]
['йишийна', 1]
['паджкалды', 1]
['агыр', 1]
['киибхьура', 1]
['увгъуд', 1]
['ригид', 1]
['кьаiреда', 1]
['гьассад', 1]
['быркаi', 1]
['гьидикне', 1]
['киджвиркад', 1]
['паджылды', 1]
['масалыхда', 1]
['хъийири', 1]
['са-кьвеб', 1]
['лашбыр', 1]
['нурдире', 1]
['гьалда', 1]
['гьухьусди', 1]
['дищди', 1]
['къыдкьыд', 1]
['гадиере', 1]
['ад-адищды', 1]
['къыдыкьбыр', 1]
['вылцiадыла', 1]
['шыв-га', 1]
['лаiгъюре', 1]
['кьырбымыд', 1]
['сихьаъ', 1]
['йешере', 1]
['сахыри', 1]
['гьухьурийме', 1]
['лыз', 1]
['лызырыкла', 1]
['гъыiбаiр', 1]
['гьагваси', 1]
['лузуд', 1]
['гьухьудбыйды', 1]
['руъуди', 1]
['магьиед', 1]
['выгарай', 1]
['сухъукьури', 1]
['лечiуси', 1]
['лумабыз', 1]
['халмыс', 1]
['лейихды', 1]
['дуьнйагуьзель', 1]
['ийере', 1]
['гьулхъад', 1]
['йулдашере', 1]
['нацiур', 1]
['гiаiле', 1]
['увгъур', 1]
['дуруьура', 1]
['субкьуд', 1]
['духла', 1]
['дыгыри', 1]
['хъацури', 1]
['дердехда', 1]
['ваiда', 1]
['буйругъбыр', 1]
['дусташе', 1]
['кайванийше', 1]
['ливирхьере', 1]
['гьаiйег', 1]
['гирхьение', 1]
['садана', 1]
['хъаiгъыiри', 1]
['эдир', 1]
['ливение', 1]
['сивигыр', 1]
['садхъаi', 1]
['сиргара', 1]
['хъибкьухьна', 1]
['аргасдиш', 1]
['хъиркьухьвна', 1]
['гьулхъание', 1]
['джинед', 1]
['лювгъуд', 1]
['джинахъаъ', 1]
['гуьрчеквалды', 1]
['хъырвыри', 1]
['гихъирхьис', 1]
['джирчiир', 1]
['йулдашеше', 1]
['гирхье', 1]
['хъырыъыри', 1]
['лихъийкьыйне', 1]
['гадана', 1]
['бытiравалды', 1]
['халкьдире', 1]
['гадыйекла', 1]
['джигьилер', 1]
['махвалыхда', 1]
['хъадацубыр', 1]
['ледкьыхь47', 1]
['нинне', 1]
['балугъчиед', 1]
['бахтлыд', 1]
['муьгьуiббет', 1]
['хъиджиршир', 1]
['хынимеше', 1]
['хывыркьарай', 1]
['гъехъеркьардиший', 1]
['гъехъеркьардиш', 1]
['эгъедий', 1]
['йе-ваi', 1]
['чiиринекъебыр', 1]
['дидыхьван', 1]
['чiиринехъемыхда', 1]
['хъуiдгъуiси', 1]
['хынемеше', 1]
['хукак', 1]
['китiе', 1]
['кулкура', 1]
['тиндире', 1]
['гьаiракат', 1]
['дуръура', 1]
['мидиъне', 1]
['тиниъне', 1]
['ыхъвыргардиш', 1]
['гвашеки', 1]
['шус', 1]
['чiабалара', 1]
['ыхъыiр', 1]
['рагъыхьвна', 1]
['рыкъыi', 1]
['агъаiчiуси', 1]
['лекъедкьаси', 1]
['гухъука', 1]
['йиванара', 1]
['ыхыiд', 1]
['рагъухьна', 1]
['гьухъувгас', 1]
['хабарсызана', 1]
['ыгъыiхыiр', 1]
['уьра', 1]
['гимадиш', 1]
['къуншийшда', 1]
['гьадхыiрди', 1]
['гьуiкуьмете', 1]
['рыiкъаiне-кьуле', 1]
['диды', 1]
['лехъреркьара', 1]
['сасынийихда', 1]
['гадкъыр', 1]
['ишарабыр', 1]
['гиртiе', 1]
['раъарай', 1]
['выхьас', 1]
['сукуйбыр', 1]
['хырхас', 1]
['ыхыiс', 1]
['хьыв-хьед', 1]
['кьухьдыбыйды', 1]
['кирирхьвара', 1]
['жине', 1]
['кiаъдыбыйды', 1]
['гьаджагуд', 1]
['сатасдиш', 1]
['хырхыри', 1]
['сепiир', 1]
['тух', 1]
['эрчiури', 1]
['гьубга', 1]
['якыдыла', 1]
['гьидиклана', 1]
['сидкьас', 1]
['хиялмыд', 1]
['хъацуси', 1]
['мырадмыхда', 1]
['гьаъси', 1]
['вихь', 1]
['майданалад', 1]
['решеси', 1]
['хийалмы', 1]
['рагъыд', 1]
['ретири', 1]
['гьарай-лалбыр', 1]
['хьесым-хыл', 1]
['сихъидкьыр', 1]
['хатыдире', 1]
['шалырды', 1]
['кiеъэлире', 1]
['гьамабугухь', 1]
['гъилыдыбыр', 1]
['хъалхьара', 1]
['гьуькуьметед', 1]
['джигьилды', 1]
['гъыiрчехъанваiлы', 1]
['кефикуькне', 1]
['мирийеде', 1]
['лубзура', 1]
['йивандире', 1]
['мирийек', 1]
['келъэре', 1]
['йулдашешде', 1]
['метлеб', 1]
['виъид', 1]
['гьарургад', 1]
['дзицийед', 1]
['гьахъагва', 1]
['векилешде', 1]
['везирешде', 1]
['хьыбыл', 1]
['гыргас', 1]
['гьуiкуьметдид', 1]
['ахъджыгыр', 1]
['шегьердидаа', 1]
['гьили-га', 1]
['выш-га', 1]
['дака', 1]
['луьдзийне', 1]
['гыдзырашис', 1]
['агъаiшур', 1]
['гъилыды', 1]
['дирине-дирине', 1]
['гъилаба', 1]
['гыдзыраше', 1]
['тинийихьде', 1]
['гивхьир', 1]
['язныйед', 1]
['йовгъцiурды', 1]
['йовцiурды', 1]
['накьрабыр', 1]
['шадваiлыхда', 1]
['дишихь56', 1]
['арабир', 1]
['кирхьаганвалды', 1]
['меджбур', 1]
['айван', 1]
['хылады', 1]
['къабахмыра', 1]
['иессиехда', 1]
['мукъаiшура', 1]
['къабахбыр', 1]
['ливше', 1]
['джандид', 1]
['сагъваiлихьван', 1]
['вуъулес', 1]
['ивхьири', 1]
['алхышбыр', 1]
['сухъукури', 1]
['сабтыри', 1]
['выiхьды', 1]
['ехьван', 1]
['сивигана', 1]
['нехирхъанара', 1]
['сивигаси', 1]
['тiырчинала', 1]
['ришбишихьван', 1]
['гьаапхыiри', 1]
['къабахара', 1]
['кыхыiр', 1]
['кехъелъэди', 1]
['тiыбаъаiл', 1]
['мириек', 1]
['кибхьури', 1]
['выгыргас', 1]
['дуьнъядис', 1]
['джарагъыр', 1]
['йивандыла', 1]
['сечiур', 1]
['хьидире', 1]
['джурудид', 1]
['вазырыра', 1]
['сигир', 1]
['кеепiири', 1]
['ядлахда', 1]
['улесимихь', 1]
['улердиш', 1]
['нехиркъанад', 1]
['мал-девлет', 1]
['къывыхьвна', 1]
['адга', 1]
['кьидкьыри', 1]
['хъиркьыры', 1]
['савкьатбыр', 1]
['къабахакла', 1]
['агъаiргъуiре', 1]
['кьулухда', 1]
['хунчиди', 1]
['улесдыбыр', 1]
['гаркъас', 1]
['кьаiре', 1]
['йымаг', 1]
['ичмахбыр', 1]
['люъуд', 1]
['ывъыр', 1]
['вышди', 1]
['кирхьубишдыбыр', 1]
['ибхьура', 1]
['бытiраваiлид', 1]
['лийчир', 1]
['аiхъаiрчiус', 1]
['дидыхдана', 1]
['нехирхъанахда', 1]
['вуръура', 1]
['садакьабыр', 1]
['къачахар', 1]
['хаiхъаiшури…60', 1]
['гихъидхьири', 1]
['еш', 1]
['хъишидыла', 1]
['лухъурзас', 1]
['рухури', 1]
['минийис…', 1]
['йымаiлед', 1]
['ветир', 1]
['куртiури', 1]
['рухьуриме', 1]
['йикьириме', 1]
['гьынкiаiды', 1]
['хъаiсды', 1]
['кьула', 1]
['бейабыр', 1]
['еринда', 1]
['вухури', 1]
['дугъридан', 1]
['салаамат', 1]
['чыкi', 1]
['виъимы', 1]
['рыкьа', 1]
['увухуiси', 1]
['цiухьудды', 1]
['сыда', 1]
['сывъас', 1]
['вышдихь', 1]
['гидиш', 1]
['хъваiнчiала', 1]
['гьацiыр', 1]
['гьухур', 1]
['валгара', 1]
['гивирхьерей', 1]
['суркьа', 1]
['раiгъ', 1]
['рыгыргара', 1]
['рагъаiс', 1]
['чiурды', 1]
['риъиме', 1]
['гъихь', 1]
['къулаше', 1]
['зазырмыд', 1]
['гъихьири', 1]
['хъырырых', 1]
['пачагьахда', 1]
['сидига', 1]
['йывыд', 1]
['валгыд', 1]
['гъылгъыд', 1]
['кiырчiе', 1]
['фаэтон', 1]
['махмырад', 1]
['хъиркъыр', 1]
['сарха', 1]
['гволахмыд', 1]
['дерде', 1]
['аiчiуси', 1]
['гьагуды', 1]
['риширдиш', 1]
['демег', 1]
['еринде', 1]
['хьибдымертебедид', 1]
['люздюр', 1]
['гаргъуiди', 1]
['паачагьакла', 1]
['паачагь', 1]
['сивтiир', 1]
['амыхь', 1]
['халмыла', 1]
['аiрчiуд', 1]
['еквёре', 1]
['кеерид', 1]
['диъир', 1]
['хъаiаiтхыiйне', 1]
['йыкьасды', 1]
['хиялмыра', 1]
['ригы', 1]
['йибкьыр…', 1]
['сухъджувгунакун', 1]
['кьыдыкь', 1]
['гуьрчекваiлихда', 1]
['высди', 1]
['йиганахъун', 1]
['гьухьусды', 1]
['гирхьиси', 1]
['хайлин', 1]
['хъуiвгъуiрей', 1]
['гьаiмалбыр', 1]
['гъаiнахаiн', 1]
['сихь', 1]
['сирхьере', 1]
['гьурхьури', 1]
['дайрады', 1]
['цiырцiырмыд', 1]
['еквахда', 1]
['лирф', 1]
['хъишид', 1]
['гьухьурий', 1]
['мылвыцi', 1]
['бахтлына', 1]
['дикисий', 1]
['гьахъагвасдиш', 1]
['шумды', 1]
['лерчiур', 1]
['гьады', 1]
['йыгь', 1]
['хъацiардиш', 1]
['гаiще', 1]
['леркьыри', 1]
['рагъыр', 1]
['суркьуд', 1]
['кьаiчиваiлире', 1]
['хьибды', 1]
['ларцiыра', 1]
['сынийихьван', 1]
['кубас', 1]
['хылаб', 1]
['тимбыйние', 1]
['гьаiрбас', 1]
['хьибырхьусние', 1]
['улджумас', 1]
['тимбишис', 1]
['гьаджагварана', 1]
['кивири', 1]
['парчаа', 1]
['ахьед', 1]
['ыъыд', 1]
['лешуд', 1]
['худкур', 1]
['22', 1]
['майитед', 1]
['гьаiджис', 1]
['инсафсыз', 1]
['гьагварама', 1]
['вышбыр', 1]
['йыгыри', 1]
['йаа', 1]
['выкьасдиший', 1]
['джыъырийдин', 1]
['гьухусмаа', 1]
['къанна', 1]
['лаабтiусды', 1]
['къалымаа', 1]
['ахъаiчiуси', 1]
['къарывыл', 1]
['къала', 1]
['хырыдаа', 1]
['сиригыд', 1]
['23', 1]
['ааъ', 1]
['сыхыiйне', 1]
['ихьири', 1]
['кьель', 1]
['ризванда', 1]
['24', 1]
['выгiлихда', 1]
['сухъуркури', 1]
['лехъаiчiур', 1]
['йиванашы', 1]
['сывхыр', 1]
['адыхъаъ', 1]
['киибхьур', 1]
['лихъвиркьара', 1]
['даръягь', 1]
['йукьдымертебедид', 1]
['25', 1]
['кувгъуiре', 1]
['къилды', 1]
['къах', 1]
['банахда', 1]
['хъыiвхыiр', 1]
['бахтывар', 1]
['ладжаабтiур', 1]
['мабай', 1]
['хъиркьыри4', 1]
['гьаiсрат-гьаiлихда', 1]
['вылцiардиш', 1]
['дыъыхь', 1]
['даiвие', 1]
['джурудире', 1]
['ишлемиш', 1]
['арцысды', 1]
['гитiтiир', 1]
['зильфикьар', 1]
['шашкiа', 1]
['къаршиди', 1]
['лувза', 1]
['суалбыр', 1]
['щумур', 1]
['дживабыр', 1]
['дулдула', 1]
['лечiур', 1]
['тинды', 1]
['йиргара', 1]
['духра', 1]
['либкьыри', 1]
['хъургъур', 1]
['адишийме', 1]
['мыйцiырды', 1]
['сыдыкла', 1]
['къуллух', 1]
['пычне', 1]
['гьаiсаба', 1]
['дуьнйадид', 1]
['гуьзелвалды', 1]
['ширинвалды', 1]
['гаiсаба', 1]
['гьаъардиш', 1]
['суьруьмыкла', 1]
['сырыхчиеше', 1]
['сырыхчиешис', 1]
['сырыд', 1]
['лузасды', 1]
['мадад', 1]
['малбыр', 1]
['йивыд', 1]
['ешере', 1]
['дуьгьаi', 1]
['хал-лах', 1]
['кьариймар', 1]
['гьабишыхда', 1]
['йикисиме', 1]
['гьакьаллы', 1]
['чiилмыхьван', 1]
['хъаыiхыiр', 1]
['хъиркьыри13', 1]
['гьакъаллыд', 1]
['рышеклады', 1]
['ад-адишды', 1]
['дуьнйадис', 1]
['лийидыла', 1]
['выши', 1]
['мийманара', 1]
['гьуiкуьметдады', 1]
['хьум', 1]
['гьагвурди', 1]
['лийин', 1]
['гьуiкуьметекла', 1]
['хъуiгъуiрдиш', 1]
['гьувгур', 1]
['хъыджыхьыр', 1]
['марад', 1]
['хъудишне', 1]
['худкасды', 1]
['хал-хизанбыр', 1]
['эдемийере', 1]
['гъадыла', 1]
['рывылцiад', 1]
['маллыехда', 1]
['некягь', 1]
['кихьир', 1]
['садырхара', 1]
['шуьшкiе', 1]
['эрчир', 1]
['гьухьуриме', 1]
['лийиси', 1]
['рыхыр', 1]
['гьархыiдиъне', 1]
['джухьван', 1]
['гьакьаллыд', 1]
['камаллыд', 1]
['гьанийда', 1]
['выхьвна', 1]
['дуруърди', 1]
['карвансарай', 1]
['айвана', 1]
['лурурзара', 1]
['щухда', 1]
['ваъадбищдыбыр', 1]
['гъайвыр', 1]
['лыхъыъыр', 1]
['выриме', 1]
['лершуси', 1]
['гьелбетди', 1]
['гетыри', 1]
['мыгьыр', 1]
['лаiхъаiрчiур', 1]
['пачагьакла', 1]
['хъиъи', 1]
['гьадгуд', 1]
['сивилъэре', 1]
['тiыбеэль', 1]
['лийид', 1]
['дават-девлет', 1]
['йыгъана', 1]
['гуйамишне', 1]
['гьагухь', 1]
['дишихь63', 1]
['увухуiс', 1]
['гъиджвиркьара', 1]
['гьагвуйiне', 1]
['хурджума', 1]
['чiидкiыд', 1]
['суркалды', 1]
['рыкьаi', 1]
['раiхъ-сафар', 1]
['хайирли', 1]
['сукуд', 1]
['хьывас', 1]
['гувчiуси', 1]
['ахъаiхьде', 1]
['мукъуi', 1]
['аiдубчiуди', 1]
['йулчиере', 1]
['гьыъырди', 1]
['хумалык', 1]
['ирхьуриме', 1]
['мукъуiк', 1]
['кадгъуiди', 1]
['гьидидне', 1]
['иджирхьур', 1]
['аiчiури', 1]
['йешел', 1]
['тiутiкьуд', 1]
['лешури', 1]
['джурана', 1]
['дуръус', 1]
['йикис', 1]
['джула', 1]
['хъвац', 1]
['эдемийшис', 1]
['дава-дарман', 1]
['хихьир', 1]
['джараiгьне', 1]
['йеденийды', 1]
['кьулиде', 1]
['гьагухьна', 1]
['гьагвасды', 1]
['кывъыр', 1]
['хъыiхыiр', 1]
['аiкъаiчiури', 1]
['игъибхьура', 1]
['уьлуьм', 1]
['руiгьдыхда', 1]
['йедере', 1]
['кутур', 1]
['мессы', 1]
['гьаiзриъилере', 1]
['анахъун', 1]
['йеда', 1]
['дуствалды', 1]
['ливир', 1]
['сыiхъвырхаiмады', 1]
['хъивиший', 1]
['джарагьаiре', 1]
['вийир', 1]
['къава', 1]
['тинийыхда', 1]
['лаъна', 1]
['кухъутiури', 1]
['хъаджацiыр', 1]
['йинчыхда', 1]
['лихъийинакун', 1]
['гьаiзриъила', 1]
['гъами', 1]
['хъишири73', 1]
['йагъаiл', 1]
['йашайиш', 1]
['къариес', 1]
['хъывылцiарай', 1]
['тухды', 1]
['ваiгъаiс', 1]
['аллагьаа', 1]
['сувургъара', 1]
['хырыде', 1]
['раiкъ', 1]
['кьисмат', 1]
['лийкьыд', 1]
['рухьра', 1]
['гьуiмуьр', 1]
['лаъас', 1]
['йах', 1]
['рырыхыхь', 1]
['йихъаъ', 1]
['гьакьалала', 1]
['улихь', 1]
['аллагьада', 1]
['эгъепiири', 1]
['гъуiнимыла', 1]
['кьамчiелийбыр', 1]
['аллагьас', 1]
['кьари', 1]
['къуiмаiвгъ', 1]
['телесмишне', 1]
['ладжбарада', 1]
['аiлхъваiре', 1]
['къуруд', 1]
['хукбыр', 1]
['ахьтухьва', 1]
['къизилмыд', 1]
['ваала', 1]
['агасдиш', 1]
['сагьаiтди', 1]
['ублю', 1]
['хъавахыри87', 1]
['ай-диший', 1]
['аъара', 1]
['кiашенбыр', 1]
['саъара', 1]
['мийманваiле', 1]
['хъыджвыхьвна', 1]
['кьадиед', 1]
['качалас', 1]
['шаград', 1]
['кiаiшенмыiк', 1]
['кiаiшенбыр', 1]
['хакьыйне', 1]
['гьутхьа', 1]
['салтара', 1]
['рикьид', 1]
['лерир', 1]
['гъуiня', 1]
['халы', 1]
['масалдаа', 1]
['мурза', 1]
['рыъыр', 1]
['хыед', 1]
['гирхьире', 1]
['ригихда', 1]
['сукьус', 1]
['джиркьыр', 1]
['ийессиед', 1]
['рыгыргас', 1]
['хъырвылцiара', 1]
['нинабашик', 1]
['дывылцiара', 1]
['нинабар', 1]
['дыъыр', 1]
['суьсмер', 1]
['гьадгус', 1]
['мукъяаi', 1]
['валгыма', 1]
['хъидхьур', 1]
['лийич', 1]
['кехъеръэси', 1]
['суьри', 1]
['мирийед', 1]
['кьана', 1]
['хъидхьубишыла', 1]
['лийчийне', 1]
['шивий', 1]
['лийед', 1]
['гъийгаъа', 1]
['балад-балад', 1]
['ийанатбыр', 1]
['мукъуiбишикла99', 1]
['касибер', 1]
['йыгъырма', 1]
['аргардиший', 1]
['уджузды', 1]
['лыкiар', 1]
['йыгъа-выше', 1]
['ийир', 1]
['хынхыкла', 1]
['халкьдид', 1]
['давар', 1]
['бахче', 1]
['саджатыр', 1]
['инсанашы', 1]
['хакьыдид', 1]
['мукьуi', 1]
['тiевелзири', 1]
['вазирер', 1]
['незирер', 1]
['дар-агъаджа', 1]
['реъэсды', 1]
['дагулчиере', 1]
['йикьисды', 1]
['шуунага', 1]
['гъамада', 1]
['хъаваъас', 1]
['вияъна', 1]
['хъывыси', 1]
['вагь', 1]
['хъырганаквун', 1]
['вазиреде', 1]
['мизик', 1]
['сибхьури', 1]
['ламыссыз', 1]
['ваъардиш', 1]
['джаъад', 1]
['сырыхчиеде', 1]
['сыдхыiри', 1]
['муiкьуiбыр', 1]
['мизире', 1]
['йыгыд', 1]
['рухьурди', 1]
['худкурдиш', 1]
['гьилады', 1]
['куькуь', 1]
['джыбраа', 1]
['сук', 1]
['сывъыри', 1]
['дагулчий', 1]
['гидживхьир', 1]
['худкурийдин', 1]
['йихирейди', 1]
['руъудий', 1]
['йигаси', 1]
['е-ваi', 1]
['сиригасдиш', 1]
['йикьидана', 1]
['четинды', 1]
['тахсир', 1]
['суда101', 1]
['вааси', 1]
['кьуха', 1]
['къариймар', 1]
['даъара', 1]
['раiгъмитдис', 1]
['ваасидыхда', 1]
['хъадац', 1]
['багъди', 1]
['хукумыхьде', 1]
['гивиркiа', 1]
['гехъепiе', 1]
['кьваiдхьусды', 1]
['ваiле', 1]
['дырых', 1]
['дуруъусди', 1]
['дыхьыхьвна', 1]
['дыкьыркьаси', 1]
['кирхьире', 1]
['хьаiлал', 1]
['лаатiур', 1]
['хъыгыр', 1]
['гекъепiесды', 1]
['бербыр', 1]
['машмашед', 1]
['йыхыiри-шешун', 1]
['хукада-хукада', 1]
['багъдис', 1]
['лабтiур', 1]
['дуруъусды', 1]
['шубаiшде', 1]
['хъуiгъуiма', 1]
['мадуiгъ', 1]
['аiгъаiчiур', 1]
['руьхьура', 1]
['хъалджере', 1]
['минийихьван', 1]
['халмыы', 1]
['гыргара', 1]
['темиз', 1]
['гьалах', 1]
['лыъын', 1]
['ывгыри', 1]
['гьацiардиший', 1]
['къатирес', 1]
['еквала', 1]
['нахаiдыы', 1]
['агъаъара', 1]
['лаабтiурдиш', 1]
['йыiк', 1]
['ибхьудхьур', 1]
['кьаiчид', 1]
['неразивалды', 1]
['гаiдиед', 1]
['йыiкьмыла', 1]
['йыкьаiдихьдед', 1]
['лепiес', 1]
['йыкьмыла', 1]
['хъуiджудгъуiре', 1]
['хьыланг', 1]
['беге', 1]
['ыiхыiри', 1]
['къатир', 1]
['викьири', 1]
['гьувгарама', 1]
['лузыды', 1]
['йыхыiси', 1]
['тылыймашис', 1]
['валцiад', 1]
['луджузур', 1]
['ях', 1]
['телесыхвалды', 1]
['кьунды', 1]
['синды', 1]
['тылыймаши', 1]
['йахасма', 1]
['лукур', 1]
['гьацiардиц', 1]
['гьидиреиди', 1]
['гьулхьара', 1]
['гийхье', 1]
['ливкьа', 1]
['сивхьа', 1]
['йымаiль', 1]
['ывхыiри', 1]
['улабырма', 1]
['ывхыiрийдин', 1]
['хъикьасий', 1]
['ядлара', 1]
['гаiдиеде', 1]
['девиймашда', 1]
['гий', 1]
['кiэъэлы', 1]
['лийаъ', 1]
['ха', 1]
['хъаiчiус', 1]
['сабыйде', 1]
['кьвёдхьусдиды', 1]
['лихъивхьир', 1]
['хъиркъыри', 1]
['худкун', 1]
['хъыъырдиш', 1]
['гвалахала', 1]
['ихъийис', 1]
['валгыйне', 1]
['лавартiура', 1]
['игъийисди', 1]
['джухьан', 1]
['хаагъус', 1]
['саха', 1]
['иере', 1]
['кирхьуд', 1]
['еквёе', 1]
['хагур', 1]
['ама', 1]
['хагус', 1]
['дердере', 1]
['лийисды', 1]
['ларгъур', 1]
['гигубад', 1]
['гьаъаса', 1]
['ги–', 1]
['хьад', 1]
['хъерипхьура', 1]
['хукала', 1]
['ырхыiр', 1]
['шубаiшды', 1]
['лаiкъаiбшура', 1]
['заалымакла', 1]
['гахъаадхара', 1]
['люхъуiвшур', 1]
['хъацiасна', 1]
['хукумыра', 1]
['тинбыйдымыра', 1]
['багъдире', 1]
['лехъерид', 1]
['васиед', 1]
['къуру', 1]
['хьусды', 1]
['васи', 1]
['джыдхьыр', 1]
['сагъна', 1]
['адгасий', 1]
['угут', 1]
['йигара120', 1]
['ай-адишийай', 1]
['кьвёр', 1]
['гвалахмыы', 1]
['зийим', 1]
['муiкъуiбишды', 1]
['халичемыхда', 1]
['хъаличебыр', 1]
['учурбыр', 1]
['лубзурай', 1]
['хаiбахъаiнед', 1]
['пеше', 1]
['йикисдишме', 1]
['гьадад', 1]
['йыхыыр', 1]
['ледкыыд', 1]
['летiидка', 1]
['гьилаиди', 1]
['гьыъыхьвна', 1]
['рикьиси', 1]
['кьвуiне', 1]
['хьвусды', 1]
['хъишийне', 1]
['хагъвур', 1]
['хъыхьыри', 1]
['минийихъаъ', 1]
['сухъуркьури', 1]
['гьаiламатад', 1]
['гедгыбыр', 1]
['цiамдыбыр', 1]
['гываъанбыр', 1]
['хыiбда', 1]
['геетiир', 1]
['дыбычi', 1]
['геетiид', 1]
['гытирире', 1]
['ухурмухьван', 1]
['вулхъара', 1]
['ухурад', 1]
['гватi', 1]
['гыiтырды', 1]
['тиндиде', 1]
['вулхъа', 1]
['джыбркла', 1]
['кехъепiес', 1]
['сатас', 1]
['йывыр', 1]
['бугъаз', 1]
['лывырхыр', 1]
['мачхулат', 1]
['гадгъаiре', 1]
['хылымыла', 1]
['хылыымы', 1]
['курмаiля', 1]
['халмаа', 1]
['кидхьусды', 1]
['гьабгумыхь', 1]
['джыбрыкла', 1]
['хъехъейис', 1]
['саягъ', 1]
['кидхьур', 1]
['хъатiури', 1]
['ришиймашде', 1]
['йинчид', 1]
['уьлуьмекла', 1]
['гехъейири', 1]
['шадваiлихда', 1]
['хьыдынийда', 1]
['халичебырки', 1]
['лаiгъуiрей', 1]
['халичемыд', 1]
['гьаъарди', 1]
['гьацiардиший122', 1]
['ачыхды', 1]
['джугъуiрене', 1]
['дидене', 1]
['кiаъла', 1]
['гьаiзиз', 1]
['джаъарана', 1]
['йигардиший', 1]
['гьыъынид', 1]
['джувгъюре', 1]
['йидзна', 1]
['ихьа', 1]
['гвалаха', 1]
['гыйгъыр', 1]
['хукымыхьде', 1]
['емиш', 1]
['наiхаiн', 1]
['секкиние', 1]
['йишийме', 1]
['хьывасды', 1]
['выъыриме', 1]
['джиба', 1]
['ругъа', 1]
['гъыъыр', 1]
['гьухьурдиш', 1]
['эдемийше', 1]
['гьуiмирдикла', 1]
['сукьуд', 1]
['нахаiды', 1]
['гьална', 1]
['либкьыбишдыбыр', 1]
['сийири', 1]
['гьыъыдбыр', 1]
['либкьаси', 1]
['гадыехда', 1]
['агъаiчiуд', 1]
['гьадгури', 1]
['ричiир', 1]
['лийис', 1]
['гадиеда', 1]
['хъиибхьури', 1]
['гьыъыбыр', 1]
['хамабугъ', 1]
['зи', 1]
['ид', 1]
['цiыы', 1]
['ливеди', 1]
['къайгъу', 1]
['гьубхьуд', 1]
['кьвуiнды', 1]
['манутахъаъ', 1]
['багьа', 1]
['чiеннед', 1]
['эдемиваiлихьван', 1]
['диде22', 1]
['заманады', 1]
['дуруъурдиший', 1]
['цiыд', 1]
['гъивирхьере', 1]
['гыблис', 1]
['силъэрдиш', 1]
['сагъуiре', 1]
['гьугъал-быр50', 1]
['кiутхуiймашиклады', 1]
['мыхаiбишды', 1]
['амцурдады', 1]
['мукъуiбишыхда', 1]
['дуьхийне', 1]
['гьаiдат', 1]
['адгын', 1]
['бада-на', 1]
['вуруъуди', 1]
['сирхьирей', 1]
['йихи-рей', 1]
['хидир-неби', 1]
['сирхьиди', 1]
['хидир-ильяс', 1]
['модды', 1]
['бейдед', 1]
['кьверси', 1]
['дыгардиш', 1]
['ледшус', 1]
['ледшуси', 1]
['даъ', 1]
['пешкеш', 1]
['хы-нимер', 1]
['дывыд', 1]
['хидир-небид', 1]
['хидир–ильясды', 1]
['дурула', 1]
['даъарай', 1]
['дишихь', 1]
['вишихь52', 1]
['ришикла', 1]
['кашир', 1]
['ваъади', 1]
['гьаiйибад', 1]
['нийетбыр', 1]
['сырхыiре', 1]
['ли-вирхьире', 1]
['виргъид', 1]
['ливхьидыла', 1]
['вазыры', 1]
['парбыр', 1]
['йишид53', 1]
['гигубмар', 1]
['гигу', 1]
['етимер', 1]
['мекидыла', 1]
['мириере', 1]
['рихири', 1]
['тек-ды', 1]
['гьугълад', 1]
['рагьара', 1]
['хыели', 1]
['хел', 1]
