['сай', 989]
['уардукьяба', 1]
['чiичiалара', 1]
['бургуси', 1]
['абикиб', 1]
['таманни', 1]
['балагьла', 1]
['гьатiиралра', 1]
['хумарси', 1]
['макьамра', 1]
['къухiкабуцили', 1]
['хiулбазирад', 1]
['нургъби', 1]
['гердикiахъули', 1]
['хiяйчив', 1]
['чеибси', 1]
['арацiибси', 1]
['ватаба', 1]
['децiана', 1]
['виркьахъес', 1]
['симкьикiули', 1]
['биублил', 1]
['кумекбаришану', 1]
['гiяхiдеша', 1]
['бурилихьалли', 1]
['рузбанигъуна', 1]
['баришигу', 1]
['децiагахъибал', 1]
['бурира', 1]
['рузбази', 1]
['мучлалра', 1]
['хiерира', 1]
['разилира', 1]
['шерирукьес', 1]
['къисмат', 1]
['хiярукьясли', 1]
['гъаркббаралли', 1]
['дубкiехiе', 1]
['хiушалра', 1]
['кавладая', 1]
['чiичiайчи', 1]
['вакiилра', 1]
['бирида', 1]
['аркида', 1]
['аррука', 1]
['дирис', 1]
['дихьахъили', 1]
['хъайчи', 1]
['кадирехiе', 1]
['пергер', 1]
['улкьайличибад', 1]
['гьаббакiили', 1]
['хъубзарлизи', 1]
['буча', 1]
['тiалабдара', 1]
['бемжахъа', 1]
['халкьра', 1]
['дям-дядра', 1]
['бемжурли', 1]
['тiутiубиубхiели', 1]
['гiеларадаили', 1]
['кiалгiялизи', 1]
['хъусбиубли', 1]
['гьарракiи', 1]
['хiерризи', 1]
['баилил', 1]
['биркьулил', 1]
['хiядурбикiули', 1]
['цугдуги', 1]
['биули', 1]
['чiичiайзи', 1]
['гьарракiахъес', 1]
['паргъатбиублил', 1]
['вяшикiуси', 1]
['нушабра', 1]
['дусес', 1]
['кегiевси', 1]
['пишяхъили', 1]
['муэру', 1]
['мару', 1]
['тамашариубдеш', 1]
['разидешличи', 1]
['шурдухъи', 1]
['риругiер', 1]
['гiяндрушиб', 1]
['абацiилигу', 1]
['хiилна', 1]
['хiинцiкарикiули', 1]
['кьяскабиубли', 1]
['чина-саял', 1]
['умудирехiену', 1]
['тахличи', 1]
['геррухъи', 1]
['умубируси', 1]
['гiямзилаб', 1]
['челгьуси', 1]
['бигниличи', 1]
['шакикибси', 1]
['сабурхiебарри', 1]
['талихiчерли', 1]
['хiердирутири', 1]
['агуд', 1]
['камличила', 1]
['хiебагьуррагу', 1]
['шадиб', 1]
['лебрину', 1]
['гъайлизибад', 1]
['пяхi-кiантiли', 1]
['ветахъили', 1]
['дардлизирикибси', 1]
['къунзрухъи', 1]
['кiалгiяла', 1]
['умуснау', 1]
['хiерризалли', 1]
['адаахъили', 1]
['кьялубира', 1]
['умуснала', 1]
['адамтачи', 1]
['гьайриублигу', 1]
['някълизиб', 1]
['милиглирану', 1]
['ружахъес', 1]
['гагу', 1]
['дехiибала', 1]
['кьандирули', 1]
['къалабалирану', 1]
['жяв-жявли', 1]
['ружен', 1]
['агайхайчила', 1]
['шакхiейкахъили', 1]
['гажинна', 1]
['гажиннизибад', 1]
['гъамриубси', 1]
['хибси', 1]
['цугикиба', 1]
['чизи-биалра', 1]
['ужахъес', 1]
['бедирив', 1]
['милигриубси', 1]
['рурсиличила', 1]
['агайхайчи', 1]
['хъябруцбикили', 1]
['агайханра', 1]
['кьутiкьуси', 1]
['хiерелкъунси', 1]
['вархьибсири', 1]
['ракiесил', 1]
['раргиши', 1]
['вягiда', 1]
['цугли', 1]
['цiяб-цiударбиъни', 1]
['хiечiивад', 1]
['кiунвацiибси', 1]
['кьабулварри', 1]
['хiечибси', 1]
['хатiабачирад', 1]
['черкарурхуси', 1]
['набчирад', 1]
['черкарерхур', 1]
['лернира', 1]
['укьяхъес', 1]
['къадагъабариб', 1]
['уркiецiи', 1]
['угуси', 1]
['яраглис', 1]
['тиладибирис', 1]
['ратахъес', 1]
['ургабси', 1]
['таманхiебиубли', 1]
['лебалли', 1]
['уффай', 1]
['адам-дамла', 1]
['тиладибирулра', 1]
['хiиличирад', 1]
['черрерхину', 1]
['ракiибси', 1]
['хiерерги', 1]
['рати', 1]
['раргибси', 1]
['черкарерхиша', 1]
['ишкiун', 1]
['гiяйибла', 1]
['ишбархiила', 1]
['хьунуллицунра', 1]
['лагълира', 1]
['къиянти', 1]
['хъардирули', 1]
['бурбуни', 1]
['ишдачил', 1]
['умудара', 1]
['лямцiдухъахъен', 1]
['чаррухъайчи', 1]
['таманхiебарадли', 1]
['тур', 1]
['хумарсирил', 1]
['чарриайчи', 1]
['умударахъес', 1]
['биубцад', 1]
['бухiнахъили', 1]
['лямцiдикiахъули', 1]
['бурямван', 1]
['разириркудал', 1]
['барину', 1]
['пяхiяла', 1]
['пяхiялану', 1]
['чарричайчи', 1]
['пяхiлази', 1]
['гiеладуша', 1]
['кьакьаракiили', 1]
['хумарлири', 1]
['мялгiуй', 1]
['хъарбареса', 1]
['пяхiялара', 1]
['буйрухъбариб', 1]
['ракiибхiейс', 1]
['гiеладушахъес', 1]
['21', 1]
['арцантази', 1]
['диубцад', 1]
['пяхiярдиахъес', 1]
['арцантани', 1]
['марси', 1]
['хiурбунадли', 1]
['пяхiярсадирули', 1]
['гiеладушили', 1]
['къукъу-рямкьличил', 1]
['разирикадли', 1]
['баррину', 1]
['гιясили', 1]
['22', 1]
['ригнаба', 1]
['рукьенну', 1]
['садуха', 1]
['таманбаришара', 1]
['гiеларти', 1]
['садухахъес', 1]
['кiелван', 1]
['23', 1]
['гьамадси', 1]
['детерхахъес', 1]
['гьайриубхiели', 1]
['хупiрикен', 1]
['шараб', 1]
['иличира', 1]
['хупiрикiен', 1]
['цугдиркур', 1]
['хурира', 1]
['дирар', 1]
['кадихьа', 1]
['авнайс', 1]
['къаршидикур', 1]
['кiидехi', 1]
['кьяпiтiи', 1]
['цадехi–гьаргти', 1]
['кьяпiти', 1]
['хiерризадли', 1]
['риубцад', 1]
['чаррухъен', 1]
['хъарабаркьуни', 1]
['детерхахъурли', 1]
['чаррухъулхiели', 1]
['далкьаирая', 1]
['кiидехiалра', 1]
['къапули', 1]
['итцадхiи', 1]
['кьяпiли', 1]
['гьаргдариб', 1]
['кьяпiдарира', 1]
['рашаб', 1]
['дигна', 1]
['25', 1]
['къарул', 1]
['гьу-гьария', 1]
['дикiули', 1]
['дебкiахъибхiели', 1]
['карикахъая', 1]
['лархiедирхъехiе', 1]
['кахiериркахъехiе', 1]
['кадихьибхiели', 1]
['урчазибад', 1]
['мурдарии', 1]
['26', 1]
['дягiван', 1]
['гьаларяхi', 1]
['гьерклизи', 1]
['камли', 1]
['кягiяхъиша', 1]
['хiилайзи', 1]
['буйгiуси', 1]
['шараблайзи', 1]
['бедила', 1]
['хирбикiуси', 1]
['вамсурси', 1]
['пяхiли', 1]
['ветахъи', 1]
['шахалайзи', 1]
['халбирухiели', 1]
['шиннайзи', 1]
['27', 1]
['дягiгъуна', 1]
['садухили', 1]
['садухирив', 1]
['садухира', 1]
['къиян-къиянни', 1]
['садухири', 1]
['макруличирли', 1]
['садухирину', 1]
['гiясириубли', 1]
['28', 1]
['вацiализирси', 1]
['хiугъуна', 1]
['хiерирарну', 1]
['мамаличилси', 1]
['къянкъла', 1]
['далкiа', 1]
['бускаунхiели', 1]
['ханжай', 1]
['чедунъяличи', 1]
['29', 1]
['шакрикибси', 1]
['гiергъирухъи', 1]
['гiеббиули', 1]
['чубк', 1]
['пашбехъубли', 1]
['жибхiяра', 1]
['гiеларадаибси', 1]
['кьурку', 1]
['вагьигунала', 1]
['дунъялизи', 1]
['къаркъалиу', 1]
['дигiяндиубли', 1]
['къуртмали', 1]
['чедунъялизи', 1]
['мерлабиубли', 1]
['илдачибад', 1]
['издаггъунти', 1]
['русбира', 1]
['талхъангъути', 1]
['уршбира', 1]
['тебли', 1]
['итаб58', 1]
['верхiъибил', 1]
['урхьнала', 1]
['хιурхъала', 1]
['аба-урши', 1]
['букни', 1]
['асни', 1]
['ихъули', 1]
['гiясикайубли', 1]
['чарулхъас', 1]
['сигкабиубси', 1]
['разивиубдешли', 1]
['хъямики', 1]
['или-хiеили', 1]
['таманиайчи', 1]
['гьанбиркура', 1]
['гьар-журала', 1]
['тiутiухiебикiару', 1]
['гьигьла', 1]
['заманалис', 1]
['дурхiя-алавла', 1]
['берклумази', 1]
['гушкайубси', 1]
['кьяшмира', 1]
['сагъсаламатли', 1]
['велкъунхiели', 1]
['дугагартин', 1]
['детахъили', 1]
['тамашакайубли', 1]
['дигарцад', 1]
['жургъухъи', 1]
['игьубли', 1]
['мажарра', 1]
['хъайгiивяхi', 1]
['хiярхiли', 1]
['вацiли', 1]
['хiеррикiесряхiили', 1]
['бицiахъили', 1]
['лигiматуна', 1]
['ишдигъунта', 1]
['рук', 1]
['рукунсири', 1]
['чедаэсра', 1]
['хiедикиб', 1]
['дургар', 1]
['диркур', 1]
['хiедикур', 1]
['рукунхiели', 1]
['илхiяйзир', 1]
['убуш-чебуш', 1]
['палтар-кьяш', 1]
['къимриубли', 1]
['хухриубли', 1]
['рирцули', 1]
['гιягiнити', 1]
['ниълизирадра', 1]
['хiилизирадра', 1]
['рарибсигъуна', 1]
['жагадешла', 1]
['андаличир', 1]
['бацра', 1]
['адухъи', 1]
['куц', 1]
['барткеллаван', 1]
['хъарум', 1]
['имиаван', 1]
['рай', 1]
['чiяртiа', 1]
['сурс-кьакьарикад', 1]
['шайзирад', 1]
['рарг', 1]
['башмакъла', 1]
['кьячiурбаурад', 1]
['гурда-гiяра', 1]
['детсаддулхъуси', 1]
['гьугу', 1]
['гiяламат', 1]
['бибихiяйбат', 1]
['ригути', 1]
['рукьян', 1]
['нушагъунтас', 1]
['хiелуга', 1]
['левал', 1]
['умцiерухъалли', 1]
['лугни-хiелугнила', 1]
['садакьалис', 1]
['сахi', 1]
['декьлара', 1]
['урдур', 1]
['диълара', 1]
['айчи', 1]
['садакьара', 1]
['рархьира', 1]
['рархьибсирив', 1]
['зигарухъи', 1]
['арацiибмадан', 1]
['черали', 1]
['дагра', 1]
['илбархiира', 1]
['харбаили', 1]
['даггъуна', 1]
['чаркарубли', 1]
['ракiира', 1]
['рашахъуси', 1]
['хiебирулрив', 1]
['диъбира', 1]
['декьра', 1]
['хiебарадли', 1]
['гьимуркiус', 1]
['зигаррарили', 1]
['рашахъули', 1]
['урух-урухли', 1]
['гъайрухъи', 1]
['рашуси', 1]
['ракiибсира', 1]
['къари', 1]
['урузалра', 1]
['риадри', 1]
['талкъан', 1]
['рухънала', 1]
['шайзи', 1]
['геррикiули', 1]
['гiяяла', 1]
['дурарикили', 1]
['дяхъяйчи', 1]
['агьра', 1]
['айра', 1]
['карикiули', 1]
['шадивад', 1]
['карихьири', 1]
['герратниличила', 1]
['пiякьбикниличила', 1]
['жиикiули', 1]
['урези-хiяя', 1]
['сукниухъунси', 1]
['чеэс', 1]
['талхайчи', 1]
['сайкъира', 1]
['сукниухъунсил', 1]
['уркiиличиб', 1]
['тiутiубикiуси', 1]
['лебниличила', 1]
['кисалабад', 1]
['хъулибад', 1]
['гьаланачибал', 1]
['вягiдалакабиубли', 1]
['цiахрарес', 1]
['вакiилри', 1]
['вебкiесли', 1]
['дугiкаили', 1]
['хiявкьи', 1]
['вашути', 1]
['мяржкабиубли', 1]
['лайбакiибси', 1]
['чеббикиши', 1]
['вацiакад', 1]
['гушкайубли', 1]
['бекi-бекiгъунти', 1]
['гiинцбар', 1]
['гiинц', 1]
['нугъуна', 1]
['игъбарагарла', 1]
['къаршидикиба', 1]
['гiинцбали', 1]
['укескайили', 1]
['беркунси', 1]
['хiебаили', 1]
['кьатiабекi', 1]
['бугескабиили', 1]
['изесбяхiили', 1]
['чейгуси', 1]
['махъла', 1]
['иза', 1]
['цiакьдешли', 1]
['вяшухъесалра', 1]
['урхiлис', 1]
['вайагар', 1]
['пякьирличи', 1]
['балагьуни', 1]
['чедащути', 1]
['чебиули', 1]
['сайгу', 1]
['илхiяйзиб', 1]
['беткахъили', 1]
['агьа', 1]
['чирт', 1]
['ца-хiябал', 1]
['диштiати', 1]
['къунзухъи', 1]
['улкьайличирад', 1]
['хiеррикiуси', 1]
['талкъа', 1]
['халадешличи', 1]
['гiицбала', 1]
['асахъили', 1]
['гiинцбачи', 1]
['мякьямажа', 1]
['иткъи', 1]
['беркес', 1]
['асухiебирар', 1]
['хiурматлис', 1]
['сяхiбат', 1]
['узи-урши', 1]
['гьалмагъ-хъиланти', 1]
['къаравашуни', 1]
['стол', 1]
['цуг-цугли', 1]
['лебтанилра', 1]
['гiинцла', 1]
['паяни', 1]
['кадаили-хiедаили', 1]
['кьатiа', 1]
['букiри', 1]
['дугесдиили', 1]
['изесдяхiили', 1]
['бургачирад', 1]
['хъалч', 1]
['чейгути', 1]
['дилара', 1]
['лебгу', 1]
['хiелара', 1]
['алри', 1]
['чiяр', 1]
['дурабиркули', 1]
['цаагили', 1]
['аъкабяхъили', 1]
['чiярбикiули', 1]
['ишарти', 1]
['ухiнаухъи', 1]
['пишни', 1]
['чучибси', 1]
['гая', 1]
['хъярхъикили', 1]
['велкъайчи', 1]
['сагърара', 1]
['лугадли', 1]
['сагъририс', 1]
['хiелугадли', 1]
['хiеририс', 1]
['рубкiар', 1]
['виргiяхiергура', 1]
['гьаланачи', 1]
['магьар', 1]
['дихьахъа', 1]
['илхiязиб', 1]
['белкiахъи', 1]
['магьарла', 1]
['бекiличибси', 1]
['беткахъахъили', 1]
['кабуцили', 1]
['игьахъубли', 1]
['туп-тупхана', 1]
['дяхъяхъили', 1]
['гiялам', 1]
['кепли', 1]
['мукърачив', 1]
['къаршикира', 1]
['укули-ужули', 1]
['кеп', 1]
['анцiбукьунхiели', 1]
['батурра', 1]
['гьалабван', 1]
['аргъилра', 1]
['дудешгъуна', 1]
['нешгъуна61', 1]
['шагъназ', 1]
['либакквалли', 1]
['рурссира', 1]
['дархiнацци', 1]
['нахiа', 1]
['ухънаваилра', 1]
['убкiулра', 1]
['дугая', 1]
['чiуял-хiябал', 1]
['дахьая', 1]
['сигъуна', 1]
['адами', 1]
['бакiалра', 1]
['биккая', 1]
['дахъи', 1]
['хiедикибли', 1]
['вебкiибхiили', 1]
['кiвебил', 1]
['урккавил', 1]
['чиццикiал', 1]
['хiятiибли', 1]
['хяблис', 1]
['варкьвян', 1]
['усхiеэс', 1]
['чибахi', 1]
['тiул', 1]
['къярагъибли', 1]
['цце', 1]
['духiнакакьур', 1]
['савлила', 1]
['мурттали', 1]
['дяхъибли', 1]
['кьяшлуппи', 1]
['бацiабаркьиб', 1]
['урчикивил', 1]
['какьур', 1]
['кирадирттибли', 1]
['балбарили', 1]
['хябра', 1]
['ависил', 1]
['виркьвян', 1]
['мурталли', 1]
['муртталисгъуна', 1]
['шуъисил', 1]
['адамира', 1]
['ишебра', 1]
['хулатилти', 1]
['бащули', 1]
['аккварли', 1]
['руцбас', 1]
['хiерикiван', 1]
['виублири', 1]
['шагьназицце', 1]
['вашикква', 1]
['баркьа', 1]
['риккихъара', 1]
['аттали', 1]
['гъайакквалли', 1]
['кьадин', 1]
['илттас', 1]
['гiилабил', 1]
['хiярцi', 1]
['сунис', 1]
['риккахъара', 1]
['лиралси', 1]
['риштiал', 1]
['цахiнабли', 1]
['чiакас', 1]
['дуклуппи', 1]
['кьяпуркабухъуй', 1]
['къиргъули', 1]
['аррукъиб', 1]
['гiяйроiикил', 1]
['чарбухъунхiели', 1]
['ширибиккара', 1]
['хiебачiиба', 1]
['къиргъу', 1]
['бутiа-бутiа', 1]
['рерцахъес', 1]
['уцбаки', 1]
['гiасивиубли', 1]
['хiерарккибли', 1]
['хiевус', 1]
['ккалгiала', 1]
['илхiили', 1]
['ахiялвариб', 1]
['чибла', 1]
['чирбархьара', 1]
['биркьи', 1]
['ттураухъун', 1]
['кiвиъибил', 1]
['хiярцiлира', 1]
['ахiялра', 1]
['бамсулли', 1]
['бука', 1]
['урчики', 1]
['мурттавибли', 1]
['аваиб', 1]
['ккалгiаличу', 1]
['ришкiайлил', 1]
['яхши-хявшваркьиб', 1]
['къиргъу-паччахiла', 1]
['бурккит', 1]
['мигьла', 1]
['тiайцци', 1]
['уркьлагьал', 1]
['гьаркарикiур', 1]
['чеваибхiили', 1]
['ттурарурхъан', 1]
['ттурабухъун', 1]
['вявбикiули', 1]
['майара', 1]
['хiяшбиркьули', 1]
['дулекi', 1]
['берцi', 1]
['чиркарати', 1]
['урчиликир', 1]
['хайри', 1]
['хiебиргьвар', 1]
['аррукара', 1]
['чардухъеная', 1]
['къиргъуцци', 1]
['гьуйкиб', 1]
['куявти', 1]
['вицiдахi', 1]
['берччисилра', 1]
['берквиссилра', 1]
['чарбариб', 1]
['хiярцiли', 1]
['чiудахi-чiудахi', 1]
['кьвялира', 1]
['мургьи-арцла', 1]
['таврара', 1]
['шагьназра', 1]
['битаибхiили', 1]
['гьалабухъуй', 1]
['чiвелра', 1]
['сайрину', 1]
['чиркавярхви', 1]
['урккавиллис', 1]
['кьастiбариб', 1]
['виштiаган', 1]
['хъаллакатара', 1]
['шилтал', 1]
['илцатта', 1]
['гьарахъакквалли', 1]
['тевли', 1]
['ччакквадешла', 1]
['дерхурси', 1]
['рурссбира', 1]
['итичу', 1]
['арбиркьвана', 1]
['баркьибмад', 1]
['чiвялра', 1]
['мурттабиахъара', 1]
['дакiибли', 1]
['мурттабииб', 1]
['арбиркьвяй', 1]
['урцурри', 1]
['валас', 1]
['ширабиккара', 1]
['талхъайчу', 1]
['хулейс', 1]
['урккаблис-урккаб', 1]
['виштiай', 1]
['риштiел', 1]
['михъра', 1]
['нахiара', 1]
['бикiвар65', 1]
['хайдакьла', 1]
['кiибхiнила', 1]
['сяхiлалра', 1]
['бегiес', 1]
['яшавбирули', 1]
['кулпетлис', 1]
['беркесилис', 1]
['игули', 1]
['бухъяндешли', 1]
['къантiдешли', 1]
['ши-алавси', 1]
['бахiяммас', 1]
['чебуркъили', 1]
['гьарахъдешли', 1]
['байлав', 1]
['урухварили', 1]
['каберхахъурли', 1]
['вакiилрив', 1]
['хiекьли', 1]
['кiантiивакiили', 1]
['вагьиглизи', 1]
['урцуйчибли', 1]
['бариша', 1]
['ракiес', 1]
['вягiдабарили', 1]
['байлаб', 1]
['дигiянариахъес', 1]
['кирив', 1]
['кира', 1]
['чераахъили', 1]
['бяхiаммани', 1]
['чекабихьили', 1]
['редира', 1]
['хьунул-мурулла', 1]
['жумягi', 1]
['рергира', 1]
['риубара', 1]
['таманбиубхiели', 1]
['ахъбуцибхiели', 1]
['гьаргбиубли', 1]
['тiярхъикад', 1]
['къапуличир', 1]
['галгаличир', 1]
['къапуличирти', 1]
['азбарлизивад', 1]
['ацiибхiели', 1]
['хiябдерхiла', 1]
['хъулрачирад', 1]
['чярхiдирули', 1]
['хiеррирурси', 1]
['ацiахъили', 1]
['керхурхiели', 1]
['дигадра', 1]
['хiебалта', 1]
['хьарбаибси', 1]
['кайзи', 1]
['супелтира', 1]
['хiяршдарили', 1]
['анкiи', 1]
['мискиндешлис', 1]
['архис', 1]
['хъянтiализибадли', 1]
['абитiаб', 1]
['сунезира', 1]
['чарирурс', 1]
['кiабатiлизир', 1]
['рангла', 1]
['дакiудиубли', 1]
['чайла', 1]
['мурибарили', 1]
['харбузла', 1]
['уркiира', 1]
['буртла', 1]
['кьямра', 1]
['чудура', 1]
['гiяркьилара', 1]
['бержили', 1]
['таманиубхiели', 1]
['шайубуцили', 1]
['укесвяхiилину', 1]
['разириубдешли', 1]
['базла', 1]
['бархiи-дуги', 1]
['хiеркабиубли', 1]
['кiабатiла', 1]
['держ', 1]
['кепварили', 1]
['сунелайчи', 1]
['кепдеш', 1]
['черардякьунхiели', 1]
['алра', 1]
['хiяйраниубли', 1]
['шаладикибхiели', 1]
['игъбарагриличила', 1]
['гьимрукiили', 1]
['бихiес', 1]
['хiерни', 1]
['багьуррагу', 1]
['бетхiеурли', 1]
['къуйрукъ', 1]
['гiягiнилил', 1]
['бебкiилину', 1]
['гадри', 1]
['дигахъаси', 1]
['дехличи', 1]
['разиагарли', 1]
['хъарра', 1]
['хiеахъес', 1]
['аибхiели', 1]
['эмхiези', 1]
['гамушуни', 1]
['кирали', 1]
['биринж', 1]
['ашрапи', 1]
['камбиубли', 1]
['кадатахъурли', 1]
['тукейзи', 1]
['ашрапуни', 1]
['кадалтахъухiели', 1]
['сунелагъуна', 1]
['ашрапира', 1]
['къугъати', 1]
['дарахъили', 1]
['устнас', 1]
['дедес', 1]
['тирхьбухъи', 1]
['михъирибяхъили', 1]
['кайкахъили', 1]
['бамхiарира', 1]
['кадалтав', 1]
['тирхьбикiули', 1]
['бамхiари', 1]
['дуракакьахъурли', 1]
['жугьутiли', 1]
['эмхiеличила', 1]
['хiебалтану', 1]
['шишимайзи', 1]
['хiейкили', 1]
['кабирхьес', 1]
['хьарваили', 1]
['арзибхiели', 1]
['чихъябира', 1]
['дебабарили', 1]
['арякьину', 1]
['вявла', 1]
['бисала', 1]
['дикьулри', 1]
['аркусив', 1]
['чебарбука', 1]
['чебаркис', 1]
['балагьра', 1]
['чебарбякьи', 1]
['тукентала', 1]
['дярхълизи', 1]
['дебавиубли', 1]
['тiярхъилабад', 1]
['багьадурти', 1]
['дублара', 1]
['хъарличира', 1]
['лагра-катхiелра', 1]
['башахъули', 1]
['инжитбирули', 1]
['къияндешлуми', 1]
['дакiахъибти', 1]
['бахiяммачи', 1]
['тиладили', 1]
['къиияндешлуми', 1]
['черардукили', 1]
['талхъанварили', 1]
['сай69', 1]
['атта-абая', 1]
['шумалла', 1]
['гуулиб', 1]
['лябцiаридил', 1]
['рабдукiихъул', 1]
['беегвалалдил', 1]
['гьареква', 1]
['чикавкьин', 1]
['щуумажиль', 1]
['укъинну', 1]
['кахва', 1]
['хвалелле', 1]
['уццилцце', 1]
['кулхъунзивдану', 1]
['даше', 1]
['чiала', 1]
['кахьве', 1]
['дата', 1]
['ччал', 1]
['гьакъида', 1]
['кулхъунгьия', 1]
['хухкижиб', 1]
['гуулива', 1]
['уухгьамауккутну', 1]
['хухкиже', 1]
['ццукьлину', 1]
['кабата', 1]
['винигьавхъиллану', 1]
['уцбад', 1]
['ууччиб', 1]
['ихтарат', 1]
['къурткакьиб', 1]
['угахъий', 1]
['кiвиялий', 1]
['бутiий', 1]
['наале', 1]
['кичиб', 1]
['къиналже', 1]
['чибдатул', 1]
['маале', 1]
['вахтле', 1]
['мямпятiбухилла', 1]
['гванза', 1]
['таакабухуб', 1]
['ццукьле', 1]
['уухккул', 1]
['гъючiчикаттакьибле', 1]
['тiашвиццул', 1]
['ухкку-ухккугьия', 1]
['таакодаакьаб', 1]
['абдубиикьул', 1]
['ливле', 1]
['чадину', 1]
['чинавдану', 1]
['кьаржам-бажукла', 1]
['гьегъе', 1]
['уццанада', 1]
['бажукла', 1]
['бахчалццивзе', 1]
['жуваб', 1]
['кьаржам-бажук', 1]
['мудалжил', 1]
['сал', 1]
['мудалже', 1]
['чийдухъий', 1]
['цiябгъ', 1]
['баакьидава', 1]
['бажуклиццил', 1]
['веесидава', 1]
['пикреукiу', 1]
['къукъу-цiалипанна', 1]
['дикьзиб', 1]
['актасабигъул', 1]
['гъайбукiий', 1]
['кабжаб', 1]
['цiакь', 1]
['кьучмаццибну', 1]
['хъямчивдичину', 1]
['дуса', 1]
['ччурсаижий', 1]
['гьилал', 1]
['хъямчивдичиб', 1]
['дусиб', 1]
['ччурсаттагъиб', 1]
['галдил', 1]
['гьаъа', 1]
['хъайъе', 1]
['дуньялцце', 1]
['вичий', 1]
['ситiкабечiиб', 1]
['гьабеттиб', 1]
['хьурре', 1]
['ихьуб', 1]
['цiатiзиб', 1]
['гьалугуннихьалий', 1]
['вихчевидадажизий', 1]
['бикьул-бакьакквазиб', 1]
['теебидигуннихьалий', 1]
['вихехизиб', 1]
['далай', 1]
['жавгьар-къиная', 1]
['ие', 1]
['парбукiул', 1]
['мусалла', 1]
['вибчiиб', 1]
['дикiе', 1]
['гьиикьузиб', 1]
['жавгьар-къинай', 1]
['гьегъекабжиб', 1]
['дикiегьаакьий', 1]
['чикабгая', 1]
['ихиб', 1]
['гiягнаал', 1]
['патишагья', 1]
['юкьязий', 1]
['гьай-вайт', 1]
['сеечiулла', 1]
['уку-уччул', 1]
['бел', 1]
['уцбалдий', 1]
['булхiун', 1]
['кижиблил', 1]
['иддил', 1]
['мицiел', 1]
['дателада', 1]
['ахъиб', 1]
['тиме', 1]
['уцбажиб', 1]
['жавгьар-къинацце', 1]
['тиладебаакьиб', 1]
['уй', 1]
['чибахьахьу', 1]
['виибижибле', 1]
['чибаккаккахъий', 1]
['раббукiул', 1]
['гiихул', 1]
['муссалжиб', 1]
['ажжал', 1]
['сабагъе', 1]
['кахахъий', 1]
['уццилдил', 1]
['батсаттагъибле', 1]
['гар-гарбукiий', 1]
['ччур-ччурсабжиб', 1]
['налтте', 1]
['муссалже', 1]
['тив', 1]
['ишия', 1]
['мулкмася', 1]
['чигьаттахъилал', 1]
['ишижил', 1]
['уццея', 1]
['чиикехул', 1]
['пабатул', 1]
['хъаллая', 1]
['ккалгiяя', 1]
['жавгьар-къинакьел', 1]
['уццилтал', 1]
['бикiле', 1]
['гьакi', 1]
['тебикекул', 1]
['сикiалдихьлий', 1]
['чибдутул', 1]
['илталий', 1]
['мампятiбухуб', 1]
['иццлумацциля', 1]
['хъям', 1]
['улцциля', 1]
['веесахъиб', 1]
['къиналдил', 1]
['гал71', 1]
['дурахiерулхъахъули', 1]
['челгьахьули', 1]
['рихiусири', 1]
['чучил', 1]
['кьарличи', 1]
['аррукес', 1]
['дурахiерухъунси', 1]
['рархьес', 1]
['нешхъали', 1]
['разихiебиркули', 1]
['кьарла', 1]
['махра', 1]
['рукили-леркехiе', 1]
['тиладабухъи', 1]
['рурсбачил', 1]
['абаибси', 1]
['дургудая', 1]
['къяжа', 1]
['букунхiели', 1]
['балцiес', 1]
['кабихьахъили', 1]
['рускаахъи', 1]
['кьадаличи', 1]
['лас-ласкадарили', 1]
['чердердили', 1]
['ратулри', 1]
['хiери', 1]
['чераргъили', 1]
['рисесриили', 1]
['чебкад', 1]
['къунбала', 1]
['бараягу', 1]
['аркьутира', 1]
['лагьни', 1]
['аркьутирану', 1]
['хiенкьлизи', 1]
['лагьнира', 1]
['хiенкьра', 1]
['гiяхιдираб', 1]
['чiакни', 1]
['къяжни', 1]
['арзиша', 1]
['алавдакiили', 1]
['гъезалра', 1]
['къябхiебердахъили', 1]
['гъез-гъездарили', 1]
['чiакнани', 1]
['умцiуси', 1]
['бетиуси', 1]
['урухриубси', 1]
['набзирад', 1]
['урухмакiуд', 1]
['ариибси', 1]
['хъурсбикiесбяхiили', 1]
['някъбатурли', 1]
['рисириили', 1]
['чукi', 1]
['кiебну', 1]
['лихiилабад', 1]
['чукiра', 1]
['рисириибхiели', 1]
['духъутiа', 1]
['дабри', 1]
['лертири', 1]
['лихiилар', 1]
['кiерну', 1]
['дабрира', 1]
['палтарлариубли', 1]
['арии', 1]
['къахъличи', 1]
['барга', 1]
['чиди', 1]
['гьуйчирад', 1]
['аркьусил', 1]
['къаркъубар', 1]
['жерши', 1]
['битеси', 1]
['хiункъара', 1]
['бихану', 1]
['кьакьакад', 1]
['ракiирив', 1]
['хухули', 1]
['рургут', 1]
['русахъес', 1]
['цулби', 1]
['дугадарес', 1]
['русалуси', 1]
['бизбизис', 1]
['бурханибад', 1]
['хурк-хурк', 1]
['зярхiя', 1]
['къяб-къяб', 1]
['кiунтiри', 1]
['кiантi-кiантi', 1]
['хiябмуз', 1]
['кьялшира', 1]
['хъапi-хъапi', 1]
['гiергъирулхъан', 1]
['гiерриухiелира', 1]
['рукiули', 1]
['лезмира', 1]
['алав', 1]
['арацiилигу', 1]
['баркьуди', 1]
['беръ', 1]
['мурдариили', 1]
['хiилира', 1]
