["hic'ile", 5420]
['la̰ʁunne', 1]
['uraqːiblide', 1]
['astahpirulla', 1]
['dalčunda', 1]
['saraʁiblida', 1]
['icːiraχːunsːaħlara', 1]
['icːiraχːunsːaħla', 1]
['ħa̰χa̰', 1]
["birq'ličːʷi", 1]
['sexʷa', 1]
['buχːle', 1]
["q'urč'arkačaraħ", 1]
['bikːanannicːe', 1]
['irsatːargan', 1]
['irsatːagurhar', 1]
["ralq'ej", 1]
['ruχublide', 1]
['tːuraurχːne', 1]
["laqit'arka", 1]
['tːurauχuble', 1]
["harawač'ible", 1]
['čahraturre', 1]
['karisːe', 1]
['raqaba', 1]
['qːʷazajqala', 1]
['rirasːe', 1]
['durara', 1]
['kːa̰ciħal', 1]
['hitːirasːe', 1]
['barkːʷan', 1]
['karib', 1]
['ħa̰nbad', 1]
['čekbišːibze', 1]
['bastːula', 1]
['uncːalahrirkitbaħ', 1]
["k'ant'ira", 1]
["ħa̰mč'ilira", 1]
['bejšʷi', 1]
['uˤlrirgande', 1]
["c'iq'ʷajle", 1]
['čarqaqːa', 1]
['birbalʁa', 1]
['bacːjal', 1]
['harasrirgade', 1]
['sable', 1]
['mišmišala', 1]
['jaˤla', 1]
['aˤbikːanar', 1]
['harasrible', 1]
["birk'ʷle", 1]
["birk'ʷanar", 1]
['χatirra', 1]
['maruχab', 1]
['tawqanni', 1]
['ričːinda', 1]
['sarkdirkar', 1]
["q'unajqalaj", 1]
['sagibat', 1]
['sagibatle', 1]
["q'unajqale", 1]
["čaaˤbiq'ar", 1]
['hadaχidaj', 1]
['χːamχːne', 1]
['malug', 1]
['kazarmalaˤne', 1]
["čatːak'alla", 1]
['irqutːe', 1]
['sːa̰mʡune', 1]
['aqːahra', 1]
['baldirkanze', 1]
['ulχːanze', 1]
['bučːahaka', 1]
['dušmanne', 1]
["urik'ar", 1]
['swečala', 1]
["nik'elle", 1]
["q'astːle", 1]
['politik', 1]
['učːahači', 1]
['ulχː', 1]
['maulχːe', 1]
['uruqunziw', 1]
['walicːajqala', 1]
['ruχiciħal', 1]
['pahmila', 1]
['baχutːe', 1]
['hararbulčande', 1]
["datːiq'arqalajšːurka", 1]
['hejčible', 1]
['ža̰ra̰ħlišːu', 1]
["pa̰lc'nalara", 1]
['karaturze', 1]
['muslimatlicːe', 1]
['ra̰ħisarjal', 1]
['ra̰ħisar', 1]
['aˤja̰ħilaziwde', 1]
['iči', 1]
['ʡalħamlicːirka', 1]
["pa̰lc'nira", 1]
['irčilaziwakːu', 1]
['merkaba', 1]
['hejči', 1]
['harahsahra̰qi', 1]
['čatːačːu', 1]
["sahbač'ibda", 1]
['ra̰ħunzil', 1]
['ja̰ħja̰žila', 1]
["rijalq'ar", 1]
["rarq'nila", 1]
['maħmadsa̰ʡid', 1]
['maħmadzahirqale', 1]
['maħmadsa̰ʡidli', 1]
['sanze', 1]
["q'ulajze", 1]
['bakarara', 1]
['čerderχːurze', 1]
['χačmazlicːe', 1]
['χačmazli', 1]
['χačmazala', 1]
["iskːalat'čnala", 1]
["q'uwatla", 1]
['laˤmajtːirka', 1]
["t'ulajmira", 1]
['rustːa', 1]
['rikːanasːaħ', 1]
['qːarqːnacːe', 1]
['lašanna', 1]
['musilara', 1]
['χazna', 1]
['sejqːanze', 1]
['baršː', 1]
['baršːla', 1]
['azerbajǯannicːe', 1]
['welala', 1]
['bucrira', 1]
['raršːibze', 1]
['qalaʁmar', 1]
['χaˤχaˤ', 1]
["ukbač'ible", 1]
['arčakrarčible', 1]
['čardiqːle', 1]
['čaratːʷle', 1]
['disːlira', 1]
['cilille', 1]
['čardiqːanar', 1]
["parq'", 1]
['tːurabirkle', 1]
['azmur', 1]
['azmurre', 1]
['birejqːlačːu', 1]
['qaχze', 1]
['ma̰lqne', 1]
['ba̰lquranni', 1]
['ma̰lqa̰', 1]
['aˤra̰ħundi', 1]
['ačːudara', 1]
['raχčaaˤgurda', 1]
['zarijatla', 1]
['sarra̰qibli', 1]
['baršlila', 1]
['šahulla', 1]
['jaˤgille', 1]
["ditːarq'ible", 1]
["ditːarq'ibsːaħ", 1]
['politika', 1]
['qasːirka', 1]
['ja̰ħja̰žiqalajšːu', 1]
['ja̰ħja̰žiqalad', 1]
['aˤhbalčitːale', 1]
['bukunsːaħ', 1]
["č'eč'", 1]
['aˤduχutːale', 1]
['purmanra', 1]
['rabdanqala', 1]
['rikːananni', 1]
['kerisːira', 1]
['luqːučize', 1]
['da̰rqːibsːaħla', 1]
['čejχuj', 1]
['wajχan', 1]
["haralt'ne", 1]
['iʁade', 1]
['jatːumile', 1]
['a̰ħakːuze', 1]
['ja̰ħja̰žira', 1]
['mammaqala', 1]
['χilžannicːille', 1]
['χilžanra', 1]
['ʁa̰rkːapːaˤnirka', 1]
['čarqduqunne', 1]
['duχilil', 1]
["čapːač'ibi", 1]
['kubaj', 1]
["ʡalt'iq", 1]
['kejsːunze', 1]
['bugla', 1]
['čerkejkudale', 1]
['časdurcu', 1]
['gammarde', 1]
["bik'ublira", 1]
['mabṵrqe', 1]
['χaˤχilara', 1]
['uˤlčabaʁible', 1]
['jaˤgilara', 1]
['keričib', 1]
["šːa̰rq'le", 1]
['kerikab', 1]
["t'ulajme", 1]
['tːurahwalčunne', 1]
['baširri', 1]
['žamalutːinne', 1]
["sarbirq'anar", 1]
['žarbil', 1]
['χažatira', 1]
["ʡa̰nt'iq'nira", 1]
["sːalt'ane", 1]
['waqːubze', 1]
["ruq'ijatlara", 1]
['uraˤrarte', 1]
['qːuča', 1]
['pana', 1]
["ʡa̰bc'nuli", 1]
['hitːidle', 1]
["k'ic'ne", 1]
["muq'la", 1]
['kulakacːille', 1]
['jerʁʷaze', 1]
['behtːaqiblačːu', 1]
['behtːaqibze', 1]
['ja̰ħjažiqale', 1]
["ħa̰nt'ične", 1]
['tarun', 1]
['šiχalila', 1]
['sanijatla', 1]
['qːarqːajal', 1]
['bikːaj', 1]
["walq'agur", 1]
['utːatila', 1]
['ʁamasːlirka', 1]
['aˤdartana', 1]
['ča̰qja̰χibli', 1]
['učːana', 1]
['čarra', 1]
['aˤhrarχade', 1]
["muq're", 1]
['aqberdilicːille', 1]
['ča̰q', 1]
['urkbičibanala', 1]
['ispolkomli', 1]
['ispolkumla', 1]
['qːa̰čːalara', 1]
["a̰rq'lara", 1]
['tːurahraʁibhar', 1]
['gemšːala', 1]
['majdanni', 1]
['qabaʁisar', 1]
['qːačaʁala', 1]
["a̰rt'le", 1]
["paq'irra", 1]
['hitːahjaʁibze', 1]
['čaχirrara', 1]
['čaχirira', 1]
["k'ont'urrirka", 1]
["wač'idaj", 1]
['aˤjʁitːe', 1]
['da̰wʡilirka', 1]
["aˤik'ar", 1]
['diqːid', 1]
['aˤba̰lqun', 1]
['qːučize', 1]
['čːejqalara', 1]
['muslimatala', 1]
['aˤkribda', 1]
['ʡabidla', 1]
['haliziraħze', 1]
['dulge', 1]
["ručːahruk'le", 1]
['urkrahra', 1]
['jatːumra', 1]
['sakinatle', 1]
['aˤduku', 1]
['towarišle', 1]
['bisatːaˤrgar', 1]
['knala', 1]
['aˤlʷgar', 1]
['qːijali', 1]
['pitne', 1]
["mabirq'itːa", 1]
['učːahtːarganar', 1]
['margutːa', 1]
["šːunt'", 1]
['arsarmabirčitːaja', 1]
['χːʷarbacːe', 1]
['wahdirgi', 1]
["rač'ilakan", 1]
['ʡurrišːu', 1]
['kamabiršːitːaja', 1]
["šilak'alra", 1]
['kerilakan', 1]
['arčahdarči', 1]
['delqːuranna', 1]
["mabirq'itːaja", 1]
['ja̰ħla', 1]
['hedičib', 1]
['ma̰nnajqalaj', 1]
["sasrač'ibdeble", 1]
["rik'", 1]
['rḭχːḛ', 1]
["murtk'alra", 1]
['aˤrḭχːḭbda', 1]
['čakaˤbalči', 1]
["obšːežit'ijalaˤne", 1]
['klʲuč', 1]
['klʲučra', 1]
['umarri', 1]
['hitːiruqunze', 1]
['hitːiruqun', 1]
['guža', 1]
["aˤrirq'itːa", 1]
['zaˤʁarible', 1]
['martːahriban', 1]
['martːahrible', 1]
['uqra̰qible', 1]
['cːamira', 1]
['harara', 1]
["madik'utːa", 1]
["tːurasrahaq'ibda", 1]
['zaħmatira', 1]
['laˤlaˤ', 1]
['qasːin', 1]
['urriqːade', 1]
["t'ip'", 1]
['saliħle', 1]
['čakdišːi', 1]
['ikucra', 1]
['qːṵqːa̰pːar', 1]
['wagi', 1]
['maʁʷarkačaraħle', 1]
['čerbiqːana', 1]
['dianale', 1]
['ħa̰žatakːuran', 1]
['birarxu', 1]
['uhaj', 1]
['darzmacːirkara', 1]
['kublicːille', 1]
['gammardira', 1]
['mauk', 1]
['tamašnarkan', 1]
['wahjew', 1]
['uˤlaˤbaturda', 1]
['ričibda', 1]
['helizikne', 1]
["aq'lila", 1]
['čaqʷlira', 1]
['χːʷariliruj', 1]
['χːuc', 1]
['durkːmar', 1]
['malejčːitːa', 1]
["ulit'aj", 1]
['bikːaja', 1]
['aˤjlazira', 1]
["χːuc'", 1]
['zalumze', 1]
['risːujčːʷi', 1]
['aˤrisːujčːʷi', 1]
['ikːanannirka', 1]
['tːa̰ba̰nna', 1]
['aʁʷalal', 1]
['ʡa̰lmili', 1]
['qurqila', 1]
['barre', 1]
['ucːuble', 1]
['tːuraaˤj', 1]
['herilcːud', 1]
['rṵχrṵχa̰n', 1]
['sarsdaʁice', 1]
['hararbičibze', 1]
['kadarte', 1]
["k'ant'li", 1]
['qalbaˤnirka', 1]
['čaku', 1]
["q'ut'ne", 1]
['muslimatlišːu', 1]
['bičːibd', 1]
['ištːiknaj', 1]
["bibaq'arra", 1]
['karxʷana', 1]
['ħa̰šakːe', 1]
['rabazannicːe', 1]
['ħa̰šakː', 1]
["pa̰mut'la", 1]
['buqːinda', 1]
['sːatilra', 1]
['tijane', 1]
['dikːanzil', 1]
['aˤdikːanzil', 1]
['balharaaˤričibda', 1]
['ijallila', 1]
["q'arararra", 1]
['qalaʁajra', 1]
['ḭrχḭblidal', 1]
['dal', 1]
['ditaqibze', 1]
['raħmatli', 1]
['žerballe', 1]
['bičːibdal', 1]
['qːa̰nara', 1]
['qːuršaʁra', 1]
['ra̰ħmatli', 1]
['kaaˤb', 1]
['aˤbursi', 1]
["čararq'nila", 1]
["čṵrqut'", 1]
["murtk'alla", 1]
['bakarala', 1]
['qːaʁara', 1]
["q'ʷat'licːe", 1]
['qːaʁala', 1]
['bitible', 1]
['ruxanar', 1]
['ručːarerčible', 1]
['bṵlʁle', 1]
["wahric'ible", 1]
['ja̰ħakːuran', 1]
["urč'ijal", 1]
['urqːač', 1]
['igu', 1]
['ratabaja', 1]
["aq'lili", 1]
['markːahrarka', 1]
['qːa̰nbar', 1]
['qilaχːʷmar', 1]
['ruraʡan', 1]
['qːa̰nbira', 1]
['sarkdertːible', 1]
['kʷasaqalara', 1]
['ħabullahqalara', 1]
['χilžnad', 1]
['urkrertːible', 1]
['čersrertːibli', 1]
['mila̰qːʷla', 1]
['rakli', 1]
['masːla', 1]
['ʡusenqalad', 1]
["aˤrarq'ila", 1]
['aˤrikːanharra', 1]
['ajra', 1]
['dučːaʁibda', 1]
["darq'ibdi", 1]
['čersdertːibli', 1]
['abdulla', 1]
['čawaʁib', 1]
['wahwarise', 1]
['murqira', 1]
['načalola', 1]
["wak'alla", 1]
['daqibli', 1]
['laˤlile', 1]
["čarak'ʷaraj", 1]
['čadan', 1]
['čadannirka', 1]
['žamalutːinra', 1]
['ʡabdullara', 1]
['dalajqale', 1]
["sowet'dixːli", 1]
['masliʡatli', 1]
['rugajla', 1]
['ugajla', 1]
['ħulbajla', 1]
['hinne', 1]
["helq'an", 1]
["urk'ila", 1]
['kačibli', 1]
['zir', 1]
['ħa̰rħa̰', 1]
["aˤk'ud", 1]
['gulgul', 1]
['alqːmar', 1]
['sakaciχun', 1]
['zajpudinni', 1]
["diq'unda", 1]
['ħa̰šlidičːi', 1]
['šatlankːa', 1]
["durk'ra", 1]
['ranglicːe', 1]
['wa̰šqa̰gle', 1]
['baširre', 1]
['ma̰nnajqalajšːu', 1]
['kararcːurze', 1]
['direktursːaħ', 1]
["pirsidat'ilsːaħ", 1]
['ʡa̰nc', 1]
["c'akːable", 1]
["štːap'elʲnojla", 1]
['da̰qibzid', 1]
['durkːmaj', 1]
['kːurtːili', 1]
["disdik'ade", 1]
['dunja', 1]
['χasinna', 1]
['qːačːe', 1]
['baχːala', 1]
['χːiguj', 1]
['χazina', 1]
['birapːara', 1]
['aˤruχubruj', 1]
['čararq', 1]
['ibajqala', 1]
['meχbaj', 1]
['čarwalč', 1]
['gulžahannišːura', 1]
['mammališːu', 1]
['guzalze', 1]
['ʡawratra', 1]
["buč'anarra", 1]
["k'aˤtːacːille", 1]
['upːara', 1]
["čakdurč'id", 1]
['barχrala', 1]
['derzibze', 1]
['hararbalčunze', 1]
['hararbalčunne', 1]
['wa̰rħa̰la', 1]
['gadne', 1]
["bibic'ible", 1]
['χːṵllajra', 1]
["rebč'ibanne", 1]
['ja̰ħunnide', 1]
['parizatli', 1]
['koncːertli', 1]
['kamalra', 1]
["wospit'annojze", 1]
['χːʷalelle', 1]
['čar', 1]
['rukaba', 1]
['barχraj', 1]
['koncert', 1]
['kamalqale', 1]
["c'abducːanila", 1]
['gusaewqale', 1]
['aˤhaχubda', 1]
['iwančej', 1]
['pečenʲra', 1]
['xːardiʁle', 1]
['saliħli', 1]
['buχaqub', 1]
['ja̰ħunde', 1]
['duguranala', 1]
['laˤmara', 1]
['magomed', 1]
['ibragimowičla', 1]
['harapːarχːible', 1]
['kisnaˤnirka', 1]
['artːurahdarčible', 1]
['sapibajli', 1]
["aˤrirq'itːe", 1]
['uguranra', 1]
['ʡaracːajle', 1]
['icːandara', 1]
['harahba̰qible', 1]
['čakaxub', 1]
['tːuraduqːe', 1]
['ʁa̰lrala', 1]
['tːupangala', 1]
['durčil', 1]
["durč'il", 1]
['lacapːarka', 1]
['uršle', 1]
['kaaˤrganze', 1]
['qːukli', 1]
['ukebsːaħla', 1]
['ča̰rχraˤne', 1]
["ba̰jk'ajkane", 1]
['uguran', 1]
['kːazitli', 1]
['qarrirkitwaħle', 1]
['čabswaxle', 1]
['megʷle', 1]
['pːartːne', 1]
["karikat'ura", 1]
['damdamlara', 1]
['pererɨwli', 1]
['jemčunne', 1]
['hitːahurcle', 1]
['aˤbuχilaze', 1]
['serjoznojle', 1]
['aˤbirče', 1]
['ug', 1]
['musaqale', 1]
['zuʁaj', 1]
['ra̰ħimatra', 1]
['tːurahdertːible', 1]
['tːurahdertːibze', 1]
['rugunze', 1]
['uff', 1]
['darχːaze', 1]
['aʁuj', 1]
['arupːirkle', 1]
["čaruk'ade", 1]
["uk'askːne", 1]
['ʡarzra', 1]
['la̰pːira', 1]
['biti', 1]
["dit'ač'ibde", 1]
["bat'arakːuze", 1]
['ručːahtːej', 1]
['šipaner', 1]
['sapːurcu', 1]
["čarbarq'ne", 1]
["dit'ač'ibda", 1]
['bajawur', 1]
['dugunze', 1]
['cːacːipːulli', 1]
['wahbiχurre', 1]
['šahdaʁli', 1]
['šahdaʁlirka', 1]
['gažna', 1]
['kilometrowla', 1]
['satːarχːibze', 1]
['gažnarka', 1]
['čahjaʁiblarka', 1]
["birq'ananni", 1]
['komsomol', 1]
['učebkːali', 1]
['poezdlirka', 1]
['čarkdatursːaħ', 1]
['xːardiʁande', 1]
["pulemet'", 1]
['armijalicːe', 1]
['rot', 1]
['soldatala', 1]
['kebilsːande', 1]
['kaaˤbilsːar', 1]
['uxade', 1]
['tːurakatːagurda', 1]
['tːurakatːagursːaħ', 1]
['ja̰ħunze', 1]
['epizodɨra', 1]
['wesmešok', 1]
['kanistːr', 1]
['kotelok', 1]
['haraqbiχur', 1]
['maharqbilχe', 1]
['okopli', 1]
['dučːaketːej', 1]
['aˤlejqible', 1]
['haraqatːerχːurre', 1]
['čaburʁi', 1]
['kːanistːirri', 1]
['ukeb', 1]
['nikːnarkudaħ', 1]
["duc'anze", 1]
["q'abišːiblarka", 1]
["semq'unne", 1]
['učːaqaˤjaʁible', 1]
['urkatːagurre', 1]
['haraqba̰qib', 1]
['soznanije', 1]
["wač'ibdalra", 1]
['čabsbaxanira', 1]
['la̰mznacːe', 1]
['bikbasːunnide', 1]
['sauχuble', 1]
['išʷidale', 1]
['urbalʁunda', 1]
['prusijali', 1]
['kinisbergli', 1]
['ba̰ħra', 1]
['čardulʁle', 1]
['derkunda', 1]
['čadurcle', 1]
['bacːre', 1]
["rot'ala", 1]
['soldatira', 1]
['harasjaʁibsːaħ', 1]
['jelqːice', 1]
["hararwač'ible", 1]
['harasejčible', 1]
["bikbic'iblide", 1]
['učːan', 1]
['nemecla', 1]
['oficːer', 1]
['patinkːbira', 1]
['čatːurkːanze', 1]
['tːulaqːe', 1]
['čapːurkːana', 1]
['cinnakne', 1]
["čejt'unda", 1]
['oficːerre', 1]
['oficːerricːe', 1]
['aˤčːibtːel', 1]
['sutkːila', 1]
['arestːla', 1]
['mažle', 1]
['sutkːi', 1]
['minala', 1]
['ranenɨjqale', 1]
['ranenɨj', 1]
['urbuqːi', 1]
['kabartle', 1]
['ʁa̰lla', 1]
['da̰qibane', 1]
['sanitarre', 1]
['diχi', 1]
['čehtːerχːur', 1]
['ħa̰pla', 1]
['nemecad', 1]
["aˤduk'araj", 1]
['marχːallicːirka', 1]
['čerkdičib', 1]
['ʁa̰lra', 1]
['harariχuble', 1]
['čapːarkːur', 1]
["jaʁibq'ar", 1]
['urdulʁe', 1]
['čaburqːe', 1]
['cːacːipːullicːille', 1]
['wapajkːara', 1]
['sajaʁice', 1]
['čarbati', 1]
['demobilizowat', 1]
['skamejkːala', 1]
['čekdibda', 1]
['čekeb', 1]
["qṵnt'ičdixːli", 1]
['aˤhwaχurda', 1]
['rijaltːel', 1]
['ba̰ħkːʷanar', 1]
['sekriblide', 1]
['ilejkːande', 1]
['putlisar', 1]
['učːaʁiban', 1]
['tːuraba̰rqːiban', 1]
["jebk'", 1]
['učːatːurairkle', 1]
['saqʷi', 1]
['urserʁle', 1]
['dirbaškan', 1]
['hitːaserʁlačːu', 1]
['hitːasaˤrʁle', 1]
['kabatidale', 1]
['taˤmajtːirkitwaħ', 1]
["okop'lirka", 1]
['tːurahtːagurre', 1]
['wešmešoklirka', 1]
['saqja̰qibsːaħ', 1]
['baqibhar', 1]
["dak'nacːirka", 1]
['taˤkannicːe', 1]
['adabakːura', 1]
["aˤhbaχurq'ar", 1]
['bibiče', 1]
['mabirqitːa', 1]
['hatːaˤqible', 1]
['birba̰rqːiblide', 1]
['derg', 1]
["diluk'ande", 1]
["sehilt'ade", 1]
["buχːuq'ar", 1]
['χureg', 1]
['kublidaj', 1]
['qːulejzira', 1]
['aˤqːulejzira', 1]
['sapːarχːiban', 1]
['ħabullahli', 1]
['bikbičibze', 1]
['haradelgunne', 1]
['bukananna', 1]
['matratlaˤne', 1]
['ḭrχḭbze', 1]
['flʲaga', 1]
['čangra', 1]
["rasčet'li", 1]
['ʁajalli', 1]
['udirkande', 1]
['dučːande', 1]
["urk'be", 1]
["urk'bira", 1]
['spirte', 1]
['wodkːne', 1]
['flʲagnacːille', 1]
['harasa̰rχle', 1]
['aˤicːanharra', 1]
['sekergade', 1]
['ibhar', 1]
['harardilʡʷle', 1]
["maχurk'ale", 1]
['učːane', 1]
['mačːu', 1]
["jebč'iciħal", 1]
['učːud', 1]
["čapːluč'id", 1]
['rʲumkːara', 1]
['arčakbarčibze', 1]
['četːra', 1]
['delk', 1]
['hajaʁutːale', 1]
['dučːekra', 1]
["ijalq'ar", 1]
['dirqanajdaj', 1]
["q'ʷa̰rt'racːille", 1]
['telewizurri', 1]
['sakdati', 1]
['kastːumaj', 1]
['sakbati', 1]
['paradli', 1]
['prosit', 1]
["ruk'ade", 1]
['sehdiχaj', 1]
['burmalicːille', 1]
["bikbik'anze", 1]
['kːastːumaj', 1]
["bikbač'ibda", 1]
['čejχanar', 1]
['kostːum', 1]
["buk'anad", 1]
['sehdilχane', 1]
['mada̰ħa̰bra', 1]
['daˤkːudeble', 1]
['sehdilχanzira', 1]
["sahbit'unda", 1]
['čarkdertːiblide', 1]
['sumkːa', 1]
['čarsatːʷanar', 1]
['sumkːala', 1]
['čarbalʁuran', 1]
['barχra', 1]
['kamalutːinnišːu', 1]
['kotelokra', 1]
['bucubanala', 1]
['čarsdertːiblide', 1]
["buc'", 1]
['čarsbarʁible', 1]
["učabik'ar", 1]
['maduče', 1]
['gemišle', 1]
['da̰rʡibze', 1]
['derkːundeble', 1]
['aˤburχarra', 1]
['derkʷaja', 1]
['derčʷinda', 1]
['ḭrχi', 1]
['berčːibsːaħ', 1]
['buqːidale', 1]
['bučːe', 1]
["c'unalaˤne", 1]
['dučːadelgunze', 1]
['tuk', 1]
['kabarcːurriruj', 1]
["wklʲučat'ellirka", 1]
['bejxli', 1]
["wklʲučat'elʲ", 1]
['biši', 1]
['urrulqle', 1]
["q'urcapːaˤne", 1]
['qisqnira', 1]
['gaz', 1]
['sibtːajal', 1]
['marižat', 1]
['iʁanar', 1]
['hitːaxʷar', 1]
['bejxle', 1]
['bursandeble', 1]
['durχanzira', 1]
['dḭχːḭd', 1]
['robertla', 1]
["granat'nala", 1]
["c'ublira", 1]
['kahmille', 1]
['granata', 1]
['bikːarira', 1]
['robertqala', 1]
['mizili', 1]
['mizile', 1]
['ba̰ħčːʷid', 1]
['mizi', 1]
['disra', 1]
['dasːunne', 1]
['da̰rʡra', 1]
['sedirʁle', 1]
['da̰llakːuj', 1]
['kːazitacːe', 1]
['kapustːa', 1]
['kːazitlicːira', 1]
['bipːarkːurre', 1]
['rizin', 1]
["pːaket'laˤne", 1]
["pːaket'", 1]
['kedišːitːale', 1]
['bacːralle', 1]
['dṵrʡle', 1]
['ditːarčːi', 1]
['dṵrqra', 1]
['daˤkːuj', 1]
['swobodnojle', 1]
['diqːandaj', 1]
['qːuruk', 1]
['irgnira', 1]
['wobšera', 1]
['kladowkːali', 1]
['dikːana', 1]
['sala̰ħqalaj', 1]
['sotkːnala', 1]
['gazellicːille', 1]
["wač'ibq'ar", 1]
['urdičib', 1]
['aˤdikːari', 1]
['dikːannarka', 1]
['sːort', 1]
['madalšʷe', 1]
['daxundaj', 1]
['ʁa̰warkan', 1]
['dehdarχːible', 1]
['sotkːnira', 1]
['kedirgar', 1]
["nik'adaħkne", 1]
['kedišːibanra', 1]
["net'bacːirka", 1]
['kedišːibtːel', 1]
['da̰wʡilirkala', 1]
['ucːilara', 1]
['mesʲacli', 1]
['berlinnirka', 1]
['ditːaˤčːu', 1]
['belorusijalicːe', 1]
['qːuklahra', 1]
['ja̰qibzibde', 1]
['bolʲnicːnaj', 1]
["gospit'alli", 1]
['wolgogradli', 1]
["peχot'ali", 1]
['usːaħra', 1]
["gramot'ne", 1]
['listːre', 1]
['orden', 1]
['duχubilra', 1]
["dikːagurziq'ajdab", 1]
['bijalzibi', 1]
['čaratːaˤrgle', 1]
['hitːiwasːunni', 1]
['uˤlala', 1]
['ujaʁible', 1]
['niškanni', 1]
['urbirxːne', 1]
['tːurabelgne', 1]
['čaburʁle', 1]
['donbasli', 1]
['služba', 1]
['časdaʁibsːaħ', 1]
['piterri', 1]
['leningradli', 1]
['harasdirʁle', 1]
['bataljon', 1]
['čejχananni', 1]
['hatːaˤiqle', 1]
['položenijela', 1]
['rosːijali', 1]
['čatː', 1]
['habuχne', 1]
['germanijala', 1]
['qːudurbaħle', 1]
['čurkara', 1]
['čːiχa̰nniqalaj', 1]
['utːaturrarka', 1]
['naprawlenije', 1]
['tːuraaˤbaxanze', 1]
["maq'amira", 1]
['itil', 1]
['igil', 1]
['birsejqːle', 1]
['čugur', 1]
['čugurricːille', 1]
['dalajla', 1]
['masalaje', 1]
['aˤkebda', 1]
['učastnike', 1]
['iltːikne', 1]
['bursane', 1]
['lagerri', 1]
['ʡa̰balzible', 1]
['urχi', 1]
['raˤkːuj', 1]
['uziwde', 1]
['alawli', 1]
['čediqiblide', 1]
["k'aˤra", 1]
["ik'tːadra", 1]
['dursanar', 1]
['udilχade', 1]
['da̰rqːurre', 1]
['načaloli', 1]
['arwarčibziwde', 1]
['perwɨjlirka', 1]
['berčːala', 1]
['hedirče', 1]
['hedirkle', 1]
['ilirka', 1]
['χurum', 1]
['la̰m', 1]
['šapka', 1]
['cːacːipːul', 1]
['sapoge', 1]
['stalinni', 1]
["cunark'al", 1]
['urbiči', 1]
['kerganziwačːu', 1]
['rajkome', 1]
['ispolkome', 1]
['baxanzibačːu', 1]
["harahbuk'le", 1]
['awtoritet', 1]
['sakbišːib', 1]
['sakbirxːanze', 1]
['sasaqːiban', 1]
['sasaqːible', 1]
['mabizar', 1]
['simiškːala', 1]
["q'ʷalbarre", 1]
['čebilejkːle', 1]
['kːušlačːuda', 1]
['masejqːe', 1]
['qadaʁibzidde', 1]
['aˤsapːarχːar', 1]
["harakak'ʷande", 1]
["buχalt'erri", 1]
["rajp'ula", 1]
['ačlakːuj', 1]
["harakak'uble", 1]
['saruqinda', 1]
['urkrinda', 1]
['zajawleniera', 1]
['luqličːʷi', 1]
['ariflišːu', 1]
['arif', 1]
['ijalziwakːu', 1]
['isakaχubze', 1]
['deputat', 1]
['ʡašurbabla', 1]
['aˤrikːle', 1]
['rusːilale', 1]
['učːanziwde', 1]
['čabčable', 1]
["hederk'urre", 1]
["qac'aralirka", 1]
['ʡawratla', 1]
['alawka', 1]
['hararbalʁunne', 1]
['gallišːurka', 1]
['ukbaturda', 1]
['čakbatursːaħ', 1]
['ʁṵnge', 1]
['čabčabhar', 1]
["haderk'urre", 1]
['sahbatur', 1]
['čakbartanar', 1]
['čakbartu', 1]
['modnojze', 1]
['aˤba̰qible', 1]
['aˤčejχe', 1]
['bṵrqa̰de', 1]
['wa̰ħḭχːḭble', 1]
['hahana', 1]
["barq'indi", 1]
['čejlira', 1]
['dučːubda', 1]
['aˤbuχab', 1]
['uχubil', 1]
['mahijatle', 1]
['čulara', 1]
['gundwaw', 1]
["aˤdič'ible", 1]
['sːunčira', 1]
['žinslicːe', 1]
["bubk'liruj", 1]
['gundwawla', 1]
['ma̰qa̰qale', 1]
["buk'anzira", 1]
["q'unni", 1]
['sahbišːible', 1]
['qalʁla', 1]
['gundwab', 1]
['mucːilicːe', 1]
['ikaxublide', 1]
['ma̰mqa̰la', 1]
['ma̰mqa̰lacːe', 1]
['ma̰cːlicːe', 1]
['ʡa̰ncːlicːe', 1]
['haratːirχːanze', 1]
['čapːucuban', 1]
["rucːiq'arrira", 1]
['ma̰nqa̰', 1]
['tːuraʁne', 1]
['sːɨlkːali', 1]
["dič'ible", 1]
['uˤlsairgible', 1]
['taχsirkar', 1]
['ħalaldixː', 1]
['bataraj', 1]
['halizira', 1]
['mahijatla', 1]
['šahmillicːirka', 1]
['čehdišːib', 1]
['šahmile', 1]
['šahmilqale', 1]
["bubk'li", 1]
['harapːitaqib', 1]
['ʡumarrišːur', 1]
['kulpatlišːurka', 1]
["bicibziq'ajdab", 1]
['itib', 1]
['cališːura', 1]
['buχubtːelra', 1]
['tːaltːme', 1]
['gallišːura', 1]
['kʷanigli', 1]
['žuzli', 1]
['ča̰qba̰qa̰', 1]
["k'apːarali", 1]
["k'apːrala", 1]
['aʁmuzze', 1]
["četːelk'unze", 1]
['ča̰qba̰qiban', 1]
['ruslanra', 1]
['nurijatli', 1]
['širinatra', 1]
['bilalra', 1]
['širinat', 1]
["bat'ul", 1]
['ʁužʁuž', 1]
["buk'ub", 1]
['dabrišarala', 1]
['geldi', 1]
['geldili', 1]
["c'abducːane", 1]
['moskwalirka', 1]
['leningradlirka', 1]
['kubačinne', 1]
['satːirχːar', 1]
['kamerali', 1]
["jaraq'ra", 1]
