['ищал', 330]
['илхъи', 1]
['рет1ут1али', 1]
['ч1ч1орч1ч1али', 1]
['нуурах', 1]
['пулирдалъи', 1]
['къинкъилирах', 1]
['хьонабил', 1]
['айдимирк1е', 1]
['пермалъини', 1]
['ищик1ин', 1]
['кону', 1]
['бела', 1]
['ток', 1]
['хьонабач1', 1]
['бак1олдакьи', 1]
['панарла', 1]
['ч1инеду', 1]
['гьиниарахъива', 1]
['хьонабал', 1]
['руч1ч1абаденди', 1]
['кьони', 1]
['проверка', 1]
['халгида', 1]
['хьонабакьи', 1]
['бак1олдакьил', 1]
['гьед', 1]
['хъели', 1]
['белел', 1]
['вугивла', 1]
['таг1аб', 1]
['мисак1алъинк1е', 1]
['гигьибач1уб', 1]
['вуарик1ина', 1]
['гьегибахк1уб', 1]
['гьедахк1уб', 1]
['колилик1уб', 1]
['гьингур', 1]
['гьингуренибал', 1]
['к1к1олибахин', 1]
['халгигьи', 1]
['вуса', 1]
['бук1арихъ', 1]
['хъанхъалигьир', 1]
['палагьанди', 1]
['гьанибадал1ир', 1]
['этибах', 1]
['палугьанди', 1]
['-ч1и', 1]
['гьач1вабехьянлабел1ибахин', 1]
['гьац1алцебидуб-к1ек1идуб', 1]
['билъидубугу', 1]
['палагьан', 1]
['палугьанщуд', 1]
['х1окучакьи', 1]
['буртинал', 1]
['къапал', 1]
['гьарк1ела', 1]
['кьонирах', 1]
['сунк1ял', 1]
['гьач1ик1алъин', 1]
['ла-лел', 1]
['лъаливахин', 1]
['куци-мухъи', 1]
['ц1ун-', 1]
['ц1унду', 1]
['гочинибах', 1]
['жив-живщудб-лар', 1]
['гъардаш', 1]
['гъалдибер', 1]
['нажас', 1]
['гьунар', 1]
['гьунаричун', 1]
['вунъэл', 1]
['цещуч1ба', 1]
['бак1аридуб', 1]
['таг1алдуб', 1]
['реслъила', 1]
['биг1иду', 1]
['гьач1убк1ола', 1]
['вук1у', 1]
['ц1елдиравчи', 1]
['вугивщуд', 1]
['ах1улёхин', 1]
['инщудги', 1]
['эгунда', 1]
['бихье', 1]
['бухьудак1ундакьи', 1]
['бахиллъох', 1]
['бихьич1уб', 1]
['бихьирик1инала', 1]
['гьанигьул', 1]
['вугищуб', 1]
['далдалилибах', 1]
['бехилаб', 1]
['ч1ч1орч1ч1ада', 1]
['си-бац1а', 1]
['вуэл', 1]
['габда', 1]
['бухъи', 1]
['габдал', 1]
['гъорущла', 1]
['хани', 1]
['ч1ч1ордублъилла', 1]
['кьабг1идаресох', 1]
['сулавохох', 1]
['ч1ч1олох', 1]
['к1егищуд', 1]
['ке-', 1]
['ах1улуб', 1]
['гъардивунгъач1ув', 1]
['гьоштуб', 1]
['бук1уда', 1]
['палогьан', 1]
['йиг1ачул', 1]
['кьанк1ялалал', 1]
['режеду', 1]
['гьобеги', 1]
['къурбанла', 1]
['г1алигъгьобел', 1]
['гьордугьар', 1]
['реже', 1]
['режида', 1]
['кват1илибах', 1]
['дунялла', 1]
['хунт1улъибах', 1]
['йиг1ачу', 1]
['бехьул1убе', 1]
['зурмак1удубда', 1]
['пуда', 1]
['эталибах', 1]
['бехьол1е', 1]
['ххунибах', 1]
['рак1о', 1]
['бет1убах', 1]
['гьабел', 1]
['бехьвенда', 1]
['бук1удеч1иникьи', 1]
['гьарк1ок1-гьарк1я', 1]
['къуцули', 1]
['кот1ида', 1]
['кот1илибах', 1]
['гьац1алцеб', 1]
['т1убелуб', 1]
['целъила', 1]
['бехьуч1ик1алъинла', 1]
['г1едиг1алдуб', 1]
['гьащду', 1]
['къораг1аг1ач1инала', 1]
['барти', 1]
['гьадилъиларла', 1]
['ххалибах', 1]
['гьалидги', 1]
['хьойчи', 1]
['адубах', 1]
['вудицеб', 1]
['ххуне', 1]
['гьадицеб', 1]
['ищидла', 1]
['эталигьир', 1]
['бац1уч1ба', 1]
['ч1ч1оледу', 1]
['борч1иледукьибах', 1]
['релъала', 1]
['лъебич1икьина', 1]
['лъебахла', 1]
['бук1убечигьир', 1]
['адильбег', 1]
['къуцулёхин', 1]
['т1аливуох', 1]
['вуарик1инала', 1]
['гьедач1ч1оле', 1]
['хьолъасчигьир', 1]
['ярагъ-матах1ла', 1]
['гьаливла', 1]
['гьерч1ч1али', 1]
['бехьок1алъин', 1]
['минала', 1]
['ч1ч1оледе', 1]
['къинале', 1]
['ч1ч1оледекьи', 1]
['паланла', 1]
['г1уц1ц1илибах', 1]
['бел1игьир', 1]
['гьадугуба', 1]
['гьабигьилибахин', 1]
['супениба', 1]
['лъеби', 1]
['элибах', 1]
['къонк1илубел', 1]
['борч1или', 1]
['саййидул', 1]
['бат1алкьохин', 1]
['гьагив', 1]
['вугъав', 1]
['мууч1ими', 1]
['мууч1и', 1]
['гьеч1есиба', 1]
['йигъе', 1]
['йехьвай', 1]
['рук1аб', 1]
['мак1ва', 1]
['маххил1ул', 1]
['махъухъел', 1]
['махъухъубахин', 1]
['щалалибах', 1]
['гьобкъаг1идалъила', 1]
['гигьинда', 1]
['вудищдуб', 1]
['гьегисела', 1]
['йехьва', 1]
['саламатуб', 1]
['куча', 1]
['бакъибахе', 1]
['вугидуб', 1]
['индулаги', 1]
['мигъибахин', 1]
['бажарилибах', 1]
['инщала', 1]
['цещуба', 1]
['дандилъибахел', 1]
['ил1ибелук1ин', 1]
['т1укидук1ин', 1]
['бук1абек1ин', 1]
['дандилъи', 1]
['бухьагьибахин', 1]
['кельалъири', 1]
['руководство', 1]
['бук1ен', 1]
['сабаблъибах', 1]
['болъибахкьи', 1]
['болъубкьибах', 1]
['гьинк1ё-ёб', 1]
['гъалмагъар', 1]
['вук1охели', 1]
['бельибах', 1]
['беда', 1]
['гьач1икьибахин', 1]
['мух1амасултанкьидув', 1]
['вульув', 1]
['белич1ув', 1]
['г1аданкьивахин', 1]
['гьощулаба', 1]
['лъоб', 1]
['к1к1ирдалчи', 1]
['к1к1ирдал', 1]
['к1кирдал', 1]
['к1к1ирдалъа', 1]
['къорабах', 1]
['бесалъа', 1]
['г1унщил', 1]
['бухьагьа', 1]
['минчибахин', 1]
['борч1иледу', 1]
['вудуб', 1]
['муасчи', 1]
['г1абдалади', 1]
['гьач1ами', 1]
['бехьве', 1]
['балъукъол1и', 1]
['х1амарибидахъ', 1]
['мух1амасулт1анщуб', 1]
['тамих1', 1]
['щу-', 1]
['волъида', 1]
['вудибкъолъи', 1]
['щуре', 1]
['центр', 1]
['мах1ачхъалак1удуб', 1]
['буйнаксклъилар', 1]
['вуалъа', 1]
['мост', 1]
['биг1ида', 1]
['мостлъилар', 1]
['мостлъикьи', 1]
['иххи', 1]
['каклъила', 1]
['б', 1]
['баг1абкъол1и', 1]
['мосткьи', 1]
['вол1укъол1и', 1]
['бегъилдакьивахин', 1]
['во', 1]
['бухъибач1ини', 1]
['биг1идак1уни', 1]
['вол1идуб', 1]
['ву', 1]
['к1усуливахин', 1]
['бедак1укъол1и', 1]
['гьагищуд', 1]
['вунчавах', 1]
['гьерсаларла', 1]
['вунчохин', 1]
['вущулуб', 1]
['ка', 1]
['джамаг1атлъигьарла', 1]
['какла', 1]
['бел1ирик1ина', 1]
['вуэ', 1]
['валъи', 1]
['бегъилдакьибах', 1]
['ву-угид', 1]
['гьурл1и', 1]
['манзиллъид', 1]
['ваг1акъол1и', 1]
['вугъаби-кьи', 1]
['мух1амасултанщулар', 1]
['вохьуби-кьи', 1]
['ах1улукъол1и', 1]
['приказла', 1]
['мух1амасултанщугьар', 1]
['кьабг1идаресса', 1]
['т1укилар', 1]
['къораг1ен', 1]
['биг1ала', 1]
['эрхьубас', 1]
['шамилира', 1]
['пирказла', 1]
['бихьибахин', 1]
['вочита', 1]
['вочитабкъол1и', 1]
['соливахин', 1]
['гьач1ивос', 1]
['ссолёхин', 1]
['вохьакъол1и', 1]
['г1азарлабельи', 1]
['гьач1вабехьянлабельи', 1]
['к1екъиндулбельи', 1]
['боудуб', 1]
['рехьинщид', 1]
['гучинали', 1]
['веденский', 1]
['районльил', 1]
['даргъикьидуб', 1]
['гьанльир', 1]
['залъуб', 1]
['бехьведу', 1]
['илабабалъидла', 1]
['гьалуялъина', 1]
['гьерч1ич1иинщал', 1]
['андухьи', 1]
['йигъа', 1]
['ги', 1]
['вудуч1', 1]
['ч1абарила', 1]
['к1усулибах', 1]
['автоматдил', 1]
['гьордуч1', 1]
['автоматдахъ', 1]
['солдатадилухъ', 1]
['гьобдал', 1]
['кьигьибах', 1]
['къусулибах', 1]
['ансалъукъола', 1]
['ал1ибалъи', 1]
['вудищдубе', 1]
['чубал-цебал', 1]
['мисалъини', 1]
['бук1убахекьибах', 1]
['гьардуба', 1]
['армилъиба', 1]
['бук1акьи', 1]
['гьанибадалъирла', 1]
['гьанлъирла', 1]
['бехьудубе', 1]
['масидубдала', 1]
['къаме-ц1але', 1]
['дал', 1]
['таг1али', 1]
['мук1ух1убе', 1]
['берда', 1]
['щурагьида', 1]
['ищилъаги', 1]
['давла', 1]
['таг1аледукьибах', 1]
['баг1ибахин', 1]
['заманалъилагибах', 1]
['кьирилъи', 1]
['ищигьар', 1]
['гьегибах', 1]
['гьадидуба', 1]
['пермалъилагиба', 1]
['автоматлъил', 1]
['очередиби', 1]
['рехьу', 1]
['солдатадилура', 1]
['хехи', 1]
['бач1игьи', 1]
['бухьалибах', 1]
['ищила', 1]
['вудищда', 1]
['гилубе', 1]
['ищич1', 1]
['баг1ач1уб', 1]
['бук1едулъибах', 1]
['л1укъилич1у', 1]
['бук1едукьибах', 1]
['кьугьали', 1]
['гьабигьилибах', 1]
['кьогьалдареса', 1]
['эл', 1]
['вугубал', 1]
['мигъа', 1]
['мигъабкъола', 1]
['эгубел', 1]
['кьугьалуре', 1]
['патронди', 1]
['ралрач1ида', 1]
['ищигьа', 1]
['патрандил', 1]
['рач1ибахин', 1]
['вудудла', 1]
['бук1енда', 1]
['сунагьир', 1]
['къорарах', 1]
['рук1арек1ола', 1]
['патранди', 1]
['вугул', 1]
['таг1и', 1]
['килул', 1]
['мач1у', 1]
['беч1векьиба', 1]
['вудилъил1и', 1]
['г1аданщуре', 1]
['ц1ик1яби', 1]
['торчатьгигьирахин', 1]
['хьитаби', 1]
['рухирах', 1]
['к1к1умах', 1]
['бечичач1убда', 1]
['ах1', 1]
['бук1ельуб', 1]
['масидубда', 1]
['сразуг', 1]
['гучиналибах', 1]
['къелагиба', 1]
['бигьел1уб', 1]
['мисалдегьини', 1]
['къе-къуну', 1]
['кьурулич1ибах', 1]
['мак1о-мак1ола', 1]
['гутардикьирах', 1]
['г1инчаби', 1]
['г1ине', 1]
['илъ1ибе', 1]
['муабкъола', 1]
['бет1ир', 1]
['бахъин', 1]
['гениди', 1]
['г1ечиди', 1]
['бил-и', 1]
['гигьублъил', 1]
['хьодини', 1]
['вулъе', 1]
['биг1а-биг1ач1ибах', 1]
['кулу', 1]
['бекъубдал', 1]
['к1к1умаххе', 1]
['буххибахе', 1]
['к1к1умахх', 1]
['баг1алибах', 1]
['хъолурлъил', 1]
['къамахх', 1]
['бэ', 1]
['билъибахх', 1]
['бук1абаахх', 1]
['къва-кьи', 1]
['бехьобаххин', 1]
['муабаххэ', 1]
['гъандид', 1]
['ч1ч1а-кьи', 1]
['пулих1урихъ', 1]
['гьанк1уре', 1]
['рел1урек1унда', 1]
['тухунди', 1]
['биг1идучи', 1]
['гьунсарибалуб', 1]
['гьант1ик1улак1уб', 1]
['миг1арулагиба', 1]
['бакьил1игъелъи', 1]
['гъейльил', 1]
['тухун', 1]
['лъабигил', 1]
['х1ут1иб', 1]
['рак1вач1иб', 1]
['ц1онич1ибахин', 1]
['г1адилав', 1]
['дибиркьохин', 1]
['дибирлъох', 1]
['тажудинкьох', 1]
['тажудинкьидув', 1]
['вохьящуд', 1]
['джарбаг1илий', 1]
['рукъияткьех', 1]
['гьанильил', 1]
['йихьида', 1]
['ягъи', 1]
['гьалех', 1]
['хъамуб', 1]
['хъамубкъол1ил', 1]
['гьинк1ёх1аре', 1]
['рел1ибах', 1]
['мигъида', 1]
['багъибах', 1]
['физически', 1]
['бет1убе', 1]
['постоянно', 1]
['физическая', 1]
['к1вар', 1]
['гьижи-гьижик1удуре', 1]
['мина-минарисе', 1]
['гьадицере-церела', 1]
['олимпийский', 1]
['дандилъубугу', 1]
['гидакьи', 1]
['гьебкъаг1идалъила', 1]
['спортивные', 1]
['г1едиг1или', 1]
['хехилъи', 1]
['паркъа', 1]
['реакция', 1]
['движениелъила', 1]
['вущдубе', 1]
['осно-', 1]
['гьац1акьибах', 1]
['г1анчалъила', 1]
['г1анчал', 1]
['галилъид', 1]
['бигогьел', 1]
['биго', 1]
['милчели', 1]
['керч1ч1идуб', 1]
['вулилъил1и', 1]
['билъуб', 1]
['г1анчалъил1и', 1]
['т1иркъулибах', 1]
['ц1ц1ик1ябад', 1]
['мнсидуб', 1]
['манзил', 1]
['т1иркъолув', 1]
['вунхьявлъохла', 1]
['вугудув', 1]
['вуг1а', 1]
['туразакьибах', 1]
['ц1у-', 1]
['конщалъил', 1]
['гьуд-', 1]
['лъаб-', 1]
['трёнож-', 1]
['трёхножка', 1]
['букъибахин', 1]
['эх-', 1]
['эхитали', 1]
['гурил', 1]
['сантиметра', 1]
['окружность', 1]
['лъаману', 1]
['митралъид', 1]
['ц1улаби', 1]
['лъаби-лъаби', 1]
['карч1ч1идуб', 1]
['цевлащуд', 1]
['керч1ч1ирик1ина', 1]
['к1урц1ули', 1]
['мунъарик1ина', 1]
['бук1абугу', 1]
['ихитале', 1]
['ту-', 1]
['туразал', 1]
['ихитилох', 1]
['вохьал1увщул1и', 1]
['жола', 1]
['бегъалик1алъин', 1]
['туразагьар', 1]
['бухьагьохин', 1]
['вухьудув', 1]
['вудицевал', 1]
['керч1ч1еду', 1]
['инструкция', 1]
['ч1ч1олири', 1]
['г1ор-', 1]
['гьобги', 1]
['минарлъири', 1]
['цегицеб', 1]
['правилади', 1]
['гьореги', 1]
['т1анда', 1]
['ловкостьлъилар', 1]
['белубда', 1]
['ц1улилъик1ин', 1]
['бекъидуб', 1]
['цещул1илъинала', 1]
['бухьагьел', 1]
['таг1алибах', 1]
['керч1ч1ин', 1]
['г1анжалагива', 1]
['ххунда', 1]
['вохьал1ущуч1', 1]
['хисиду', 1]
['къаг1идалъил1е', 1]
['мунъури', 1]
['ххуналири', 1]
['раччи', 1]
['цебла-цеблала', 1]
['ссолалдуб', 1]
['ихтуркьибах', 1]
['цебда', 1]
['ихтур', 1]
['гьу-', 1]
['ц1умел', 1]
['ц1умуб', 1]
['заострить', 1]
['ссегибах', 1]
['ссолалел', 1]
['ссолалибахин', 1]
['ссолирик1ина', 1]
['жоркьилад', 1]
['ч1инибах', 1]
['ч1инирик1ина', 1]
['дундунида', 1]
['мингъарик1инала', 1]
['вунхьёх', 1]
['бажарилич1ивах', 1]
['бигьирик1ина', 1]
['хисидуб', 1]
['целала', 1]
['моъ', 1]
['гиролдуб', 1]
['гьащдаг', 1]
['кубал', 1]
['жолалъил', 1]
['гигьел', 1]
['бел1убдала', 1]
['гиролибах', 1]
['мунъуду', 1]
['ч1чиду', 1]
['лъоди', 1]
['гиролдубк1ола', 1]
['чанагъибала', 1]
['гъердду', 1]
['гъердуб', 1]
['гъердубе', 1]
['чаххиби', 1]
['гьач1ва-гьац1а', 1]
['бигьел', 1]
['билъидуб', 1]
['эгукьибахин', 1]
['гьац1а-гьач1ваги', 1]
['т1анду', 1]
['вуих', 1]
['т1амел', 1]
['т1амирахин', 1]
['гьинли', 1]
['къаг1идал', 1]
['гьагире', 1]
['чахиби', 1]
['бекьид', 1]
['гигьирах', 1]
['раг1але', 1]
['рел1алик1алъин', 1]
['ехьибди', 1]
['бажарилуй', 1]
['ехьи', 1]
['йинхьех', 1]
['йик1уду', 1]
['гидакьибах', 1]
['яхьибди', 1]
['ясик1удал1е', 1]
['кьебалда', 1]
['къаг1идабади', 1]
['телевизордил', 1]
['компьютердил', 1]
['-мн-', 1]
['револ-', 1]
['инкъилаб', 1]
['михьябах', 1]
['инкъилаблъи', 1]
['болъигьа', 1]
['джал-', 1]
['джалалидла', 1]
['л1укъилибахчи', 1]
['степанкьох', 1]
['иштипан', 1]
['вулъохла', 1]
['джалалид', 1]
['гьалувал', 1]
['цевлала', 1]
['кам-', 1]
['х1ажищув', 1]
['гьордув', 1]
['волъув', 1]
['волъав', 1]
['ихьвахъел', 1]
['гигьабалда', 1]
['г1ахьвагьа', 1]
['партизандил', 1]
['ц1ц1инибахин', 1]
['зорзва', 1]
['реч1ч1алъигьа', 1]
['воссав', 1]
['иманг1алищуб', 1]
['жилал', 1]
['г1едзенделува', 1]
['вуохегу', 1]
['ц1вакибалуч1', 1]
['г1ахьвадава', 1]
['волав', 1]
['вухьуде', 1]
['г1ахьвалщува', 1]
['гьерч1ч1укъола', 1]
['волохегу', 1]
['ц1ц1е', 1]
['гьудул-гьалмагъ', 1]
['жилалъил1и', 1]
['ах1дилох', 1]
['гьардивохьубик1уни', 1]
['чубгидак1уни', 1]
['эв_', 1]
['гале-галивах', 1]
['вусох', 1]
['джалалив', 1]
['къамубк1ола', 1]
['къамубдала', 1]
['бакъич1охин', 1]
['бульэл', 1]
['мухтариб', 1]
['хьольарла', 1]
['мак1илулар', 1]
['иштипаниб', 1]
['эгукьи', 1]
['зия', 1]
['гидегукьибах', 1]
['партизандилуб', 1]
['ц1ондукъола', 1]
['масидукъол1и', 1]
['ч1ибах', 1]
['бук1асчи', 1]
['чуре', 1]
['праздникиби', 1]
['оцбайкьи', 1]
['масагьир', 1]
['оцбай', 1]
['масел1уб', 1]
['риг1идак1али', 1]
['бищдира', 1]
['ч1олич1ибахин', 1]
['муабкъол1и', 1]
['беч1ат1ируб', 1]
['анльи', 1]
['куйл', 1]
['бехъведу', 1]
['гьалел', 1]
['гьерч1чибах', 1]
['ц1цой', 1]
['чваххилибахх', 1]
['ц1ц1-цц1ой', 1]
['г1анчакьи', 1]
['бук1удак1али', 1]
['буг1алибах', 1]
['берхъидакьибах', 1]
['тарахтурлъид', 1]
['гяндакьибахин', 1]
['буг1али', 1]
['буг1алич1укъол1и', 1]
['чваххили', 1]
['рекъудахудуб', 1]
['ч1олич1уб', 1]
['бокьидуб', 1]
['буг1ел', 1]
['буг1абахин', 1]
['гьещуларла', 1]
['кекьа', 1]
['бук1ени', 1]
['гьощдакьибах', 1]
['бильакъол1и', 1]
['гьарк1к1егил', 1]
['кунт1е-в', 1]
['кунт1аб', 1]
['рагьадибал', 1]
['бакъанил1ил', 1]
['хьольар', 1]
['ссордубе', 1]
['хисилубда', 1]
['баг1ула', 1]
['маска', 1]
['вгмб', 1]
['бук1ачик1унда', 1]
['ч1ол', 1]
['гьардукъол1и', 1]
['махьвахьвабах', 1]
['х1амаркьибах', 1]
['махьухьабахин', 1]
['гьарк1к1уй', 1]
['ихиталдуй', 1]
['г1аданлъила', 1]
['махьвахьабах', 1]
['х1амаркьибахин', 1]
['ел1е', 1]
['бажарилич1убда', 1]
['махвахьабах', 1]
['махьвухьай', 1]
['лъилар', 1]
['т1инт1идуб', 1]
['б1к1а', 1]
['гьардублъик1ин', 1]
['м-н', 1]
['чуб-чубдан', 1]
['бук1абахеб', 1]
['лагь-кьи', 1]
['лаилал', 1]
['агьагь', 1]
['минарисда', 1]
['белъаригил', 1]
['гьардукъолъи', 1]
['г1араб', 1]
['г1алищуре', 1]
['кьанк1ялдил', 1]
['рекъищибахин', 1]
['кьанк1ялди', 1]
['вудищуре', 1]
['ихьохъирах', 1]
['г1арахъибалар', 1]
['гъунабакьир', 1]
['кьанилъирахин', 1]
['рекъищибах', 1]
['одноклассникди', 1]
['насич1инала', 1]
['т1арт1алирах', 1]
['къот1абадахъ', 1]
['таг1алирахин', 1]
['рехъухъел', 1]
['рехъухъу', 1]
['банкибахъла', 1]
['шашлик1иби', 1]
['мух1амат1игьар', 1]
['гъазичулащув', 1]
['багьуракьир', 1]
['г1орусал1иарахъира', 1]
['украиналъила', 1]
['хабардил', 1]
['насибах', 1]
['хабардахъла', 1]
['андухьибах', 1]
['гьорел', 1]
['ххелибахин', 1]
['релъалъидла', 1]
['баг1ич1у', 1]
['гьакьуч1ин', 1]
['къораг1ащуре', 1]
['таг1ащуре', 1]
['йиг1ачибил', 1]
['релъиду', 1]
['гьощдагибахх', 1]
['яшав', 1]
['байбихьилукъол1и', 1]
['90', 1]
['гьм', 1]
['бехьянлабел1и', 1]
['1999', 1]
['годлъил', 1]
['август', 1]
['пурц1и', 1]
['беъ', 1]
['бертинал1и', 1]
['бертинал', 1]
['вудикъол1и', 1]
['ополчениел', 1]
['милчелик1ин', 1]
['милчел', 1]
['бугъуч1', 1]
['постди', 1]
['рилъирах', 1]
['ах1улёх', 1]
['тухалалъилар', 1]
['въездной', 1]
['пост', 1]
['ц1умали', 1]
['г1анчигьа', 1]
['болъигьар', 1]
['консервный', 1]
['заводлъинда', 1]
['боевикди', 1]
['хисида', 1]
['хисилохин', 1]
['лъиссид', 1]
['к1ванада-лъисси', 1]
['г1орхъила', 1]
['чам', 1]
['общем', 1]
['ищалла', 1]
['вочити', 1]
['гъагъал1', 1]
['чачанадилук1ин', 1]
['группа', 1]
['выехать', 1]
['райотделлъилагиба', 1]
['гьакьулъид', 1]
['бехьубахин', 1]
['ц1ц1умада', 1]
['кьондуб', 1]
['кьондубугу', 1]
['бехи-', 1]
['гьерц1уб', 1]
['кьурилъилар', 1]
['кекьидак1агьир', 1]
['кекьирилъа', 1]
['гогьалдил', 1]
['гъабгъада', 1]
['парсал1ил', 1]
['гъабич1уб', 1]
['парсал1ир', 1]
['эъгъабда', 1]
['гьарк1к1ела', 1]
['кунт1ела', 1]
['вулугуарахъиба', 1]
['бук1абкъол1и', 1]
['парс-', 1]
['ххаруда', 1]
['воледу', 1]
['гьарк1к1елива', 1]
['ххаледул', 1]
['вол1ел', 1]
['биг1идавагъох', 1]
['х1алал-мадарлъид', 1]
['кельарла', 1]
['ххаливахин', 1]
['вахъинохе', 1]
['сера-серабивахин', 1]
['ссаг1-', 1]
['хьобги', 1]
['къусулох', 1]
['халув', 1]
['парсал1ик1уб', 1]
['гьулугу', 1]
['г1еллъич1', 1]
['муул1укъол1и', 1]
['къуч1ули', 1]
['рахъи', 1]
['вудилъилар', 1]
['заманалъи', 1]
['к1к1ире', 1]
['гигьабдукъол1и', 1]
['т1укидаба', 1]
['гьеч1ч1умила', 1]
['лъоба', 1]
['мисабк1ола', 1]
['багьуракьива', 1]
['вохьал1увщуба', 1]
['ах1улири', 1]
['т1амахе', 1]
['ах1улирил', 1]
['т1амамахин', 1]
['бац1уба', 1]
['гьерч1ч1ибахегу', 1]
['гьанльи', 1]
['муул1а', 1]
['кекьиарахъиба', 1]
['эдарохьул1иарахъиба', 1]
['гьабигьанщуба', 1]
['белибахе', 1]
['зари', 1]
['буг1алда', 1]
['муул1ебек1ола', 1]
['гьардува', 1]
['вуасиникьохин', 1]
['кекьивах', 1]
['арахъибалъи', 1]
['цеп', 1]
['хъамахе', 1]
['бац1ал', 1]
['мусалащува', 1]
['дандик1к1умохе', 1]
['к1ундахък1уни', 1]
['муул1егу', 1]
['гьалугуарахъиба_', 1]
['г1ахьвалщуд', 1]
['гьацеб', 1]
['муул1ени', 1]
['г1абдалади-', 1]
['гьордуба', 1]
['белабчик1уни', 1]
['бац1а-', 1]
['белени-кьибахе', 1]
['белаб', 1]
['мисен', 1]
['бук1удак1уни-', 1]
['мусалавщудла', 1]
['к1уч1ули', 1]
['гьобаллъинди', 1]
['сарувогъохе', 1]
['бигьохин', 1]
['муал1а', 1]
['г1есимулавахла', 1]
['бак1валул1и', 1]
['мисалибах', 1]
['гьолъилалъи', 1]
['кекьидакьа', 1]
['къоч1улихъ', 1]
['ханщук1инла', 1]
['бесабади', 1]
['сабалъирах', 1]
['боц1ур', 1]
['гьар', 1]
['ихьулибла', 1]
['даи', 1]
['даимги', 1]
['тунка-г1унсилири', 1]
['х1асиллъила', 1]
['жамаг1атлъид', 1]
['ханщугьар', 1]
['делегеция', 1]
['гьунсаркьидув', 1]
['руководстволъикьи', 1]
['гьунссарид', 1]
['гьалибаххе', 1]
['ханщулар', 1]
['джамаг1атлъич1', 1]
['даг1ба-раг1ил', 1]
['бищдире', 1]
['г1елла', 1]
['мац1ибаххин', 1]
['гьобдагьан', 1]
['гьалёх', 1]
['вочитоххе', 1]
['оскорбитла', 1]
['гигьёхх', 1]
['гьащуч1', 1]
['вубдалъил', 1]
['результате', 1]
['г1ансал', 1]
['ч1ч1олёххин', 1]
['гьунссар', 1]
['к1к1умоххе', 1]
['вульоххе', 1]
['ваччили', 1]
['бехьобкъола', 1]
['бихьибахх', 1]
['гьочщуч1', 1]
['къиссас', 1]
['бигьич1ибахх', 1]
['вудидулар', 1]
['гьунссариб', 1]
['гьощубе', 1]
['более', 1]
['менее', 1]
['гьощду', 1]
['къва', 1]
['кьварилубе', 1]
['мак1илагил', 1]
['белъохх', 1]
['ил1ибла', 1]
['джамаг1атл1ич1', 1]
['даг1ба-рагъи', 1]
['вубдалъид', 1]
['династические', 1]
['браки', 1]
['ил1ибелугьар', 1]
['гучинехин', 1]
['гепеклъил', 1]
['гепек', 1]
['ханщуй', 1]
['чурклъил', 1]
['ихьвахъеду', 1]
['-старший', 1]
['щулар', 1]
['гьинк1явщулар', 1]
['гьалий', 1]
['г1ашат', 1]
['запирибалубе', 1]
['хъетмазиб', 1]
['къокъа', 1]
['г1алиханди', 1]
['вудидуре', 1]
['хандилуре', 1]
['рилъубе', 1]
['наслул1е', 1]
['гьордуре', 1]
['дибирмух1амащуб', 1]
['мисалъикьи', 1]
['арахъира', 1]
['мухъила', 1]
['абдурах1манщубла', 1]
['жа', 1]
['бич1едулъила', 1]
['хунзахъадилуч1ла', 1]
['ил1ич1ла', 1]
['власть', 1]
['михьяб', 1]
['контреволюционер', 1]
['властлъиба', 1]
['бандадилуб', 1]
['контрреволюционисты', 1]
['тунка', 1]
['г1унсули', 1]
['гьеч1ерилас', 1]
['вугибдагьан', 1]
['происходить', 1]
['т1вугу', 1]
['шамхал', 1]
['партизанский', 1]
['ахвахскийлъил', 1]
['шамхалиб', 1]
['руководствокьи', 1]
['гьегубал', 1]
['армилъил', 1]
['атаевла', 1]
['встречацала', 1]
['освободить', 1]
['мисидак1а', 1]
['гьагибги', 1]
['бандалъид', 1]
['бук1охин', 1]
['положениелъилар', 1]
['атаев', 1]
['алдамалуч1', 1]
['библиотека', 1]
['таманчал', 1]
['вуудеч1и', 1]
['патран', 1]
['таманчугьини', 1]
['бессабахе', 1]
['лъебири', 1]
['гьардухъиба', 1]
['вудидухъиба', 1]
['связь', 1]
['кила-къинлъинди', 1]
['боц1ц1ур-дала', 1]
['къеле', 1]
['кьогьа-г1анхъидубдалъил', 1]
['гьадидудла', 1]
['вниманиел', 1]
['гигьидал', 1]
['хунзахъиба', 1]
['гьаледу', 1]
['положениел', 1]
['чук1унда', 1]
['бечител1уб', 1]
['бечите', 1]
['бук1ач1инда', 1]
['хинилигиба', 1]
['кили-къинлъилар', 1]
['мумул1убе', 1]
['гьач1укъола', 1]
['бат1алкьидув', 1]
['кекьибесалачи', 1]
['бесабадилдилаба', 1]
['гьаливах', 1]
['контрреволюционный', 1]
['бандадилуба', 1]
['вуг1идув', 1]
['этавосох', 1]
['г1агарлъирик1уми', 1]
['вуохин', 1]
['вудугук1ув', 1]
['командирщулар', 1]
['отрядил', 1]
['ал1ибалъид', 1]
['бакъанил', 1]
['гьелъалаба', 1]
['баъг1арщула', 1]
['бесабадалахъ', 1]
['прекрасно', 1]
['биг1идегу', 1]
['мъкаждая', 1]
['минута', 1]
['ценный', 1]
['гьакук1убе', 1]
['бандалъиба', 1]
['бич1ч1уледу', 1]
['автоматный', 1]
